TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,0.468809,9.031767
YM2_6120_6430,1,1,1.374258,1.849427
YM3_6430_6620,1,1,0.468809,8.274275
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,20.12400,7.393363
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,46.54171,0.004049
GY0_4530_4532,1,1,12.14061,0.001000
GY0_4531_4532,1,1,59.63490,0.715785
GY0_4532_3951,1,1,61.08714,0.001539
GY0_3951_3952,1,1,61.08714,0.001539
XU0_4090_4270,1,1,3.243063,0.031166
XU0_4130_4070,1,1,2.603719,21.74867
XU0_4091_4270,1,1,5.977044,0.014757
XU2_4270_4650,1,1,18.06071,2.178615
XU2_4070_4330,1,1,29.32011,0.160899
XU2_4330_4480,1,1,29.32011,0.054662
XU2_4480_4650,1,1,18.06071,2.178615
XU3_4650_0001,1,1,18.06071,2.178615
YP1_6570_6680,1,1,5.413805,0.081014
YP3_6470_6690,1,1,3.685762,0.224872
YP2_6390_6330,1,1,23.95985,2.186356
YP1_6680_6670,1,1,3.685762,0.224872
YP3_6690_6720,1,1,3.685762,0.224872
YP3_6330_6700,1,1,7.159619,0.663538
YP3_6700_6670,1,1,3.685762,0.224872
YP3_6670_6720,1,1,3.685762,0.224872
YP4_6720_6750,1,1,3.685762,0.224872
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.280082,0.001000
JA2_7410_7470,1,1,11.21686,0.024105
JA2_7570_7480,1,1,11.21686,0.024105
JA1_7640_7280,1,1,11.21686,0.024105
JA2_7550_7280,1,1,5.069412,0.871135
JA4_7280_7340,1,1,11.21686,0.024105
JA4_7340_7470,1,1,11.21686,0.024105
JA4_7470_7480,1,1,11.21686,0.024105
JA5_7480_0001,1,1,11.21686,0.024105
RU2_5220_5640,1,1,3.622633,0.843088
RU2_5940_6200,1,1,1.728789,22.46754
RU2_5500_5610,1,1,2.792212,0.108791
RU2_5810_5610,1,1,2.792212,0.108791
RU2_6090_6220,1,1,5.917459,3.188606
RU3_5610_5640,1,1,3.622633,0.843088
RU4_5640_6030,1,1,20.75620,0.075574
RU2_6200_6170,1,1,2.052298,0.133823
RU2_6220_6170,1,1,3.449605,0.256487
RU3_6170_6040,1,1,1.174986,0.087105
RU4_6040_6030,1,1,20.75620,0.075574
RU5_6030_0001,1,1,20.75620,0.075574
SU1_1630_1610,1,1,4.809532,0.539620
SU2_1550_1620,1,1,3.724836,0.420282
SU2_1200_1310,1,1,2.297300,0.233602
SU1_1480_1500,1,1,4.809532,0.621801
