TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,0.299853,13.26945
YM2_6120_6430,1,1,1.089324,1.824987
YM3_6430_6620,1,1,0.299853,12.15654
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,23.79374,11.97570
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,70.10633,0.001408
GY0_4530_4532,1,1,13.82627,0.001000
GY0_4531_4532,1,1,88.66640,0.675192
GY0_4532_3951,1,1,92.01627,0.001000
GY0_3951_3952,1,1,92.01627,0.001000
XU0_4090_4270,1,1,3.448680,0.012766
XU0_4130_4070,1,1,2.467235,28.97423
XU0_4091_4270,1,1,6.356003,0.006045
XU2_4270_4650,1,1,23.06742,1.791375
XU2_4070_4330,1,1,36.90743,0.117531
XU2_4330_4480,1,1,36.90743,0.039929
XU2_4480_4650,1,1,23.06742,1.791375
XU3_4650_0001,1,1,23.06742,1.791375
YP1_6570_6680,1,1,5.897899,0.051717
YP3_6470_6690,1,1,3.760130,0.218284
YP2_6390_6330,1,1,32.50906,2.559413
YP1_6680_6670,1,1,3.760130,0.218284
YP3_6690_6720,1,1,3.760130,0.218284
YP3_6330_6700,1,1,7.204375,0.879244
YP3_6700_6670,1,1,3.760130,0.218284
YP3_6670_6720,1,1,3.760130,0.218284
YP4_6720_6750,1,1,3.760130,0.218284
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.182071,0.001000
JA2_7410_7470,1,1,12.71384,0.017493
JA2_7570_7480,1,1,12.71384,0.017493
JA1_7640_7280,1,1,12.71384,0.017493
JA2_7550_7280,1,1,4.670662,0.868539
JA4_7280_7340,1,1,12.71384,0.017493
JA4_7340_7470,1,1,12.71384,0.017493
JA4_7470_7480,1,1,12.71384,0.017493
JA5_7480_0001,1,1,12.71384,0.017493
RU2_5220_5640,1,1,3.278259,0.950224
RU2_5940_6200,1,1,1.449886,37.88674
RU2_5500_5610,1,1,2.348363,0.076925
RU2_5810_5610,1,1,2.348363,0.076925
RU2_6090_6220,1,1,6.156104,4.123393
RU3_5610_5640,1,1,3.278259,0.950224
RU4_5640_6030,1,1,26.47622,0.053080
RU2_6200_6170,1,1,1.346512,0.054814
RU2_6220_6170,1,1,3.644821,0.105058
RU3_6170_6040,1,1,1.059125,0.035678
RU4_6040_6030,1,1,26.47622,0.053080
RU5_6030_0001,1,1,26.47622,0.053080
SU1_1630_1610,1,1,3.155534,0.258799
SU2_1550_1620,1,1,2.443864,0.201565
SU2_1200_1310,1,1,1.507259,0.132345
SU1_1480_1500,1,1,3.610599,0.371714
SU2_1210_1310,1,1,1.507259,0.083288
SU2_0670_0810,1,1,65.36163,50.00000
SU2_1290_1500,1,1,2.443864,0.138390
SU3_1310_1280,1,1,3.931944,0.371714
SU3_1280_1590,1,1,3.931944,0.371714
SU3_1500_1420,1,1,3.931944,0.371714
SU2_1020_0980,1,1,3.826306,3.411892
SU3_0810_0970,1,1,65.36163,50.00000
SU1_0660_0710,1,1,3.722173,0.058848
SU2_0990_0950,1,1,3.826306,2.181553
SU3_0970_1120,1,1,65.36163,50.00000
SU2_0780_0710,1,1,3.722173,0.058848
SU2_0760_0960,1,1,5.594810,9.693328
SU2_0700_0860,1,1,5.594810,9.693328
SU3_0710_0910,1,1,3.722173,0.058848
SU3_0910_1010,1,1,4.918022,40.07818
SU1_0940_0900,1,1,5.594810,0.001000
SU2_0800_0850,1,1,1.893974,0.080628
SU2_0890_0900,1,1,5.594810,0.001000
SU2_0680_0610,1,1,2.466479,0.810300
SU2_0450_0720,1,1,1.983428,0.570667
SU2_0900_0870,1,1,5.594810,0.001000
SU3_0870_0730,1,1,4.332497,18.14038
SU3_0370_0490,1,1,4.091097,50.00000
SU2_0470_0590,1,1,1.983428,0.836548
SU2_0440_0550,1,1,1.983428,1.042272
SU2_0640_0630,1,1,2.466479,0.806121
SU3_0490_0530,1,1,4.160911,2.279288
SU1_0330_0560,1,1,1.983428,0.603708
SU1_0390_0560,1,1,1.983428,0.603708
SU1_0820_0740,1,1,6.319767,2.713862
SU2_0510_0570,1,1,4.160911,2.279288
SU2_0110_0240,1,1,1.983428,0.603708
SU1_0410_0480,1,1,1.310569,0.704560
SU2_0560_0590,1,1,1.983428,1.042272
SU3_0590_0540,1,1,1.983428,1.042272
SU2_0620_0580,1,1,2.466479,0.555208
SU1_0840_0831,1,1,10.62202,14.86685
SU2_0740_0741,1,1,4.197790,2.713862
SU2_0280_0430,1,1,1.983428,0.675010
SU2_0120_0260,1,1,1.983428,1.192319
SU2_0360_0460,1,1,1.310569,0.704560
SU3_0240_0350,1,1,1.983428,1.042272
SU2_0570_0580,1,1,4.160911,0.390933
SU4_0580_0630,1,1,3.250513,2.279288
SU2_0920_0830,1,1,7.239338,5.004426
SU2_0741_0690,1,1,11.99857,2.713862
SU1_0200_0270,1,1,1.983428,1.554850
SU1_0050_0090,1,1,1.983428,1.192319
SU2_0160_0260,1,1,1.983428,1.554850
SU4_0630_0650,1,1,4.160911,0.390933
SU2_0830_0831,1,1,14.13163,50.00000
SU3_0831_0790,1,1,18.55955,50.00000
SU3_0790_0770,1,1,4.461063,0.005382
SU1_0380_0400,1,1,1.310569,0.704560
SU1_0080_0210,1,1,0.525949,1.077155
SU4_0260_0350,1,1,1.983428,1.042272
SU4_0350_0420,1,1,1.983428,1.042272
SU2_0070_0090,1,1,1.983428,1.554850
SU3_0090_0170,1,1,1.983428,1.042272
SU3_0770_0690,1,1,4.430102,0.634917
SU4_0690_0650,1,1,4.430102,0.634917
SU5_0650_0530,1,1,4.160911,0.390933
SU3_0170_0270,1,1,1.983428,1.042272
SU2_0290_0291,1,1,1.310569,0.704560
SU1_0060_0190,1,1,0.525949,1.077155
SU4_0270_0430,1,1,1.983428,1.042272
SU2_0210_0300,1,1,0.525949,1.077155
SU2_0130_0250,1,1,1.310569,0.704560
SU4_0430_0420,1,1,1.983428,1.042272
SU5_0530_0610,1,1,4.160911,0.390933
SU5_0610_0600,1,1,4.160911,0.390933
SU5_0420_0500,1,1,1.983428,1.042272
SU2_0291_0320,1,1,1.310569,0.704560
SU3_0010_0190,1,1,0.525949,1.077155
SU5_0600_0750,1,1,3.194181,0.001000
SU3_0190_0300,1,1,0.525949,1.077155
SU4_0300_0310,1,1,0.525949,1.077155
SU2_0150_0220,1,1,1.310569,0.704560
SU2_0100_0230,1,1,1.310569,0.704560
SU2_0320_0340,1,1,1.310569,0.704560
SU2_0040_0180,1,1,1.310569,0.704560
SU2_0020_0140,1,1,1.310569,0.704560
SU2_0030_0140,1,1,1.310569,0.704560
SU3_0140_0180,1,1,1.310569,0.704560
SU3_0180_0230,1,1,1.310569,0.704560
SU4_0230_0220,1,1,1.310569,0.704560
SU4_0220_0250,1,1,1.310569,0.704560
SU4_0250_0340,1,1,1.310569,0.704560
SU5_0340_0310,1,1,1.310569,0.704560
SU5_0310_0400,1,1,1.310569,0.704560
SU5_0400_0460,1,1,1.310569,0.704560
SU5_0460_0480,1,1,1.310569,0.704560
SU6_0480_0520,1,1,1.310569,0.704560
SU6_0520_0500,1,1,1.983428,1.042272
SU6_0500_0550,1,1,1.983428,1.042272
SU7_0550_0540,1,1,1.983428,1.042272
SU7_0540_0720,1,1,1.983428,1.042272
SU7_0720_0750,1,1,1.182896,0.027248
SU7_0750_0850,1,1,1.182896,0.027248
SU7_0850_0730,1,1,1.182896,0.027248
SU7_0730_0860,1,1,5.594810,40.07818
SU7_0860_0960,1,1,5.594810,40.07818
SU7_0960_0950,1,1,5.594810,40.07818
SU7_0950_1010,1,1,5.594810,40.07818
SU7_1010_0980,1,1,5.594810,40.07818
SU7_0980_1120,1,1,5.594810,40.07818
SU7_1120_1140,1,1,5.594810,40.07818
SU7_1140_1420,1,1,5.124232,0.371714
SU7_1420_1590,1,1,3.931944,0.371714
SU8_1590_1620,1,1,5.124232,0.371714
SU8_1620_1610,1,1,3.931944,0.371714
SU8_1610_1530,1,1,5.695172,0.371714
SW1_1570_1640,1,1,2.115524,0.001000
SW1_1560_1460,1,1,1.249805,0.001000
SW1_1180_1190,1,1,1.639243,0.001000
SW1_1160_1260,1,1,39.24193,0.001000
SW2_1190_1410,1,1,1.314750,0.001000
SW3_1040_1220,1,1,1.681843,0.002797
SW2_1030_1060,1,1,39.24193,0.001000
SW2_1070_1060,1,1,39.24193,0.001000
SW3_1250_1340,1,1,1.468680,0.029313
SW3_1220_1320,1,1,2.350353,1.066078
SW3_1060_1260,1,1,39.24193,0.001000
SW4_1260_1300,1,1,1.582536,0.001000
SW3_1080_1350,1,1,4.987187,0.023551
SW0_1520_1600,1,1,2.146742,0.798231
SW2_1000_1110,1,1,2.727569,1.481813
SW2_0880_0930,1,1,2.727569,1.481813
SW2_1100_1130,1,1,100.0000,0.001000
SW1_1910_1890,1,1,5.718520,50.00000
SW2_1050_0930,1,1,2.727569,1.481813
SW3_1600_1580,1,1,0.600135,0.798231
SW3_1090_1091,1,1,100.0000,0.001000
SW2_1770_1690,1,1,0.137527,0.001000
SW3_0930_1110,1,1,2.727569,1.862719
SW4_1110_1150,1,1,2.727569,1.862719
SW1_1890_1830,1,1,5.718520,50.00000
SW3_1130_1390,1,1,22.19288,0.001000
SW3_1920_1750,1,1,3.167183,2.735336
SW1_1830_1690,1,1,0.137527,0.001000
SW4_1150_1350,1,1,4.987187,0.038398
SW5_1350_1470,1,1,2.350353,0.537471
SW3_1690_1660,1,1,3.354961,50.00000
SW2_1360_1430,1,1,2.160550,0.001000
SW3_1390_1330,1,1,7.533959,1.427395
SW3_1091_1380,1,1,22.19288,0.001000
SW3_1660_1580,1,1,6.766271,0.654643
SW3_1870_1800,1,1,2.330800,0.105825
SW3_1750_1540,1,1,3.167183,0.004399
SW1_1170_1270,1,1,0.050000,0.001000
SW2_1240_1270,1,1,0.050000,0.001000
SW3_1380_1490,1,1,100.0000,0.001000
SW3_1580_1440,1,1,6.766271,0.654643
SW2_1950_1940,1,1,1.031633,50.00000
SW3_1800_1650,1,1,3.167183,0.004399
SW2_2020_1940,1,1,1.031633,50.00000
SW3_1270_1370,1,1,0.050000,0.001000
SW3_1370_1430,1,1,3.192683,0.001000
SW4_1940_1860,1,1,1.031633,50.00000
SW4_1860_1720,1,1,3.167183,50.00000
SW4_1430_1490,1,1,22.19288,0.001000
SW4_1490_1400,1,1,10.46005,0.001000
SW4_1720_1650,1,1,3.167183,0.004399
SW5_1650_1540,1,1,3.167183,0.004399
SW5_1540_1400,1,1,7.572276,2.522128
SW6_1400_1330,1,1,22.19288,35.78012
SW6_1330_1230,1,1,22.19288,50.00000
SW6_1230_1440,1,1,2.842311,0.654643
SW6_1440_1470,1,1,6.766271,0.654643
SW7_1470_1340,1,1,6.766271,0.654643
SW7_1340_1320,1,1,6.766271,0.654643
SW7_1320_1300,1,1,7.456697,0.001000
SW7_1300_1410,1,1,3.771697,0.001000
SW7_1410_1460,1,1,7.456697,0.001000
SW7_1460_1640,1,1,4.306330,0.001000
SJ2_2150_2130,1,1,2.928719,0.584452
SJ2_2110_2170,1,1,1.577562,0.056463
SJ2_1900_1930,1,1,5.324649,0.850163
SJ3_2160_2170,1,1,3.910700,0.477544
SJ3_2170_1970,1,1,7.978103,1.245954
SJ1_2280_2450,1,1,1.158643,0.016878
SJ3_2040_1980,1,1,1.868585,0.001000
SJ2_2580_2500,1,1,2.162593,0.477544
SJ2_2500_2450,1,1,7.978103,1.245954
SJ2_2570_2660,1,1,6.848012,0.001000
SJ3_2450_2120,1,1,7.978103,1.245954
SJ3_2250_2230,1,1,15.31436,0.160671
SJ2_2530_2820,1,1,6.848012,0.001000
SJ3_1980_2060,1,1,7.978103,8.820960
SJ3_2230_2060,1,1,7.978103,6.426534
SJ2_2900_2740,1,1,6.848012,0.001000
SJ4_2060_2010,1,1,31.57217,50.00000
SJ4_2010_2210,1,1,7.978103,1.756768
SJ2_2820_2740,1,1,6.848012,0.001000
SJ4_2740_2660,1,1,6.848012,0.001000
SJ4_2660_2360,1,1,6.848012,0.001000
SJ4_2360_2340,1,1,31.57217,2.936897
SJ4_2340_2210,1,1,7.978103,1.756768
SJ5_2210_2320,1,1,7.978103,1.756768
SJ5_2320_2120,1,1,7.978103,1.245954
SJ5_2120_1930,1,1,11.47925,1.245954
SJ6_1930_1970,1,1,23.88932,1.245954
SJ6_1970_2130,1,1,15.66791,1.245954
SL0_2721_2720,1,1,6.616429,0.001000
SL2_2750_2720,1,1,6.616429,0.001000
SL2_2410_2700,1,1,0.405797,0.002571
SL1_2390_2420,1,1,0.356656,0.768800
SL2_2300_2520,1,1,6.616429,0.001000
SL1_2190_2350,1,1,1.553588,2.592451
SL2_2200_2350,1,1,1.553588,1.906411
SL0_2831_2830,1,1,8.465627,50.00000
SL3_2460_2430,1,1,23.55272,0.169092
SL3_2350_2470,1,1,1.553588,3.185360
SL1_2770_2730,1,1,8.465626,2.371325
