TABLE->,OX-FLAGS,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-GENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-BENPARM,OX-CFOREA,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-REAPARM,OX-INIT,OX-INIT,OX-INIT
VARS->,REAM,KBOD20,TCBOD,KODSET,SUPSAT,BENOD,TCBEN,EXPOD,BRBOD1,BRBOD2,EXPREL,CFOREA,TCGINV,REAK,EXPRED,EXPREV,DOX,BOD,SATDO
YM1_6370_6620,3,0.05,1.047,0.01,1.350000,76.53532,1.047,1.22,0.01,0.01,1,na,1.047,0.205882,-1.673,0.969,14,3,14
YM2_6120_6430,3,0.05,1.047,0.01,1.350000,70.02500,1.047,1.22,0.01,0.01,1,na,1.047,0.172164,-1.673,0.969,14,3,14
YM3_6430_6620,3,0.05,1.047,0.01,1.350000,76.53532,1.047,1.22,0.01,0.01,1,na,1.047,0.205882,-1.673,0.969,14,3,14
YM4_6620_0001,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_3800_3801,3,0.05,1.047,0.01,1.350000,55.74131,1.047,1.22,0.01,0.01,1,na,1.047,1.350058,-1.673,0.969,14,3,14
GY0_3950_3952,3,0.05,1.047,0.01,1.150000,40.00000,1.047,1.22,0.01,0.01,1,na,1.047,0.500000,-1.673,0.969,14,3,14
GY0_4240_3951,na,0.05,1.047,0.01,1.000000,52.79980,1.047,1.22,0.01,0.01,1,0.661362,na,na,na,na,14,3,14
GY0_4530_4532,3,0.05,1.047,0.01,1.350000,145.3970,1.047,1.22,0.01,0.01,1,na,1.047,0.077263,-1.673,0.969,14,3,14
GY0_4531_4532,3,0.05,1.047,0.01,1.350000,120.6061,1.047,1.22,0.01,0.01,1,na,1.047,0.137847,-1.673,0.969,14,3,14
GY0_4532_3951,3,0.05,1.047,0.01,1.000000,52.79980,1.047,1.22,0.01,0.01,1,na,1.047,0.229253,-1.673,0.969,14,3,14
GY0_3951_3952,3,0.05,1.047,0.01,1.000000,52.79980,1.047,1.22,0.01,0.01,1,na,1.047,0.229253,-1.673,0.969,14,3,14
XU0_4090_4270,3,0.05,1.047,0.01,1.350000,88.60325,1.047,1.22,0.01,0.01,1,na,1.047,0.332962,-1.673,0.969,14,3,14
XU0_4130_4070,3,0.05,1.047,0.01,1.350000,45.00645,1.047,1.22,0.01,0.01,1,na,1.047,1.870618,-1.673,0.969,14,3,14
