TABLE->,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,CONV-VAL1,CONV-VAL1,CONV-VAL1,CONV-VAL1,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NH3VOLAT,NUT-NH3VOLAT,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT
VARS->,TAM,NO2,PO4,AMV,DEN,ADNH,ADPO,PHFG,NOF,NOC,NHF,NHC,POF,POC,CVBO,CVBPC,CVBPN,BPCNTC,BRTAM1,BRTAM2,BRPO41,BRPO42,ANAER,KTAM20,KNO220,TCNIT,KNO320,TCDEN,DENOXT,EXPNVG,EXPNVL,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay,NO3,TAM,NO2,PO4,PH,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay
YM1_6370_6620,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.042433,0.01,1.07,0.038794,1.07,15.00000,0.5,0.6667,1.690642,16.90642,169.0642,8.387174,83.87173,838.7173,150.0000,1500.000,15000.00,4002.383,12007.15,36021.45,1,0.05,0,0.05,7,0,0,0,0,0,0
YM2_6120_6430,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.030454,0.01,1.07,0.015829,1.07,15.00000,0.5,0.6667,1.842668,18.42668,184.2668,8.188257,81.88258,818.8257,150.0000,1500.000,15000.00,627.1282,1881.385,5644.154,1,0.05,0,0.05,7,0,0,0,0,0,0
YM3_6430_6620,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.042433,0.01,1.07,0.038794,1.07,15.00000,0.5,0.6667,1.690642,16.90642,169.0642,8.387174,83.87173,838.7173,150.0000,1500.000,15000.00,4002.383,12007.15,36021.45,1,0.05,0,0.05,7,0,0,0,0,0,0
YM4_6620_0001,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3800_3801,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.134699,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.501222,25.01222,250.1222,5.040586,50.40586,504.0586,150.0000,1500.000,15000.00,2847.696,8543.089,25629.27,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3950_3952,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4240_3951,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0.502860,2.514299,0.001000,0.005000,0.462474,0.146926,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,33333.33,100000.0,300000.0,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4530_4532,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.005000,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.623989,26.23989,262.3989,4.347598,43.47598,434.7598,150.0000,1500.000,15000.00,3467.577,10402.73,31208.19,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4531_4532,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.079519,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.985259,29.85258,298.5258,5.047778,50.47778,504.7778,150.0000,1500.000,15000.00,26998.64,80995.93,242987.8,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4532_3951,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.146926,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,3.020106,30.20106,302.0106,3.942082,39.42081,394.2082,150.0000,1500.000,15000.00,33333.33,100000.0,300000.0,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3951_3952,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.146926,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,3.020106,30.20106,302.0106,3.942082,39.42081,394.2082,150.0000,1500.000,15000.00,33333.33,100000.0,300000.0,1,0.05,0,0.05,7,0,0,0,0,0,0
XU0_4090_4270,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.341346,0.01,1.07,0.040358,1.07,15.00000,0.5,0.6667,1.853408,18.53408,185.3409,8.140849,81.40849,814.0849,150.0000,1500.000,15000.00,2870.877,8612.632,25837.90,1,0.05,0,0.05,7,0,0,0,0,0,0
XU0_4130_4070,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.645773,0.01,1.07,0.039504,1.07,15.00000,0.5,0.6667,1.791000,17.91000,179.1000,12.06271,120.6271,1206.271,150.0000,1500.000,15000.00,1690.583,5071.748,15215.24,1,0.05,0,0.05,7,0,0,0,0,0,0
XU0_4091_4270,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.341346,0.01,1.07,0.040358,1.07,15.00000,0.5,0.6667,1.853408,18.53408,185.3409,8.140849,81.40849,814.0849,150.0000,1500.000,15000.00,2870.877,8612.632,25837.90,1,0.05,0,0.05,7,0,0,0,0,0,0
XU2_4270_4650,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.025834,0.01,1.07,0.005544,1.07,15.00000,0.5,0.6667,1.979410,19.79410,197.9410,7.148231,71.48232,714.8231,150.0000,1500.000,15000.00,2464.828,7394.483,22183.45,1,0.05,0,0.05,7,0,0,0,0,0,0
XU2_4070_4330,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0.526136,2.630679,0.030531,0.152654,8.223950,0.006963,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,33.33333,100.0000,300.0000,1,0.05,0,0.05,7,0,0,0,0,0,0
XU2_4330_4480,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0.530124,2.650622,0.030551,0.152754,6.315708,0.006963,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,33.33333,100.0000,300.0000,1,0.05,0,0.05,7,0,0,0,0,0,0
XU2_4480_4650,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.025834,0.01,1.07,0.005544,1.07,15.00000,0.5,0.6667,1.979410,19.79410,197.9410,7.148231,71.48232,714.8231,150.0000,1500.000,15000.00,2464.828,7394.483,22183.45,1,0.05,0,0.05,7,0,0,0,0,0,0
XU3_4650_0001,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.025834,0.01,1.07,0.005544,1.07,15.00000,0.5,0.6667,1.979410,19.79410,197.9410,7.148231,71.48232,714.8231,150.0000,1500.000,15000.00,2464.828,7394.483,22183.45,1,0.05,0,0.05,7,0,0,0,0,0,0
YP1_6570_6680,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.006474,0.01,1.07,0.100000,1.07,15.00000,0.5,0.6667,1.764938,17.64938,176.4938,6.589757,65.89757,658.9757,150.0000,1500.000,15000.00,2218.364,6655.093,19965.28,1,0.05,0,0.05,7,0,0,0,0,0,0
YP3_6470_6690,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.067366,0.01,1.07,0.002718,1.07,15.00000,0.5,0.6667,1.768238,17.68238,176.8238,6.010630,60.10630,601.0630,150.0000,1500.000,15000.00,3527.351,10582.05,31746.15,1,0.05,0,0.05,7,0,0,0,0,0,0
YP2_6390_6330,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0.450296,2.251479,0.001000,0.005000,6.974499,1.000000,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,24803.21,74409.65,223228.9,1,0.05,0,0.05,7,0,0,0,0,0,0
YP1_6680_6670,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.067366,0.01,1.07,0.002718,1.07,15.00000,0.5,0.6667,1.768238,17.68238,176.8238,6.010630,60.10630,601.0630,150.0000,1500.000,15000.00,3527.351,10582.05,31746.15,1,0.05,0,0.05,7,0,0,0,0,0,0
YP3_6690_6720,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.067366,0.01,1.07,0.002718,1.07,15.00000,0.5,0.6667,1.768238,17.68238,176.8238,6.010630,60.10630,601.0630,150.0000,1500.000,15000.00,3527.351,10582.05,31746.15,1,0.05,0,0.05,7,0,0,0,0,0,0
YP3_6330_6700,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.779531,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,1.945547,19.45547,194.5547,6.692778,66.92778,669.2778,150.0000,1500.000,15000.00,13843.71,41531.13,124593.4,1,0.05,0,0.05,7,0,0,0,0,0,0
YP3_6700_6670,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.067366,0.01,1.07,0.002718,1.07,15.00000,0.5,0.6667,1.768238,17.68238,176.8238,6.010630,60.10630,601.0630,150.0000,1500.000,15000.00,3527.351,10582.05,31746.15,1,0.05,0,0.05,7,0,0,0,0,0,0
YP3_6670_6720,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.067366,0.01,1.07,0.002718,1.07,15.00000,0.5,0.6667,1.768238,17.68238,176.8238,6.010630,60.10630,601.0630,150.0000,1500.000,15000.00,3527.351,10582.05,31746.15,1,0.05,0,0.05,7,0,0,0,0,0,0
YP4_6720_6750,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.067366,0.01,1.07,0.002718,1.07,15.00000,0.5,0.6667,1.768238,17.68238,176.8238,6.010630,60.10630,601.0630,150.0000,1500.000,15000.00,3527.351,10582.05,31746.15,1,0.05,0,0.05,7,0,0,0,0,0,0
YP4_6750_0001,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
JA1_7600_7570,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.009618,0.01,1.07,0.039284,1.07,15.00000,0.5,0.6667,1.776631,17.76632,177.6631,3.063681,30.63681,306.3681,150.0000,1500.000,15000.00,18622.37,55867.12,167601.4,1,0.05,0,0.05,7,0,0,0,0,0,0
