TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,2.806571,2.807236
YM2_6120_6430,1,1,3.617199,2.347131
YM3_6430_6620,1,1,2.806571,2.571796
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,7.028912,1.285627
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,6.991652,0.426214
GY0_4530_4532,1,1,6.198531,0.181326
GY0_4531_4532,1,1,9.229741,0.998166
GY0_4532_3951,1,1,9.176716,0.161924
GY0_3951_3952,1,1,9.176716,0.161924
XU0_4090_4270,1,1,3.748693,1.384091
XU0_4130_4070,1,1,3.441690,22.09715
XU0_4091_4270,1,1,4.507203,0.655360
XU2_4270_4650,1,1,6.198306,1.191644
XU2_4070_4330,1,1,8.778618,0.862167
XU2_4330_4480,1,1,8.778618,0.292899
XU2_4480_4650,1,1,6.198306,1.191644
XU3_4650_0001,1,1,6.198306,1.191644
YP1_6570_6680,1,1,3.543520,0.636665
YP3_6470_6690,1,1,3.283036,0.208771
YP2_6390_6330,1,1,4.991947,1.763897
YP1_6680_6670,1,1,3.283036,0.208771
YP3_6690_6720,1,1,3.283036,0.208771
YP3_6330_6700,1,1,4.143038,0.296578
YP3_6700_6670,1,1,3.283036,0.208771
YP3_6670_6720,1,1,3.283036,0.208771
YP4_6720_6750,1,1,3.283036,0.208771
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,2.219700,0.066211
JA2_7410_7470,1,1,5.172303,0.396435
JA2_7570_7480,1,1,5.172303,0.396435
JA1_7640_7280,1,1,5.172303,0.396435
JA2_7550_7280,1,1,4.470552,1.133237
JA4_7280_7340,1,1,5.172303,0.396435
JA4_7340_7470,1,1,5.172303,0.396435
JA4_7470_7480,1,1,5.172303,0.396435
JA5_7480_0001,1,1,5.172303,0.396435
RU2_5220_5640,1,1,4.241247,0.615343
RU2_5940_6200,1,1,3.464055,2.044488
RU2_5500_5610,1,1,4.391109,0.467688
RU2_5810_5610,1,1,4.391109,0.467688
RU2_6090_6220,1,1,4.670199,1.236693
RU3_5610_5640,1,1,4.241247,0.615343
RU4_5640_6030,1,1,6.299370,0.352000
RU2_6200_6170,1,1,5.255120,2.747894
RU2_6220_6170,1,1,2.715135,1.925472
RU3_6170_6040,1,1,5.255120,3.868217
RU4_6040_6030,1,1,6.299370,0.352000
RU5_6030_0001,1,1,6.299370,0.352000
SU1_1630_1610,1,1,6.480171,1.631040
SU2_1550_1620,1,1,6.480171,1.631040
SU2_1200_1310,1,1,6.480171,0.969224
SU1_1480_1500,1,1,6.480171,0.614194
SU2_1210_1310,1,1,6.480171,0.917466
SU2_0670_0810,1,1,4.802627,50.00000
SU2_1290_1500,1,1,6.480171,1.197227
SU3_1310_1280,1,1,6.480171,0.614194
SU3_1280_1590,1,1,6.480171,0.614194
SU3_1500_1420,1,1,6.480171,0.614194
SU2_1020_0980,1,1,4.895059,1.024964
SU3_0810_0970,1,1,4.802627,17.65784
SU1_0660_0710,1,1,3.571283,0.320505
SU2_0990_0950,1,1,4.895059,0.655360
SU3_0970_1120,1,1,4.802627,37.87268
SU2_0780_0710,1,1,3.571283,0.320505
SU2_0760_0960,1,1,4.895059,1.997485
SU2_0700_0860,1,1,4.895059,1.997485
SU3_0710_0910,1,1,3.571283,0.320505
SU3_0910_1010,1,1,4.895059,2.485460
SU1_0940_0900,1,1,4.895059,0.001000
SU2_0800_0850,1,1,2.794627,0.919340
SU2_0890_0900,1,1,4.895059,0.001000
SU2_0680_0610,1,1,3.701407,1.047147
SU2_0450_0720,1,1,3.580559,0.909589
SU2_0900_0870,1,1,4.895059,0.001000
SU3_0870_0730,1,1,4.895059,2.485460
