TABLE->,SANDFG,SED-GENPARM,SED-GENPARM,SED-GENPARM,SAND-PM,SAND-PM,SAND-PM,SAND-PM,SAND-PM,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SSED-INIT,SSED-INIT,SSED-INIT,BED-INIT,BED-INIT,BED-INIT,BED-INIT
VARS->,SNDFG,BEDWID,BEDWRN,POR,D,W,RHO,KSAND,EXPSND,SD,SW,SRHO,STAUCD,STAUCS,SM,CD,CW,CRHO,CTAUCD,CTAUCS,CM,SAND,SILT,CLAY,BEDDEP,SAND,SILT,CLAY
YM1_6370_6620,3,78.57173615,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007705,2.65,0.317140,0.202750,0.049073,0.0001,0.000771,2.65,0.317140,0.171140,0.098146,0,10,10,50,0.47,0.36,0.17
YM2_6120_6430,3,119.0623651,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.008687,2.65,0.512422,0.443060,0.095009,0.0001,0.000869,2.65,0.494722,0.404380,0.190017,0,10,10,50,0.47,0.36,0.17
YM3_6430_6620,3,127.4048243,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.007705,2.65,0.095489,0.079149,0.049073,0.0001,0.000771,2.65,0.095489,0.072499,0.098146,0,10,10,50,0.47,0.36,0.17
YM4_6620_0001,3,151.1582741,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010000,2.65,0.075381,0.099901,0.200000,0.0001,0.001000,2.65,0.063332,0.091630,0.400000,0,10,10,50,0.47,0.36,0.17
GY0_3800_3801,3,67.15319454,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.012018,2.65,0.781237,0.921730,0.000050,0.0001,0.001202,2.65,0.708972,0.843230,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_3950_3952,3,58.54093338,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.707630,1.022700,0.200000,0.0001,0.001000,2.65,0.580820,0.890270,0.400000,0,10,10,6,0.47,0.36,0.17
GY0_4240_3951,3,1296.480833,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.100000,2.65,0.000149,0.000149,0.000100,0.0001,0.003662,2.65,0.000149,0.000149,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_4530_4532,3,53.591174,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.009458,2.65,0.281075,0.327920,0.000050,0.0001,0.000946,2.65,0.238453,0.291290,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_4531_4532,3,80.09261306,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.010083,2.65,0.354555,0.423030,0.000050,0.0001,0.001008,2.65,0.301829,0.378330,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_4532_3951,3,107.9345288,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009103,2.65,0.690625,0.802260,0.000050,0.0001,0.000910,2.65,0.582800,0.709000,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_3951_3952,3,145.1970385,100,0.5,0.005,0.25,2.5,0.100E-04,4.000000,0.0004,0.009103,2.65,1.089326,1.271000,0.000050,0.0001,0.000910,2.65,0.919549,1.120500,0.000100,0,10,10,6,0.47,0.36,0.17
XU0_4090_4270,3,48.32801848,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007925,2.65,0.391075,0.383290,0.838323,0.0001,0.000793,2.65,0.328304,0.326300,1.676645,0,10,10,6,0.17,0.36,0.47
XU0_4130_4070,3,45.38033117,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.008900,2.65,0.280052,0.315530,0.052454,0.0001,0.000890,2.65,0.253133,0.282070,0.104908,0,10,10,6,0.47,0.36,0.17
XU0_4091_4270,3,58.101783,100,0.5,0.005,0.25,2.5,0.010000,4.000000,0.0004,0.007925,2.65,0.338312,0.333040,0.838323,0.0001,0.000793,2.65,0.277979,0.275970,1.676645,0,10,10,6,0.17,0.36,0.47
XU2_4270_4650,3,83.83955449,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007481,2.65,0.352262,0.362270,0.000050,0.0001,0.000748,2.65,0.304490,0.315790,0.000100,0,10,10,6,0.47,0.36,0.17
XU2_4070_4330,3,116.2874029,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.038662,2.65,0.408E-05,0.408E-05,0.000100,0.0001,0.000193,2.65,0.408E-05,0.408E-05,0.000100,0,10,10,6,0.47,0.36,0.17
XU2_4330_4480,3,112.1637361,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.038662,2.65,30674.00,30674.00,0.000100,0.0001,0.000193,2.65,30674.00,30674.00,0.000100,0,10,10,6,0.47,0.36,0.17
XU2_4480_4650,3,87.69161605,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007481,2.65,0.241378,0.247370,0.000050,0.0001,0.000748,2.65,0.213800,0.219540,0.000100,0,10,10,6,0.47,0.36,0.17
XU3_4650_0001,3,114.4455067,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.007481,2.65,0.110085,0.111690,0.000050,0.0001,0.000748,2.65,0.101366,0.104240,0.000100,0,10,10,6,0.47,0.36,0.17
YP1_6570_6680,3,77.95162269,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.006580,2.65,0.440520,0.261530,0.339915,0.0001,0.000658,2.65,0.440520,0.211260,0.735167,0,10,10,50,0.47,0.36,0.17
YP3_6470_6690,3,146.2654861,100,0.5,0.005,0.25,2.5,0.001000,4.000000,0.0004,0.006982,2.65,0.204338,0.289430,0.300723,0.0001,0.000698,2.65,0.159097,0.243190,0.601447,0,10,10,50,0.47,0.36,0.17
