TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,0.239717,15.96614
YM2_6120_6430,1,1,0.968832,1.810671
YM3_6430_6620,1,1,0.239717,14.62706
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,25.79944,15.02806
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,86.15588,0.001000
GY0_4530_4532,1,1,14.73571,0.001000
GY0_4531_4532,1,1,100.0000,0.652929
GY0_4532_3951,1,1,100.0000,0.001000
GY0_3951_3952,1,1,100.0000,0.001000
XU0_4090_4270,1,1,3.540957,0.008170
XU0_4130_4070,1,1,2.403501,33.28366
XU0_4091_4270,1,1,6.526072,0.003869
XU2_4270_4650,1,1,25.98702,1.569370
XU2_4070_4330,1,1,41.26922,0.100936
XU2_4330_4480,1,1,41.26922,0.034291
XU2_4480_4650,1,1,25.98702,1.569370
XU3_4650_0001,1,1,25.98702,1.569370
YP1_6570_6680,1,1,6.149599,0.041675
YP3_6470_6690,1,1,3.836335,0.218077
YP2_6390_6330,1,1,37.69519,2.726109
YP1_6680_6670,1,1,3.836335,0.218077
YP3_6690_6720,1,1,3.836335,0.218077
YP3_6330_6700,1,1,7.726123,0.984169
YP3_6700_6670,1,1,3.836335,0.218077
YP3_6670_6720,1,1,3.836335,0.218077
YP4_6720_6750,1,1,3.836335,0.218077
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,0.147231,0.001000
JA2_7410_7470,1,1,13.89960,0.017128
JA2_7570_7480,1,1,13.89960,0.017128
JA1_7640_7280,1,1,13.89960,0.017128
JA2_7550_7280,1,1,4.770001,0.900606
JA4_7280_7340,1,1,13.89960,0.017128
JA4_7340_7470,1,1,13.89960,0.017128
JA4_7470_7480,1,1,13.89960,0.017128
JA5_7480_0001,1,1,13.89960,0.017128
RU2_5220_5640,1,1,3.144221,0.988964
RU2_5940_6200,1,1,1.329783,48.41843
RU2_5500_5610,1,1,2.161160,0.063488
