TABLE->,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,NUT-AD-FLAGS,CONV-VAL1,CONV-VAL1,CONV-VAL1,CONV-VAL1,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-BENPARM,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NITDENIT,NUT-NH3VOLAT,NUT-NH3VOLAT,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-BEDCONC,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-ADSPARM,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-DINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT,NUT-ADSINIT
VARS->,TAM,NO2,PO4,AMV,DEN,ADNH,ADPO,PHFG,NOF,NOC,NHF,NHC,POF,POC,CVBO,CVBPC,CVBPN,BPCNTC,BRTAM1,BRTAM2,BRPO41,BRPO42,ANAER,KTAM20,KNO220,TCNIT,KNO320,TCDEN,DENOXT,EXPNVG,EXPNVL,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay,NO3,TAM,NO2,PO4,PH,NH4-sand,NH4-silt,NH4-clay,PO4-sand,PO4-silt,PO4-clay
YM1_6370_6620,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.049172,0.01,1.07,0.038794,1.07,15.00000,0.5,0.6667,1.182771,11.82771,118.2771,10.01906,100.1906,1001.906,150.0000,1500.000,15000.00,5168.017,15504.05,46512.15,1,0.05,0,0.05,7,0,0,0,0,0,0
YM2_6120_6430,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.018874,0.01,1.07,0.014214,1.07,15.00000,0.5,0.6667,1.840741,18.40741,184.0741,7.387329,73.87329,738.7329,150.0000,1500.000,15000.00,572.0853,1716.256,5148.768,1,0.05,0,0.05,7,0,0,0,0,0,0
YM3_6430_6620,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.049172,0.01,1.07,0.038794,1.07,15.00000,0.5,0.6667,1.182771,11.82771,118.2771,10.01906,100.1906,1001.906,150.0000,1500.000,15000.00,5168.017,15504.05,46512.15,1,0.05,0,0.05,7,0,0,0,0,0,0
YM4_6620_0001,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3800_3801,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.114647,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,3.947888,39.47888,394.7888,3.174601,31.74601,317.4601,150.0000,1500.000,15000.00,5118.332,15355.00,46064.98,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_3950_3952,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.200000,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,3333.333,10000.00,30000.00,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4240_3951,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0.503253,2.516266,0.001000,0.005000,0.385059,0.142784,0.01,1.07,0.002000,1.07,15.00000,0.5,0.6667,2.000000,20.00000,200.0000,8.000000,80.00000,800.0000,150.0000,1500.000,15000.00,31806.32,95418.96,286256.9,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4530_4532,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.005000,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,4.435743,44.35743,443.5743,1.613897,16.13897,161.3897,150.0000,1500.000,15000.00,2225.943,6677.828,20033.48,1,0.05,0,0.05,7,0,0,0,0,0,0
GY0_4531_4532,1,0,1,1,1,1,1,2,0,0,0,0,0,0,1.98,106,16,49,0,0,0,0,1,0.044112,0.01,1.07,0.001000,1.07,15.00000,0.5,0.6667,6.288062,62.88062,628.8062,3.051733,30.51733,305.1733,150.0000,1500.000,15000.00,33333.33,100000.0,300000.0,1,0.05,0,0.05,7,0,0,0,0,0,0
