TABLE->,SCR-FLAGS,SCR-FLAGS,SCR-CONC,SCR-CONC
VARS->,RORN,RORP,RORN,RORP
YM1_6370_6620,1,1,2.061180,2.649383
YM2_6120_6430,1,1,3.045773,2.244270
YM3_6430_6620,1,1,2.061180,2.427182
YM4_6620_0001,1,1,5.000000,2.000000
GY0_3800_3801,1,1,8.729079,1.251916
GY0_3950_3952,1,1,5.000000,2.000000
GY0_4240_3951,1,1,10.40591,0.147026
GY0_4530_4532,1,1,7.124079,0.047019
GY0_4531_4532,1,1,13.28694,0.793594
GY0_4532_3951,1,1,13.65801,0.055857
GY0_3951_3952,1,1,13.65801,0.055857
XU0_4090_4270,1,1,3.189175,0.708654
XU0_4130_4070,1,1,3.287714,50.00000
XU0_4091_4270,1,1,4.716539,0.335544
XU2_4270_4650,1,1,7.782712,1.184784
XU2_4070_4330,1,1,11.53294,0.612226
XU2_4330_4480,1,1,11.53294,0.207988
XU2_4480_4650,1,1,7.782712,1.184784
XU3_4650_0001,1,1,7.782712,1.184784
YP1_6570_6680,1,1,3.938261,0.455137
YP3_6470_6690,1,1,3.395817,0.208671
YP2_6390_6330,1,1,7.007447,1.808004
YP1_6680_6670,1,1,3.395817,0.208671
YP3_6690_6720,1,1,3.395817,0.208671
YP3_6330_6700,1,1,4.452590,0.359398
YP3_6700_6670,1,1,3.395817,0.208671
YP3_6670_6720,1,1,3.395817,0.208671
YP4_6720_6750,1,1,3.395817,0.208671
YP4_6750_0001,1,1,5.000000,2.000000
JA1_7600_7570,1,1,1.528025,0.014471
JA2_7410_7470,1,1,6.128670,0.232738
JA2_7570_7480,1,1,6.128670,0.232738
JA1_7640_7280,1,1,6.128670,0.232738
JA2_7550_7280,1,1,4.604450,1.132088
JA4_7280_7340,1,1,6.128670,0.232738
JA4_7340_7470,1,1,6.128670,0.232738
JA4_7470_7480,1,1,6.128670,0.232738
JA5_7480_0001,1,1,6.128670,0.232738
RU2_5220_5640,1,1,4.411749,0.447103
RU2_5940_6200,1,1,3.111848,2.653317
RU2_5500_5610,1,1,4.388381,0.266049
RU2_5810_5610,1,1,4.388381,0.266049
RU2_6090_6220,1,1,4.898527,1.258893
RU3_5610_5640,1,1,4.411749,0.447103
RU4_5640_6030,1,1,7.637340,0.115767
RU2_6200_6170,1,1,3.456174,1.406922
RU2_6220_6170,1,1,2.688681,0.985842
RU3_6170_6040,1,1,2.690622,1.980527
RU4_6040_6030,1,1,7.637340,0.115767
RU5_6030_0001,1,1,7.637340,0.115767
SU1_1630_1610,1,1,7.505440,1.120797
SU2_1550_1620,1,1,7.505440,1.120797
SU2_1200_1310,1,1,7.505440,0.622966
SU1_1480_1500,1,1,7.505440,0.394771
SU2_1210_1310,1,1,7.505440,0.589698
SU2_0670_0810,1,1,5.801764,50.00000
SU2_1290_1500,1,1,7.505440,0.769515
SU3_1310_1280,1,1,7.505440,0.394771
SU3_1280_1590,1,1,7.505440,0.394771
SU3_1500_1420,1,1,7.505440,0.394771
SU2_1020_0980,1,1,4.931134,0.596107
SU3_0810_0970,1,1,5.801764,49.66751
SU1_0660_0710,1,1,3.626820,0.168672
SU2_0990_0950,1,1,4.931134,0.381149
SU3_0970_1120,1,1,5.801764,50.00000
SU2_0780_0710,1,1,3.626820,0.168672
SU2_0760_0960,1,1,4.931134,1.693563
SU2_0700_0860,1,1,4.931134,1.693563
