TABLE->,SANDFG,SED-GENPARM,SED-GENPARM,SED-GENPARM,SAND-PM,SAND-PM,SAND-PM,SAND-PM,SAND-PM,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#1,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SILT-CLAY-PM#2,SSED-INIT,SSED-INIT,SSED-INIT,BED-INIT,BED-INIT,BED-INIT,BED-INIT
VARS->,SNDFG,BEDWID,BEDWRN,POR,D,W,RHO,KSAND,EXPSND,SD,SW,SRHO,STAUCD,STAUCS,SM,CD,CW,CRHO,CTAUCD,CTAUCS,CM,SAND,SILT,CLAY,BEDDEP,SAND,SILT,CLAY
YM1_6370_6620,3,78.57173615,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009613,2.65,0.150667,0.202750,0.091964,0.0001,0.000961,2.65,0.129594,0.171140,0.183929,0,10,10,50,0.47,0.36,0.17
YM2_6120_6430,3,119.0623651,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009814,2.65,0.358953,0.443060,0.107474,0.0001,0.000981,2.65,0.304682,0.404380,0.214948,0,10,10,50,0.47,0.36,0.17
YM3_6430_6620,3,127.4048243,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009613,2.65,0.065822,0.079149,0.091964,0.0001,0.000961,2.65,0.056060,0.072499,0.183929,0,10,10,50,0.47,0.36,0.17
YM4_6620_0001,3,151.1582741,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.075381,0.099901,0.200000,0.0001,0.001000,2.65,0.063332,0.091630,0.400000,0,10,10,50,0.47,0.36,0.17
GY0_3800_3801,3,67.15319454,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010091,2.65,0.752493,0.921730,0.020707,0.0001,0.001009,2.65,0.675737,0.843230,0.041414,0,10,10,6,0.47,0.36,0.17
GY0_3950_3952,3,58.54093338,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.707630,1.022700,0.200000,0.0001,0.001000,2.65,0.580820,0.890270,0.400000,0,10,10,6,0.47,0.36,0.17
GY0_4240_3951,3,1296.480833,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.000149,0.000149,0.000100,0.0001,0.001000,2.65,0.000149,0.000149,0.000100,0,10,10,6,0.47,0.36,0.17
GY0_4530_4532,3,53.591174,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009264,2.65,0.244907,0.327920,0.016970,0.0001,0.000926,2.65,0.200976,0.291290,0.033940,0,10,10,6,0.47,0.36,0.17
GY0_4531_4532,3,80.09261306,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009552,2.65,0.323783,0.423030,0.026909,0.0001,0.000955,2.65,0.269873,0.378330,0.053817,0,10,10,6,0.47,0.36,0.17
GY0_4532_3951,3,107.9345288,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010047,2.65,0.593569,0.802260,0.026225,0.0001,0.001005,2.65,0.493649,0.709000,0.052449,0,10,10,6,0.47,0.36,0.17
GY0_3951_3952,3,145.1970385,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010047,2.65,0.938932,1.271000,0.026225,0.0001,0.001005,2.65,0.778931,1.120500,0.052449,0,10,10,6,0.47,0.36,0.17
XU0_4090_4270,3,48.32801848,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009596,2.65,0.269925,0.383290,0.414831,0.0001,0.000960,2.65,0.218375,0.326300,0.829662,0,10,10,6,0.17,0.36,0.47
XU0_4130_4070,3,45.38033117,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009735,2.65,0.252985,0.315530,0.166521,0.0001,0.000974,2.65,0.227243,0.282070,0.333042,0,10,10,6,0.47,0.36,0.17
XU0_4091_4270,3,58.101783,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009596,2.65,0.236842,0.333040,0.414831,0.0001,0.000960,2.65,0.199374,0.275970,0.829662,0,10,10,6,0.17,0.36,0.47
XU2_4270_4650,3,83.83955449,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009496,2.65,0.270257,0.362270,0.158005,0.0001,0.000950,2.65,0.229693,0.315790,0.316009,0,10,10,6,0.47,0.36,0.17
XU2_4070_4330,3,116.2874029,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.408E-05,0.408E-05,0.000100,0.0001,0.001000,2.65,0.408E-05,0.408E-05,0.000100,0,10,10,6,0.47,0.36,0.17
XU2_4330_4480,3,112.1637361,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,30674.00,30674.00,0.000100,0.0001,0.001000,2.65,30674.00,30674.00,0.000100,0,10,10,6,0.47,0.36,0.17
XU2_4480_4650,3,87.69161605,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009496,2.65,0.192809,0.247370,0.158005,0.0001,0.000950,2.65,0.165216,0.219540,0.316009,0,10,10,6,0.47,0.36,0.17
XU3_4650_0001,3,114.4455067,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009496,2.65,0.091872,0.111690,0.158005,0.0001,0.000950,2.65,0.078855,0.104240,0.316009,0,10,10,6,0.47,0.36,0.17
YP1_6570_6680,3,77.95162269,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009022,2.65,0.181678,0.261530,0.101941,0.0001,0.000902,2.65,0.145925,0.211260,0.203882,0,10,10,50,0.47,0.36,0.17
YP3_6470_6690,3,146.2654861,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009344,2.65,0.184140,0.289430,0.073314,0.0001,0.000934,2.65,0.143301,0.243190,0.146629,0,10,10,50,0.47,0.36,0.17
YP2_6390_6330,3,9455.567904,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.010000,2.65,0.183E-05,0.183E-05,0.000100,0.0001,0.001000,2.65,0.183E-05,0.183E-05,0.000100,0,10,10,50,0.47,0.36,0.17
YP1_6680_6670,3,81.88444773,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009344,2.65,0.104816,0.166940,0.073314,0.0001,0.000934,2.65,0.084425,0.138390,0.146629,0,10,10,50,0.47,0.36,0.17
YP3_6690_6720,3,158.4763353,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009344,2.65,0.165161,0.256210,0.073314,0.0001,0.000934,2.65,0.128826,0.216090,0.146629,0,10,10,50,0.47,0.36,0.17
YP3_6330_6700,3,158.017381,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009593,2.65,0.338784,0.457900,0.034000,0.0001,0.000959,2.65,0.255413,0.444530,0.067999,0,10,10,50,0.47,0.36,0.17
YP3_6700_6670,3,128.1263148,100,0.5,0.005,0.25,2.5,0.000100,4.000000,0.0004,0.009344,2.65,0.254396,0.381090,0.073314,0.0001,0.000934,2.65,0.206894,0.326380,0.146629,0,10,10,50,0.47,0.36,0.17
