TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.,1,0.03,0.3,0,21.21900,111.1335,5,0.5,2,0,1242.066,113.9250,5,1,8,0,1391.219,8.778000,6,0.5,1,0,815.4070,0,0,0,0,na,na
A10003,0.,1,0.03,0.3,0,14.84650,260.2190,5,0.5,2,0,1154.583,120.5950,5,1,8,0,1350.018,8.717000,6,0.5,1,0,815.5635,0,0,0,0,na,na
A10005,0.,1,0.03,0.3,0,29.96700,77.33250,5,0.5,2,0,1258.096,108.6635,5,1,8,0,1430.859,8.932000,6,0.5,1,0,816.8410,0,0,0,0,na,na
A11001,0.002000,1,0.03,0.3,0,33.16000,141.7055,5,0.5,2,0,1296.171,112.4620,5,1,8,0,1397.052,8.616000,6,0.5,1,0,814.4680,0,0,0,0,na,na
A24001,0.,1,0.03,0.3,0,21.04400,160.4010,5,0.5,2,0,1140.043,96.58450,5,1,8,0,1388.792,13.35000,6,0.5,1,0,808.2630,0,0,0,0,na,na
A24003,0.,1,0.03,0.3,0,5.372500,186.4435,5,0.5,2,0,1225.676,116.5845,5,1,8,0,1364.503,7.999500,6,0.5,1,0,814.2840,0,0,0,0,na,na
A24005,0.,1,0.03,0.3,0,3.017500,113.2580,5,0.5,2,0,1227.057,98.14301,5,1,8,0,1420.693,8.818000,6,0.5,1,0,816.1615,0,0,0,0,na,na
A24009,0.,1,0.03,0.3,0,0.684000,123.3370,5,0.5,2,0,1181.096,121.1755,5,1,8,0,1364.971,8.792000,6,0.5,1,0,815.8255,0,0,0,0,na,na
A24011,0.,1,0.03,0.3,0,21.23750,157.1770,5,0.5,2,0,1249.922,124.1190,5,1,8,0,1348.750,8.892000,6,0.5,1,0,815.2680,0,0,0,0,na,na
A24013,0.,1,0.03,0.3,0,17.15200,184.5255,5,0.5,2,0,1190.680,101.3510,5,1,8,0,1401.778,8.712000,6,0.5,1,0,815.7100,0,0,0,0,na,na
A24015,0.,1,0.03,0.3,0,14.07600,132.7570,5,0.5,2,0,1253.433,100.8325,5,1,8,0,1400.321,8.684500,6,0.5,1,0,815.5105,0,0,0,0,na,na
A24017,0.,1,0.03,0.3,0,1.933000,95.91200,5,0.5,2,0,1218.541,113.4915,5,1,8,0,1370.881,11.92950,6,0.5,1,0,810.2080,0,0,0,0,na,na
A24019,0.,1,0.03,0.3,0,14.92550,128.7390,5,0.5,2,0,1205.339,129.3885,5,1,8,0,1335.648,9.238500,6,0.5,1,0,814.2935,0,0,0,0,na,na
A24021,0.,1,0.03,0.3,0,6.479500,151.3220,5,0.5,2,0,1204.345,101.2415,5,1,8,0,1393.595,8.636499,6,0.5,1,0,814.4720,0,0,0,0,na,na
A24023,0.,1,0.03,0.3,0,16.20600,235.3190,5,0.5,2,0,1084.130,100.6475,5,1,8,0,1388.417,8.977500,6,0.5,1,0,815.7370,0,0,0,0,na,na
A24025,0.,1,0.03,0.3,0,11.96400,147.7130,5,0.5,2,0,1218.413,100.2135,5,1,8,0,1404.297,8.745501,6,0.5,1,0,815.6830,0,0,0,0,na,na
