TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.029603,0.006008,0.,6.066485,0.029603,na,na,0.029603,0.011996,0.,4.661751,0.029603,na,na,0.000100,0.002271,0.000546,0.986693,0.200000,na,na,0.000100,0.002271,0.000546,0.332348,0.000100,10477.17,10133.31,0.0001,1.07,95.44571,888.1601,0.0001,1.07,7.250401,379.7152,0.0001,1.07,7.250401,379.7152,0.0001,1.07,na,na,na,na,na,na
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.263483,0.000379,0.,7.703266,0.263483,na,na,0.263483,0.000642,0.,6.809898,0.263483,na,na,0.000100,0.089467,0.000011,1.237888,0.200000,na,na,0.000100,0.089467,0.000011,0.400169,0.000100,522.4054,2856.573,0.0001,1.07,1914.224,3150.629,0.0001,1.07,0.501920,479.8475,0.0001,1.07,0.501920,479.8475,0.0001,1.07,na,na,na,na,na,na
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.024930,0.006307,0.,5.572358,0.024930,na,na,0.024930,0.012594,0.,5.572358,0.024930,na,na,0.000100,0.000316,0.004071,0.148222,0.200000,na,na,0.000100,0.000316,0.004071,0.024704,0.000100,31049.83,13210.31,0.0001,1.07,32.20630,681.2871,0.0001,1.07,20.51881,664.7709,0.0001,1.07,20.51881,664.7709,0.0001,1.07,na,na,na,na,na,na
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.075286,0.001739,0.,7.374193,0.075286,na,na,0.075286,0.003477,0.,4.037029,0.075286,na,na,0.000100,0.003850,0.000354,1.103720,0.200000,na,na,0.000100,0.003850,0.000354,0.183954,0.000100,3272.173,6027.399,0.0001,1.07,305.6069,1493.180,0.0001,1.07,4.840902,347.0911,0.0001,1.07,4.840902,347.0911,0.0001,1.07,na,na,na,na,na,na
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.136148,0.000736,0.,5.643832,0.136148,na,na,0.136148,0.001447,0.,2.821917,0.136148,na,na,0.000100,0.048375,0.000022,1.841895,0.200000,na,na,0.000100,0.048375,0.000022,0.689140,0.000100,1214.572,4800.228,0.0001,1.07,629.9274,1874.911,0.0001,1.07,0.722545,314.0264,0.0001,1.07,0.722545,314.0264,0.0001,1.07,na,na,na,na,na,na
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.235983,0.000424,0.,7.312033,0.235983,na,na,0.235983,0.000713,0.,3.656018,0.235983,na,na,0.000100,0.035798,0.000050,0.469604,0.200000,na,na,0.000100,0.035798,0.000050,0.078271,0.000100,505.1339,2997.344,0.0001,1.07,1374.637,3002.660,0.0001,1.07,1.424468,532.3411,0.0001,1.07,1.424468,532.3411,0.0001,1.07,na,na,na,na,na,na
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.019958,0.008663,0.,6.678514,0.019958,na,na,0.019958,0.017340,0.,3.794921,0.019958,na,na,0.000100,0.000760,0.001729,0.434621,0.200000,na,na,0.000100,0.000760,0.001729,0.091574,0.000100,7308.738,10726.83,0.0001,1.07,74.72285,839.0183,0.0001,1.07,15.24176,576.4016,0.0001,1.07,15.24176,576.4016,0.0001,1.07,na,na,na,na,na,na
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.086019,0.001441,0.,6.613390,0.086019,na,na,0.086019,0.002883,0.,3.306697,0.086019,na,na,0.000100,0.006830,0.000163,1.557117,0.200000,na,na,0.000100,0.006830,0.000163,0.570363,0.000100,983.6593,6166.355,0.0001,1.07,376.1182,1459.533,0.0001,1.07,3.561277,364.1712,0.0001,1.07,3.561277,364.1712,0.0001,1.07,na,na,na,na,na,na
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.427213,0.000235,0.,9.286815,0.427213,na,na,0.427213,0.000313,0.,9.286815,0.427213,na,na,0.000100,0.100000,0.100E-04,0.910372,0.200000,na,na,0.000100,0.100000,0.100E-04,0.209828,0.000100,657.6794,2497.278,0.0001,1.07,1520.498,3603.926,0.0001,1.07,0.321776,436.9693,0.0001,1.07,0.321776,436.9693,0.0001,1.07,na,na,na,na,na,na
A24013,0.4,8.66617512,70.98147405,60,72.92644084,80.24670512,57.62090095,58.81679335,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.158728,0.000629,0.,7.508538,0.158728,na,na,0.158728,0.001226,0.,5.214319,0.158728,na,na,0.000100,0.011087,0.000100,1.659808,0.200000,na,na,0.000100,0.011087,0.000100,0.423215,0.000100,1088.983,3877.624,0.0001,1.07,918.2890,2321.010,0.0001,1.07,3.420657,514.0531,0.0001,1.07,3.420657,514.0531,0.0001,1.07,na,na,na,na,na,na
A24015,0.4,10.82687498,71.69084761,60,73.02493327,80.37095332,73.41010492,75.06862099,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.085401,0.001417,0.,6.823403,0.085401,na,na,0.085401,0.002836,0.,4.608856,0.085401,na,na,0.000100,0.005224,0.000234,1.366731,0.200000,na,na,0.000100,0.005224,0.000234,0.280377,0.000100,2672.446,5580.159,0.0001,1.07,374.1891,1612.857,0.0001,1.07,5.028219,433.0135,0.0001,1.07,5.028219,433.0135,0.0001,1.07,na,na,na,na,na,na
A24017,0.4,11.38160131,93.82588115,60,72.46194161,79.66073934,74.2061067,75.88794563,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.288270,0.000345,0.,6.126740,0.288270,na,na,0.288270,0.000514,0.,3.063368,0.288270,na,na,0.000100,0.081403,0.000011,1.145375,0.200000,na,na,0.000100,0.081403,0.000011,0.422748,0.000100,560.1040,3142.811,0.0001,1.07,854.4945,2863.678,0.0001,1.07,0.347640,322.1630,0.0001,1.07,0.347640,322.1630,0.0001,1.07,na,na,na,na,na,na
A24019,0.4,11.70814521,90.67459023,60,67.97859963,74.00500344,77.94094908,79.73221888,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.475692,0.000208,0.,8.430227,0.475692,na,na,0.475692,0.000259,0.,6.061966,0.475692,na,na,0.000100,0.100000,0.100E-04,0.757044,0.200000,na,na,0.000100,0.100000,0.100E-04,0.199950,0.000100,632.8644,2133.053,0.0001,1.07,1580.118,4219.306,0.0001,1.07,0.227648,401.7082,0.0001,1.07,0.227648,401.7082,0.0001,1.07,na,na,na,na,na,na
A24021,0.4,8.89553794,86.16254679,60,74.64399958,82.41340547,54.50520348,55.60980594,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.119998,0.000882,0.,6.819461,0.119998,na,na,0.119998,0.001775,0.,3.903920,0.119998,na,na,0.000100,0.010427,0.000115,1.507370,0.200000,na,na,0.000100,0.010427,0.000115,0.342765,0.000100,1199.609,4581.907,0.0001,1.07,631.1426,1964.247,0.0001,1.07,3.473700,534.2318,0.0001,1.07,3.473700,534.2318,0.0001,1.07,na,na,na,na,na,na
A24023,0.4,8.592249922,84.09700285,60,75.90991824,84.01036186,51.66532222,52.68671617,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,1.000000,0.000100,0.,7.582464,1.000000,na,na,1.000000,0.000100,0.,3.791231,1.000000,na,na,0.000100,0.007100,0.000127,0.776422,0.200000,na,na,0.000100,0.007100,0.000127,0.206079,0.000100,309.6883,1935.376,0.0001,1.07,3229.055,4650.256,0.0001,1.07,5.311972,831.1912,0.0001,1.07,5.311972,831.1912,0.0001,1.07,na,na,na,na,na,na
A24025,0.4,9.829871706,76.05981816,60,74.10626944,81.7350589,70.96881411,72.55580036,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.067408,0.001985,0.,7.242529,0.067408,na,na,0.067408,0.003988,0.,4.349440,0.067408,na,na,0.000100,0.002688,0.000460,0.973099,0.200000,na,na,0.000100,0.002688,0.000460,0.192210,0.000100,2761.056,5695.382,0.0001,1.07,362.1800,1580.227,0.0001,1.07,9.868263,630.0773,0.0001,1.07,9.868263,630.0773,0.0001,1.07,na,na,na,na,na,na
A24027,0.4,9.197760165,69.92606107,60,72.0840588,79.18404018,69.37935528,70.91977039,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.081204,0.001490,0.,7.398448,0.081204,na,na,0.081204,0.002978,0.,4.217192,0.081204,na,na,0.000100,0.003012,0.000402,1.087693,0.200000,na,na,0.000100,0.003012,0.000402,0.216743,0.000100,2017.780,5507.289,0.0001,1.07,427.3567,1634.197,0.0001,1.07,7.926438,504.6774,0.0001,1.07,7.926438,504.6774,0.0001,1.07,na,na,na,na,na,na
A24029,0.4,11.48586698,84.6611575,60,76.52072595,84.78089578,86.57554961,88.61981322,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.234599,0.000427,0.,7.797671,0.234599,na,na,0.234599,0.000741,0.,5.292975,0.234599,na,na,0.000100,0.066707,0.000015,1.244066,0.200000,na,na,0.000100,0.066707,0.000015,0.408935,0.000100,619.1445,3020.020,0.0001,1.07,1502.289,2980.110,0.0001,1.07,0.622981,480.6012,0.0001,1.07,0.622981,480.6012,0.0001,1.07,na,na,na,na,na,na
A24031,0.4,8.755937943,66.26503337,60,74.40415743,82.1108446,65.6992694,67.13185799,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.041513,0.003538,0.,7.148525,0.041513,na,na,0.041513,0.007060,0.,4.001257,0.041513,na,na,0.000100,0.001625,0.000751,0.905638,0.200000,na,na,0.000100,0.001625,0.000751,0.249328,0.000100,3779.364,7889.025,0.0001,1.07,182.9106,1140.826,0.0001,1.07,10.86262,489.8666,0.0001,1.07,10.86262,489.8666,0.0001,1.07,na,na,na,na,na,na
A24033,0.4,11.53752725,73.89456743,60,71.07663311,77.91317267,71.05516723,72.64468363,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.057469,0.002467,0.,7.852476,0.057469,na,na,0.057469,0.004944,0.,4.024209,0.057469,na,na,0.000100,0.003738,0.000319,1.386914,0.200000,na,na,0.000100,0.003738,0.000319,0.474525,0.000100,1959.521,7802.346,0.0001,1.07,232.7396,1153.499,0.0001,1.07,5.275083,358.8465,0.0001,1.07,5.275083,358.8465,0.0001,1.07,na,na,na,na,na,na
