TABLE->,PHOS-CMAX,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#1,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#2,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#3,PHOS-SVALPM#4,PHOS-SVALPM#4,PHOS-SVALPM#4
VARS->,CMAX,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1,XFIX,K1,N1
A10001,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10003,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A10005,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A11001,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24001,50,1.000000,100.0000,1.5,20.00000,0.029876,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24003,50,1.000000,100.0000,1.5,20.00000,0.013400,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24005,50,1.000000,100.0000,1.5,20.00000,0.033171,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24009,50,1.000000,100.0000,1.5,20.00000,0.048037,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24011,50,1.000000,100.0000,1.5,20.00000,0.012291,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24013,50,1.000000,100.0000,1.5,20.00000,0.022663,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24015,50,1.000000,100.0000,1.5,20.00000,0.012219,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24017,50,1.000000,100.0000,1.5,20.00000,0.112684,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24019,50,1.000000,100.0000,1.5,20.00000,0.019664,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24021,50,1.000000,100.0000,1.5,20.00000,0.029401,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24023,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24025,50,1.000000,100.0000,1.5,20.00000,0.011069,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24027,50,1.000000,100.0000,1.5,20.00000,0.018258,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24029,50,1.000000,100.0000,1.5,20.00000,0.010000,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
A24031,50,1.000000,100.0000,1.5,20.00000,0.051905,1.5,100.0000,5.000000,1.5,100.0000,5.000000,1.5
