TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.,1,0.03,0.3,0,0.905000,20.27100,5,0.5,2,0,1659.932,39.02900,5,1,8,0,1963.287,1.445500,6,0.5,1,0,848.1350,0,0,0,0,na,na
A10003,0.,1,0.03,0.3,0,0.135000,139.1980,5,0.5,2,0,2211.498,2.602500,5,1,8,0,1549.780,0.087500,6,0.5,1,0,834.9070,0,0,0,0,na,na
A10005,0.,1,0.03,0.3,0,5.822000,8.755501,5,0.5,2,0,1574.627,60.55300,5,1,8,0,2147.638,2.479500,6,0.5,1,0,883.2780,0,0,0,0,na,na
A11001,0.,1,0.03,0.3,0,5.893000,49.54750,5,0.5,2,0,2130.072,31.23750,5,1,8,0,1910.446,1.027000,6,0.5,1,0,833.8185,0,0,0,0,na,na
A24001,0.,1,0.03,0.3,0,0.589500,59.32100,5,0.5,2,0,1728.959,5.036000,5,1,8,0,1638.310,0.117500,6,0.5,1,0,834.0855,0,0,0,0,na,na
A24003,0.,1,0.03,0.3,0,0.009500,107.1485,5,0.5,2,0,2269.055,5.688500,5,1,8,0,1612.307,0.193000,6,0.5,1,0,838.5740,0,0,0,0,na,na
A24005,0.,1,0.03,0.3,0,0.002000,13.81050,5,0.5,2,0,1525.631,53.80850,5,1,8,0,2194.406,2.172500,6,0.5,1,0,876.8060,0,0,0,0,na,na
A24009,0.,1,0.03,0.3,0,0.,47.96400,5,0.5,2,0,1797.270,18.78600,5,1,8,0,1764.120,0.699500,6,0.5,1,0,841.2920,0,0,0,0,na,na
A24011,0.,1,0.03,0.3,0,0.326000,102.9670,5,0.5,2,0,2333.056,1.687500,5,1,8,0,1520.371,0.060000,6,0.5,1,0,835.0530,0,0,0,0,na,na
