TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.086171,0.002064,0.,7.537404,0.086171,na,na,0.086171,0.004121,0.,5.792069,0.086171,na,na,0.000100,0.001901,0.000711,0.329952,0.200000,na,na,0.000100,0.001901,0.000711,0.111138,0.000100,3849.793,3685.268,0.0001,1.07,259.7542,2442.156,0.0001,1.07,8.110058,370.2153,0.0001,1.07,8.110058,370.2153,0.0001,1.07,na,na,na,na,na,na
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.363628,0.000275,0.,9.534103,0.363628,na,na,0.363628,0.000465,0.,8.428409,0.363628,na,na,0.000100,0.006061,0.000222,0.340156,0.200000,na,na,0.000100,0.006061,0.000222,0.109961,0.000100,414.7084,2990.633,0.0001,1.07,2411.334,3009.398,0.0001,1.07,5.635211,474.3171,0.0001,1.07,5.635211,474.3171,0.0001,1.07,na,na,na,na,na,na
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.099671,0.001577,0.,7.321833,0.099671,na,na,0.099671,0.003150,0.,7.321833,0.099671,na,na,0.000100,0.000543,0.002293,0.178480,0.200000,na,na,0.000100,0.000543,0.002293,0.029747,0.000100,7263.244,7062.548,0.0001,1.07,137.6795,1274.328,0.0001,1.07,19.36052,626.8474,0.0001,1.07,19.36052,626.8474,0.0001,1.07,na,na,na,na,na,na
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.138544,0.000945,0.,8.884065,0.138544,na,na,0.138544,0.001890,0.,4.863612,0.138544,na,na,0.000100,0.002498,0.000603,0.374925,0.200000,na,na,0.000100,0.002498,0.000603,0.062488,0.000100,2026.617,4563.803,0.0001,1.07,493.4328,1972.039,0.0001,1.07,6.395332,343.2807,0.0001,1.07,6.395332,343.2807,0.0001,1.07,na,na,na,na,na,na
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.262948,0.000381,0.,6.186256,0.262948,na,na,0.262948,0.000749,0.,3.093129,0.262948,na,na,0.000100,0.005368,0.000262,0.593776,0.200000,na,na,0.000100,0.005368,0.000262,0.222160,0.000100,810.6888,2529.742,0.0001,1.07,943.7556,3557.674,0.0001,1.07,3.424095,309.3993,0.0001,1.07,3.424095,309.3993,0.0001,1.07,na,na,na,na,na,na
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.328325,0.000304,0.,8.065974,0.328325,na,na,0.328325,0.000512,0.,4.032989,0.328325,na,na,0.000100,0.005691,0.000391,0.182742,0.200000,na,na,0.000100,0.005691,0.000391,0.030458,0.000100,421.0817,3968.773,0.0001,1.07,1649.028,2267.704,0.0001,1.07,7.596612,524.0881,0.0001,1.07,7.596612,524.0881,0.0001,1.07,na,na,na,na,na,na
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.083347,0.002075,0.,8.797541,0.083347,na,na,0.083347,0.004152,0.,4.999013,0.083347,na,na,0.000100,0.000818,0.001650,0.258306,0.200000,na,na,0.000100,0.000818,0.001650,0.054425,0.000100,1941.743,10188.01,0.0001,1.07,281.2573,883.3918,0.0001,1.07,14.80362,545.9468,0.0001,1.07,14.80362,545.9468,0.0001,1.07,na,na,na,na,na,na
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.155245,0.000798,0.,6.979986,0.155245,na,na,0.155245,0.001598,0.,3.489995,0.155245,na,na,0.000100,0.002765,0.000482,0.319958,0.200000,na,na,0.000100,0.002765,0.000482,0.117199,0.000100,628.3694,7686.729,0.0001,1.07,588.7814,1170.849,0.0001,1.07,6.718993,358.6187,0.0001,1.07,6.718993,358.6187,0.0001,1.07,na,na,na,na,na,na
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,1,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.534586,0.000187,0.,10.00000,0.534586,na,na,0.534586,0.000251,0.,10.00000,0.534586,na,na,0.000100,0.004873,0.000266,0.302565,0.200000,na,na,0.000100,0.004873,0.000266,0.069737,0.000100,594.7535,2260.470,0.0001,1.07,1681.369,3981.474,0.0001,1.07,5.560961,432.3548,0.0001,1.07,5.560961,432.3548,0.0001,1.07,na,na,na,na,na,na
