TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.,1,0.03,0.3,0,1.147000,21.88800,5,0.5,2,0,1646.987,37.90750,5,1,8,0,1885.269,1.363500,6,0.5,1,0,844.0600,0,0,0,0,na,na
A10003,0.,1,0.03,0.3,0,0.209500,141.4195,5,0.5,2,0,2101.930,3.235500,5,1,8,0,1539.883,0.097000,6,0.5,1,0,833.2670,0,0,0,0,na,na
A10005,0.,1,0.03,0.3,0,6.813500,10.56150,5,0.5,2,0,1576.386,59.37150,5,1,8,0,2042.375,2.367500,6,0.5,1,0,874.3215,0,0,0,0,na,na
A11001,0.,1,0.03,0.3,0,7.054500,50.82450,5,0.5,2,0,2059.412,30.68050,5,1,8,0,1846.541,0.976500,6,0.5,1,0,832.0745,0,0,0,0,na,na
A24001,0.,1,0.03,0.3,0,0.770500,61.70650,5,0.5,2,0,1679.974,5.572500,5,1,8,0,1616.776,0.151000,6,0.5,1,0,831.9505,0,0,0,0,na,na
A24003,0.,1,0.03,0.3,0,0.016000,108.0750,5,0.5,2,0,2156.454,6.448500,5,1,8,0,1592.758,0.211500,6,0.5,1,0,836.3260,0,0,0,0,na,na
A24005,0.,1,0.03,0.3,0,0.003000,15.85900,5,0.5,2,0,1530.173,52.60950,5,1,8,0,2084.823,2.092000,6,0.5,1,0,868.3375,0,0,0,0,na,na
A24009,0.,1,0.03,0.3,0,0.,49.17550,5,0.5,2,0,1742.561,18.84550,5,1,8,0,1722.795,0.684500,6,0.5,1,0,838.9830,0,0,0,0,na,na
A24011,0.,1,0.03,0.3,0,0.494000,103.3135,5,0.5,2,0,2211.526,2.315000,5,1,8,0,1513.858,0.069500,6,0.5,1,0,833.5765,0,0,0,0,na,na
A24013,0.,1,0.03,0.3,0,0.495000,83.15601,5,0.5,2,0,1928.429,13.52750,5,1,8,0,1707.656,0.450000,6,0.5,1,0,837.5590,0,0,0,0,na,na
A24015,0.,1,0.03,0.3,0,0.526000,49.73250,5,0.5,2,0,1884.247,23.07900,5,1,8,0,1768.786,0.814000,6,0.5,1,0,837.8875,0,0,0,0,na,na
A24017,0.,1,0.03,0.3,0,0.,62.28950,5,0.5,2,0,1933.767,3.454000,5,1,8,0,1559.744,0.093000,6,0.5,1,0,824.1270,0,0,0,0,na,na
A24019,0.,1,0.03,0.3,0,0.112000,78.38150,5,0.5,2,0,1927.900,1.163000,5,1,8,0,1480.851,0.065000,6,0.5,1,0,826.1520,0,0,0,0,na,na
A24021,0.,1,0.03,0.3,0,0.023500,63.26300,5,0.5,2,0,1863.781,14.70550,5,1,8,0,1720.562,0.433500,6,0.5,1,0,828.0755,0,0,0,0,na,na
A24023,0.,1,0.03,0.3,0,0.201500,132.7535,5,0.5,2,0,1807.292,11.70100,5,1,8,0,1612.681,0.565500,6,0.5,1,0,837.4190,0,0,0,0,na,na
A24025,0.,1,0.03,0.3,0,0.264500,45.60900,5,0.5,2,0,1772.242,30.11850,5,1,8,0,1830.240,1.230000,6,0.5,1,0,845.4905,0,0,0,0,na,na
A24027,0.,1,0.03,0.3,0,0.077000,52.83250,5,0.5,2,0,1856.207,29.76650,5,1,8,0,1849.250,1.185500,6,0.5,1,0,848.4265,0,0,0,0,na,na
A24029,0.,1,0.03,0.3,0,0.134500,113.6410,5,0.5,2,0,2059.927,4.017000,5,1,8,0,1553.874,0.108000,6,0.5,1,0,827.7500,0,0,0,0,na,na
A24031,0.,1,0.03,0.3,0,0.031000,29.74850,5,0.5,2,0,1697.161,42.89150,5,1,8,0,1984.696,1.638000,6,0.5,1,0,860.3795,0,0,0,0,na,na
