TABLE->,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.250906,0.329256,0,0.025091,0.250906,0.500000,0.000329,0.000157
A10003,1,0,0,1,0,1,0,1,0,0.099982,0.141904,0,0.009999,0.099982,0.500000,0.000142,0.000107
A10005,1,0,0,1,0,1,0,1,0,0.584389,0.479180,0,0.058438,0.584389,0.500000,0.000479,0.000165
A11001,1,0,0,1,0,1,0,1,0,0.243811,0.339265,0,0.024382,0.243811,0.500000,0.000339,0.000191
A24001,1,0,0,1,0,1,0,1,0,0.258043,0.276492,0,0.025804,0.258043,0.500000,0.000276,0.000402
A24003,1,0,0,1,0,1,0,1,0,0.095318,0.132620,0,0.009532,0.095318,0.500000,0.000132,0.000120
A24005,1,0,0,1,0,1,0,1,0,0.208067,0.268925,0,0.020807,0.208067,0.500000,0.000269,0.000124
A24009,1,0,0,1,0,1,0,1,0,0.095960,0.129611,0,0.009596,0.095960,0.500000,0.000130,0.000151
A24011,1,0,0,1,0,1,0,1,0,0.175699,0.179599,0,0.017570,0.175699,0.500000,0.000179,0.000175
A24013,1,0,0,1,0,1,0,1,0,0.203657,0.250924,0,0.020367,0.203657,0.500000,0.000251,0.000181
A24015,1,0,0,1,0,1,0,1,0,0.190700,0.239078,0,0.019071,0.190700,0.500000,0.000239,0.000165
A24017,1,0,0,1,0,1,0,1,0,0.086610,0.120833,0,0.008662,0.086610,0.500000,0.000121,0.000201
A24019,1,0,0,1,0,1,0,1,0,0.096422,0.130470,0,0.009642,0.096422,0.500000,0.000131,0.000154
A24021,1,0,0,1,0,1,0,1,0,0.177501,0.214775,0,0.017750,0.177501,0.500000,0.000214,0.000184
A24023,1,0,0,1,0,1,0,1,0,0.126099,0.139470,0,0.012611,0.126099,0.500000,0.000139,0.000138
A24025,1,0,0,1,0,1,0,1,0,0.170042,0.220771,0,0.017004,0.170042,0.500000,0.000221,0.000111
A24027,1,0,0,1,0,1,0,1,0,0.171456,0.228778,0,0.017146,0.171456,0.500000,0.000229,0.000141
A24029,1,0,0,1,0,1,0,1,0,0.144154,0.168977,0,0.014416,0.144154,0.500000,0.000169,0.000130
A24031,1,0,0,1,0,1,0,1,0,0.165111,0.231719,0,0.016511,0.165111,0.500000,0.000231,0.000150
A24033,1,0,0,1,0,1,0,1,0,0.126013,0.156767,0,0.012601,0.126013,0.500000,0.000157,0.000207
