 seg ,TOTN,TOTP
YM1_6370_6620,    0.8152,    0.9895
YM2_6120_6430,    0.8152,    0.9895
YM3_6430_6620,    0.8152,    0.9895
YM4_6620_0001, -999.0000, -999.0000
