 seg ,TOTN,TOTP
JA1_7600_7570,    0.9178,    1.0553
JA2_7410_7470,    0.9178,    1.0553
JA2_7570_7480,    0.9178,    1.0553
JA1_7640_7280,    0.9178,    1.0553
JA2_7550_7280,    0.9178,    1.0553
JA4_7280_7340,    0.9178,    1.0553
JA4_7340_7470,    0.9178,    1.0553
JA4_7470_7480,    0.9178,    1.0553
JA5_7480_0001,    0.9178,    1.0553
