 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.7452
JB3_6820_7053,    1.0087,    0.4860
EM2_3980_0001,    1.1283,    0.3546
EL1_5430_0001,    0.8475,    0.4385
EL0_4560_4562,    1.2728,    0.2703
EL0_4561_4562,    1.2728,    0.2703
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.6563,    0.8683
WU2_3020_3320,    1.6563,    0.8683
WM0_3881_3880,    1.0568,    0.9780
WM1_3882_3880,    1.0568,    0.9780
WM3_3880_4060,    1.0568,    0.9780
WM1_3660_3910,    0.9838,    0.6295
PL1_5370_5470, -999.0000,    1.2042
PL1_5230_0001,    1.0466,    0.6031
PL1_4540_0001, -999.0000,    1.4524
PL1_4460_4780,    1.1314,    1.0099
PL0_5540_5490, -999.0000,    1.2597
PL0_5070_0001,    0.9772,    0.7931
PL0_5010_5130,    0.8630,    0.1474
XL1_4690_0001,    0.8569,    1.5694
XL0_5320_0001,    0.6250,    0.8197
