 LoadType,Station,OutBias,EOS,PS,Sep,Atdep,Inload,InBias,Inload2, etc
TOTN,SL3_2420_2700, 0.7240E+00, 0.1353E+08, 0.1488E+07, 0.1862E+06, 0.1788E+05,
TOTN,SJ6_2130_0003, 0.9593E+00, 0.2411E+08, 0.1581E+07, 0.4050E+06, 0.2561E+06,
TOTN,SW7_1640_0003, 0.8970E+00, 0.3386E+08, 0.2663E+07, 0.5209E+06, 0.2892E+06,
TOTN,SU7_0850_0730, 0.9072E+00, 0.3578E+08, 0.5740E+07, 0.8280E+06, 0.5266E+06,
TOTN,SU8_1610_1530, 0.8668E+00, 0.2069E+08, 0.4428E+07, 0.6877E+06, 0.4135E+06, 0.2600E+08, 0.9072E+00,
TOTN,SL9_2720_0001, 0.8537E+00, 0.7304E+08, 0.8110E+07, 0.1341E+07, 0.1179E+07, 0.7545E+07, 0.7240E+00, 0.1542E+08, 0.9593E+00, 0.2202E+08, 0.8970E+00, 0.3869E+08, 0.8668E+00,
TOTP,SL3_2420_2700, 0.1140E+01, 0.1124E+07, 0.2159E+06, 0.0000E+00, 0.5570E+03,
TOTP,SJ6_2130_0003, 0.1118E+01, 0.1062E+07, 0.3018E+06, 0.0000E+00, 0.1190E+05,
TOTP,SW7_1640_0003, 0.1041E+01, 0.2247E+07, 0.3832E+06, 0.0000E+00, 0.1395E+05,
TOTP,SU7_0850_0730, 0.1001E+01, 0.2684E+07, 0.7722E+06, 0.0000E+00, 0.2576E+05,
TOTP,SU8_1610_1530, 0.9521E+00, 0.1445E+07, 0.9723E+06, 0.0000E+00, 0.1974E+05, 0.2134E+07, 0.1001E+01,
TOTP,SL9_2720_0001, 0.1216E+01, 0.1894E+07, 0.1107E+07, 0.0000E+00, 0.4413E+05, 0.7980E+06, 0.1140E+01, 0.9199E+06, 0.1118E+01, 0.1506E+07, 0.1041E+01, 0.3348E+07, 0.9521E+00,
