 seg ,TOTN,TOTP
PL0_5000_0001, -999.0000,    0.8367
JB3_6820_7053,    0.8401,    0.7026
EM2_3980_0001,    1.0265,    0.8039
EL1_5430_0001,    0.9059,    0.8557
EL0_4560_4562,    1.0000,    0.5147
EL0_4561_4562,    1.0000,    0.5147
EL0_4562_0001, -999.0000, -999.0000
WU0_3021_3020,    1.0422,    1.0337
WU2_3020_3320,    1.0422,    1.0337
WM0_3881_3880,    1.0086,    1.0031
WM1_3882_3880,    1.0086,    1.0031
WM3_3880_4060,    1.0086,    1.0031
WM1_3660_3910,    0.9988,    0.7445
PL1_5370_5470, -999.0000,    1.0608
PL1_5230_0001,    1.0605,    1.0038
PL1_4540_0001, -999.0000,    1.0074
PL1_4460_4780,    1.0013,    0.9994
PL0_5540_5490, -999.0000,    1.0558
PL0_5070_0001,    0.8433,    0.9952
PL0_5010_5130,    1.0078,    0.0812
XL1_4690_0001,    1.1346,    0.8992
XL0_5320_0001,    0.4867,    0.9998
