landseg,landuse,nutrient,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A10005,hom,nh3n,0,0,0,0,39.383263,39.383263,63.592346,35.296391,0,0,0,0
A24009,hom,nh3n,0,0,0,0,0.65752631,0.65752631,1.7131277,1.192853,0,0,0,0
A24029,hom,nh3n,0,0,0,0,3.6380961,3.6380961,11.019486,7.3813906,0,0,0,0
A24033,hom,nh3n,0,0,0,0,1.9536142,1.9536142,3.7269096,2.8529055,0,0,0,0
A24045,hom,nh3n,0,0,0,0,2.7552969,2.7552969,2.9897904,2.6380503,0,0,0,0
A36003,hom,nh3n,0,0,0,0,0,21.49758,21.49758,25.890465,25.890465,0,0,0
A36101,hom,nh3n,0,0,0,0,0,0.14405786,0.14405786,6.00806,6.00806,0,0,0
A42011,hom,nh3n,0,0,0,0,1.1580853E-2,0.51422209,0.54285252,0.70369768,0.66348642,0,0,0
A42021,hom,nh3n,0,0,0,0,4.0203971E-3,1.2218947,1.2426959,1.5072117,1.4823902,0,0,0
A42037,hom,nh3n,0,0,0,0,4.5678187E-3,35.077629,35.101177,35.136585,35.108471,0,0,0
A42041,hom,nh3n,0,0,0,0,1.6020959E-2,0.44901991,0.53163612,0.87803525,0.77939808,0,0,0
A42065,hom,nh3n,0,0,0,0,4.1687269E-2,12.633424,12.848162,15.58304,15.326615,0,0,0
A42079,hom,nh3n,0,0,0,0,2.5431868E-3,3.8388758,3.8520226,4.0194421,4.0037518,0,0,0
A42083,hom,nh3n,0,0,0,0,2.2120435E-2,6.6287565,6.7413697,8.1765165,8.0417833,0,0,0
A42099,hom,nh3n,0,0,0,0,4.8197951E-2,1.2142775,1.4645959,4.6460495,4.3475327,0,0,0
A42109,hom,nh3n,0,0,0,0,8.1701716E-3,7.6904543E-2,0.1189547,0.65466309,0.60444278,0,0,0
A42115,hom,nh3n,0,0,0,0,3.5694737E-2,6.6565856E-2,0.25179258,2.6064389,2.3855176,0,0,0
A51003,hom,nh3n,0,0,0,0,0.13794574,0.21745455,7.9508819E-2,7.9508819E-2,7.9508819E-2,7.6084636E-2,0,0
A51009,hom,nh3n,0,0,0,0,0.23844561,0.70536453,0.46691892,0.46691892,0.46691892,0.13151255,0,0
A51015,hom,nh3n,0,0,0,0,0.58438289,0.90664613,1.144212,1.144212,1.144212,1.144212,0,0
A51033,hom,nh3n,0,0,0,0,0.40458024,1.19731,0.79272979,0.79272979,0.79272979,0.22325081,0,0
A51041,hom,nh3n,0,0,0,0,0.13339774,0.23923044,0.1058327,0.1058327,0.1058327,7.3345751E-2,0,0
A51069,hom,nh3n,0,0,0,0,2.0564483E-2,3.1904496E-2,7.7158056E-2,7.7158056E-2,7.7158056E-2,7.7158056E-2,0,0
A51079,hom,nh3n,0,0,0,0,0.46183142,1.3661236,0.90429217,0.90429217,0.90429217,0.25477335,0,0
A51091,hom,nh3n,0,0,0,0,0.52433556,0.81359714,1.0271448,1.0271448,1.0271448,1.0271448,0,0
A10003,hom,nh3n,0,0,0,0,2.5342433E-2,2.5342433E-2,11.076975,11.076975,0,0,0,0
A24011,hom,nh3n,0,0,0,0,9.8054953,9.8054953,28.697414,21.59388,0,0,0,0
A24013,hom,nh3n,0,0,0,0,0,34.001385,34.050621,37.959835,37.910599,0,0,0
A24023,hom,nh3n,0,0,0,0,0,0.14338204,11.864006,27.717474,15.996849,0,0,0
A24031,hom,nh3n,0,0,0,0,0,0.29166952,4.1563878,9.3838835,5.5191655,0,0,0
A24037,hom,nh3n,0,0,0,0,0.19360168,0.19360168,1.6390051,1.5855978,0,0,0,0
A24041,hom,nh3n,0,0,0,0,7.8296194,7.8296194,23.715302,15.885682,0,0,0,0
A36011,hom,nh3n,0,0,0,0,0,8.3015165,8.3015165,19.950584,19.950584,0,0,0
A36017,hom,nh3n,0,0,0,0,0,29.911533,29.911533,36.023808,36.023808,0,0,0
