TABLE->,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM1,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM2,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM3,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,PWAT-PARM4,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-INTERCEP,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-UZSN,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-MANNING,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,MON-LZETPARM,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1,PWAT-STATE1
A24013,1,1,0,1,1,1,0,0,1,0,12.00000,0.042036,282,0.072,0.029977,0.944179,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.281087,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.167657582,0.167657582,0.166322683,0.190105232,0.213816109,0.249539419,0.309309004,0.33287963,0.356691557,0.355936597,0.169387123,0.167657582,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24015,1,1,0,1,1,1,0,0,1,0,12.00000,0.050752,348,0.039,0.029342,0.957759,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.18851382,0.18851382,0.189730882,0.216019962,0.241055587,0.271082938,0.303775967,0.322494348,0.341396079,0.340559671,0.190054383,0.18851382,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24017,1,1,0,1,1,1,0,0,1,0,8.000000,0.030606,365,0.034,0.100E-05,0.920000,40,35,2,2,0,0,0.050000,NA,0.7,NA,3.487422,0.304734,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.167418568,0.167418568,0.165945221,0.168706801,0.182146589,0.281548777,0.361784649,0.311602451,0.229499605,0.197840412,0.194262548,0.167418568,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24019,1,1,0,1,1,1,0,0,1,0,8.000000,0.039252,554,0.006,0.016408,0.945247,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.499033,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.166555548,0.166555548,0.165747753,0.19070501,0.215324915,0.250697429,0.306048573,0.329187329,0.352572088,0.351790426,0.338932539,0.166555548,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24021,1,1,0,1,1,1,0,0,1,0,12.00000,0.041888,303,0.059,0.002308,0.955422,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.17957236,0.17957236,0.185269819,0.221474433,0.254178148,0.281213117,0.276273311,0.291212581,0.306346316,0.305257255,0.181136256,0.17957236,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24023,1,1,0,1,1,1,0,0,1,0,8.000000,0.072856,246,0.099,0.000091,0.943082,40,35,2,2,0,0,0.050000,NA,0.7,NA,3.260002,0.463418,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.177849639,0.177849639,0.176741982,0.199734833,0.222584387,0.256530452,0.312080553,0.334337929,0.356804695,0.356056681,0.343706665,0.177849639,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24025,1,1,0,1,1,1,0,0,1,0,12.00000,0.090674,287,0.068,0.025657,0.958685,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.172045363,0.172045363,0.170968928,0.194730406,0.218308878,0.253103715,0.309635799,0.332480078,0.355554945,0.354797976,0.173738022,0.172045363,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24027,1,1,0,1,1,1,0,0,1,0,12.00000,0.054221,289,0.067,0.050545,0.956256,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.184942388,0.184942388,0.183825793,0.205957266,0.227969106,0.260787519,0.314860863,0.336442493,0.358238931,0.357530521,0.186534823,0.184942388,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24029,1,1,0,1,1,1,0,0,1,0,12.00000,0.062673,461,0.014,0.040393,0.920000,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.341550,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.186396396,0.186396396,0.185900615,0.2090819,0.231841377,0.263825169,0.312096826,0.332881339,0.353878443,0.353144307,0.341554284,0.186396396,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24031,1,1,0,1,1,1,0,0,1,0,12.00000,0.052277,304,0.059,0.066427,0.932861,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.479711,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.182732544,0.182732544,0.181645242,0.204103254,0.226418127,0.259543988,0.313837831,0.335623142,0.357630646,0.356917312,0.184341888,0.182732544,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24033,1,1,0,1,1,1,0,0,1,0,11.34457,0.042736,323,0.049,0.000942,0.929718,40,35,2,2,0,0,0.004132,NA,0.7,NA,2.000000,0.300000,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.952944,0.952944,0.952944,0.952944,0.952944,1.111768,1.508828,1.588240,1.588240,1.270592,1.111768,1.032356,0.171192041,0.171192041,0.169904132,0.18756196,0.208114946,0.260945072,0.324878851,0.327433617,0.321258607,0.311896417,0.301739945,0.171192041,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24035,1,1,0,1,1,1,0,0,1,0,12.00000,0.062673,515,0.009,0.040393,0.920000,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.000000,0.341550,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.166431577,0.166431577,0.164964618,0.188632286,0.21229039,0.248340003,0.309545358,0.333371895,0.357438549,0.35668308,0.34351756,0.166431577,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24037,1,1,0,1,1,1,0,0,1,0,12.00000,0.024096,395,0.026,0.100E-05,0.920000,40,35,2,2,0,0,0.001000,NA,0.7,NA,2.053805,0.381666,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.167517414,0.167517414,0.166189177,0.168276254,0.181457951,0.283603045,0.36341186,0.30969171,0.222581836,0.189504088,0.186433909,0.167517414,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24039,1,1,0,1,1,1,0,0,1,0,8.000000,0.039224,594,0.004,0.017466,0.945870,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.497625,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.168061795,0.168061795,0.166954305,0.191137035,0.215136876,0.250573962,0.308246173,0.331538452,0.355071662,0.354307088,0.341397843,0.168061795,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24041,1,1,0,1,1,1,0,0,1,0,8.537221,0.054417,510,0.009,0.000108,0.956000,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.411953,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.717127,0.717127,0.717127,0.717127,0.717127,0.836648,1.135450,1.195211,1.195211,0.956169,0.836648,0.776887,0.186717049,0.186717049,0.186236495,0.209409156,0.232153613,0.264072715,0.312139993,0.332875749,0.353823528,0.353089633,0.34152478,0.186717049,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24043,1,1,0,1,1,1,0,0,1,0,11.09451,0.156250,301,0.06,0.096283,0.972208,40,35,2,2,0,0,0.001000,NA,0.7,NA,1.032286,0.573805,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.931939,0.931939,0.931939,0.931939,0.931939,1.087262,1.475570,1.553232,1.553232,1.242586,1.087262,1.009601,0.187414168,0.187414168,0.187720365,0.212346096,0.236164574,0.267251131,0.308229824,0.3280176,0.347992636,0.347199555,0.336042162,0.187414168,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24045,1,1,0,1,1,1,0,0,1,0,8.000000,0.039252,565,0.006,0.016408,0.945247,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.499033,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.168314537,0.168314537,0.167158639,0.19121685,0.215116267,0.250557042,0.308600514,0.331922764,0.35548778,0.354728563,0.341810765,0.168314537,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24047,1,1,0,1,1,1,0,0,1,0,8.000000,0.039224,538,0.007,0.017466,0.945870,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.497625,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.165114916,0.165114916,0.182352142,0.243082166,0.294542614,0.31247679,0.208723057,0.213124211,0.217765198,0.216082524,0.211424277,0.165114916,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A24510,1,1,0,1,1,1,0,0,1,0,12.00000,0.081648,252,0.094,0.044173,0.954003,40,35,2,2,0,0,0.001000,NA,0.7,NA,1.992666,0.339377,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,1.008000,1.008000,1.008000,1.008000,1.008000,1.176000,1.596000,1.680000,1.680000,1.344000,1.176000,1.092000,0.167416173,0.167416173,0.166037564,0.189764749,0.213440126,0.249238336,0.309445037,0.333092361,0.356984143,0.356233214,0.169148031,0.167416173,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36003,1,1,0,1,1,1,0,0,1,0,9.752757,0.026220,263,0.085,0.008413,0.920000,40,35,2,2,0,0,0.001000,NA,0.7,NA,4.000000,0.443193,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.819232,0.819232,0.819232,0.819232,0.819232,0.955770,1.297117,1.365386,1.365386,1.092309,0.955770,0.887501,0.171910355,0.171910355,0.170354841,0.18377567,0.23635185,0.281561491,0.302396269,0.231210608,0.239094164,0.247220983,0.173709131,0.171910355,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36007,1,1,0,1,1,1,0,0,1,0,8.000000,0.046134,253,0.093,0.000271,0.965097,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.451071,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.203006536,0.203006536,0.201545752,0.200620915,0.221143791,0.241503268,0.271509804,0.32025817,0.339993464,0.359937909,0.204676471,0.203006536,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36015,1,1,0,1,1,1,0,0,1,0,8.993252,0.022187,269,0.081,0.000527,0.959135,40,35,2,2,0,0,0.021982,NA,0.7,NA,2.000000,0.451810,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.755433,0.755433,0.755433,0.755433,0.755433,0.881339,1.196102,1.259055,1.259055,1.007244,0.881339,0.818386,0.182168283,0.182168283,0.180554017,0.180626731,0.205640582,0.229927285,0.26224169,0.306757618,0.32756856,0.348612188,0.184015236,0.182168283,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36017,1,1,0,1,1,1,0,0,1,0,8.000000,0.073954,259,0.088,0.000049,0.940509,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.399359,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.174666483,0.174666483,0.172998398,0.173567553,0.200468931,0.226372264,0.25938276,0.301161493,0.322215942,0.34351154,0.176575717,0.174666483,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36023,1,1,0,1,1,1,0,0,1,0,8.000000,0.105897,261,0.087,0.000344,0.958751,40,35,2,2,0,0,0.050000,NA,0.7,NA,2.000000,0.496077,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.180019187,0.180019187,0.178504241,0.189703004,0.23691554,0.277888346,0.29962452,0.24629193,0.255676361,0.265295041,0.181768381,0.180019187,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36025,1,1,0,1,1,1,0,0,1,0,8.000000,0.099424,228,0.116,0.000042,0.954534,40,35,2,2,0,0,0.050000,NA,0.7,NA,3.990954,0.479161,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.19891922,0.19891922,0.197425488,0.196424095,0.217291086,0.238018802,0.268745125,0.319068942,0.339300139,0.359745125,0.200626741,0.19891922,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
A36043,1,1,0,1,1,1,0,0,1,0,8.000000,0.079042,288,0.067,0.000035,0.954474,40,35,2,2,0,0,0.050000,NA,0.7,NA,3.465177,0.370872,NA,0.067,0.065,0.062,0.06,0.064,0.085,0.138,0.15,0.146,0.109,0.087,0.077,0.672000,0.672000,0.672000,0.672000,0.672000,0.784000,1.064000,1.120000,1.120000,0.896000,0.784000,0.728000,0.174602047,0.174602047,0.17291295,0.171519217,0.194557969,0.217569728,0.25251643,0.311655431,0.3347709,0.358127746,0.17653252,0.174602047,0.232,0.221,0.208,0.2,0.218,0.312,0.547,0.6,0.582,0.416,0.322,0.276,NA,NA,0.7,NA,5,1,0
