landseg,landuse,nutrient,max_uptake
A10003,pas,Phos,15.467125284520595
A10003,alf,Nitr,358.27364477742111
A10003,urs,Phos,15.811764920911951
A10003,alf,Phos,53.741043344029436
A10003,puh,Nitr,207.83205372031352
A10003,pul,Phos,31.174807796038429
A10003,lwm,Phos,21.283017445154584
A10003,lwm,Nitr,163.53208071214058
A10003,urs,Nitr,105.41176809974354
A10003,hyw,Phos,21.208755193812362
A10003,hom,Nitr,134.41078637331614
A10003,hwm,Phos,21.283017876878279
A10003,hyw,Nitr,142.75683149144425
A10003,hyo,Nitr,103.5782984877651
A10003,pul,Nitr,207.83204953751533
A10003,pas,Nitr,103.11416725992123
A10003,puh,Phos,31.174807389916225
A10003,hom,Phos,28.027284241503274
A10003,hwm,Nitr,163.53208183671683
A10003,hyo,Phos,16.981616784357477
A10005,lwm,Phos,20.582848643189966
A10005,hwm,Nitr,163.55630679376389
A10005,hyo,Nitr,105.3030336893344
A10005,hyw,Phos,17.823203921413551
A10005,hyw,Nitr,119.8703756820141
A10005,lwm,Nitr,163.55630718176229
A10005,hom,Nitr,68.444982436246619
A10005,pul,Nitr,218.20440730092832
A10005,hwm,Phos,20.582848322537682
A10005,urs,Phos,15.811765043482525
A10005,hyo,Phos,15.881141217393122
A10005,urs,Nitr,105.41176789711699
A10005,pul,Phos,32.730662128476361
A10005,alf,Phos,53.741042106121185
A10005,alf,Nitr,358.27361244886333
A10005,hom,Phos,16.946630469524489
A10005,puh,Nitr,218.20440822161186
A10005,pas,Phos,17.563785218439385
A10005,pas,Nitr,117.09190067117235
A10005,puh,Phos,32.730661950866946
A24005,puh,Nitr,202.87234306627747
A24005,pul,Phos,30.430850603383718
A24005,pul,Nitr,202.87233313476816
A24005,trp,Phos,17.878275955088668
A24005,npa,Nitr,119.18850426068161
A24005,pas,Nitr,119.18850150721147
A24005,nhi,Nitr,150.70410957561319
A24005,nho,Nitr,97.886510158925162
A24005,alf,Phos,53.741045440683678
A24005,nhy,Phos,23.288451423601387
A24005,pas,Phos,17.878275441113644
A24005,puh,Phos,30.43085198258289
A24005,nhy,Nitr,155.73911487369119
A24005,nlo,Phos,20.493733502250485
A24005,nlo,Nitr,150.70410865578299
A24005,npa,Phos,17.878275414504092
A24005,nal,Nitr,358.27362052101728
A24005,nhi,Phos,20.49373375489467
A24005,lwm,Phos,20.493733585049352
A24005,lwm,Nitr,150.7041079471301
A24005,hyw,Nitr,155.73911795804565
A24005,nho,Phos,25.560755404190481
A24005,hwm,Nitr,150.7041074449196
A24005,hyo,Phos,19.682785907622133
A24005,hyo,Nitr,99.344840623707412
A24005,urs,Nitr,105.4117714828233
A24005,hyw,Phos,23.28845127980907
A24005,nal,Phos,53.741042921059105
A24005,hom,Phos,25.560755240627895
A24005,alf,Nitr,358.27363311552438
A24005,trp,Nitr,119.18850666376666
A24005,urs,Phos,15.811765006240577
A24005,hom,Nitr,97.886508408721056
A24005,hwm,Phos,20.493733459146551
A24013,nho,Phos,19.906952961695694
A24013,nhy,Phos,23.556444371089661
A24013,nho,Nitr,97.742035888692442
A24013,nhy,Nitr,157.34869249762622
A24013,nlo,Phos,21.450225751472235
A24013,npa,Phos,17.107325412835785
A24013,hyo,Nitr,101.32758244188368
A24013,hyw,Nitr,157.34868498950925
A24013,lwm,Phos,21.450225904606476
A24013,nal,Phos,53.741042880413708
A24013,hyw,Phos,23.55644416522561
A24013,hom,Phos,19.906953312154656
A24013,hom,Nitr,97.742035796161915
A24013,pul,Nitr,216.77763059145391
A24013,hwm,Phos,21.450225315726215
A24013,hwm,Nitr,154.92552053996445
A24013,puh,Nitr,216.77763074988701
A24013,pul,Phos,32.516644952279997
A24013,trp,Phos,17.10732567064834
A24013,trp,Nitr,114.04884048467086
A24013,hyo,Phos,18.417688251649157
A24013,urs,Nitr,105.41176599641369
A24013,alf,Nitr,358.27359049943573
A24013,nlo,Nitr,154.9255236520163
A24013,npa,Nitr,114.04883609744881
A24013,pas,Phos,17.10732506886033
A24013,puh,Phos,32.516644171363239
A24013,pas,Nitr,114.04883468592199
A24013,lwm,Nitr,154.92552363617648
A24013,nal,Nitr,358.27360191038991
A24013,nhi,Phos,21.450225045934591
A24013,nhi,Nitr,154.92551832685677
A24013,urs,Phos,15.811765147646216
A24013,alf,Phos,53.741040180361502
A24015,hyw,Nitr,153.19854546689419
A24015,hwm,Nitr,161.2246704077854
A24015,hyo,Phos,17.038551311926639
A24015,hyw,Phos,22.894835026148673
A24015,hyo,Nitr,103.48906429141863
A24015,lwm,Phos,21.53276440426842
A24015,trp,Phos,18.672123412112416
A24015,hwm,Phos,21.532764377728896
A24015,pas,Nitr,124.48082315413538
A24015,hom,Phos,27.236420485325674
A24015,trp,Nitr,124.4808242185062
A24015,urs,Phos,15.8117643019746
A24015,urs,Nitr,105.41176837099277
A24015,puh,Nitr,207.26586951283994
A24015,hom,Nitr,158.91059884460773
A24015,pul,Nitr,207.26586696602035
A24015,nho,Nitr,158.91059955670653
A24015,pul,Phos,31.089880518239955
A24015,pas,Phos,18.672123100867548
A24015,npa,Nitr,124.4808191869236
A24015,puh,Phos,31.089880772902617
A24015,alf,Nitr,358.27364110563343
A24015,lwm,Nitr,161.22466765679727
A24015,nlo,Phos,21.532764552741703
A24015,nhy,Nitr,153.1985394733608
A24015,npa,Phos,18.672123166900356
A24015,nlo,Nitr,161.2246716567326
A24015,alf,Phos,53.741043121736446
A24015,nho,Phos,27.236420769009726
A24015,nhy,Phos,22.894834256666712
A24015,nal,Phos,53.741045834771569
A24015,nal,Nitr,358.27365464588593
A24015,nhi,Phos,21.532763949067597
A24015,nhi,Nitr,161.22466863442028
A24021,npa,Nitr,114.32419770326202
A24021,puh,Phos,32.880128907070052
A24021,pas,Nitr,114.32419534086146
A24021,hom,Phos,28.970724679461799
A24021,puh,Nitr,219.20084926334712
A24021,pul,Phos,32.880130129053889
A24021,nlo,Phos,24.287492578718851
A24021,nhy,Nitr,158.53936474293849
A24021,npa,Phos,17.148629596265462
A24021,nlo,Nitr,173.31010973012786
A24021,pas,Phos,17.148629529663072
A24021,nal,Nitr,358.27364618389572
A24021,nhi,Nitr,173.31010458995971
A24021,nho,Phos,28.970724293330303
A24021,nho,Nitr,157.467205722621
A24021,nhy,Phos,23.734327879826729
A24021,lwm,Phos,24.287491504594112
A24021,lwm,Nitr,173.31010526886158
A24021,nal,Phos,53.741044649943099
A24021,nhi,Phos,24.287491923630228
A24021,hyo,Nitr,101.31263822058798
A24021,hyw,Nitr,158.53937121561859
A24021,hwm,Phos,24.287492151549127
A24021,trp,Nitr,114.32419967585601
A24021,hwm,Nitr,173.31010752282697
A24021,hyo,Phos,18.427227092616068
A24021,urs,Nitr,105.41176685014693
A24021,hyw,Phos,23.734327901283031
A24021,pul,Nitr,219.20085233113602
A24021,trp,Phos,17.148629863279716
A24021,urs,Phos,15.811764943809445
A24021,alf,Phos,53.741041152607941
A24021,alf,Nitr,358.27361123712694
A24021,hom,Nitr,157.46720905785884
B24021,npa,Nitr,114.32419770326202
B24021,puh,Phos,32.880128907070052
B24021,pas,Nitr,114.32419534086146
B24021,hom,Phos,28.970724679461799
B24021,puh,Nitr,219.20084926334712
B24021,pul,Phos,32.880130129053889
B24021,nlo,Phos,24.287492578718851
B24021,nhy,Nitr,158.53936474293849
B24021,npa,Phos,17.148629596265462
B24021,nlo,Nitr,173.31010973012786
B24021,pas,Phos,17.148629529663072
B24021,nal,Nitr,358.27364618389572
B24021,nhi,Nitr,173.31010458995971
B24021,nho,Phos,28.970724293330303
B24021,nho,Nitr,157.467205722621
B24021,nhy,Phos,23.734327879826729
B24021,lwm,Phos,24.287491504594112
B24021,lwm,Nitr,173.31010526886158
B24021,nal,Phos,53.741044649943099
B24021,nhi,Phos,24.287491923630228
B24021,hyo,Nitr,101.31263822058798
B24021,hyw,Nitr,158.53937121561859
B24021,hwm,Phos,24.287492151549127
B24021,trp,Nitr,114.32419967585601
B24021,hwm,Nitr,173.31010752282697
B24021,hyo,Phos,18.427227092616068
B24021,urs,Nitr,105.41176685014693
B24021,hyw,Phos,23.734327901283031
B24021,pul,Nitr,219.20085233113602
B24021,trp,Phos,17.148629863279716
B24021,urs,Phos,15.811764943809445
B24021,alf,Phos,53.741041152607941
B24021,alf,Nitr,358.27361123712694
B24021,hom,Nitr,157.46720905785884
A24025,nal,Nitr,358.27362705969603
A24025,nhi,Phos,20.963781775116875
A24025,nhi,Nitr,151.11459581086618
A24025,nal,Phos,53.741042837551987
A24025,lwm,Nitr,151.11459613420908
A24025,nlo,Phos,20.963781706358326
A24025,hyw,Nitr,153.11780588600419
A24025,hwm,Nitr,151.11460108059129
A24025,hyw,Phos,22.89606718607385
A24025,hyo,Nitr,96.884706052966422
A24025,hom,Phos,27.414592974969835
A24025,trp,Nitr,124.51643417433591
A24025,hyo,Phos,21.252482375164643
A24025,urs,Phos,15.811764958413209
A24025,urs,Nitr,105.41176711461124
A24025,lwm,Phos,20.963781775892748
A24025,nlo,Nitr,151.11459929694652
A24025,alf,Phos,53.74104189849276
A24025,hom,Nitr,128.42422101631587
A24025,puh,Nitr,206.51851100530945
A24025,pul,Nitr,206.51851749522493
A24025,hwm,Phos,20.963782112877006
A24025,npa,Nitr,124.51643480481444
A24025,puh,Phos,30.977777169500705
A24025,pas,Nitr,124.51643527525097
A24025,alf,Nitr,358.27361502215751
A24025,nhy,Nitr,153.11780298392108
A24025,npa,Phos,18.677465712552394
A24025,nho,Phos,27.414593043230763
A24025,nho,Nitr,128.42422086040088
A24025,nhy,Phos,22.896066715579313
A24025,pul,Phos,30.97777784596645
A24025,trp,Phos,18.677465647613758
A24025,pas,Phos,18.677465704442536
A24027,hwm,Nitr,153.05964357904739
A24027,hyo,Phos,21.577577763066063
A24027,urs,Nitr,105.41176756449481
A24027,hyw,Phos,23.960116333495783
A24027,hyo,Nitr,96.37518682711692
A24027,hom,Nitr,115.62168066894198
A24027,pul,Phos,30.403673976192533
A24027,puh,Nitr,202.69115172313352
A24027,pul,Nitr,202.69115762796025
A24027,trp,Phos,16.774655985973379
A24027,nhi,Nitr,153.05964597080242
A24027,trp,Nitr,111.83103349253447
A24027,urs,Phos,15.811764590036782
A24027,alf,Nitr,358.27359317620136
A24027,pas,Nitr,111.83103297706283
A24027,hom,Phos,25.167985937234192
A24027,nhy,Nitr,159.94694296587417
A24027,npa,Phos,16.77465662520467
A24027,nlo,Nitr,153.05964214812764
A24027,pas,Phos,16.774656016046013
A24027,npa,Nitr,111.83103662472723
A24027,puh,Phos,30.403673270465028
A24027,nal,Nitr,358.27360446406198
A24027,nhi,Phos,21.224589499988625
A24027,nho,Nitr,115.62168214992984
A24027,alf,Phos,53.741039165947733
A24027,nhy,Phos,23.960114908427695
A24027,nlo,Phos,21.224589518247996
A24027,hwm,Phos,21.224589520655314
A24027,nho,Phos,25.167985668246793
A24027,hyw,Nitr,159.94695468573229
A24027,lwm,Phos,21.224589197650779
A24027,nal,Phos,53.74103926262601
A24027,lwm,Nitr,153.05964169602083
A24031,alf,Nitr,358.27364369111217
A24031,nlo,Nitr,160.27351775999722
A24031,urs,Phos,15.811765068206554
A24031,alf,Phos,53.741044434564429
A24031,puh,Nitr,204.11793381946384
A24031,pul,Phos,30.617690362268316
A24031,nal,Nitr,358.27363441519628
A24031,nhi,Nitr,160.27351387249368
A24031,nhi,Phos,21.311723441196829
A24031,lwm,Nitr,160.27351209859401
A24031,nhy,Nitr,155.64692792476299
A24031,nlo,Phos,21.311723470539473
A24031,npa,Phos,16.686288463429506
A24031,nho,Nitr,120.03601206331041
A24031,nho,Phos,27.034518973288733
A24031,nhy,Phos,23.278723567588774
A24031,hom,Phos,27.034519524831563
A24031,hyw,Nitr,155.64694403500664
A24031,hwm,Nitr,160.27351878261783
A24031,hyo,Nitr,103.7003926475368
A24031,lwm,Phos,21.311723376844434
A24031,nal,Phos,53.741041643739429
A24031,trp,Nitr,111.24192486441508
A24031,hyw,Phos,23.278724833222633
A24031,urs,Nitr,105.4117665551329
A24031,hom,Nitr,120.03601458992998
A24031,hwm,Phos,21.311724085472548
