landseg,landuse,nutrient,max_uptake
F24005,pas,Nitr,114.90417
A24005,pas,Nitr,114.90417
F24005,pas,Phos,17.235626
A24005,pas,Phos,17.235626
B42027,nhy,Nitr,153.87634
F42027,nhy,Nitr,153.87634
A42027,nhy,Nitr,153.87634
B42027,nhy,Phos,22.984133
F42027,nhy,Phos,22.984133
A42027,nhy,Phos,22.984133
A42081,pas,Nitr,124.35945
F42081,pas,Nitr,124.35945
B42081,pas,Nitr,124.35945
A42081,pas,Phos,18.653919
F42081,pas,Phos,18.653919
B42081,pas,Phos,18.653919
A51069,pas,Nitr,124.54975
F51069,pas,Nitr,124.54975
A51069,pas,Phos,18.682463
F51069,pas,Phos,18.682463
A54065,lwm,Nitr,161.93184
F54065,lwm,Nitr,161.93184
A54065,lwm,Phos,24.533409
F54065,lwm,Phos,24.533409
A42093,pas,Nitr,105.25679
A42093,pas,Phos,15.788518
A51073,trp,Nitr,104.273
A51073,trp,Phos,15.64095
F54057,trp,Nitr,125.02662
A54057,trp,Nitr,125.02662
B54057,trp,Nitr,125.02662
F54057,trp,Phos,18.753994
A54057,trp,Phos,18.753994
B54057,trp,Phos,18.753994
A42105,trp,Nitr,118.96701
A42105,trp,Phos,17.845051
A42057,nal,Nitr,358.27362
A42057,nal,Phos,53.741039
A42079,nhy,Nitr,153.71588
B42079,nhy,Nitr,153.71588
F42079,nhy,Nitr,153.71588
A42079,nhy,Phos,23.0033
B42079,nhy,Phos,23.0033
F42079,nhy,Phos,23.0033
F51017,pas,Nitr,118.75256
A51017,pas,Nitr,118.75256
B51017,pas,Nitr,118.75256
F51017,pas,Phos,17.812883
A51017,pas,Phos,17.812883
B51017,pas,Phos,17.812883
A51181,pas,Nitr,136.08987
F51181,pas,Nitr,136.08987
A51181,pas,Phos,20.413481
F51181,pas,Phos,20.413481
A36007,pas,Nitr,123.63588
F36007,pas,Nitr,123.63588
A36007,pas,Phos,18.545382
F36007,pas,Phos,18.545382
A42011,hyw,Nitr,150.08682
F42011,hyw,Nitr,150.08682
A42011,hyw,Phos,22.360186
F42011,hyw,Phos,22.360186
F42033,pas,Nitr,108.80438
A42033,pas,Nitr,108.80438
F42033,pas,Phos,16.320656
A42033,pas,Phos,16.320656
A54065,hyw,Nitr,159.06786
F54065,hyw,Nitr,159.06786
A54065,hyw,Phos,23.830673
F54065,hyw,Phos,23.830673
B51157,hyw,Nitr,161.519
A51157,hyw,Nitr,161.519
F51157,hyw,Nitr,161.519
B51157,hyw,Phos,24.215641
A51157,hyw,Phos,24.215641
F51157,hyw,Phos,24.215641
A24037,hyw,Nitr,144.09552
F24037,hyw,Nitr,144.09552
A24037,hyw,Phos,21.462017
F24037,hyw,Phos,21.462017
A36007,trp,Nitr,123.63588
F36007,trp,Nitr,123.63588
A36007,trp,Phos,18.545382
F36007,trp,Phos,18.545382
F51023,hyw,Nitr,155.63965
B51023,hyw,Nitr,155.63965
A51023,hyw,Nitr,155.63965
F51023,hyw,Phos,23.275015
B51023,hyw,Phos,23.275015
A51023,hyw,Phos,23.275015
A42063,pas,Nitr,112.77756
A42063,pas,Phos,16.916634
A42093,trp,Nitr,105.25679
A42093,trp,Phos,15.788518
A36077,trp,Nitr,130.55852
A36077,trp,Phos,19.583776
A42001,trp,Nitr,125.6469
F42001,trp,Nitr,125.6469
B42001,trp,Nitr,125.6469
A42001,trp,Phos,18.847036
F42001,trp,Phos,18.847036
B42001,trp,Phos,18.847036
A51193,trp,Nitr,127.29963
F51193,trp,Nitr,127.29963
A51193,trp,Phos,19.094944
F51193,trp,Phos,19.094944
A51009,lwm,Nitr,185.60582
F51009,lwm,Nitr,185.60582
B51009,lwm,Nitr,185.60582
A51009,lwm,Phos,27.76676
F51009,lwm,Phos,27.76676
B51009,lwm,Phos,27.76676
B42027,nal,Nitr,358.27365
F42027,nal,Nitr,358.27365
