landseg,landuse,nutrient,max_uptake
A42083,nho,Phos,19.40033
A51119,hwm,Nitr,171.34015
A36017,hyw,Nitr,168.75966
A42111,nlo,Nitr,155.87204
A42105,hyo,Phos,21.525343
A10003,nhi,Nitr,178.75882
A51101,lwm,Phos,22.713984
F51101,lwm,Phos,22.713984
A36015,nhy,Nitr,160.70709
F36015,nhy,Nitr,160.70709
A42013,hyo,Phos,20.796144
F42013,hyo,Phos,20.796144
A51125,hyw,Nitr,160.02753
B51125,hyw,Nitr,160.02753
F51125,hyw,Nitr,160.02753
A42111,alf,Phos,38.82579
A51093,npa,Phos,22.050266
A51115,nhi,Nitr,158.41946
A51053,hyo,Phos,20.009665
F51053,hyo,Phos,20.009665
A51045,urs,Phos,15.807194
F51045,urs,Phos,15.807194
A10005,hwm,Nitr,154.13287
F10005,hwm,Nitr,154.13287
A51121,hom,Nitr,107.02853
F51121,hom,Nitr,107.02853
A42097,nho,Nitr,102.3779
F42097,nho,Nitr,102.3779
A51133,hyw,Phos,25.186884
A42027,pas,Phos,19.480871
B42027,pas,Phos,19.480871
F42027,pas,Phos,19.480871
A24023,nal,Nitr,285.1832
F24023,nal,Nitr,285.1832
A51073,hwm,Phos,20.391001
A51103,hom,Phos,25.326466
A36007,urs,Nitr,105.41177
F36007,urs,Nitr,105.41177
A10001,hom,Nitr,73.140671
A24013,nhy,Phos,23.981195
F24013,nhy,Phos,23.981195
A51057,nhi,Phos,25.988319
F51057,nhi,Phos,25.988319
A51093,alf,Phos,53.145699
A24029,hyo,Nitr,102.58911
F24029,hyo,Nitr,102.58911
A51177,hwm,Phos,23.150091
F51177,hwm,Phos,23.150091
A42047,hyo,Nitr,98.272621
A54057,hyw,Phos,24.4673
B54057,hyw,Phos,24.4673
F54057,hyw,Phos,24.4673
A36069,nho,Phos,24.824003
A36053,nal,Nitr,250.58887
A54037,nhy,Phos,24.343447
F54037,nhy,Phos,24.343447
A51093,nlo,Nitr,158.86505
A24015,hyw,Phos,23.502169
F24015,hyw,Phos,23.502169
A51053,hwm,Nitr,164.44566
F51053,hwm,Nitr,164.44566
A51177,urs,Nitr,105.41177
F51177,urs,Nitr,105.41177
A42093,trp,Nitr,126.17305
A54027,hwm,Nitr,176.00011
F54027,hwm,Nitr,176.00011
A24035,nlo,Phos,23.428015
F24035,nlo,Phos,23.428015
A42015,alf,Phos,37.928444
B42015,alf,Phos,37.928444
A24017,urs,Nitr,103.60526
F24017,urs,Nitr,103.60526
A42107,urs,Phos,15.811765
F42107,urs,Phos,15.811765
A51003,hyw,Nitr,160.75211
B51003,hyw,Nitr,160.75211
F51003,hyw,Nitr,160.75211
A42057,nhy,Phos,23.964293
A51103,trp,Phos,22.402023
A51157,nhi,Phos,23.844791
B51157,nhi,Phos,23.844791
F51157,nhi,Phos,23.844791
A51133,hyo,Nitr,105.41177
A51107,trp,Nitr,135.80278
F51107,trp,Nitr,135.80278
A42061,hyw,Phos,24.334593
F42061,hyw,Phos,24.334593
A42043,nho,Nitr,126.50469
B42043,nho,Nitr,126.50469
F42043,nho,Nitr,126.50469
A42015,nlo,Nitr,180.64948
B42015,nlo,Nitr,180.64948
A24031,pas,Phos,21.123106
F24031,pas,Phos,21.123106
A51023,lwm,Phos,25.352278
B51023,lwm,Phos,25.352278
F51023,lwm,Phos,25.352278
A24019,nhy,Nitr,116.21782
F24019,nhy,Nitr,116.21782
A51033,hom,Nitr,108.66704
F51033,hom,Nitr,108.66704
A24013,nho,Phos,14.150331
F24013,nho,Phos,14.150331
A42067,hom,Nitr,134.8031
A42093,hom,Phos,16.378105
A51009,nhy,Nitr,160.39285
B51009,nhy,Nitr,160.39285
F51009,nhy,Nitr,160.39285
A51113,urs,Phos,15.664545
B51113,urs,Phos,15.664545
F51113,urs,Phos,15.664545
A36097,nho,Phos,26.507223
A42047,hwm,Nitr,155.3297
A54065,lwm,Nitr,154.82611
F54065,lwm,Nitr,154.82611
A42097,nhi,Nitr,150.3051
F42097,nhi,Nitr,150.3051
A42043,nhi,Nitr,155.186
B42043,nhi,Nitr,155.186
F42043,nhi,Nitr,155.186
A42041,hom,Phos,27.264149
B42041,hom,Phos,27.264149
F42041,hom,Phos,27.264149
A24015,hyo,Phos,20.695766
F24015,hyo,Phos,20.695766
A42025,urs,Nitr,105.41177
A51107,hom,Phos,20.162472
F51107,hom,Phos,20.162472
A24043,hwm,Nitr,166.23045
F24043,hwm,Nitr,166.23045
A42079,pas,Phos,19.842381
B42079,pas,Phos,19.842381
F42079,pas,Phos,19.842381
A24017,hwm,Phos,21.778013
F24017,hwm,Phos,21.778013
A36101,hyo,Phos,26.843721
F36101,hyo,Phos,26.843721
A51011,hyw,Nitr,158.70139
F51011,hyw,Nitr,158.70139
A54023,nhi,Nitr,185.30309
B54023,nhi,Nitr,185.30309
F54023,nhi,Nitr,185.30309
A51075,lwm,Nitr,160.05362
