landseg,landuse,nutrient,max_uptake
A51069,pul,Phos,30.960794285190708
A42009,puh,Nitr,222.16763578069657
B42009,puh,Nitr,222.16763578069657
C42009,puh,Nitr,222.16763578069657
A51179,alf,Phos,53.741044982346736
A24027,hwm,Nitr,147.29519780953279
A51005,trp,Phos,18.760928909247728
A42071,urs,Nitr,105.41176639275567
A42083,nho,Phos,23.769630319844065
A54023,nlo,Phos,29.696708435999042
B54023,nlo,Phos,29.696708435999042
A42023,hyo,Phos,41.120454903090348
A51087,trp,Nitr,120.45452445907058
A54031,pul,Phos,33.970586044250062
B54031,pul,Phos,33.970586044250062
A36095,puh,Nitr,224.11528678804981
A51163,alf,Phos,53.74104205813908
B51163,alf,Phos,53.74104205813908
A42035,nho,Nitr,101.71913717403687
B42035,nho,Nitr,101.71913717403687
A42115,hwm,Nitr,180.87806872599987
A54057,hyw,Nitr,155.47622464155364
B54057,hyw,Nitr,155.47622464155364
A42111,pas,Phos,17.936899537548463
A51007,trp,Nitr,113.15405069097903
A54065,nal,Nitr,358.27359906606205
A24047,alf,Phos,53.741043250779335
A51135,hom,Nitr,79.332950462788943
A51087,hwm,Nitr,156.40137675789427
A24035,puh,Phos,32.282246463995932
A51019,hom,Nitr,158.21646935187002
B51019,hom,Nitr,158.21646935187002
A42029,lwm,Phos,21.689435695883223
A42023,hwm,Nitr,210.02927768888486
A36017,hyo,Nitr,87.725145145466641
A42115,trp,Nitr,122.34189025719644
A42081,puh,Nitr,219.85762604055242
B42081,puh,Nitr,219.85762604055242
A51135,puh,Nitr,217.11733939847946
A42035,alf,Phos,53.741042346249863
B42035,alf,Phos,53.741042346249863
A24001,trp,Phos,15.308261897991198
B24001,trp,Phos,15.308261897991198
A51109,pas,Phos,16.993242052549714
A54003,trp,Nitr,117.78079951028613
A36107,pas,Phos,19.734455375560692
A51036,puh,Nitr,226.47058563780237
A51019,puh,Nitr,189.85028367742768
B51019,puh,Nitr,189.85028367742768
A54065,nhi,Phos,24.533410826287231
A42027,nlo,Nitr,143.77354246938145
B42027,nlo,Nitr,143.77354246938145
