landseg,landuse,nutrient,max_uptake
A10003,nhy,Nitr,125.8401517274084
A10003,nlo,Phos,22.214206791068836
A10003,nlo,Nitr,173.6120108752925
A10003,npa,Phos,16.989317528441784
A10003,nhi,Nitr,173.6120108752925
A10003,nho,Phos,28.756528093939288
A10003,nal,Phos,53.741043551648005
A10003,nhi,Phos,22.214206791068836
A10003,lwm,Phos,22.21420757692702
A10003,lwm,Nitr,173.61201521161007
A10003,urs,Nitr,105.41176730993003
A10003,hyw,Phos,18.831434176177755
A10003,hom,Nitr,147.36351970740051
A10003,hwm,Phos,22.214207023532875
A10003,hyw,Nitr,125.84014333685805
A10003,hyo,Nitr,105.411763598644
A10003,pas,Nitr,113.26211264316993
A10003,puh,Phos,31.174806264492481
A10003,hom,Phos,28.756526669475729
A10003,trp,Nitr,113.2621148735963
A10003,hwm,Nitr,173.61201448869267
A10003,hyo,Phos,15.811764486057644
A10003,alf,Phos,53.74104344918787
A10003,puh,Nitr,207.8320415897125
A10003,pul,Phos,31.174806127476128
A10003,pul,Nitr,207.83203597493815
A10003,trp,Phos,16.989317528441784
A10003,npa,Nitr,113.2621148735963
A10003,nho,Nitr,147.36352299765656
A10003,nhy,Phos,18.831434907187127
A10003,nal,Nitr,358.2736447710746
A10003,pas,Phos,16.989317212166846
A10003,alf,Nitr,358.27364588790988
A10003,urs,Phos,15.811764900811168
A10005,lwm,Phos,21.14269827965003
A10005,hwm,Nitr,165.97320650576074
A10005,urs,Nitr,105.41176549689206
A10005,pul,Nitr,218.204395684882
A10005,hwm,Phos,21.14269791890678
A10005,trp,Nitr,124.78369898820372
A10005,urs,Phos,15.811764581203231
A10005,hyo,Phos,15.811764018430182
A10005,puh,Nitr,218.20440844014999
A10005,hom,Nitr,67.38745529352623
A10005,alf,Nitr,358.27360278957644
A10005,nlo,Nitr,165.97320368986024
A10005,npa,Phos,18.717555345333288
A10005,hom,Phos,17.077126081986712
A10005,trp,Phos,18.717555345333288
A10005,alf,Phos,53.741039811572037
A10005,nhy,Nitr,139.82832741993178
A10005,pas,Nitr,124.78369984045911
A10005,puh,Phos,32.730662110914658
A10005,pul,Phos,32.730660825378123
A10005,npa,Nitr,124.78369898820372
A10005,pas,Phos,18.71755582032884
A10005,nho,Nitr,67.387456443579055
A10005,nhy,Phos,20.799195681524342
A10005,nlo,Phos,21.142697618385903
A10005,nhi,Nitr,165.97320368986024
A10005,nho,Phos,17.077126532884002
A10005,lwm,Nitr,165.97320881009293
A10005,nal,Phos,53.74104181317923
A10005,nal,Nitr,358.2736094493626
