landseg,landuse,nutrient,max_uptake
A51069,pul,Phos,30.960793703147015
A42009,puh,Nitr,222.16764066521708
B42009,puh,Nitr,222.16764066521708
C42009,puh,Nitr,222.16764066521708
A51179,alf,Phos,53.741044974472935
A51005,trp,Phos,18.048753716531998
A24027,hwm,Nitr,148.11806006183551
A54023,nlo,Phos,27.46105186557206
B54023,nlo,Phos,27.46105186557206
A42071,urs,Nitr,105.41177048898369
A42023,hyo,Phos,25.563021458732486
A51087,trp,Nitr,120.31836359197028
A54031,pul,Phos,33.970587737703518
B54031,pul,Phos,33.970587737703518
A36095,puh,Nitr,224.11528678804981
A51163,alf,Phos,53.741044047034947
B51163,alf,Phos,53.741044047034947
A42035,nho,Nitr,109.93178673541603
B42035,nho,Nitr,109.93178673541603
A42115,hwm,Nitr,181.5010026009771
A54057,hyw,Nitr,157.88411698631381
B54057,hyw,Nitr,157.88411698631381
A42111,pas,Phos,17.663636771030109
A51007,trp,Nitr,110.67381231160512
A54065,nal,Nitr,358.27362329065573
A24047,alf,Phos,53.74104287077509
A51135,hom,Nitr,80.482448518383507
A51087,hwm,Nitr,160.65030777266728
A24035,puh,Phos,32.282247174981215
A51019,hom,Nitr,154.39734622833734
B51019,hom,Nitr,154.39734622833734
A42029,lwm,Phos,21.743333188276949
A42023,hwm,Nitr,106.6702285189604
A36017,hyo,Nitr,86.806212888203859
A42115,trp,Nitr,123.90150083716991
A42081,puh,Nitr,219.85763094042068
B42081,puh,Nitr,219.85763094042068
A51135,puh,Nitr,217.1173456341516
A42035,alf,Phos,53.740817016554708
B42035,alf,Phos,53.740817016554708
A24001,trp,Phos,16.16692561150289
B24001,trp,Phos,16.16692561150289
A51109,pas,Phos,16.934119971175651
A54003,trp,Nitr,117.19172303993911
A36107,pas,Phos,19.610880780323583
A51036,puh,Nitr,226.47059245986276
A51019,puh,Nitr,189.85027898150594
B51019,puh,Nitr,189.85027898150594
A54065,nhi,Phos,22.912979481445962
A42027,nlo,Nitr,143.247370917263
B42027,nlo,Nitr,143.247370917263
A42127,lwm,Phos,27.155838633291413
A36067,trp,Nitr,121.85285257119808
A42023,trp,Nitr,125.02308425892684
A54031,puh,Nitr,226.47058723508977
B54031,puh,Nitr,226.47058723508977
A36095,pul,Phos,33.617291367400234
A42117,alf,Nitr,358.26992496366989
A51181,trp,Phos,21.212909150518986
A51113,trp,Nitr,123.32777459464189
B51113,trp,Nitr,123.32777459464189
A24005,puh,Nitr,202.87233218634617
A51069,puh,Nitr,206.40527498270097
A42009,pul,Phos,33.325145095202998
B42009,pul,Phos,33.325145095202998
C42009,pul,Phos,33.325145095202998
A51093,alf,Nitr,358.27362117168008
A42079,nho,Nitr,125.71521574117131
B42079,nho,Nitr,125.71521574117131
A51001,trp,Phos,18.98311551167685
A51810,pas,Phos,18.323145963527427
A51045,trp,Nitr,122.89983860120537
A42015,pas,Phos,17.910123606418495
B42015,pas,Phos,17.910123606418495
A51036,pul,Phos,33.970585332294917
A42079,alf,Phos,53.740710704481259
B42079,alf,Phos,53.740710704481259
A42081,hom,Phos,27.124487768888674
B42081,hom,Phos,27.124487768888674
A42067,hom,Nitr,178.57100865326183
A51125,lwm,Phos,23.21507234491671
B51125,lwm,Phos,23.21507234491671
A51161,hwm,Phos,27.456286840012641
B51161,hwm,Phos,27.456286840012641
A54037,nho,Nitr,196.12719036320308
A42117,nhy,Nitr,160.21598228814509
A42037,hyw,Nitr,155.13747147269453
A51091,pas,Nitr,125.86263192295358
B51091,pas,Nitr,125.86263192295358
A51580,pul,Nitr,160.6808734913831
A24031,alf,Nitr,358.27363724037502
A42063,alf,Nitr,358.2711513446967
A42093,hom,Phos,21.255898016655603
A51119,hwm,Nitr,187.60513314728163
A54003,urs,Phos,15.811764808470272
A42113,lwm,Nitr,181.99205153376752
A51041,hyo,Nitr,92.966387201902364
A51113,hyo,Phos,22.746382946801532
B51113,hyo,Phos,22.746382946801532
A24005,pul,Phos,30.430851626401623
A24019,pul,Phos,33.545956134894574
A51001,pul,Nitr,218.67998756549858
A51199,puh,Nitr,175.08440129255789
A42113,nal,Phos,53.739928059194156
A51031,pas,Nitr,116.31421024990455
A51095,lwm,Phos,22.34878609875215
A36003,hyw,Nitr,159.24867047623889
A42105,hyo,Nitr,100.9438942884928
A51091,puh,Phos,33.97058506045434
B51091,puh,Phos,33.97058506045434
A42033,hom,Nitr,133.41745382622622
A51045,hwm,Phos,25.129272818975149
A42021,nhi,Phos,18.284976132705555
A36123,urs,Nitr,105.41176720577124
A42099,hyo,Nitr,103.90482620313429
A24011,hyw,Nitr,132.38216952718412
A36053,pas,Phos,19.824823086130174
A51149,alf,Nitr,358.27362370643726
A42021,nal,Nitr,358.27123886240884
A51097,hom,Nitr,102.98985095629043
A36101,hyw,Phos,23.663521049552035
A51147,hyo,Phos,17.232446801782846
A51091,hom,Phos,19.834264266252525
B51091,hom,Phos,19.834264266252525
A10001,hom,Nitr,88.51777951905251
A42133,lwm,Phos,20.722518772249508
A51007,hwm,Phos,22.72453773830274
A54071,hwm,Nitr,179.73205305875592
B54071,hwm,Nitr,179.73205305875592
A24027,hyo,Phos,18.812209984627778
A36123,hyo,Nitr,103.66079578483743
A51101,hyw,Nitr,134.54761006277207
A51800,hyw,Phos,22.307035821053375
A24039,alf,Nitr,358.27362698310293
A24003,hom,Nitr,97.132066325664439
A54027,lwm,Phos,23.222654580447994
A36109,lwm,Nitr,147.37692203197199
A42047,hwm,Nitr,142.23700937564894
A54071,hyo,Phos,22.747864869181683
B54071,hyo,Phos,22.747864869181683
A24015,hyw,Nitr,158.08141385881723
A51131,pas,Phos,17.322937791378695
A36051,alf,Nitr,358.27361511887705
A51031,hom,Phos,7.5556609508446808
A51177,hom,Nitr,144.09832128528558
A51003,lwm,Nitr,173.46737088901719
B51003,lwm,Nitr,173.46737088901719
A51147,hwm,Nitr,163.47344633868838
A42115,hwm,Phos,27.077251533296575
A51087,hyo,Phos,17.083042888278285
A51121,hyo,Nitr,85.52935540804242
A42105,hyw,Phos,23.343957352120526
A36095,pul,Nitr,224.11527675349024
A51127,alf,Nitr,358.27362733560011
