landseg,landuse,nutrient,max_uptake
A10003,nhy,Nitr,158.10847392690502
A10003,nlo,Phos,22.696008647045016
A10003,nlo,Nitr,183.22059610830351
A10003,nhi,Nitr,183.22059224637388
A10003,nho,Phos,24.229024184970211
A10003,nho,Nitr,139.38587017258345
A10003,hyw,Nitr,158.10846498147853
A10003,hyo,Nitr,105.41177363220423
A10003,nal,Phos,46.269534789400474
A10003,nhi,Phos,22.696008270557012
A10003,lwm,Phos,22.696008224934783
A10003,lwm,Nitr,183.22059265992439
A10003,hwm,Nitr,183.22059696593357
A10003,hyo,Phos,15.811765407214791
A10003,urs,Nitr,105.41176760829435
A10003,hyw,Phos,23.688953175012433
A10003,hom,Nitr,139.38587418214709
A10003,hwm,Phos,22.696008497672455
A10003,puh,Nitr,207.83203996004744
A10003,pul,Phos,31.174805855139308
A10003,pul,Nitr,207.83203600408953
A10003,pas,Nitr,145.18461785295409
A10003,puh,Phos,31.174806969122052
A10003,hom,Phos,24.229024833366203
A10003,nhy,Phos,23.6889541963094
A10003,nal,Nitr,308.46357172456987
A10003,pas,Phos,21.777693124228708
A10003,alf,Nitr,308.46358807598534
A10003,urs,Phos,15.811765010113936
A10003,alf,Phos,46.269536700809397
A10005,lwm,Phos,19.558429300813696
A10005,hwm,Nitr,151.2215797726241
A10005,hyo,Nitr,105.41176435354333
A10005,hyw,Phos,18.276096476759307
A10005,hyw,Nitr,122.44476310140881
A10005,lwm,Nitr,151.22157919347433
A10005,hwm,Phos,19.558428900813567
A10005,urs,Phos,15.811764948944152
A10005,hyo,Phos,15.811764701798305
A10005,urs,Nitr,105.41176836499395
A10005,alf,Nitr,162.22248881905006
A10005,nlo,Nitr,151.22157681187937
A10005,hom,Phos,21.781333196447786
A10005,puh,Nitr,218.20440335825714
A10005,hom,Nitr,76.419670900853319
A10005,pul,Nitr,218.20440197826898
A10005,puh,Phos,32.73066131209626
A10005,pul,Phos,32.73066097677598
A10005,alf,Phos,24.333373312512755
A10005,nhy,Nitr,122.44476564893493
A10005,nhy,Phos,18.27609685198189
A10005,nlo,Phos,19.558429094412716
A10005,pas,Phos,18.183028007176326
A10005,pas,Nitr,121.22018616406145
A10005,nal,Phos,24.333373124651342
A10005,nal,Nitr,162.2224862341676
A10005,nhi,Phos,19.558428911233417
A10005,nhi,Nitr,151.2215779020423
A10005,nho,Phos,21.781333471339167
A10005,nho,Nitr,76.419672794317648
A24005,puh,Nitr,202.87233417434038
A24005,pul,Phos,30.430851804320632
A24005,pul,Nitr,202.87233652382881
A24005,trp,Phos,19.86985186249925
A24005,npa,Nitr,132.46567987444791
A24005,pas,Nitr,132.46567938583263
A24005,nhi,Nitr,153.89270618004394
A24005,nho,Nitr,99.224565038808237
A24005,alf,Phos,49.799583654948975
A24005,nhy,Phos,23.82517517326367
A24005,pas,Phos,19.869851467798608
A24005,puh,Phos,30.430850230611885
A24005,nhy,Nitr,159.01451932411416
A24005,nlo,Phos,20.639040938813125
A24005,nlo,Nitr,153.89271248807435
A24005,npa,Phos,19.869851417127602
A24005,nal,Nitr,331.9972163645914
A24005,nhi,Phos,20.639040438778984
A24005,lwm,Phos,20.639040145026168
A24005,lwm,Nitr,153.89270614703864
A24005,hyw,Nitr,159.01452296072671
A24005,nho,Phos,21.586343753437987
A24005,hwm,Nitr,153.89270874321136
A24005,hyo,Phos,19.549337066627356
A24005,hyo,Nitr,99.553995665357533
A24005,urs,Nitr,105.41176924581069
A24005,hyw,Phos,23.825175868104395
A24005,nal,Phos,49.799582651379218
A24005,hom,Phos,21.586343825576659
A24005,alf,Nitr,331.99721729215395
A24005,trp,Nitr,132.4656801409312
A24005,urs,Phos,15.811764395158846
A24005,hom,Nitr,99.224564985699956
A24005,hwm,Phos,20.639040725427463
A24013,nho,Phos,16.647898991452827
A24013,nhy,Phos,24.293735785670865
A24013,nho,Nitr,96.446307876554414
A24013,nhy,Nitr,162.15048959088949
A24013,nlo,Phos,21.711412403086868
A24013,npa,Phos,19.724861802554514
A24013,hyo,Nitr,95.429991042321433
A24013,hyw,Nitr,162.15050194052301
