riverseg,landseg,aop,soy,gwm,gom,lhy,swm,som,sgg,sgs,sch,scl,oac,ohy,pas,far,fsp,fnp,nir,nnr,nci,nch,ncs,ntg,mir,mnr,mci,mch,mcs,mtg,mcn,cir,cnr,cci,cch,ccs,ctg,ccn,abn,ext,dfr,hfr,for,fwt,swt,ewt,osp,wat
SL9_2050_2270,H42043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0884456634521,1.70537602901459,32.8318519592285,14.0240001678467,63.4500007629395,32.4830017089844,0,0,0,0,0,0,2.39932584762573,0,0,0,0,0,0,0,0,0,0,204.158111572266,13779.2734375,5.34200000762939,31.3320007324219,0,119.611999511719,204.889007568359
SU2_0990_0950,H42079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2960000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8936405181885,1747.64331054688,70.0270004272461,179.119995117188,0,13.0749998092651,23.5779991149902
SU2_1020_0980,H42079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842170417308807,0,0.136999994516373,23.4799995422363,0.145999997854233,0,0,0,0,0,0,0.00278295786119998,0,0,0,0,0,0,0,0,0,0,170.967376708984,11539.126953125,93.0640029907227,376.087005615234,0,63.0509986877441,221.774002075195
SU2_1200_1310,H42079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75377607345581,1.28745591640472,7.45272397994995,7.84999990463257,22.0230007171631,3.40499997138977,0,0,0,0,0,0,0.545043885707855,0,0,0,0,0,0,0,0,0,0,127.722473144531,8620.3916015625,84.4550018310547,171.544006347656,0,62.3030014038086,286.605987548828
SU2_1210_1310,H42079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540000021457672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52836751937866,238.140640258789,0,0,0,1.55400002002716,0
SU7_1140_1420,H42079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193602405488491,0,0,0.252999991178513,0.00400000018998981,0,0,0,0,0,0,6.3976040109992E-05,0,0,0,0,0,0,0,0,0,0,2.24223899841309,151.33576965332,0,0,0,1.01900005340576,0.666999995708466
SU2_0990_0950,H42113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0762348175049,1.35525572299957,6.71891832351685,4.04199981689453,56.435001373291,3.12800002098084,0,0,0,0,0,0,0.747592329978943,0,0,0,0,0,0,0,0,0,0,39.9297332763672,2694.9833984375,106.127998352051,211.464004516602,0,183.22900390625,87.1890029907227
SU2_1200_1310,H42113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0913887023926,3.06633901596069,10.3938589096069,17.2509994506836,25.2709999084473,15.5229997634888,0,0,0,0,0,0,0.873413980007172,0,0,0,0,0,0,0,0,0,0,15.3323364257813,1034.82763671875,4.51700019836426,51.4210014343262,0,84.5090026855469,192.154998779297
SU2_1210_1310,H42113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0376358032227,0.0719432756304741,69.1044311523438,54.7859992980957,39.298999786377,12.7299995422363,0,0,0,0,0,0,3.20799350738525,0,0,0,0,0,0,0,0,0,0,395.430297851563,26688.837890625,2.48000001907349,266.757995605469,0,119.15599822998,292.753997802734
SW1_1180_1190,H42113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4801006317139,1.32317280769348,18.5205307006836,20.8159999847412,23.0970001220703,23.9769992828369,0,0,0,0,0,0,1.12419557571411,0,0,0,0,0,0,0,0,0,0,85.9046859741211,5797.97802734375,35.3089981079102,39.2519989013672,0,64.7269973754883,82.3290023803711
SW2_1070_1060,H42113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4583740234375,24.7164039611816,62.2834320068359,145.501007080078,87.2080001831055,181.524002075195,0,0,0,0,0,0,5.10179376602173,0,0,0,0,0,0,0,0,0,0,203.228637695313,13716.5400390625,274.764007568359,475.93798828125,0,261.501007080078,379.196990966797
SW2_1190_1410,H42113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492908656597137,0,0.499714076519012,0.537999987602234,0,0.792999982833862,0,0,0,0,0,0,0.0283772703260183,0,0,0,0,0,0,0,0,0,0,4.3978853225708,296.826110839844,0,1.82299995422363,0,0,0.518999993801117
SU1_0660_0710,H42115,18.8384017944336,0.957476079463959,1.89431154727936,4.50376844406128,47.3517303466797,8.59920215606689,20.4447994232178,2.76998019218445,0,0.714387655258179,3.51103949546814,10.171160697937,127.105911254883,162.144805908203,0,9.33910851017572E-05,1.30839157104492,30.7190952301025,13.1394386291504,8.05770492553711,18.6270008087158,99.8899993896484,158.908004760742,0,0,0,0,0,0,1.65776169300079,0,0,0,0,0,0,0,0,0,0,32.7072868347168,2207.51782226563,2.66499996185303,115.505996704102,0,406.053039550781,77.0469970703125
SU2_0670_0810,H42115,108.32080078125,5.50548696517944,10.8922901153564,25.8966674804688,272.272430419922,49.4454116821289,117.557586669922,15.9273853302002,0,4.10772848129272,20.1884746551514,58.4841690063477,730.858947753906,932.332580566406,0,0.000536998733878136,7.52325105667114,171.717803955078,73.9593658447266,38.1081504821777,149.710006713867,342.055999755859,842.148986816406,0,0,0,0,0,0,9.06168174743652,0,0,0,0,0,0,0,0,0,0,140.292678833008,9468.794921875,501.877014160156,392.213012695313,0,1326.39587402344,704.669982910156
SU2_0780_0710,H42115,37.6768035888672,1.91495215892792,3.78862309455872,9.00753688812256,94.7034606933594,17.1984043121338,40.8895988464355,5.5399603843689,0,1.42877531051636,7.02207899093628,20.342321395874,254.211822509766,324.289611816406,0,0.000186782170203514,2.61678314208984,61.2501945495605,30.1376609802246,17.2598686218262,56.6380004882813,130.916000366211,258.411987304688,0,0,0,0,0,0,3.46928095817566,0,0,0,0,0,0,0,0,0,0,77.4265441894531,5225.76123046875,74.2379989624023,91.6740036010742,0,546.900024414063,159.356994628906
SU3_0810_0970,H42115,4.7096004486084,0.23936901986599,0.473577886819839,1.12594211101532,11.8379325866699,2.14980053901672,5.11119985580444,0.692495048046112,0,0.178596913814545,0.877759873867035,2.54279017448425,31.7764778137207,40.5362014770508,0,2.33477712754393E-05,0.32709789276123,30.6134662628174,10.7807550430298,10.6838483810425,69.8550033569336,60.5769996643066,232.908004760742,6.2785177230835,11.5085163116455,0.925449013710022,16.6009998321533,0,54.3810005187988,2.26044607162476,30.9923686981201,81.3794326782227,0,0,0,183.942001342773,3.58819627761841,0,0,0,34.4800300598145,2327.166015625,35.1370010375977,22.6110000610352,0,202.748992919922,89.4869995117188
SU6_0480_0520,H42115,4.7096004486084,0.23936901986599,0.473577886819839,1.12594211101532,11.8379325866699,2.14980053901672,5.11119985580444,0.692495048046112,0,0.178596913814545,0.877759873867035,2.54279017448425,31.7764778137207,40.5362014770508,0,2.33477712754393E-05,0.32709789276123,51.5043869018555,23.5267562866211,23.4201583862305,65.1389999389648,129.266006469727,220.615005493164,0,0,0,0,0,0,3.14369440078735,0,0,0,0,0,0,0,0,0,0,42.1663780212402,2845.94165039063,33.3209991455078,103.511001586914,0,442.484008789063,249.557998657227
SW2_1100_1130,H42117,6.78920030593872,0.882800042629242,2.3517062664032,9.97463798522949,40.8931846618652,3.71775197982788,15.7686491012573,6.13992214202881,0,0.335703819990158,1.0153204202652,8.46481418609619,78.6237487792969,88.9868087768555,0,0.0726895481348038,0.660910487174988,22.6021518707275,4.31403970718384,32.8765563964844,18.0580005645752,32.6539993286133,17.5249996185303,0,0,0,0,0,0,2.49425435066223,0,0,0,0,0,0,0,0,0,0,109.951286315918,7420.958984375,0,0,0,115.741004943848,66.9029998779297
SW3_0930_1110,H42117,3.39460015296936,0.441400021314621,1.1758531332016,4.98731899261475,20.4465923309326,1.85887598991394,7.88432455062866,3.0699610710144,0,0.167851909995079,0.507660210132599,4.2324070930481,39.3118743896484,44.4934043884277,0,0.0363447740674019,0.330455243587494,25.7037658691406,6.78784513473511,31.1659126281738,31.806999206543,41.3199996948242,39.1110000610352,0,0,0,0,0,0,2.65547370910645,0,0,0,0,0,0,0,0,0,0,82.6121063232422,5575.75146484375,3.52300000190735,26.2409992218018,0,141.200988769531,57.2099990844727
SW4_1110_1150,H42117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0490684509277,0.0623971037566662,78.8017807006836,50.7270011901855,64.4749984741211,23.2399997711182,0,0,0,0,0,0,4.91875123977661,0,0,0,0,0,0,0,0,0,0,226.897399902344,15314.0205078125,0.545000016689301,75.1460037231445,0,185.076995849609,140.996002197266
SW4_1150_1350,H42117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5845947265625,0.000959955505095422,58.7022361755371,25.7709999084473,8.37399959564209,1.48300004005432,0,0,0,0,0,0,3.64121007919312,0,0,0,0,0,0,0,0,0,0,171.622695922852,11583.35546875,0,109.40299987793,0,14.632999420166,112.345001220703
SL3_1710_1740,H42119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21652722358704,0,12.3564224243164,4.06300020217896,0.199000000953674,0.26800000667572,0,0,0,0,0,0,1.14005029201508,0,0,0,0,0,0,0,0,0,0,25.2231941223145,1702.39282226563,0,4.85699987411499,0,0.421000003814697,12.0939998626709
SW1_1560_1460,H42119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4685821533203,5.12482643127441,50.1431655883789,25.0160007476807,37.4500007629395,13.3290004730225,0,0,0,0,0,0,7.30142498016357,0,0,0,0,0,0,0,0,0,0,109.25260925293,7373.802734375,0,0.921999990940094,0,142.298004150391,69.7580032348633
SW1_1570_1640,H42119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5404300689697,0.169585153460503,83.6092147827148,38.3429985046387,33.1559982299805,1.83800005912781,0,0,0,0,0,0,8.29577159881592,0,0,0,0,0,0,0,0,0,0,214.137191772461,14452.7939453125,0,26.2719993591309,0,88.3740005493164,129.600006103516
SW3_1580_1440,H42119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02306890487671,0.980239570140839,2.05086231231689,2.57100009918213,9.71300029754639,3.07200002670288,0,0,0,0,0,0,0.662829518318176,0,0,0,0,0,0,0,0,0,0,6.72864389419556,454.137359619141,0,0,0,25.048999786377,1.08599996566772
SW7_1410_1460,H42119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311216711997986,0,0.252514183521271,0.247999995946884,0.492000013589859,0.0109999999403954,0,0,0,0,0,0,0.0412691012024879,0,0,0,0,0,0,0,0,0,0,11.3414993286133,765.473510742188,0,0,0,1.65699994564056,1.40799999237061
SU2_0990_0950,H42131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77089881896973,0.309879332780838,6.19372463226318,5.76300001144409,124.624000549316,2.66199994087219,0,0,0,0,0,0,0.440497070550919,0,0,0,0,0,0,0,0,0,0,256.350006103516,17301.869140625,107.880996704102,1512.69396972656,0,378.858978271484,236.298004150391
SU2_1020_0980,H42131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5531787872314,0.319532871246338,17.9170093536377,17.7210006713867,63.7350006103516,25.3579998016357,0,0,0,0,0,0,1.32027864456177,0,0,0,0,0,0,0,0,0,0,234.054946899414,15797.10546875,5.82200002670288,391.605987548828,0,222.453002929688,109.040000915527
SW2_1070_1060,H42131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294433623552322,0.00193071225658059,0.357181757688522,0.41499999165535,10.5579996109009,0.310999989509583,0,0,0,0,0,0,0.0234539154917002,0,0,0,0,0,0,0,0,0,0,3.0842502117157,208.165756225586,0.671000003814697,37.9669990539551,0,59.4519996643066,7.8730001449585
JL1_6560_6440,H51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65378987789154,3.9425877854228,18.3720474243164,15.5740003585815,19.0560002326965,49.5600015558302,0,0,0,0,0,0,2.32157444953918,0,0,0,0,0,0,0,0,0,0,58.7571487426758,5012.75653076172,0,0,0,58.4280004501343,35.9800002574921
JL2_6240_6520,H51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71426862478256,1.03334943577647,1.7266060821712,2.61100006103516,0.254000008106232,1.56800001859665,0,0,0,0,0,0,0.28577584028244,0,0,0,0,0,0,0,0,0,0,1.66453802585602,749.717475891113,0,0,0,6.1890000551939,4.57100003957748
JL2_6440_6441,H51003,24.5616016387939,1.47416281700134,0.378748267889023,9.03559017181396,18.8678340911865,0.280913889408112,6.70161008834839,3.54329991340637,1.09879755973816,0.868608593940735,11.6419324874878,11.4983463287354,162.276580810547,379.626007080078,0,0,1.73129999637604,30.4619112014771,12.0654942989349,47.8427410125732,36.4980001449585,92.889986038208,51.1379985809326,0,0,0,0,0,0,6.94685459136963,0,0,0,0,0,0,0,0,0,0,182.962829589844,26519.0859375,0.12899999320507,1.62099999189377,0,102.178001403809,373.518997192383
JL1_7080_7190,H51009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5137853622437,0.421859383583069,64.7488870620728,29.8170003890991,33.0030002593994,0.966000004671514,0,0,0,0,0,0,2.70946717262268,0,0,0,0,0,0,0,0,0,0,6.29089832305908,13141.5107421875,0,0,0,107.717004776001,179.771003723145
JL2_7240_7350,H51009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29527235031128,0.00088070856872946,2.62643837928772,0.986000031232834,13.2190003395081,0.0799999982118607,0,0,0,0,0,0,0.281408578157425,0,0,0,0,0,0,0,0,0,0,1.54418551921844,7305.16186523438,0,0,0,46.3110015392303,71.1109991073608
JL6_7160_7440,H51009,2.88320016860962,0.273465633392334,0.0390936136245728,0.520017564296722,4.62305641174316,0.161159098148346,2.14371466636658,8.95580888027325E-05,0.505952060222626,0.405162423849106,1.82348608970642,2.46507620811462,43.1746368408203,143.311996459961,0,0.115202486515045,0.707597553730011,14.7258337140083,9.15760707855225,43.2613102197647,27.80499958992,27.7100034579635,24.9419992063195,0,0,0,0,0,0,5.43324899673462,0,0,0,0,0,0,0,0,0,0,7.9904580116272,6339.30066680908,0,1.77900004386902,0,6.94400014914572,63.4719982147217
JU1_6880_7260,H51015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29925093054771,0.00507204886525869,8.245994374156,4.97999990452081,73.948002576828,0.448000013828278,0,0,0,0,0,0,0.100682713091373,0,0,0,0,0,0,0,0,0,0,0.488896369934082,9139.4654083252,0,0,0,239.957996368408,114.656997323036
PS2_6420_6360,H51015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65499997138977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128892262000591,194.207711085677,0,0,0,11.0460000000894,0.987999975681305
PS2_6490_6420,H51015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6836576461792,9.28821104764938,54.3307476043701,72.5410003662109,50.9160003662109,84.665998339653,0,0,0,0,0,0,8.42038345336914,0,0,0,0,0,0,0,0,0,0,17.0224113464355,13640.9724121094,2.45300006866455,2.07500004768372,0,163.329998016357,170.705997467041
PS2_6660_6490,H51015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1829888820648,37.9693020582199,37.6559076309204,103.061000823975,11.309999704361,176.954005002975,0,0,0,0,0,0,16.803804397583,0,0,0,0,0,0,0,0,0,0,25.9408798217773,4402.63797748089,0.229000002145767,2.67700004577637,0,55.5069998502731,50.8970016241074
PS2_6730_6660,H51015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8482308387756,16.9625651836395,123.353197097778,81.7000007629395,68.0830013751984,44.6710000634193,0,0,0,0,0,0,9.05200958251953,0,0,0,0,0,0,0,0,0,0,32.0599708557129,25068.0366210938,7.15799975395203,0.562999993562698,0,226.834995269775,341.881000518799
JU5_7420_7160,H51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7821624279022,0.630852790432982,128.124098777771,60.3899984359741,17.3130000457168,9.23600044846535,0,0,0,0,0,0,2.58688497543335,0,0,0,0,0,0,0,0,0,0,12.4892902374268,19594.4513549805,0,0,0,55.836000919342,283.856001853943
JU5_7500_7420,H51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65961217880249,0.0545974038541317,10.7031955718994,5.43900012969971,0.0359999984502792,0.0209999997168779,0,0,0,0,0,0,0.782595157623291,0,0,0,0,0,0,0,0,0,0,0.770149767398834,2542.23076629639,0,0,0,0.0750000029802322,33.9669990539551
JU1_7630_7490,H51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3809443116188,0.156946420669556,24.6742448806763,15.4870004653931,29.2149993181229,0.578000009059906,0,0,0,0,0,0,0.280863404273987,0,0,0,0,0,0,0,0,0,0,0.254622936248779,3142.51828765869,0,0,0,103,34.5009983181953
JU2_7450_7360,H51045,8.23319911956787,0.0625078454613686,0.0189645495265722,1.2018768787384,8.6012544631958,0.0243250485509634,1.54159808158875,0.000109649154182989,0.424898982048035,0.5488001704216,1.1614373922348,13.5651149749756,47.4288749694824,154.238388061523,0,0,0.793349981307983,6.53811764717102,0.92623957246542,20.4938941001892,10.0680001974106,2.01399993896484,2.40099990367889,0,0,0,0,0,0,0.948749482631683,0,0,0,0,0,0,0,0,0,0,7.88687705993652,4754.27905273438,0,0,0,49.7919998168945,81.8899993896484
JU3_7490_7400,H51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.81245613098145,0.0310346037149429,51.1486129760742,20.8330001831055,7.68400013446808,0.898999989032745,0,0,0,0,0,0,1.32489562034607,0,0,0,0,0,0,0,0,0,0,2.78690099716187,10167.2632751465,0,4.12999992072582,0,23.1270005181432,87.1670026779175
JL2_6240_6520,H51079,0.587599992752075,0.0127300005406141,0.237844929099083,0.96825909614563,1.95980203151703,0.16934597492218,0.689402103424072,0.190130010247231,0,0.108355805277824,0.213132008910179,0.965132057666779,11.2071266174316,27.5888023376465,0,0.00669244630262256,0.191407561302185,36.7546586990356,20.1181579828262,87.3187255859375,104.033004760742,29.5010004043579,182.4620013237,0,0,0,0,0,0,18.6244564056396,0,0,0,0,0,0,0,0,0,0,20.1843852996826,15082.94140625,0.203999996185303,0.199000000953674,0,63.894998550415,163.379005432129
RU2_6090_6220,H51079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44212222099304,1.88511908054352,49.5998382568359,31.2270002365112,3.12299990653992,12.0769996643066,0,0,0,0,0,0,7.10992050170898,0,0,0,0,0,0,0,0,0,0,12.2991094589233,12903.3637695313,0,1.87300002574921,0,9.56399989128113,110.217002868652
RU2_5810_5610,H51113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7508659362793,0.0572692528367043,9.62877440452576,5.99699997901917,32.3970007896423,0.0820000022649765,0,0,0,0,0,0,0.299090415239334,0,0,0,0,0,0,0,0,0,0,1.63247919082642,9798.46299743652,0,0,0,124.378999710083,57.5019981861115
RU2_5940_6200,H51113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6879997253418,2.57978111505508,24.8518159464002,17.9740009307861,22.617000669241,5.47700011730194,0,0,0,0,0,0,0.0644026771187782,0,0,0,0,0,0,0,0,0,0,18.8983154296875,12156.0574951172,0,45.9580001831055,0,120,79.0930023193359
RU2_6090_6220,H51113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97951102256775,0.458608870394528,28.2044672966003,18.4529997110367,8.14299988746643,17.9580005034804,0,0,0,0,0,0,3.229412317276,0,0,0,0,0,0,0,0,0,0,108.836112976074,15449.33984375,3.46600008010864,4.88299989700317,0,21.6569995880127,137.186000823975
JL1_6770_6850,H51125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9068019390106,41.3425678387284,99.7327170372009,196.944992542267,24.8960008919239,144.969993293285,0,0,0,0,0,0,17.2839164733887,0,0,0,0,0,0,0,0,0,0,103.688903808594,16254.1752929688,0,0,0,75.2839983105659,191.325003623962
JL1_6940_7200,H51125,8.14200019836426,0.0948660001158714,0.130564019083977,2.28429198265076,6.74307632446289,0.0385516136884689,0.674482405185699,0.64366203546524,0,1.04383385181427,8.80230522155762,4.48880386352539,52.3262023925781,174.06721496582,0,5.35512647559244E-08,1.00919353961945,20.7092754542828,6.91186149418354,46.3598436117172,28.03600025177,22.1179993152618,14.1429995596409,0,0,0,0,0,0,4.17402172088623,0,0,0,0,0,0,0,0,0,0,37.9568557739258,9450.2431640625,0,3.35699993558228,0,159.555994272232,114.470002174377
