lseg, evap fac ***
 A10001,  1.25
 A10003,  0.75
 A10005,  0.969126701
 A11001,  1.25
 A24001,  1.17224085
 A24003,  0.919120431
 A24005,  1.21037209
 A24009,  1.10965717
 A24011,  0.911073387
 A24013,  1.25
 A24015,  1.25
 A24017,  1.0005914
 A24019,  0.75
 A24021,  1.08160615
 A24023,  1.13388062
 A24025,  1.03752363
 A24027,  1.1937356
 A24029,  0.75
 A24031,  1.25
 A24033,  1.25
 A24035,  0.991791248
 A24037,  1.10018456
 A24039,  0.75
 A24041,  0.75
 A24043,  1.25
 A24045,  1.05981946
 A24047,  1.06181121
 A24510,  0.75
 A36003,  1.25
 A36007,  1.06083703
 A36015,  1.16855454
 A36017,  1.05052865
 A36023,  1.02481449
 A36025,  0.999140263
 A36043,  1.11853814
 A36051,  1.1572628
 A36053,  1.21829534
 A36065,  1.25
 A36067,  1.04621291
 A36069,  1.1572628
 A36077,  0.957881689
 A36095,  0.998561263
 A36097,  1.18713176
 A36101,  1.2405504
 A36107,  1.04874849
 A36109,  1.04861093
 A36123,  1.1572628
 A37001,  0.75
 A37005,  1.25
 A37009,  1.14915764
 A37033,  1.19831705
 A37067,  1.25
 A37077,  0.75
 A37081,  1.25
 A37131,  1.21847165
 A37135,  0.75
 A37145,  1.19831705
 A37157,  1.2395798
 A37169,  1.23322129
 A37171,  1.05267572
 A37181,  0.75
 A37185,  0.75
 A37189,  1.01086378
 A42001,  1.15626156
 A42009,  1.05195141
 A42011,  0.962806404
 A42013,  1.06848741
 A42015,  1.14432323
 A42021,  1.10182881
 A42023,  1.25
 A42025,  1.13977706
 A42027,  1.25
 A42029,  1.25
 A42033,  1.09226024
 A42035,  1.16802156
 A42037,  0.989481866
 A42041,  1.07865715
 A42043,  1.25
 A42047,  1.25
 A42055,  1.17707205
 A42057,  1.10273218
 A42061,  1.03377616
 A42063,  1.00727546
 A42065,  1.00727546
 A42067,  1.13997376
 A42069,  1.25
 A42071,  1.25
 A42075,  1.13624024
 A42079,  1.20388138
 A42081,  0.960378945
 A42083,  1.25
 A42087,  1.01207387
 A42093,  1.09088516
 A42097,  1.00968432
 A42099,  0.986745715
 A42105,  1.25
 A42107,  1.09574294
 A42109,  1.07111943
 A42111,  1.07937133
 A42113,  0.974976718
 A42115,  1.07553256
 A42117,  1.10825539
 A42119,  0.931409001
 A42127,  1.07005262
 A42131,  1.25
 A42133,  1.25
 A47091,  1.05619586
 A47163,  1.05619586
 A51001,  0.75
 A51003,  1.18801963
 A51005,  1.03875792
 A51007,  1.25
 A51009,  1.06866646
 A51011,  1.14770067
 A51013,  0.75
 A51015,  1.2397325
 A51017,  1.25
 A51019,  1.240767
 A51021,  1.02581489
 A51023,  0.9802531
 A51025,  1.16916132
 A51027,  1.03136551
 A51029,  1.15600097
 A51031,  1.1691848
 A51033,  1.19013119
 A51035,  1.04188991
 A51036,  1.08469892
 A51037,  1.1455574
 A51041,  1.19627619
 A51043,  1.25
 A51045,  0.936244071
 A51047,  1.07209265
 A51049,  1.14774072
 A51051,  1.11922073
 A51053,  1.21691835
 A51057,  1.04843545
 A51059,  1.25
 A51061,  1.12331736
 A51063,  1.25
 A51065,  1.25
 A51067,  1.10189104
 A51069,  1.23052275
 A51071,  0.912523091
 A51073,  0.75
 A51075,  1.12133479
 A51077,  1.25
 A51079,  1.07831621
 A51081,  1.20393145
 A51083,  1.25
 A51085,  1.10602224
 A51087,  1.08469892
 A51089,  1.0874362
 A51091,  1.25
 A51093,  1.14331126
 A51095,  0.75
 A51097,  1.17871904
 A51099,  0.75
 A51101,  1.16333771
 A51103,  0.75
 A51105,  0.919828176
 A51107,  1.07398641
 A51109,  1.15878201
 A51111,  1.25
 A51113,  1.0137316
 A51115,  0.75
 A51117,  1.12741911
 A51119,  0.75
 A51121,  1.11863768
 A51125,  0.838898301
 A51127,  1.08469892
 A51131,  0.75
 A51133,  0.75
 A51135,  1.25
 A51137,  1.16800666
 A51139,  1.15354931
 A51141,  1.09850979
 A51143,  1.2395159
 A51145,  1.11741745
 A51147,  1.1782968
 A51149,  1.0760473
 A51153,  1.10620487
 A51155,  1.17601132
 A51157,  0.948518813
 A51159,  1.00728905
 A51161,  0.997649252
 A51163,  1.17450321
 A51165,  1.2241112
 A51167,  1.20584583
 A51169,  1.16655779
 A51171,  1.25
 A51173,  1.18829203
 A51175,  1.16331458
 A51177,  1.2041589
 A51179,  1.10131764
 A51181,  1.0858506
 A51183,  1.12934422
 A51185,  1.09884357
 A51187,  1.14505076
 A51191,  1.20214033
 A51193,  1.00728905
 A51195,  1.25
 A51197,  1.25
 A51199,  0.75
 A51510,  1.25
 A51515,  1.02519572
 A51520,  0.75
 A51530,  1.13947773
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  1.01174867
 A51590,  1.17193317
 A51595,  1.08053195
 A51600,  1.25
 A51610,  1.25
 A51620,  0.75
 A51630,  1.25
 A51640,  1.25
 A51650,  0.75
 A51660,  1.06434643
 A51670,  0.75
 A51678,  1.25
 A51680,  1.10859573
 A51683,  0.75
 A51685,  0.75
 A51690,  0.965588808
 A51700,  0.75
 A51710,  0.75
 A51720,  0.977674365
 A51730,  1.0760473
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.08469892
 A51770,  1.00085104
 A51775,  1.03251863
 A51790,  1.25
 A51800,  1.08154392
 A51810,  0.75
 A51820,  0.895668745
 A51830,  0.75
 A51840,  1.25
 A54003,  1.15929103
 A54023,  1.09466147
 A54027,  1.19164002
 A54031,  1.16701126
 A54037,  1.18992054
 A54057,  1.25
 A54063,  1.06576955
 A54065,  1.13114536
 A54071,  1.21712184
 A54077,  0.834906161
 A54093,  0.816371202
 B24001,  1.08309126
 B24021,  1.16082966
 B37005,  1.25
 B37009,  1.11768079
 B42001,  1.15718436
 B42009,  0.979794264
 B42015,  1.1575141
 B42027,  1.18340158
 B42035,  1.12876892
 B42041,  1.22944021
 B42043,  0.998519778
 B42055,  1.13193512
 B42079,  0.983819306
 B42081,  1.14398777
 B42119,  1.01927161
 B42131,  1.13295817
 B51003,  1.25
 B51009,  0.75
 B51015,  0.896316588
 B51017,  1.09384966
 B51019,  1.16402543
 B51023,  1.02852261
 B51035,  0.75
 B51061,  1.049721
 B51067,  1.12585831
 B51071,  1.09812284
 B51077,  1.25
 B51079,  1.04686606
 B51091,  1.06793988
 B51105,  0.919828176
 B51113,  0.955825806
 B51125,  0.862723291
 B51139,  1.15338552
 B51141,  0.948292136
 B51157,  0.949331164
 B51161,  1.07611716
 B51163,  1.23667395
 B51165,  1.09312665
 B51167,  1.2029314
 B51169,  1.16655779
 B51171,  1.01691639
 B51173,  1.10740328
 B51185,  1.21315587
 B51187,  1.1506902
 B51191,  1.05619586
 B51195,  0.982870877
 B51197,  1.25
 B54023,  1.25
 B54031,  1.17066097
 B54057,  1.25
 B54071,  1.25
 C42009,  1.16583109
 C51015,  1.16094804
 C51071,  1.04858077
 C51165,  1.13053381
 F10005,  0.75
 F11001,  1.25
 F24001,  1.16805911
 F24003,  0.919120431
 F24005,  1.14626968
 F24009,  1.10965717
 F24013,  0.75
 F24015,  0.75
 F24017,  0.75
 F24019,  0.75
 F24021,  1.10906839
 F24023,  1.10332263
 F24025,  0.75
 F24027,  1.25
 F24029,  0.75
 F24031,  1.25
 F24033,  1.1241529
 F24035,  0.75
 F24037,  0.951254308
 F24039,  0.75
 F24041,  0.75
 F24043,  1.21872032
 F24045,  0.75
 F24510,  0.75
 F36003,  1.25
 F36007,  1.08194363
 F36015,  1.18315184
 F36025,  0.998561263
 F36101,  1.25
 F42001,  1.11735189
 F42009,  0.75
 F42011,  0.903191686
 F42013,  1.25
 F42021,  1.22836173
 F42027,  1.12868536
 F42033,  1.01280653
 F42035,  0.75
 F42041,  1.20100129
 F42043,  0.986886501
 F42055,  1.09577823
 F42061,  1.13997376
 F42069,  1.25
 F42071,  0.75
 F42075,  0.942594469
 F42079,  0.75
 F42081,  0.75
 F42087,  0.75
 F42097,  0.75
 F42107,  1.0073812
 F42115,  0.75
 F42117,  1.24498308
 F42119,  0.75
 F42133,  1.08218181
 F51001,  0.75
 F51003,  1.25
 F51005,  1.04051518
 F51009,  0.75
 F51011,  1.208902
 F51013,  0.75
 F51015,  0.916287541
 F51017,  1.25
 F51019,  1.13947773
 F51023,  1.00047863
 F51033,  1.1965791
 F51041,  0.75
 F51043,  1.12728238
 F51045,  0.937921047
 F51053,  0.75
 F51057,  0.75
 F51059,  0.962574661
 F51061,  1.08925951
 F51069,  0.818081737
 F51071,  0.912523091
 F51079,  0.977855384
 F51085,  1.08469892
 F51087,  1.08469892
 F51091,  1.02795017
 F51095,  0.75
 F51099,  0.75
 F51101,  0.75
 F51107,  1.05745745
 F51113,  0.950674295
 F51121,  0.965607166
 F51125,  0.75
 F51131,  0.75
 F51137,  1.25
 F51139,  1.15229297
 F51145,  0.75
 F51147,  0.75
 F51149,  0.75
 F51153,  1.10620487
 F51157,  0.938631296
 F51159,  0.75
 F51161,  0.931364059
 F51163,  1.10901546
 F51165,  1.06039679
 F51171,  0.97478205
 F51177,  1.20459139
 F51179,  1.10131764
 F51181,  0.75
 F51187,  1.17740273
 F51193,  0.75
 F51199,  0.75
 F51510,  0.75
 F51530,  1.13947773
 F51540,  0.75
 F51550,  0.75
 F51580,  0.75
 F51630,  0.75
 F51650,  0.75
 F51660,  0.75
 F51670,  0.75
 F51700,  0.75
 F51710,  0.75
 F51730,  0.75
 F51735,  0.75
 F51740,  0.75
 F51760,  0.75
 F51790,  0.75
 F51800,  0.75
 F51810,  0.75
 F51820,  0.886039674
 F51830,  0.75
 F54003,  0.75
 F54023,  1.09016156
 F54027,  1.22956216
 F54031,  1.18995833
 F54037,  1.10304189
 F54057,  0.75
 F54063,  0.979803443
 F54065,  0.75
 F54071,  1.09959698
end,
