lseg, evap fac ***
 A10001,  1.24989438
 A10003,  0.75
 A10005,  0.954395592
 A11001,  1.25
 A24001,  1.15765703
 A24003,  0.805039823
 A24005,  1.18156528
 A24009,  1.09536779
 A24011,  0.818965197
 A24013,  1.2367866
 A24015,  1.25
 A24017,  0.991258919
 A24019,  0.75
 A24021,  1.03793383
 A24023,  1.15192187
 A24025,  1.0175252
 A24027,  1.16729498
 A24029,  0.75
 A24031,  1.24986935
 A24033,  1.24969435
 A24035,  0.974158704
 A24037,  1.06832027
 A24039,  0.75
 A24041,  0.75
 A24043,  1.25
 A24045,  1.06044376
 A24047,  1.06304586
 A24510,  0.75
 A36003,  1.25
 A36007,  1.06319654
 A36015,  1.18951917
 A36017,  1.03844881
 A36023,  1.01330972
 A36025,  1.00783765
 A36043,  1.19190967
 A36051,  1.11581886
 A36053,  1.25
 A36065,  1.25
 A36067,  1.05137086
 A36069,  1.11581886
 A36077,  0.94634968
 A36095,  1.00775313
 A36097,  1.16548491
 A36101,  1.24992418
 A36107,  1.03717887
 A36109,  1.0369916
 A36123,  1.11581886
 A37001,  0.75
 A37005,  1.25
 A37009,  1.16646266
 A37033,  1.15676558
 A37067,  1.24919975
 A37077,  0.75
 A37081,  1.24919975
 A37131,  1.24254799
 A37135,  0.75
 A37145,  1.15676558
 A37157,  1.21864724
 A37169,  1.22811615
 A37171,  1.03140616
 A37181,  0.75
 A37185,  0.75
 A37189,  0.980576754
 A42001,  1.15617013
 A42009,  1.0623138
 A42011,  0.882780075
 A42013,  1.06793714
 A42015,  1.15163875
 A42021,  1.11925375
 A42023,  1.25
 A42025,  1.16853225
 A42027,  1.25
 A42029,  1.25
 A42033,  1.09209394
 A42035,  1.18637705
 A42037,  0.96177429
 A42041,  1.05823267
 A42043,  1.25
 A42047,  1.25
 A42055,  1.17985439
 A42057,  1.10417438
 A42061,  1.01656163
 A42063,  0.977979422
 A42065,  0.977979422
 A42067,  1.17239225
 A42069,  1.25
 A42071,  1.24896598
 A42075,  1.14117634
 A42079,  1.25
 A42081,  0.94493407
 A42083,  1.25
 A42087,  0.982797503
 A42093,  1.09197795
 A42097,  0.995412707
 A42099,  0.985267282
 A42105,  1.25
 A42107,  1.10210657
 A42109,  1.0689292
 A42111,  1.08722639
 A42113,  0.97216171
 A42115,  1.07727706
 A42117,  1.10643995
 A42119,  0.869141221
 A42127,  1.06842375
 A42131,  1.25
 A42133,  1.25
 A47091,  1.0405103
 A47163,  1.0405103
 A51001,  0.75
 A51003,  1.17607093
 A51005,  1.03517222
 A51007,  1.21787536
 A51009,  1.06601834
 A51011,  1.11350667
 A51013,  0.75
 A51015,  1.25
 A51017,  1.25
 A51019,  1.24143183
 A51021,  1.01656294
 A51023,  0.962488532
 A51025,  1.13841212
 A51027,  1.02935648
 A51029,  1.11378217
 A51031,  1.12831581
 A51033,  1.17546916
 A51035,  1.00825095
 A51036,  1.07821774
 A51037,  1.08946443
 A51041,  1.25
 A51043,  1.25
 A51045,  0.935223937
 A51047,  1.09846103
 A51049,  1.13327861
 A51051,  1.10237896
 A51053,  1.17810011
 A51057,  1.02672327
 A51059,  1.25
 A51061,  1.12556982
 A51063,  1.25
 A51065,  1.25
 A51067,  1.07096648
 A51069,  1.25
 A51071,  0.902968884
 A51073,  0.75
 A51075,  1.11681485
 A51077,  1.25
 A51079,  1.07205164
 A51081,  1.19715178
 A51083,  1.25
 A51085,  1.08265996
 A51087,  1.07821774
 A51089,  1.06020999
 A51091,  1.25
 A51093,  1.16180134
 A51095,  0.75
 A51097,  1.15948236
 A51099,  0.75
 A51101,  1.13641787
 A51103,  0.75
 A51105,  0.878360808
 A51107,  1.0622468
 A51109,  1.14993608
 A51111,  1.22162998
 A51113,  1.00886512
 A51115,  0.75
 A51117,  1.04674971
 A51119,  0.75
 A51121,  1.1140033
 A51125,  0.82455045
 A51127,  1.07821774
 A51131,  0.75
 A51133,  0.75
 A51135,  1.21416831
 A51137,  1.20498407
 A51139,  1.14690256
 A51141,  1.09798849
 A51143,  1.1917901
 A51145,  1.09547341
 A51147,  1.17161787
 A51149,  1.06998897
 A51153,  1.09249198
 A51155,  1.20676541
 A51157,  0.923126101
 A51159,  0.989391208
 A51161,  0.983515561
 A51163,  1.20898914
 A51165,  1.25
 A51167,  1.21676254
 A51169,  1.15497148
 A51171,  1.25
 A51173,  1.19090784
 A51175,  1.17321253
 A51177,  1.19876814
 A51179,  1.08065486
 A51181,  1.08323693
 A51183,  1.11870372
 A51185,  1.08106792
 A51187,  1.13454664
 A51191,  1.21493351
 A51193,  0.989391208
 A51195,  1.25
 A51197,  1.25
 A51199,  0.75
 A51510,  1.25
 A51515,  0.938655019
 A51520,  0.75
 A51530,  1.17315865
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  0.973648548
 A51590,  1.12042487
 A51595,  0.992216229
 A51600,  1.25
 A51610,  1.25
 A51620,  0.75
 A51630,  1.25
 A51640,  1.25
 A51650,  0.75
 A51660,  1.03875482
 A51670,  0.75
 A51678,  1.25
 A51680,  1.12291086
 A51683,  0.75
 A51685,  0.75
 A51690,  0.877632499
 A51700,  0.75
 A51710,  0.75
 A51720,  0.942151427
 A51730,  1.06998897
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.07821774
 A51770,  0.960483491
