lseg, evap fac ***
 A10001,  1.25
 A10003,  0.75
 A10005,  0.988778234
 A11001,  1.25
 A24001,  1.17403722
 A24003,  1.00274014
 A24005,  1.2139225
 A24009,  1.13981569
 A24011,  0.986838162
 A24013,  1.25
 A24015,  1.25
 A24017,  1.02320421
 A24019,  0.75
 A24021,  1.10607851
 A24023,  1.10996461
 A24025,  1.05548561
 A24027,  1.18679762
 A24029,  0.75
 A24031,  1.25
 A24033,  1.25
 A24035,  1.02025712
 A24037,  1.12192094
 A24039,  0.75
 A24041,  0.75
 A24043,  1.23948884
 A24045,  1.06488049
 A24047,  1.06638348
 A24510,  0.75
 A36003,  1.25
 A36007,  1.05887544
 A36015,  1.14918113
 A36017,  1.05417252
 A36023,  1.03233624
 A36025,  0.999159098
 A36043,  1.07577991
 A36051,  1.17542052
 A36053,  1.1753
 A36065,  1.20301509
 A36067,  1.04344666
 A36069,  1.17542052
 A36077,  0.973145485
 A36095,  0.998377919
 A36097,  1.19175124
 A36101,  1.22417796
 A36107,  1.05529606
 A36109,  1.05519581
 A36123,  1.17542052
 A37001,  0.75
 A37005,  1.22681367
 A37009,  1.13060355
 A37033,  1.20609713
 A37067,  1.25
 A37077,  0.75
 A37081,  1.25
 A37131,  1.1899997
 A37135,  0.75
 A37145,  1.20609713
 A37157,  1.23036516
 A37169,  1.21836698
 A37171,  1.07349181
 A37181,  0.75
 A37185,  0.75
 A37189,  1.02977479
 A42001,  1.15305948
 A42009,  1.04877579
 A42011,  1.01416409
 A42013,  1.06500971
 A42015,  1.12937546
 A42021,  1.08534718
 A42023,  1.25
 A42025,  1.11686289
 A42027,  1.25
 A42029,  1.25
 A42033,  1.08579397
 A42035,  1.14350057
 A42037,  1.00630975
 A42041,  1.09017968
 A42043,  1.25
 A42047,  1.25
 A42055,  1.16580296
 A42057,  1.10086334
 A42061,  1.04729104
 A42063,  1.02525997
 A42065,  1.02525997
 A42067,  1.11624801
 A42069,  1.25
 A42071,  1.23580909
 A42075,  1.11737359
 A42079,  1.14391708
 A42081,  0.981524587
 A42083,  1.25
 A42087,  1.03717232
 A42093,  1.07945919
 A42097,  1.02127671
 A42099,  0.991190493
 A42105,  1.22993255
 A42107,  1.08412802
 A42109,  1.07414103
 A42111,  1.0721885
 A42113,  0.981404305
 A42115,  1.07315004
 A42117,  1.11151814
 A42119,  0.985254943
 A42127,  1.06994545
 A42131,  1.24516559
 A42133,  1.25
 A47091,  1.06731498
 A47163,  1.06731498
 A51001,  0.75
 A51003,  1.19578373
 A51005,  1.04486108
 A51007,  1.25
 A51009,  1.04929602
 A51011,  1.15745866
 A51013,  0.75
 A51015,  1.19709992
 A51017,  1.25
 A51019,  1.22795677
 A51021,  1.03902519
 A51023,  1.00401139
 A51025,  1.17082393
 A51027,  1.03930116
 A51029,  1.16923594
 A51031,  1.17619729
 A51033,  1.2031827
 A51035,  1.07070148
 A51036,  1.09666085
 A51037,  1.16333783
 A51041,  1.1559484
 A51043,  1.25
 A51045,  0.944906712
 A51047,  1.06021571
 A51049,  1.15272045
 A51051,  1.12993908
 A51053,  1.21968877
 A51057,  1.06580603
 A51059,  1.25
 A51061,  1.12517655
 A51063,  1.23671758
 A51065,  1.23473454
 A51067,  1.1198194
 A51069,  1.21059275
 A51071,  0.927129745
 A51073,  0.75
 A51075,  1.12495077
 A51077,  1.23154473
 A51079,  1.0891844
 A51081,  1.1914885
 A51083,  1.25
 A51085,  1.12194955
 A51087,  1.09666085
 A51089,  1.11294687
 A51091,  1.25
 A51093,  1.13589013
 A51095,  0.75
 A51097,  1.19468498
 A51099,  0.75
 A51101,  1.18380916
 A51103,  0.75
 A51105,  0.965451062
 A51107,  1.09050834
 A51109,  1.16807091
 A51111,  1.25
 A51113,  1.02071929
 A51115,  0.75
 A51117,  1.15799499
 A51119,  0.75
 A51121,  1.12709785
 A51125,  0.861802459
 A51127,  1.09666085
 A51131,  0.75
 A51133,  0.75
 A51135,  1.25
 A51137,  1.14020121
 A51139,  1.15223968
 A51141,  1.10575199
 A51143,  1.25
 A51145,  1.13004434
 A51147,  1.17541838
 A51149,  1.0898211
 A51153,  1.10620379
 A51155,  1.15322983
 A51157,  0.976843715
 A51159,  1.02906215
 A51161,  1.02199495
 A51163,  1.14476991
 A51165,  1.19062495
 A51167,  1.18910134
 A51169,  1.16305614
 A51171,  1.25
 A51173,  1.1743449
 A51175,  1.15591872
 A51177,  1.2113353
 A51179,  1.1195637
 A51181,  1.09659553
 A51183,  1.13608503
 A51185,  1.10916221
 A51187,  1.1498934
 A51191,  1.18074334
 A51193,  1.02906215
 A51195,  1.21748543
 A51197,  1.25
 A51199,  0.75
 A51510,  1.25
 A51515,  1.08288276
 A51520,  0.75
 A51530,  1.11579263
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  1.03991866
 A51590,  1.18797779
 A51595,  1.12196898
 A51600,  1.23676765
 A51610,  1.25
 A51620,  0.75
 A51630,  1.24929392
 A51640,  1.25
 A51650,  0.75
 A51660,  1.08184659
 A51670,  0.75
 A51678,  1.20193911
 A51680,  1.09739065
 A51683,  0.75
 A51685,  0.75
 A51690,  1.03474391
 A51700,  0.75
 A51710,  0.75
 A51720,  1.01288044
 A51730,  1.0898211
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.09666085
 A51770,  1.03796649
 A51775,  1.05822349
 A51790,  1.25
 A51800,  1.08966255
 A51810,  0.75
 A51820,  0.95068258
 A51830,  0.75
 A51840,  1.25
 A54003,  1.17326248
 A54023,  1.10327649
 A54027,  1.19138837
 A54031,  1.17496765
 A54037,  1.19065201
 A54057,  1.20849133
 A54063,  1.05748844
 A54065,  1.14965272
 A54071,  1.20418179
 A54077,  0.904877067
 A54093,  0.902193189
 B24001,  1.08086801
 B24021,  1.15966451
 B37005,  1.22699535
 B37009,  1.10724306
 B42001,  1.15354574
 B42009,  0.997424722
 B42015,  1.13707328
 B42027,  1.15559638
 B42035,  1.11220264
 B42041,  1.19282603
 B42043,  1.02614343
 B42055,  1.12961996
 B42079,  1.00011921
 B42081,  1.11991727
 B42119,  1.04181802
 B42131,  1.10319769
 B51003,  1.25
 B51009,  0.80241859
 B51015,  0.952557743
 B51017,  1.09823096
 B51019,  1.1757828
 B51023,  1.04639089
 B51035,  0.75
 B51061,  1.0737232
 B51067,  1.12923586
 B51071,  1.07921803
 B51077,  1.21176171
 B51079,  1.06821787
 B51091,  1.08169925
 B51105,  0.965451062
 B51113,  0.982110858
 B51125,  0.877055407
 B51139,  1.15212607
 B51141,  0.994381964
 B51157,  0.977414966
 B51161,  1.10109198
 B51163,  1.18437636
 B51165,  1.10184276
 B51167,  1.18718004
 B51169,  1.16305614
 B51171,  1.0513463
 B51173,  1.11184776
 B51185,  1.19391406
 B51187,  1.15310037
 B51191,  1.06731498
 B51195,  1.01710594
 B51197,  1.25
 B54023,  1.25
 B54031,  1.17337513
 B54057,  1.25
 B54071,  1.25
 C42009,  1.16233301
 C51015,  1.13111341
 C51071,  1.04912031
 C51165,  1.13688529
 F10005,  0.75
 F11001,  1.25
 F24001,  1.16829669
 F24003,  1.00274014
 F24005,  1.16350973
 F24009,  1.13981569
 F24013,  0.75
 F24015,  0.75
 F24017,  0.75
 F24019,  0.75
 F24021,  1.12480557
 F24023,  1.10557723
 F24025,  0.75
 F24027,  1.25
 F24029,  0.75
 F24031,  1.25
 F24033,  1.14606106
 F24035,  0.75
 F24037,  1.02196229
 F24039,  0.75
 F24041,  0.75
 F24043,  1.20553207
 F24045,  0.75
 F24510,  0.75
 F36003,  1.25
 F36007,  1.07161784
 F36015,  1.16093707
 F36025,  0.998377919
 F36101,  1.25
 F42001,  1.12728238
 F42009,  0.75
 F42011,  0.962499142
 F42013,  1.22739649
 F42021,  1.16100883
 F42027,  1.11215675
 F42033,  1.03913462
 F42035,  0.75
 F42041,  1.17380726
 F42043,  1.01821768
 F42055,  1.10383856
 F42061,  1.11624801
 F42069,  1.25
 F42071,  0.75
 F42075,  0.988785326
 F42079,  0.75
 F42081,  0.75
 F42087,  0.75
 F42097,  0.75
 F42107,  1.02786934
 F42115,  0.75
 F42117,  1.21085525
 F42119,  0.75
 F42133,  1.08218145
 F51001,  0.75
 F51003,  1.25
 F51005,  1.04611206
 F51009,  0.75
 F51011,  1.19437647
 F51013,  0.75
 F51015,  0.958945394
 F51017,  1.23720789
 F51019,  1.11579263
 F51023,  1.00917494
 F51033,  1.20695806
 F51041,  0.75
 F51043,  1.1395607
 F51045,  0.946182668
 F51053,  0.75
 F51057,  0.75
 F51059,  1.03662014
 F51061,  1.1094439
 F51069,  0.90880692
 F51071,  0.927129745
 F51079,  1.00922692
 F51085,  1.09666085
 F51087,  1.09666085
 F51091,  1.06430352
 F51095,  0.75
 F51099,  0.75
 F51101,  0.75
 F51107,  1.08244026
 F51113,  0.977890313
 F51121,  0.966894627
 F51125,  0.768827379
 F51131,  0.75
 F51137,  1.24929392
 F51139,  1.1514442
 F51145,  0.75
 F51147,  0.75
 F51149,  0.75
 F51153,  1.10620379
 F51157,  0.969862521
 F51159,  0.75
 F51161,  0.957609892
 F51163,  1.09707308
 F51165,  1.07901835
 F51171,  1.02266085
 F51177,  1.21158469
 F51179,  1.1195637
 F51181,  0.75
 F51187,  1.16882968
 F51193,  0.75
 F51199,  0.75
 F51510,  0.75
 F51530,  1.11579263
 F51540,  0.75
 F51550,  0.75
 F51580,  0.75
 F51630,  0.75
 F51650,  0.75
 F51660,  0.75
 F51670,  0.75
 F51700,  0.75
 F51710,  0.75
 F51730,  0.75
 F51735,  0.75
 F51740,  0.75
 F51760,  0.75
 F51790,  0.75
 F51800,  0.75
 F51810,  0.75
 F51820,  0.946489632
 F51830,  0.75
 F54003,  0.75
 F54023,  1.11791968
 F54027,  1.2206527
 F54031,  1.19115961
 F54037,  1.12514865
 F54057,  0.75
 F54063,  0.996813118
 F54065,  0.75
 F54071,  1.12386549
end,
