lseg, evap fac ***
 A10001,  1.248088
 A10003,  0.75
 A10005,  0.951245248
 A11001,  1.25
 A24001,  1.15272117
 A24003,  0.774821758
 A24005,  1.17747223
 A24009,  1.09482038
 A24011,  0.795111895
 A24013,  1.23128188
 A24015,  1.25
 A24017,  0.990070283
 A24019,  0.75
 A24021,  1.0256263
 A24023,  1.15575111
 A24025,  1.01490378
 A24027,  1.15785706
 A24029,  0.75
 A24031,  1.2487694
 A24033,  1.24645472
 A24035,  0.972699642
 A24037,  1.0661211
 A24039,  0.75
 A24041,  0.75
 A24043,  1.25
 A24045,  1.06084144
 A24047,  1.06361878
 A24510,  0.75
 A36003,  1.25
 A36007,  1.06451333
 A36015,  1.1959281
 A36017,  1.03481662
 A36023,  1.01089787
 A36025,  1.0113728
 A36043,  1.21815479
 A36051,  1.10111248
 A36053,  1.25
 A36065,  1.25
 A36067,  1.05465019
 A36069,  1.10111248
 A36077,  0.943999887
 A36095,  1.01145911
 A36097,  1.157076
 A36101,  1.25
 A36107,  1.03374887
 A36109,  1.03354633
 A36123,  1.10111248
 A37001,  0.75
 A37005,  1.25
 A37009,  1.17197824
 A37033,  1.14417958
 A37067,  1.24976265
 A37077,  0.75
 A37081,  1.24976265
 A37131,  1.25
 A37135,  0.75
 A37145,  1.14417958
 A37157,  1.21150649
 A37169,  1.2265352
 A37171,  1.02824509
 A37181,  0.75
 A37185,  0.75
 A37189,  0.971725941
 A42001,  1.15639305
 A42009,  1.06663775
 A42011,  0.858681023
 A42013,  1.06753504
 A42015,  1.15284228
 A42021,  1.12466633
 A42023,  1.25
 A42025,  1.17834485
 A42027,  1.25
 A42029,  1.25
 A42033,  1.09137475
 A42035,  1.19060552
 A42037,  0.954268157
 A42041,  1.0531193
 A42043,  1.25
 A42047,  1.25
 A42055,  1.17901742
 A42057,  1.10538363
 A42061,  1.01170325
 A42063,  0.968744099
 A42065,  0.968744099
 A42067,  1.18358982
 A42069,  1.25
 A42071,  1.24823833
 A42075,  1.14195907
 A42079,  1.25
 A42081,  0.942142665
 A42083,  1.25
 A42087,  0.974875212
 A42093,  1.09088707
 A42097,  0.993277788
 A42099,  0.984774947
 A42105,  1.25
 A42107,  1.10313296
 A42109,  1.06922495
 A42111,  1.08953333
 A42113,  0.972254336
 A42115,  1.077631
 A42117,  1.10656154
 A42119,  0.851681769
 A42127,  1.06774402
 A42131,  1.25
 A42133,  1.25
 A47091,  1.03636491
 A47163,  1.03636491
 A51001,  0.75
 A51003,  1.17236722
 A51005,  1.0334549
 A51007,  1.21023703
 A51009,  1.06475914
 A51011,  1.10694289
 A51013,  0.75
 A51015,  1.25
 A51017,  1.25
 A51019,  1.23854053
 A51021,  1.01419175
 A51023,  0.958100557
 A51025,  1.13421381
 A51027,  1.02897906
 A51029,  1.1095494
 A51031,  1.12215185
 A51033,  1.17053115
 A51035,  1.00156069
 A51036,  1.07767892
 A51037,  1.08072186
 A51041,  1.25
 A51043,  1.25
 A51045,  0.93515414
 A51047,  1.10721898
 A51049,  1.12617886
 A51051,  1.09745002
 A51053,  1.16739392
 A51057,  1.02263272
 A51059,  1.25
 A51061,  1.12597585
 A51063,  1.25
 A51065,  1.25
 A51067,  1.06784785
 A51069,  1.25
 A51071,  0.900181055
 A51073,  0.75
 A51075,  1.1160419
 A51077,  1.25
 A51079,  1.07120728
 A51081,  1.19876242
 A51083,  1.25
 A51085,  1.07585919
 A51087,  1.07767892
 A51089,  1.05622864
 A51091,  1.25
 A51093,  1.16763961
 A51095,  0.75
 A51097,  1.15314019
 A51099,  0.75
 A51101,  1.12744689
 A51103,  0.75
 A51105,  0.870094895
 A51107,  1.05977154
 A51109,  1.148229
 A51111,  1.22111166
 A51113,  1.00708997
 A51115,  0.75
 A51117,  1.03041482
 A51119,  0.75
 A51121,  1.11363852
 A51125,  0.821524978
 A51127,  1.07767892
 A51131,  0.75
 A51133,  0.75
 A51135,  1.20735812
 A51137,  1.21477723
 A51139,  1.14669788
 A51141,  1.10081875
 A51143,  1.18533921
 A51145,  1.08650589
 A51147,  1.16647518
 A51149,  1.06918108
 A51153,  1.08868158
 A51155,  1.21743762
 A51157,  0.916643441
 A51159,  0.988402784
 A51161,  0.981195748
 A51163,  1.21703863
 A51165,  1.25
 A51167,  1.21838605
 A51169,  1.14922535
 A51171,  1.25
 A51173,  1.18993068
 A51175,  1.17699599
 A51177,  1.19670272
 A51179,  1.07742262
 A51181,  1.0833503
 A51183,  1.11685443
 A51185,  1.07509661
 A51187,  1.13282895
 A51191,  1.21663857
 A51193,  0.988402784
 A51195,  1.25
 A51197,  1.25
 A51199,  0.75
 A51510,  1.25
 A51515,  0.911758125
 A51520,  0.75
 A51530,  1.18380439
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  0.96113652
 A51590,  1.10476923
 A51595,  0.972284436
 A51600,  1.25
 A51610,  1.25
 A51620,  0.75
 A51630,  1.25
 A51640,  1.25
 A51650,  0.75
 A51660,  1.03319848
 A51670,  0.75
 A51678,  1.25
 A51680,  1.1273371
 A51683,  0.75
 A51685,  0.75
 A51690,  0.854712963
 A51700,  0.75
 A51710,  0.75
 A51720,  0.934334099
 A51730,  1.06918108
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.07767892
 A51770,  0.949942946
 A51775,  1.00559342
 A51790,  1.25
 A51800,  1.08154392
 A51810,  0.75
 A51820,  0.830592096
 A51830,  0.75
 A51840,  1.25
 A54003,  1.13023055
 A54023,  1.07310319
 A54027,  1.19484997
 A54031,  1.1599052
 A54037,  1.18769753
 A54057,  1.25
 A54063,  1.08916414
 A54065,  1.09463704
 A54071,  1.25
 A54077,  0.75
 A54093,  0.75
 B24001,  1.08028102
 B24021,  1.14529014
 B37005,  1.25
 B37009,  1.12776959
 B42001,  1.15456009
 B42009,  0.962104797
 B42015,  1.17402565
 B42027,  1.19913578
 B42035,  1.15456522
 B42041,  1.25
 B42043,  0.946102023
 B42055,  1.12442517
 B42079,  0.951070011
 B42081,  1.18683124
 B42119,  0.986518502
 B42131,  1.19265437
 B51003,  1.25
 B51009,  0.75
 B51015,  0.827212751
 B51017,  1.09731829
 B51019,  1.12245655
 B51023,  1.00144494
 B51035,  0.75
 B51061,  1.01658642
 B51067,  1.11914957
 B51071,  1.15024066
 B51077,  1.25
 B51079,  1.02449405
 B51091,  1.05644214
 B51105,  0.870094895
 B51113,  0.924358368
 B51125,  0.862914562
 B51139,  1.14641964
 B51141,  0.895018578
 B51157,  0.917833209
 B51161,  1.03784299
 B51163,  1.25
 B51165,  1.09835374
 B51167,  1.21319497
 B51169,  1.14922535
 B51171,  0.992098749
 B51173,  1.08771825
 B51185,  1.23145032
 B51187,  1.14165318
 B51191,  1.03636491
 B51195,  0.940142274
 B51197,  1.25
 B54023,  1.25
 B54031,  1.16995561
