lseg, evap fac ***
 A10001,  1.25
 A10003,  0.75
 A10005,  1.00639081
 A11001,  1.25
 A24001,  1.16961479
 A24003,  1.04084432
 A24005,  1.19170439
 A24009,  1.13924575
 A24011,  1.03223276
 A24013,  1.24266982
 A24015,  1.25
 A24017,  1.04721475
 A24019,  0.75
 A24021,  1.11713934
 A24023,  1.08999574
 A24025,  1.05923104
 A24027,  1.17002058
 A24029,  0.75
 A24031,  1.25
 A24033,  1.23382509
 A24035,  1.02994955
 A24037,  1.12757373
 A24039,  0.75
 A24041,  0.75
 A24043,  1.20871627
 A24045,  1.07098055
 A24047,  1.07218516
 A24510,  0.75
 A36003,  1.25
 A36007,  1.05576336
 A36015,  1.13371205
 A36017,  1.05102456
 A36023,  1.03386295
 A36025,  1.00247741
 A36043,  1.05627632
 A36051,  1.17473197
 A36053,  1.14018857
 A36065,  1.1522795
 A36067,  1.04053128
 A36069,  1.17473197
 A36077,  0.984737694
 A36095,  1.00170624
 A36097,  1.18441474
 A36101,  1.20779276
 A36107,  1.05589008
 A36109,  1.05581176
 A36123,  1.17473197
 A37001,  0.75
 A37005,  1.18179595
 A37009,  1.110816
 A37033,  1.19343317
 A37067,  1.23207855
 A37077,  0.75
 A37081,  1.23207855
 A37131,  1.19118977
 A37135,  0.75
 A37145,  1.19343317
 A37157,  1.20776474
 A37169,  1.195189
 A37171,  1.07903981
 A37181,  0.75
 A37185,  0.75
 A37189,  1.03438163
 A42001,  1.14861679
 A42009,  1.04989183
 A42011,  1.03239822
 A42013,  1.06092167
 A42015,  1.11340272
 A42021,  1.07288158
 A42023,  1.25
 A42025,  1.10122788
 A42027,  1.25
 A42029,  1.25
 A42033,  1.07685137
 A42035,  1.12225533
 A42037,  1.01357877
 A42041,  1.09094369
 A42043,  1.22225845
 A42047,  1.24244952
 A42055,  1.1508956
 A42057,  1.09962404
 A42061,  1.05538094
 A42063,  1.03123665
 A42065,  1.03123665
 A42067,  1.10122204
 A42069,  1.25
 A42071,  1.1986016
 A42075,  1.09805369
 A42079,  1.11332929
 A42081,  0.995705247
 A42083,  1.25
 A42087,  1.05160081
 A42093,  1.06920433
 A42097,  1.02592838
 A42099,  0.99961561
 A42105,  1.19005549
 A42107,  1.07239842
 A42109,  1.07496738
 A42111,  1.06695151
 A42113,  0.988068938
 A42115,  1.06922984
 A42117,  1.10706687
 A42119,  1.01826096
 A42127,  1.068694
 A42131,  1.18881595
 A42133,  1.25
 A47091,  1.06891596
 A47163,  1.06891596
 A51001,  0.75
 A51003,  1.19648564
 A51005,  1.05252457
 A51007,  1.25
 A51009,  1.0415628
 A51011,  1.16064632
 A51013,  0.75
 A51015,  1.17033362
 A51017,  1.25
 A51019,  1.21432292
 A51021,  1.04954529
 A51023,  1.02652287
 A51025,  1.17975414
 A51027,  1.04789793
 A51029,  1.17209959
 A51031,  1.17188478
 A51033,  1.21848571
 A51035,  1.07791042
 A51036,  1.10762751
 A51037,  1.16762269
 A51041,  1.1391871
 A51043,  1.25
 A51045,  0.959821284
 A51047,  1.06089604
 A51049,  1.16034961
 A51051,  1.1293149
 A51053,  1.21716607
 A51057,  1.07593119
 A51059,  1.25
 A51061,  1.13045943
 A51063,  1.21041644
 A51065,  1.21432555
 A51067,  1.12257051
 A51069,  1.20433152
 A51071,  0.945299327
 A51073,  0.75
 A51075,  1.13051379
 A51077,  1.18558323
 A51079,  1.09769619
 A51081,  1.19306242
 A51083,  1.25
 A51085,  1.13519418
 A51087,  1.10762751
 A51089,  1.11541557
 A51091,  1.22976339
 A51093,  1.13872993
 A51095,  0.75
 A51097,  1.21141064
 A51099,  0.75
 A51101,  1.2022301
 A51103,  0.75
 A51105,  0.992966354
 A51107,  1.10507607
 A51109,  1.17871237
 A51111,  1.25
 A51113,  1.02812648
 A51115,  0.75
 A51117,  1.17422712
 A51119,  0.75
 A51121,  1.13262832
 A51125,  0.888898134
 A51127,  1.10762751
 A51131,  0.75
 A51133,  0.75
 A51135,  1.25
 A51137,  1.12932277
 A51139,  1.14856863
 A51141,  1.10168707
 A51143,  1.25
 A51145,  1.14177418
 A51147,  1.17887843
 A51149,  1.10505736
 A51153,  1.10731006
 A51155,  1.13709331
 A51157,  1.00028884
 A51159,  1.03986728
 A51161,  1.04493678
 A51163,  1.13059735
 A51165,  1.17765093
 A51167,  1.16986513
 A51169,  1.15026248
 A51171,  1.25
 A51173,  1.15679753
 A51175,  1.15688598
 A51177,  1.22372246
 A51179,  1.13243866
 A51181,  1.11003566
 A51183,  1.14426744
 A51185,  1.10921073
 A51187,  1.15113974
 A51191,  1.15926337
 A51193,  1.03986728
 A51195,  1.18654072
 A51197,  1.2367171
 A51199,  0.75
 A51510,  1.25
 A51515,  1.10833049
 A51520,  0.75
 A51530,  1.1072607
 A51540,  1.25
 A51550,  0.75
 A51570,  0.75
 A51580,  1.05678403
 A51590,  1.17975688
 A51595,  1.14553034
 A51600,  1.20832205
 A51610,  1.25
 A51620,  0.75
 A51630,  1.1955744
 A51640,  1.21423471
 A51650,  0.75
 A51660,  1.09205389
 A51670,  0.75
 A51678,  1.17172253
 A51680,  1.09471345
 A51683,  0.75
 A51685,  0.75
 A51690,  1.06235003
 A51700,  0.75
 A51710,  0.75
 A51720,  1.03140783
 A51730,  1.10505736
 A51735,  0.75
 A51740,  0.75
 A51750,  0.75
 A51760,  1.10762751
 A51770,  1.06247103
 A51775,  1.07727456
 A51790,  1.25
 A51800,  1.11036623
 A51810,  0.75
 A51820,  0.984461665
 A51830,  0.75
 A51840,  1.25
 A54003,  1.18017578
 A54023,  1.10455179
 A54027,  1.19262147
 A54031,  1.18356144
 A54037,  1.19116688
 A54057,  1.18299305
 A54063,  1.05855906
 A54065,  1.15898585
 A54071,  1.19816852
 A54077,  0.942289829
 A54093,  0.945498466
 B24001,  1.07692218
 B24021,  1.15502584
 B37005,  1.18194139
 B37009,  1.09302795
 B42001,  1.14834416
 B42009,  1.01078403
 B42015,  1.11768055
 B42027,  1.12966919
 B42035,  1.09937656
 B42041,  1.16419828
 B42043,  1.03559875
 B42055,  1.12234557
 B42079,  1.0076201
 B42081,  1.10382783
 B42119,  1.0545435
 B42131,  1.08642435
 B51003,  1.25
 B51009,  0.858404875
 B51015,  0.986561537
 B51017,  1.1016748
 B51019,  1.1756438
 B51023,  1.06026328
 B51035,  0.75
 B51061,  1.09142506
 B51067,  1.1247189
 B51071,  1.07532394
 B51077,  1.17265773
 B51079,  1.0828675
 B51091,  1.08942926
 B51105,  0.992966354
 B51113,  1.00134182
 B51125,  0.899729848
 B51139,  1.14847612
 B51141,  1.01698565
 B51157,  1.0007211
 B51161,  1.114218
 B51163,  1.1581136
 B51165,  1.11807501
 B51167,  1.16842306
 B51169,  1.15026248
 B51171,  1.08366668
 B51173,  1.1062901
 B51185,  1.17347431
 B51187,  1.15264666
 B51191,  1.06891596
 B51195,  1.03481042
 B51197,  1.21423471
 B54023,  1.25
 B54031,  1.17583048
 B54057,  1.25
 B54071,  1.24335432
 C42009,  1.15508556
 C51015,  1.11910093
 C51071,  1.05472374
 C51165,  1.13683283
 F10005,  0.75
 F11001,  1.25
 F24001,  1.16481924
 F24003,  1.04084432
 F24005,  1.15187466
 F24009,  1.13924575
 F24013,  0.75
 F24015,  0.75
 F24017,  0.75
 F24019,  0.75
 F24021,  1.13044453
 F24023,  1.1020453
 F24025,  0.75
 F24027,  1.21264267
 F24029,  0.75
 F24031,  1.24346113
 F24033,  1.14925003
 F24035,  0.75
 F24037,  1.05517614
 F24039,  0.75
 F24041,  0.75
 F24043,  1.18812311
 F24045,  0.75
 F24510,  0.75
 F36003,  1.25
 F36007,  1.06326139
 F36015,  1.14366853
 F36025,  1.00170624
 F36101,  1.25
 F42001,  1.12970555
 F42009,  0.75
 F42011,  0.989588022
 F42013,  1.16786778
 F42021,  1.12412
 F42027,  1.09934843
 F42033,  1.04763007
 F42035,  0.75
 F42041,  1.15077519
 F42043,  1.02941811
 F42055,  1.10283601
 F42061,  1.10122204
 F42069,  1.25
 F42071,  0.75
 F42075,  1.00814617
 F42079,  0.75
 F42081,  0.75
 F42087,  0.75
 F42097,  0.75
 F42107,  1.03292096
 F42115,  0.75
 F42117,  1.18658674
 F42119,  0.75
 F42133,  1.07893491
 F51001,  0.75
 F51003,  1.25
 F51005,  1.05349767
 F51009,  0.813852251
 F51011,  1.19162714
 F51013,  0.75
 F51015,  0.989615738
 F51017,  1.21228671
 F51019,  1.1072607
 F51023,  1.02404296
 F51033,  1.22093236
 F51041,  0.75
 F51043,  1.14563358
 F51045,  0.96087271
 F51053,  0.75
 F51057,  0.75
 F51059,  1.07393849
 F51061,  1.12368524
 F51069,  0.974241018
 F51071,  0.945299327
 F51079,  1.03068852
 F51085,  1.10762751
 F51087,  1.10762751
 F51091,  1.08255601
 F51095,  0.75
 F51099,  0.75
 F51101,  0.75
 F51107,  1.10022211
 F51113,  0.997856975
 F51121,  0.9782722
 F51125,  0.823532879
 F51131,  0.75
 F51137,  1.1955744
 F51139,  1.14808667
 F51145,  0.75
 F51147,  0.75
 F51149,  0.75
 F51153,  1.10731006
 F51157,  0.994991958
 F51159,  0.75
 F51161,  0.988253355
 F51163,  1.09472036
 F51165,  1.09885728
 F51171,  1.06150687
 F51177,  1.22388124
 F51179,  1.13243866
 F51181,  0.75
 F51187,  1.16245246
 F51193,  0.75
 F51199,  0.75
 F51510,  0.75
 F51530,  1.1072607
 F51540,  0.75
 F51550,  0.75
 F51580,  0.75
 F51630,  0.75
 F51650,  0.75
 F51660,  0.75
 F51670,  0.75
 F51700,  0.75
 F51710,  0.75
 F51730,  0.75
 F51735,  0.75
 F51740,  0.75
 F51760,  0.75
 F51790,  0.75
 F51800,  0.75
 F51810,  0.75
 F51820,  0.982593358
 F51830,  0.75
 F54003,  0.75
 F54023,  1.13168967
 F54027,  1.21981275
 F54031,  1.19657755
 F54037,  1.13513482
 F54057,  0.75
 F54063,  1.01148176
 F54065,  0.75
