 seg ,TOTN,TOTP
JA1_7600_7570,    0.9753,    0.4782
JA2_7410_7470,    0.9753,    0.9231
JA2_7570_7480,    0.9753,    0.9231
JA1_7640_7280,    0.9753,    0.9231
JA2_7550_7280,    0.9753,    0.9231
JA4_7280_7340,    0.9753,    0.9231
JA4_7340_7470,    0.9753,    0.9231
JA4_7470_7480,    0.9753,    0.9231
JA5_7480_0001,    0.9753,    0.9231
