 seg ,TOTN,TOTP
OR2_8450_8490, -999.0000, -999.0000
OD2_8920_8830, -999.0000, -999.0000
OD3_8340_8520, -999.0000, -999.0000
OR5_7910_8410, -999.0000, -999.0000
OD2_8830_8710, -999.0000, -999.0000
OD2_8670_8890, -999.0000, -999.0000
OD3_8520_8621, -999.0000, -999.0000
OR2_7670_7840, -999.0000, -999.0000
OR1_7700_7980, -999.0000, -999.0000
OD3_8710_8470, -999.0000, -999.0000
OD5_8940_8780, -999.0000, -999.0000
OD2_8560_8630, -999.0000, -999.0000
OR2_7610_7780, -999.0000, -999.0000
OD5_8890_8770, -999.0000, -999.0000
OD3_8850_8931,    0.2858,    1.0184
OR2_7840_7970, -999.0000, -999.0000
OR5_7980_8200, -999.0000, -999.0000
OD3_8630_8720, -999.0000, -999.0000
OD1_9270_9110, -999.0000, -999.0000
OR2_7650_8070, -999.0000, -999.0000
OR2_7780_7890, -999.0000, -999.0000
OR1_8320_8271,    0.7818,    2.1517
OD3_8720_8900, -999.0000, -999.0000
OD1_8910_8930,    0.4501,    1.1375
OD3_8930_8931, -999.0000, -999.0000
OR2_8070_8120, -999.0000, -999.0000
OR2_8460_8271, -999.0000, -999.0000
OR1_8280_8020, -999.0000, -999.0000
OD2_8840_9020, -999.0000, -999.0000
OD3_9020_9110, -999.0000, -999.0000
OR2_8020_8130, -999.0000, -999.0000
OR2_8130_7900, -999.0000, -999.0000
OR2_7900_7740, -999.0000, -999.0000
OD3_8931_9140, -999.0000, -999.0000
OD4_9110_9140, -999.0000, -999.0000
OD4_9140_8990, -999.0000, -999.0000
OR3_7740_8271, -999.0000, -999.0000
OR4_8271_8120, -999.0000, -999.0000
OR4_8120_7890, -999.0000, -999.0000
OR5_7890_7970, -999.0000, -999.0000
OD4_8990_8900, -999.0000, -999.0000
OD5_8900_8770, -999.0000, -999.0000
OD5_8770_8780, -999.0000, -999.0000
OD5_8780_8660, -999.0000, -999.0000
OR5_7970_8200, -999.0000, -999.0000
OD6_8660_8621, -999.0000, -999.0000
OD6_8621_8470, -999.0000, -999.0000
OR5_8200_8370, -999.0000, -999.0000
OR5_8370_8410, -999.0000, -999.0000
OR5_8410_8470, -999.0000, -999.0000
OR7_8470_8490, -999.0000, -999.0000
