 A51027  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51013,2000,  39.5339,   1.0162,   2.1033,   3.3759,   2.8308,   0.4722,   0.4368,   0.1476
A51013,2001,  39.6851,   1.0404,   2.9751,   3.3759,   2.8308,   0.4707,   0.4354,   0.1471
A51013,2002,  38.3995,   1.0247,   2.4016,   3.3759,   2.8308,   0.4440,   0.4107,   0.1387
A51013,2003,  65.7147,   1.4302,   4.0861,   3.3759,   2.8308,   0.7643,   0.7070,   0.2388
A51013,2004,  43.4681,   1.2065,   3.2467,   3.3759,   2.8308,   0.5034,   0.4657,   0.1573
A51013,2005,  46.5270,   1.1791,   2.2592,   3.3759,   2.8308,   0.5337,   0.4937,   0.1668
A51013,   1,   3.3074,   0.0760,   0.1353,   0.1723,   0.1682,   0.0300,   0.0277,   0.0094
A51013,   2,   2.7917,   0.0659,   0.1232,   0.1758,   0.0974,   0.0253,   0.0234,   0.0079
A51013,   3,   4.1918,   0.1279,   0.2744,   0.2262,   0.2008,   0.0380,   0.0351,   0.0119
A51013,   4,   3.1625,   0.0991,   0.3395,   0.3047,   0.2864,   0.0573,   0.0530,   0.0179
A51013,   5,   4.2717,   0.1154,   0.3444,   0.3716,   0.2559,   0.0774,   0.0716,   0.0242
A51013,   6,   3.4434,   0.0750,   0.3083,   0.3760,   0.3354,   0.0624,   0.0577,   0.0195
A51013,   7,   4.3255,   0.0952,   0.3265,   0.3433,   0.3094,   0.0392,   0.0363,   0.0123
A51013,   8,   3.5890,   0.0815,   0.2367,   0.3677,   0.3227,   0.0325,   0.0301,   0.0102
A51013,   9,   4.1228,   0.0935,   0.1828,   0.4222,   0.2607,   0.0374,   0.0346,   0.0117
A51013,  10,   3.3904,   0.0724,   0.1674,   0.3077,   0.2532,   0.0307,   0.0284,   0.0096
A51013,  11,   3.5587,   0.0676,   0.1530,   0.1482,   0.1928,   0.0323,   0.0298,   0.0101
A51013,  12,   3.1547,   0.0965,   0.1097,   0.1601,   0.1479,   0.0286,   0.0265,   0.0089
 A51013, -0.0288824588, -0.00706947362
 B51061  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
B51061,1984,  49.7224,   0.8998,   1.5086,   2.4891,   1.7745,   0.5519,   0.5105,   0.1725
B51061,1985,  37.0837,   0.7864,   1.1644,   2.4891,   1.7745,   0.4056,   0.3752,   0.1268
B51061,1986,  35.0260,   0.9988,   1.5313,   2.4891,   1.7745,   0.3846,   0.3558,   0.1202
B51061,1987,  41.1292,   0.9715,   1.4260,   2.4891,   1.7745,   0.4923,   0.4553,   0.1538
B51061,1988,  35.1497,   0.9239,   1.3352,   2.4891,   1.7745,   0.4329,   0.4005,   0.1353
B51061,1989,  43.4087,   1.0354,   1.9904,   2.4891,   1.7745,   0.5498,   0.5086,   0.1718
B51061,1990,  48.3490,   0.9737,   1.8164,   2.4891,   1.7745,   0.5461,   0.5051,   0.1707
B51061,1991,  29.7147,   0.7000,   1.1091,   2.4891,   1.7745,   0.3200,   0.2960,   0.1000
B51061,1992,  46.4338,   0.9112,   1.4157,   2.4891,   1.7745,   0.5264,   0.4870,   0.1645
B51061,1993,  44.8434,   1.0563,   1.6440,   2.4891,   1.7745,   0.5136,   0.4751,   0.1605
B51061,1994,  46.6849,   1.1120,   1.7988,   2.4891,   1.7745,   0.5077,   0.4696,   0.1586
B51061,1995,  43.2157,   1.1502,   1.6401,   2.4891,   1.7745,   0.5111,   0.4728,   0.1597
B51061,1996,  60.1552,   1.5910,   1.9797,   2.4891,   1.7745,   0.6771,   0.6263,   0.2116
B51061,1997,  37.7960,   1.0407,   1.3696,   2.4891,   1.7745,   0.4112,   0.3804,   0.1285
B51061,1998,  43.2396,   1.1475,   1.6134,   2.4891,   1.7745,   0.5305,   0.4907,   0.1658
B51061,1999,  43.2995,   1.1053,   1.4633,   2.4891,   1.7745,   0.4530,   0.4191,   0.1416
B51061,2000,  40.0546,   1.0364,   1.3808,   2.4891,   1.7745,   0.4784,   0.4426,   0.1495
B51061,2001,  36.4371,   1.0169,   1.5410,   2.4891,   1.7745,   0.4214,   0.3898,   0.1317
B51061,2002,  41.2641,   1.1930,   1.7648,   2.4891,   1.7745,   0.4905,   0.4537,   0.1533
B51061,2003,  61.4387,   1.2979,   2.0077,   2.4891,   1.7745,   0.7213,   0.6672,   0.2254
B51061,2004,  49.8226,   1.0938,   1.7308,   2.4891,   1.7745,   0.6093,   0.5636,   0.1904
B51061,2005,  43.7067,   1.0167,   1.5516,   2.4891,   1.7745,   0.4978,   0.4605,   0.1556
B51061,   1,   3.1619,   0.0700,   0.0864,   0.1657,   0.0507,   0.0287,   0.0265,   0.0090
B51061,   2,   2.5166,   0.0552,   0.0658,   0.1602,   0.0437,   0.0228,   0.0211,   0.0071
B51061,   3,   3.9110,   0.1096,   0.1421,   0.1895,   0.1077,   0.0355,   0.0328,   0.0111
B51061,   4,   3.4649,   0.1056,   0.2122,   0.2362,   0.1775,   0.0628,   0.0581,   0.0196
B51061,   5,   4.5073,   0.1447,   0.2214,   0.2423,   0.1920,   0.0817,   0.0756,   0.0255
B51061,   6,   3.8073,   0.1047,   0.2078,   0.2029,   0.2655,   0.0690,   0.0638,   0.0216
B51061,   7,   4.1138,   0.1015,   0.1641,   0.2423,   0.2954,   0.0373,   0.0345,   0.0117
B51061,   8,   3.6806,   0.0843,   0.1452,   0.2320,   0.2187,   0.0334,   0.0309,   0.0104
B51061,   9,   4.6466,   0.0783,   0.1048,   0.2817,   0.1637,   0.0421,   0.0390,   0.0132
B51061,  10,   3.1365,   0.0600,   0.0900,   0.2343,   0.1123,   0.0284,   0.0263,   0.0089
B51061,  11,   3.6759,   0.0604,   0.0824,   0.1240,   0.1193,   0.0333,   0.0308,   0.0104
B51061,  12,   2.9220,   0.0738,   0.0589,   0.1781,   0.0280,   0.0265,   0.0245,   0.0083
 B51061, -0.0230772793,  0.00115058757
 A24013  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A24013,1984,  47.3985,   1.1433,   2.3200,   2.5801,   3.5215,   0.5407,   0.5001,   0.1690
A24013,1985,  38.1064,   0.9298,   1.6446,   2.5801,   3.5215,   0.4275,   0.3955,   0.1336
A24013,1986,  35.7940,   1.0755,   1.9840,   2.5801,   3.5215,   0.3817,   0.3531,   0.1193
A24013,1987,  41.6300,   1.1616,   2.0675,   2.5801,   3.5215,   0.4756,   0.4400,   0.1486
A24013,1988,  36.5436,   1.1886,   1.7553,   2.5801,   3.5215,   0.4286,   0.3965,   0.1339
A24013,1989,  45.0028,   1.4042,   2.6809,   2.5801,   3.5215,   0.5673,   0.5247,   0.1773
A24013,1990,  45.6459,   1.2741,   2.2821,   2.5801,   3.5215,   0.5322,   0.4923,   0.1663
A24013,1991,  35.1106,   1.1397,   1.8539,   2.5801,   3.5215,   0.3689,   0.3413,   0.1153
A24013,1992,  42.5624,   1.4544,   2.2622,   2.5801,   3.5215,   0.4671,   0.4321,   0.1460
A24013,1993,  55.4855,   1.8586,   2.8564,   2.5801,   3.5215,   0.6284,   0.5812,   0.1964
A24013,1994,  46.0998,   1.5905,   2.4975,   2.5801,   3.5215,   0.5043,   0.4665,   0.1576
A24013,1995,  41.5026,   1.2133,   1.9758,   2.5801,   3.5215,   0.4708,   0.4355,   0.1471
A24013,1996,  66.3060,   2.0737,   3.2777,   2.5801,   3.5215,   0.7600,   0.7030,   0.2375
A24013,1997,  34.1415,   1.2851,   1.5635,   2.5801,   3.5215,   0.3652,   0.3378,   0.1141
A24013,1998,  44.9432,   1.8626,   2.1222,   2.5801,   3.5215,   0.5446,   0.5038,   0.1702
A24013,1999,  43.6182,   1.5396,   2.0680,   2.5801,   3.5215,   0.4633,   0.4285,   0.1448
A24013,2000,  42.4419,   1.4069,   1.8070,   2.5801,   3.5215,   0.5001,   0.4626,   0.1563
A24013,2001,  31.7754,   1.1162,   1.7844,   2.5801,   3.5215,   0.3728,   0.3448,   0.1165
A24013,2002,  42.9074,   1.4514,   2.1357,   2.5801,   3.5215,   0.4821,   0.4460,   0.1507
A24013,2003,  60.1505,   1.8244,   3.2184,   2.5801,   3.5215,   0.6957,   0.6435,   0.2174
A24013,2004,  49.4285,   1.5655,   2.7716,   2.5801,   3.5215,   0.5861,   0.5421,   0.1832
A24013,2005,  45.4620,   1.3753,   2.1888,   2.5801,   3.5215,   0.4991,   0.4617,   0.1560
A24013,   1,   3.4376,   0.1018,   0.1459,   0.1297,   0.0682,   0.0312,   0.0288,   0.0097
A24013,   2,   2.6499,   0.0822,   0.1184,   0.1387,   0.0654,   0.0240,   0.0222,   0.0075
A24013,   3,   4.0245,   0.1574,   0.2075,   0.1545,   0.2182,   0.0365,   0.0337,   0.0114
A24013,   4,   3.3403,   0.1427,   0.2978,   0.2205,   0.5009,   0.0606,   0.0560,   0.0189
A24013,   5,   4.4168,   0.1605,   0.2881,   0.2916,   0.4125,   0.0801,   0.0741,   0.0250
A24013,   6,   3.5294,   0.1163,   0.2445,   0.2892,   0.5705,   0.0640,   0.0592,   0.0200
A24013,   7,   4.2047,   0.1408,   0.1948,   0.2714,   0.5060,   0.0381,   0.0353,   0.0119
A24013,   8,   3.6738,   0.1108,   0.1603,   0.2834,   0.4008,   0.0333,   0.0308,   0.0104
A24013,   9,   4.4280,   0.1273,   0.1642,   0.3182,   0.2885,   0.0401,   0.0371,   0.0125
A24013,  10,   3.4480,   0.0813,   0.1426,   0.2206,   0.2451,   0.0313,   0.0289,   0.0098
A24013,  11,   3.7738,   0.0862,   0.1638,   0.1197,   0.1828,   0.0342,   0.0316,   0.0107
A24013,  12,   3.2575,   0.0988,   0.1046,   0.1425,   0.0626,   0.0295,   0.0273,   0.0092
 A24013, -0.0251007807,  0.00237346953
 A24021  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A24021,1984,  47.1725,   1.1585,   2.4021,   2.4004,   3.2384,   0.5346,   0.4945,   0.1671
A24021,1985,  36.7437,   0.8955,   1.6230,   2.4004,   3.2384,   0.4053,   0.3749,   0.1266
A24021,1986,  33.1733,   1.0407,   2.0026,   2.4004,   3.2384,   0.3577,   0.3309,   0.1118
A24021,1987,  39.7846,   1.1244,   2.0838,   2.4004,   3.2384,   0.4561,   0.4219,   0.1425
A24021,1988,  35.5613,   1.1400,   1.7931,   2.4004,   3.2384,   0.4308,   0.3985,   0.1346
A24021,1989,  41.0374,   1.3394,   2.7177,   2.4004,   3.2384,   0.5203,   0.4813,   0.1626
A24021,1990,  44.2237,   1.2333,   2.3252,   2.4004,   3.2384,   0.5067,   0.4687,   0.1583
A24021,1991,  33.2562,   1.1128,   1.9400,   2.4004,   3.2384,   0.3527,   0.3263,   0.1102
A24021,1992,  42.9474,   1.3748,   2.2571,   2.4004,   3.2384,   0.4787,   0.4428,   0.1496
A24021,1993,  49.6985,   1.7049,   2.7170,   2.4004,   3.2384,   0.5612,   0.5191,   0.1754
A24021,1994,  45.1678,   1.5845,   2.7025,   2.4004,   3.2384,   0.4923,   0.4553,   0.1538
A24021,1995,  36.7179,   1.1065,   1.8659,   2.4004,   3.2384,   0.4215,   0.3899,   0.1317
A24021,1996,  67.5375,   2.1863,   3.5353,   2.4004,   3.2384,   0.7662,   0.7087,   0.2394
A24021,1997,  33.9230,   1.2987,   1.6787,   2.4004,   3.2384,   0.3588,   0.3319,   0.1121
A24021,1998,  43.4230,   1.8114,   2.2538,   2.4004,   3.2384,   0.5241,   0.4847,   0.1638
A24021,1999,  42.8338,   1.4420,   2.1109,   2.4004,   3.2384,   0.4493,   0.4156,   0.1404
A24021,2000,  42.1955,   1.3663,   1.8268,   2.4004,   3.2384,   0.4926,   0.4557,   0.1540
A24021,2001,  32.6561,   1.1423,   1.9249,   2.4004,   3.2384,   0.3775,   0.3492,   0.1180
A24021,2002,  40.6340,   1.3943,   2.1548,   2.4004,   3.2384,   0.4536,   0.4196,   0.1417
A24021,2003,  61.3659,   1.8564,   3.4339,   2.4004,   3.2384,   0.7136,   0.6601,   0.2230
A24021,2004,  47.2321,   1.5538,   2.7896,   2.4004,   3.2384,   0.5659,   0.5235,   0.1768
A24021,2005,  42.4474,   1.3133,   2.2150,   2.4004,   3.2384,   0.4681,   0.4330,   0.1463
A24021,   1,   3.3673,   0.0959,   0.1592,   0.1213,   0.0675,   0.0305,   0.0282,   0.0095
A24021,   2,   2.6904,   0.0917,   0.1342,   0.1257,   0.0591,   0.0244,   0.0226,   0.0076
A24021,   3,   3.9466,   0.1612,   0.2223,   0.1325,   0.2110,   0.0358,   0.0331,   0.0112
A24021,   4,   3.1784,   0.1359,   0.2950,   0.2146,   0.3988,   0.0576,   0.0533,   0.0180
A24021,   5,   4.3066,   0.1614,   0.2860,   0.2727,   0.3423,   0.0781,   0.0722,   0.0244
A24021,   6,   3.3936,   0.1120,   0.2430,   0.2802,   0.5293,   0.0615,   0.0569,   0.0192
A24021,   7,   4.0981,   0.1360,   0.1993,   0.2704,   0.4800,   0.0371,   0.0344,   0.0116
A24021,   8,   3.4355,   0.1065,   0.1627,   0.2542,   0.3974,   0.0311,   0.0288,   0.0097
A24021,   9,   4.2542,   0.1074,   0.1668,   0.2986,   0.2816,   0.0386,   0.0357,   0.0121
A24021,  10,   3.2575,   0.0779,   0.1426,   0.2033,   0.2406,   0.0295,   0.0273,   0.0092
A24021,  11,   3.6543,   0.0874,   0.1691,   0.1057,   0.1659,   0.0331,   0.0306,   0.0104
A24021,  12,   3.1326,   0.0984,   0.1087,   0.1214,   0.0648,   0.0284,   0.0263,   0.0089
 A24021, -0.0254432932,  0.000614490942
 A51047  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A51047,1984,  45.7722,   0.7703,   1.4020,   2.2578,   1.6953,   0.5122,   0.4738,   0.1601
A51047,1985,  42.1381,   0.8011,   1.2947,   2.2578,   1.6953,   0.4622,   0.4275,   0.1444
A51047,1986,  33.7016,   0.8902,   1.4257,   2.2578,   1.6953,   0.3573,   0.3305,   0.1117
A51047,1987,  44.6130,   1.0248,   1.4846,   2.2578,   1.6953,   0.5305,   0.4907,   0.1658
A51047,1988,  32.7054,   0.8380,   1.2860,   2.2578,   1.6953,   0.3896,   0.3604,   0.1217
A51047,1989,  46.7034,   0.9679,   2.2203,   2.2578,   1.6953,   0.5900,   0.5457,   0.1844
A51047,1990,  45.5602,   0.8219,   1.6783,   2.2578,   1.6953,   0.5244,   0.4851,   0.1639
A51047,1991,  34.6544,   0.7583,   1.3390,   2.2578,   1.6953,   0.3817,   0.3531,   0.1193
A51047,1992,  44.4797,   0.7844,   1.2902,   2.2578,   1.6953,   0.5054,   0.4675,   0.1579
A51047,1993,  46.1324,   0.9986,   1.7003,   2.2578,   1.6953,   0.5218,   0.4827,   0.1631
A51047,1994,  47.4875,   1.0057,   1.8264,   2.2578,   1.6953,   0.5017,   0.4641,   0.1568
A51047,1995,  44.1655,   1.1727,   1.7371,   2.2578,   1.6953,   0.5337,   0.4937,   0.1668
A51047,1996,  60.2490,   1.5986,   2.0817,   2.2578,   1.6953,   0.6652,   0.6153,   0.2079
A51047,1997,  41.7871,   1.0729,   1.5746,   2.2578,   1.6953,   0.4440,   0.4107,   0.1387
A51047,1998,  44.3930,   1.0562,   1.6119,   2.2578,   1.6953,   0.5369,   0.4967,   0.1678
A51047,1999,  38.4661,   0.9095,   1.2864,   2.2578,   1.6953,   0.3933,   0.3638,   0.1229
A51047,2000,  36.8935,   0.9124,   1.2676,   2.2578,   1.6953,   0.4590,   0.4246,   0.1434
A51047,2001,  31.9580,   0.8595,   1.3954,   2.2578,   1.6953,   0.3913,   0.3620,   0.1223
A51047,2002,  37.5349,   1.0321,   1.5892,   2.2578,   1.6953,   0.4293,   0.3971,   0.1342
A51047,2003,  63.8756,   1.2473,   2.0098,   2.2578,   1.6953,   0.7296,   0.6748,   0.2280
A51047,2004,  42.4060,   0.9217,   1.5176,   2.2578,   1.6953,   0.5041,   0.4663,   0.1575
A51047,2005,  40.2028,   0.8560,   1.4042,   2.2578,   1.6953,   0.4465,   0.4130,   0.1395
A51047,   1,   3.1879,   0.0613,   0.0805,   0.1346,   0.0456,   0.0289,   0.0267,   0.0090
A51047,   2,   2.6506,   0.0544,   0.0728,   0.1377,   0.0463,   0.0240,   0.0222,   0.0075
A51047,   3,   3.8639,   0.1001,   0.1441,   0.1765,   0.1118,   0.0350,   0.0324,   0.0109
A51047,   4,   3.1981,   0.0910,   0.1957,   0.2131,   0.1856,   0.0580,   0.0536,   0.0181
A51047,   5,   4.1504,   0.1115,   0.2070,   0.2276,   0.1812,   0.0752,   0.0696,   0.0235
A51047,   6,   3.8625,   0.1015,   0.2037,   0.1822,   0.2495,   0.0700,   0.0648,   0.0219
A51047,   7,   4.5577,   0.1091,   0.1930,   0.2090,   0.2660,   0.0413,   0.0382,   0.0129
A51047,   8,   3.2257,   0.0722,   0.1266,   0.2298,   0.1994,   0.0292,   0.0270,   0.0091
A51047,   9,   4.3365,   0.0779,   0.1058,   0.2509,   0.1606,   0.0393,   0.0364,   0.0123
A51047,  10,   3.1414,   0.0567,   0.0870,   0.2469,   0.1225,   0.0285,   0.0263,   0.0089
A51047,  11,   3.7922,   0.0589,   0.0861,   0.1116,   0.1019,   0.0344,   0.0318,   0.0107
A51047,  12,   3.0276,   0.0735,   0.0623,   0.1379,   0.0250,   0.0274,   0.0254,   0.0086
 A51047, -0.0244009979,  0.00246527628
 A42001  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
A42001,1984,  49.5523,   1.3635,   3.0119,   2.2014,   5.0046,   0.5754,   0.5323,   0.1798
A42001,1985,  39.9838,   1.0591,   2.0560,   2.2014,   5.0046,   0.4467,   0.4132,   0.1396
A42001,1986,  39.1458,   1.2747,   2.5004,   2.2014,   5.0046,   0.4335,   0.4010,   0.1355
A42001,1987,  38.3628,   1.2249,   2.3182,   2.2014,   5.0046,   0.4390,   0.4061,   0.1372
A42001,1988,  32.6316,   1.1370,   1.8710,   2.2014,   5.0046,   0.3847,   0.3558,   0.1202
A42001,1989,  45.2031,   1.5297,   3.1960,   2.2014,   5.0046,   0.5707,   0.5279,   0.1784
A42001,1990,  46.8175,   1.3921,   2.6576,   2.2014,   5.0046,   0.5236,   0.4843,   0.1636
A42001,1991,  33.9260,   1.2627,   2.1560,   2.2014,   5.0046,   0.3524,   0.3260,   0.1101
A42001,1992,  42.9116,   1.5044,   2.4889,   2.2014,   5.0046,   0.4809,   0.4448,   0.1503
A42001,1993,  52.9930,   1.8988,   2.8657,   2.2014,   5.0046,   0.5949,   0.5503,   0.1859
A42001,1994,  46.7795,   1.6999,   2.8623,   2.2014,   5.0046,   0.5114,   0.4731,   0.1598
A42001,1995,  40.6048,   1.3484,   2.2661,   2.2014,   5.0046,   0.4800,   0.4440,   0.1500
A42001,1996,  65.8262,   2.2906,   3.6587,   2.2014,   5.0046,   0.7690,   0.7113,   0.2403
A42001,1997,  35.7577,   1.3568,   1.7237,   2.2014,   5.0046,   0.3844,   0.3556,   0.1201
A42001,1998,  42.8101,   1.7275,   2.2153,   2.2014,   5.0046,   0.5170,   0.4782,   0.1615
A42001,1999,  41.7703,   1.7753,   2.8741,   2.2014,   5.0046,   0.4535,   0.4194,   0.1417
A42001,2000,  42.4682,   1.5377,   2.3814,   2.2014,   5.0046,   0.5012,   0.4637,   0.1566
A42001,2001,  28.9097,   1.2354,   2.2050,   2.2014,   5.0046,   0.3310,   0.3062,   0.1034
A42001,2002,  42.7038,   1.6171,   2.5243,   2.2014,   5.0046,   0.4828,   0.4466,   0.1509
A42001,2003,  57.0030,   1.9116,   3.6413,   2.2014,   5.0046,   0.6742,   0.6236,   0.2107
A42001,2004,  52.3562,   1.5887,   3.0551,   2.2014,   5.0046,   0.6322,   0.5848,   0.1976
A42001,2005,  44.0408,   1.3798,   2.5267,   2.2014,   5.0046,   0.4836,   0.4473,   0.1511
A42001,   1,   3.3100,   0.1086,   0.1770,   0.1115,   0.1266,   0.0300,   0.0278,   0.0094
A42001,   2,   2.6609,   0.0874,   0.1507,   0.1116,   0.1024,   0.0241,   0.0223,   0.0075
A42001,   3,   3.9016,   0.1784,   0.2436,   0.1339,   0.2801,   0.0354,   0.0327,   0.0111
A42001,   4,   3.3432,   0.1460,   0.3239,   0.1907,   0.5463,   0.0606,   0.0561,   0.0189
A42001,   5,   4.3995,   0.1721,   0.3351,   0.2455,   0.5235,   0.0798,   0.0738,   0.0249
A42001,   6,   3.7750,   0.1338,   0.3037,   0.2521,   0.9067,   0.0684,   0.0633,   0.0214
A42001,   7,   4.0012,   0.1355,   0.2005,   0.2339,   0.8215,   0.0363,   0.0335,   0.0113
A42001,   8,   3.6473,   0.1195,   0.1738,   0.2379,   0.5750,   0.0331,   0.0306,   0.0103
A42001,   9,   4.5933,   0.1330,   0.2020,   0.2724,   0.4426,   0.0416,   0.0385,   0.0130
A42001,  10,   3.2408,   0.0829,   0.1582,   0.1922,   0.3256,   0.0294,   0.0272,   0.0092
A42001,  11,   3.7839,   0.0978,   0.1997,   0.0997,   0.2835,   0.0343,   0.0317,   0.0107
A42001,  12,   3.0958,   0.1102,   0.1254,   0.1201,   0.0706,   0.0281,   0.0260,   0.0088
 A42001, -0.0242974218,  0.00827675872
 B42001  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
B42001,1984,  50.4966,   1.2282,   2.5739,   2.6905,   3.3564,   0.5818,   0.5382,   0.1818
B42001,1985,  43.9732,   1.0109,   1.8839,   2.6905,   3.3564,   0.4875,   0.4510,   0.1523
B42001,1986,  41.2270,   1.1794,   2.1949,   2.6905,   3.3564,   0.4632,   0.4285,   0.1448
B42001,1987,  40.2941,   1.1377,   1.9995,   2.6905,   3.3564,   0.4662,   0.4312,   0.1457
B42001,1988,  35.4997,   1.0521,   1.6928,   2.6905,   3.3564,   0.4252,   0.3933,   0.1329
B42001,1989,  45.7691,   1.3784,   2.7531,   2.6905,   3.3564,   0.5719,   0.5290,   0.1787
B42001,1990,  49.6125,   1.2863,   2.3253,   2.6905,   3.3564,   0.5559,   0.5142,   0.1737
B42001,1991,  35.2428,   1.1706,   1.8610,   2.6905,   3.3564,   0.3762,   0.3480,   0.1176
B42001,1992,  45.6987,   1.3761,   2.1126,   2.6905,   3.3564,   0.5141,   0.4755,   0.1606
B42001,1993,  54.7779,   1.7467,   2.3762,   2.6905,   3.3564,   0.6166,   0.5703,   0.1927
B42001,1994,  50.7993,   1.6020,   2.5052,   2.6905,   3.3564,   0.5589,   0.5170,   0.1747
B42001,1995,  41.4449,   1.2440,   1.8727,   2.6905,   3.3564,   0.4915,   0.4547,   0.1536
B42001,1996,  69.8237,   2.2198,   3.2035,   2.6905,   3.3564,   0.8053,   0.7449,   0.2517
B42001,1997,  39.6146,   1.3319,   1.5755,   2.6905,   3.3564,   0.4281,   0.3960,   0.1338
B42001,1998,  45.6089,   1.6731,   1.9853,   2.6905,   3.3564,   0.5555,   0.5138,   0.1736
B42001,1999,  44.0669,   1.6544,   2.5681,   2.6905,   3.3564,   0.4815,   0.4454,   0.1505
B42001,2000,  45.3570,   1.4438,   2.0830,   2.6905,   3.3564,   0.5415,   0.5009,   0.1692
B42001,2001,  29.8890,   1.1278,   1.8737,   2.6905,   3.3564,   0.3446,   0.3188,   0.1077
B42001,2002,  44.6727,   1.4723,   2.1369,   2.6905,   3.3564,   0.5111,   0.4728,   0.1597
B42001,2003,  60.4354,   1.8336,   3.2557,   2.6905,   3.3564,   0.7241,   0.6698,   0.2263
B42001,2004,  55.9904,   1.4962,   2.6299,   2.6905,   3.3564,   0.6730,   0.6225,   0.2103
B42001,2005,  45.5964,   1.2739,   2.2068,   2.6905,   3.3564,   0.5035,   0.4657,   0.1573
B42001,   1,   3.4770,   0.1015,   0.1382,   0.1683,   0.0796,   0.0315,   0.0292,   0.0098
B42001,   2,   2.8461,   0.0875,   0.1218,   0.1604,   0.0784,   0.0258,   0.0239,   0.0081
B42001,   3,   4.1772,   0.1704,   0.2118,   0.1966,   0.1855,   0.0379,   0.0350,   0.0118
B42001,   4,   3.7302,   0.1446,   0.2976,   0.2374,   0.3248,   0.0676,   0.0626,   0.0211
B42001,   5,   4.7007,   0.1647,   0.2974,   0.2773,   0.3248,   0.0852,   0.0788,   0.0266
B42001,   6,   3.9480,   0.1244,   0.2611,   0.2776,   0.5763,   0.0716,   0.0662,   0.0224
B42001,   7,   3.9708,   0.1160,   0.1884,   0.2546,   0.6031,   0.0360,   0.0333,   0.0112
B42001,   8,   3.8496,   0.1065,   0.1771,   0.2407,   0.4345,   0.0349,   0.0323,   0.0109
B42001,   9,   4.7404,   0.1184,   0.1748,   0.2976,   0.2986,   0.0430,   0.0397,   0.0134
B42001,  10,   3.3814,   0.0743,   0.1335,   0.2496,   0.2318,   0.0307,   0.0284,   0.0096
B42001,  11,   4.1389,   0.0954,   0.1596,   0.1573,   0.1729,   0.0375,   0.0347,   0.0117
B42001,  12,   3.2166,   0.1026,   0.0964,   0.1731,   0.0462,   0.0292,   0.0270,   0.0091
 B42001, -0.02499515,  0.00760439131
 B24021  1984  2005 wet and dry atdep
 seg,year or month,precip,wetno3,wetnh3,dryno3,drynh3,wetorn,wetorp,wetpo4
B24021,1984,  50.3767,   1.1682,   2.2760,   2.6195,   2.8799,   0.5723,   0.5294,   0.1789
B24021,1985,  39.7858,   0.9094,   1.5305,   2.6195,   2.8799,   0.4365,   0.4037,   0.1364
B24021,1986,  35.1283,   1.0505,   1.8256,   2.6195,   2.8799,   0.3907,   0.3614,   0.1221
B24021,1987,  40.8521,   1.1232,   1.8554,   2.6195,   2.8799,   0.4783,   0.4425,   0.1495
B24021,1988,  37.2830,   1.0802,   1.6296,   2.6195,   2.8799,   0.4582,   0.4238,   0.1432
B24021,1989,  41.2214,   1.2639,   2.4010,   2.6195,   2.8799,   0.5228,   0.4836,   0.1634
B24021,1990,  46.7751,   1.2015,   2.1159,   2.6195,   2.8799,   0.5302,   0.4905,   0.1657
B24021,1991,  34.4555,   1.1134,   1.7858,   2.6195,   2.8799,   0.3693,   0.3416,   0.1154
B24021,1992,  46.4729,   1.3064,   2.0005,   2.6195,   2.8799,   0.5293,   0.4896,   0.1654
B24021,1993,  49.9323,   1.5778,   2.2564,   2.6195,   2.8799,   0.5661,   0.5236,   0.1769
B24021,1994,  46.7868,   1.4935,   2.3622,   2.6195,   2.8799,   0.5147,   0.4761,   0.1609
B24021,1995,  37.7511,   1.1322,   1.7503,   2.6195,   2.8799,   0.4418,   0.4086,   0.1381
B24021,1996,  69.7456,   2.1754,   3.1090,   2.6195,   2.8799,   0.7924,   0.7329,   0.2476
B24021,1997,  35.8658,   1.2808,   1.5213,   2.6195,   2.8799,   0.3795,   0.3510,   0.1186
B24021,1998,  45.7057,   1.7648,   2.0763,   2.6195,   2.8799,   0.5536,   0.5121,   0.1730
B24021,1999,  44.6295,   1.4303,   1.9654,   2.6195,   2.8799,   0.4723,   0.4368,   0.1476
B24021,2000,  44.3343,   1.3356,   1.6938,   2.6195,   2.8799,   0.5198,   0.4808,   0.1624
B24021,2001,  33.0446,   1.1327,   1.7607,   2.6195,   2.8799,   0.3804,   0.3519,   0.1189
B24021,2002,  42.3697,   1.3399,   1.9089,   2.6195,   2.8799,   0.4780,   0.4422,   0.1494
B24021,2003,  62.9295,   1.7682,   3.0407,   2.6195,   2.8799,   0.7445,   0.6886,   0.2326
