landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    93.241,    19.710,     0.316
A24009,     0.000,    65.200,    19.440,     0.544
F24009,     0.000,    64.822,    19.780,     0.548
F24037,     0.000,    95.532,    10.787,     0.227
A24033,     0.000,    96.370,    26.048,     0.617
F24033,     0.000,   104.159,    16.728,     0.526
A24003,     0.000,    98.872,    16.637,     0.541
F24003,     0.000,    99.159,    16.348,     0.539
A24027,     0.000,   113.098,    31.729,     0.827
F24027,     0.000,   106.276,    39.696,     0.922
A24031,     0.000,   103.441,    47.662,     1.037
F24031,     0.000,    80.310,    72.398,     1.394
A51073,     0.000,    67.894,    12.669,     0.315
A51115,     0.000,    55.487,    12.056,     0.289
A51119,     0.000,    50.032,    11.956,     0.304
A51199,     0.000,   129.883,    19.250,     0.621
F51199,     0.000,   129.834,    19.292,     0.621
A51095,     0.000,    70.773,    13.046,     0.422
A51097,     0.000,    33.820,    18.993,     0.414
A51127,     0.000,    41.937,    12.274,     0.376
A51830,     0.000,    24.454,     8.906,     0.291
F51095,     0.000,    70.805,    13.023,     0.422
F51830,     0.000,    24.407,     8.959,     0.291
A51650,     0.000,    19.766,    10.179,     0.242
A51735,     0.000,    18.913,    10.326,     0.445
F51650,     0.000,    19.821,    10.127,     0.242
F51735,     0.000,    18.621,    10.599,     0.448
A51101,     0.000,    38.848,    30.362,     0.474
A51033,     0.000,    31.218,    23.866,     0.384
F51033,     0.000,    37.012,    18.511,     0.352
A51177,     0.000,    63.738,    13.302,     0.301
F51177,     0.000,    63.729,    13.162,     0.298
F51101,     0.000,    58.159,    12.907,     0.327
A51109,     0.000,    64.865,    11.582,     0.229
A51003,     0.000,    45.345,    14.908,     0.354
A51065,     0.000,    38.584,    20.637,     0.358
A51075,     0.000,    55.813,    15.689,     0.249
A51103,     0.000,    49.306,     9.013,     0.235
A51133,     0.000,    53.475,     7.034,     0.237
A51057,     0.000,    30.300,    31.444,     0.479
A51159,     0.000,    47.969,    13.639,     0.366
F51159,     0.000,    55.094,     6.958,     0.249
A51099,     0.000,    52.590,     9.147,     0.315
A51630,     0.000,    20.016,    16.260,     0.243
F51057,     0.000,    48.922,    15.547,     0.377
F51099,     0.000,    52.759,     8.989,     0.313
F51630,     0.000,    28.972,     6.665,     0.166
A51047,     0.000,    52.118,    19.897,     0.402
A51061,     0.000,    54.237,    12.191,     0.289
A51157,     0.000,    45.676,    12.873,     0.299
B51061,     0.000,    46.735,    17.990,     0.368
B51157,     0.000,    50.255,    10.320,     0.269
F51061,     0.000,    50.553,    15.409,     0.291
F51157,     0.000,    46.496,    12.040,     0.287
A51113,     0.000,    52.183,    20.526,     0.410
B51113,     0.000,    61.903,    13.562,     0.347
F51113,     0.000,    56.624,    17.527,     0.382
A51079,     0.000,    55.995,    14.947,     0.396
B51079,     0.000,    62.444,    10.536,     0.316
F51079,     0.000,    56.321,    14.510,     0.367
A51137,     0.000,    55.337,    16.947,     0.355
F51137,     0.000,    54.927,    17.390,     0.333
A24005,     0.000,    93.742,    55.957,     1.107
A24510,     0.000,    33.461,    15.181,     0.379
F24005,     0.000,    92.770,    58.434,     1.139
F24510,     0.000,    33.536,    15.011,     0.377
A24013,     0.000,   107.130,    29.661,     0.763
F24013,     0.000,   140.040,    12.261,     0.492
A24025,     0.000,   104.928,    50.223,     0.900
F24025,     0.000,   137.102,    24.860,     0.651
A10001,     0.000,   120.749,    84.939,     1.828
A10005,     0.000,   141.493,    83.099,     3.439
A24011,     0.000,   150.219,    19.604,     0.649
A24019,     0.000,    70.458,     9.717,     0.321
A24045,     0.000,   272.162,    55.568,     1.173
F24019,     0.000,    70.627,     9.372,     0.319
A24047,     0.000,   115.527,    23.312,     0.623
F24045,     0.000,   297.103,    27.264,     0.674
A24039,     0.000,   215.431,    19.503,     0.504
A51001,     0.000,    53.113,     7.900,     0.260
F24039,     0.000,   216.932,    18.511,     0.497
F51001,     0.000,    53.113,     7.898,     0.261
A51131,     0.000,    43.195,     6.124,     0.292
F51131,     0.000,    43.224,     6.133,     0.292
F10005,     0.000,   170.426,    63.968,     1.520
A24041,     0.000,   108.557,    15.739,     0.440
F24041,     0.000,   109.081,    15.083,     0.429
A24035,     0.000,   112.089,    40.491,     0.634
F24035,     0.000,   133.078,    22.681,     0.508
A24015,     0.000,   111.733,    45.992,     0.866
A10003,     0.000,   171.103,    23.129,     0.661
F24015,     0.000,   137.478,    14.974,     0.491
A24029,     0.000,   124.702,    17.535,     0.501
F24029,     0.000,   125.043,    17.540,     0.502
A42029,     0.000,   103.247,    28.696,     1.057
A51041,     0.000,    42.083,    23.915,     0.398
A51145,     0.000,    62.515,    14.359,     0.276
A51570,     0.000,    23.447,    12.364,     0.247
A51149,     0.000,    34.839,    23.977,     0.475
A51670,     0.000,    29.404,    14.467,     0.372
F51149,     0.000,    48.548,    12.206,     0.382
F51670,     0.000,    29.307,    14.560,     0.372
A51007,     0.000,    67.535,    17.357,     0.261
A51135,     0.000,    56.954,    18.072,     0.297
A51147,     0.000,    55.278,    15.094,     0.276
A51011,     0.000,    51.741,    14.018,     0.300
A51029,     0.000,    58.520,    11.597,     0.237
A51049,     0.000,    64.411,    14.999,     0.285
F51011,     0.000,    52.363,    13.681,     0.281
F51147,     0.000,    57.913,     6.097,     0.180
F51145,     0.000,    58.933,     7.652,     0.196
A51053,     0.000,    60.925,    14.225,     0.233
A51730,     0.000,    14.868,    18.538,     0.366
F51053,     0.000,    69.587,     5.476,     0.127
F51730,     0.000,    23.467,    10.501,     0.301
A51036,     0.000,    42.921,    16.385,     0.392
A51087,     0.000,    47.828,    19.032,     0.417
A51760,     0.000,    22.933,    14.307,     0.326
F51041,     0.000,    58.031,     9.917,     0.267
F51087,     0.000,    47.823,    19.035,     0.417
F51760,     0.000,    27.838,     8.437,     0.272
A51181,     0.000,   627.394,   119.004,     0.991
F51181,     0.000,   701.487,    48.975,     0.966
A51550,     0.000,    87.960,    21.002,     0.448
A51710,     0.000,    23.964,    11.000,     0.248
A51810,     0.000,    71.619,    18.015,     0.444
F51710,     0.000,    24.091,    10.875,     0.247
A51740,     0.000,    24.545,    10.865,     0.266
F51550,     0.000,    87.779,    21.155,     0.449
F51740,     0.000,    24.546,    10.863,     0.266
A51800,     0.000,    48.403,    10.478,     0.250
A51093,     0.254,     0.000,    93.982,     1.303
A51700,     0.000,    22.630,    11.166,     0.291
F51700,     0.000,    22.644,    11.152,     0.291
F51810,     0.000,    71.444,    18.168,     0.444
F51800,     0.000,    45.588,     5.100,     0.157
A51085,     0.000,    63.924,    19.036,     0.413
F51085,     0.000,    66.270,    15.288,     0.428
B51003,     0.000,    49.286,    12.661,     0.345
F51003,     0.000,    45.291,    14.804,     0.362
A51125,     0.000,    42.601,    11.658,     0.336
B51125,     0.000,    45.745,    10.449,     0.320
F51125,     0.000,    44.323,    10.657,     0.324
A51009,     0.000,    38.654,    16.118,     0.411
B51009,     0.000,    46.764,     8.531,     0.315
F51009,     0.000,    42.768,    12.354,     0.362
A51540,     0.000,    27.396,     8.730,     0.218
F51540,     0.000,    31.330,     4.122,     0.147
A51031,     0.000,    48.411,    15.067,     0.298
A51023,     0.000,    53.491,    11.731,     0.424
A51163,     0.000,    46.849,    14.929,     0.501
F51023,     0.000,    53.731,    11.302,     0.431
F51163,     0.000,    50.753,    11.636,     0.458
A51161,     0.000,    61.416,    15.766,     0.513
F51161,     0.000,    69.877,     8.974,     0.349
A51015,     0.000,    44.319,    25.606,     0.623
B51015,     0.000,    59.672,    11.895,     0.484
B51163,     0.000,    46.384,    15.417,     0.506
F51015,     0.000,    66.528,     8.729,     0.421
C51015,     0.000,    61.416,    10.578,     0.422
A51045,     0.000,    44.260,    12.668,     0.518
A51071,     0.000,    41.514,    12.486,     0.489
F51045,     0.000,    44.195,    12.722,     0.520
