landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    93.279,    19.812,     0.338
A24009,     0.000,    66.790,    18.509,     0.551
F24009,     0.000,    66.477,    18.802,     0.553
F24037,     0.000,    95.990,    10.847,     0.231
A24033,     0.000,    98.119,    25.085,     0.659
F24033,     0.000,   104.875,    16.378,     0.546
A24003,     0.000,    98.959,    16.568,     0.590
F24003,     0.000,    99.231,    16.288,     0.588
A24027,     0.000,   117.728,    31.117,     0.920
F24027,     0.000,   110.661,    38.175,     1.027
A24031,     0.000,   109.721,    44.020,     1.147
F24031,     0.000,    89.630,    63.859,     1.549
A51073,     0.000,    67.614,    12.960,     0.314
A51115,     0.000,    55.346,    12.274,     0.276
A51119,     0.000,    49.967,    12.142,     0.287
A51199,     0.000,   130.390,    19.148,     0.641
F51199,     0.000,   130.349,    19.185,     0.642
A51095,     0.000,    70.838,    13.141,     0.412
A51097,     0.000,    35.171,    18.595,     0.404
A51127,     0.000,    42.411,    12.220,     0.353
A51830,     0.000,    24.404,     8.903,     0.276
F51095,     0.000,    70.867,    13.119,     0.412
F51830,     0.000,    24.359,     8.955,     0.276
A51650,     0.000,    20.169,     9.981,     0.216
A51735,     0.000,    19.364,    10.095,     0.416
F51650,     0.000,    20.220,     9.931,     0.216
F51735,     0.000,    19.095,    10.345,     0.418
A51101,     0.000,    40.581,    29.643,     0.492
A51033,     0.000,    31.658,    23.882,     0.365
F51033,     0.000,    37.457,    18.362,     0.326
A51177,     0.000,    64.764,    12.832,     0.280
F51177,     0.000,    64.739,    12.705,     0.277
F51101,     0.000,    58.276,    12.903,     0.321
A51109,     0.000,    64.635,    11.849,     0.236
A51003,     0.000,    46.279,    14.659,     0.331
A51065,     0.000,    40.367,    19.507,     0.339
A51075,     0.000,    56.368,    15.367,     0.260
A51103,     0.000,    49.153,     9.262,     0.229
A51133,     0.000,    53.614,     7.107,     0.231
A51057,     0.000,    31.171,    31.308,     0.496
A51159,     0.000,    48.784,    13.237,     0.344
F51159,     0.000,    55.111,     7.092,     0.244
A51099,     0.000,    53.208,     9.062,     0.302
A51630,     0.000,    20.826,    15.860,     0.209
F51057,     0.000,    49.333,    15.578,     0.360
F51099,     0.000,    53.347,     8.921,     0.300
F51630,     0.000,    28.953,     6.824,     0.162
A51047,     0.000,    53.636,    19.166,     0.387
A51061,     0.000,    54.593,    12.016,     0.275
A51157,     0.000,    46.612,    12.423,     0.279
B51061,     0.000,    48.087,    17.289,     0.353
B51157,     0.000,    50.612,    10.244,     0.254
F51061,     0.000,    51.769,    14.684,     0.277
F51157,     0.000,    47.348,    11.652,     0.270
A51113,     0.000,    53.912,    19.879,     0.392
B51113,     0.000,    62.568,    13.269,     0.320
F51113,     0.000,    58.117,    16.866,     0.360
A51079,     0.000,    57.090,    14.345,     0.367
B51079,     0.000,    62.791,    10.422,     0.302
F51079,     0.000,    57.464,    13.863,     0.339
A51137,     0.000,    56.619,    16.226,     0.333
F51137,     0.000,    56.332,    16.605,     0.312
A24005,     0.000,   100.412,    51.119,     1.215
A24510,     0.000,    33.555,    15.116,     0.358
F24005,     0.000,    98.944,    53.012,     1.216
F24510,     0.000,    33.624,    14.955,     0.357
A24013,     0.000,   123.746,    29.419,     0.883
F24013,     0.000,   144.014,    11.553,     0.480
A24025,     0.000,   108.608,    47.804,     1.066
F24025,     0.000,   137.027,    25.127,     0.719
A10001,     0.000,   133.941,    75.485,     1.924
A10005,     0.000,   148.773,    81.086,     2.796
A24011,     0.000,   149.184,    20.389,     0.717
A24019,     0.000,    70.142,     9.990,     0.308
A24045,     0.000,   279.272,    50.408,     1.501
F24019,     0.000,    70.308,     9.639,     0.306
A24047,     0.000,   114.985,    23.870,     0.643
F24045,     0.000,   295.396,    28.337,     0.936
A24039,     0.000,   213.555,    20.720,     0.583
A51001,     0.000,    52.963,     8.116,     0.255
F24039,     0.000,   215.113,    19.693,     0.575
F51001,     0.000,    52.967,     8.112,     0.255
A51131,     0.000,    43.566,     6.276,     0.270
F51131,     0.000,    43.584,     6.284,     0.270
F10005,     0.000,   175.627,    59.705,     1.901
A24041,     0.000,   109.341,    15.738,     0.436
F24041,     0.000,   111.699,    15.845,     0.444
A24035,     0.000,   111.936,    41.491,     0.765
F24035,     0.000,   132.619,    23.189,     0.550
A24015,     0.000,   114.480,    44.292,     1.046
A10003,     0.000,   171.648,    22.743,     0.742
F24015,     0.000,   140.820,    16.400,     0.580
A24029,     0.000,   125.462,    17.052,     0.524
F24029,     0.000,   125.801,    17.066,     0.525
A42029,     0.000,   129.384,    29.565,     1.113
A51041,     0.000,    42.881,    23.989,     0.375
A51145,     0.000,    62.389,    14.537,     0.267
A51570,     0.000,    23.811,    12.182,     0.227
A51149,     0.000,    36.855,    22.677,     0.453
A51670,     0.000,    29.522,    14.442,     0.342
F51149,     0.000,    48.899,    12.168,     0.365
