landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    98.864,    16.313,     0.620
A24009,     0.000,    72.182,    15.355,     0.773
F24009,     0.000,    72.006,    15.528,     0.775
F24037,     0.000,   100.550,    10.237,     0.492
A24033,     0.000,   105.277,    20.946,     0.963
F24033,     0.000,   108.961,    14.598,     0.807
A24003,     0.000,   103.235,    13.813,     0.871
F24003,     0.000,   103.341,    13.659,     0.868
A24027,     0.000,   129.164,    26.606,     1.301
F24027,     0.000,   123.048,    32.142,     1.471
A24031,     0.000,   125.670,    34.110,     1.576
F24031,     0.000,   109.869,    48.236,     2.065
A51073,     0.000,    69.741,    12.074,     0.520
A51115,     0.000,    56.795,    11.921,     0.459
A51119,     0.000,    51.714,    11.748,     0.481
A51199,     0.000,   133.901,    18.330,     0.936
F51199,     0.000,   133.891,    18.345,     0.937
A51095,     0.000,    73.797,    11.792,     0.583
A51097,     0.000,    39.805,    15.835,     0.570
A51127,     0.000,    44.764,    11.268,     0.520
A51830,     0.000,    24.201,     9.052,     0.389
F51095,     0.000,    73.812,    11.778,     0.582
F51830,     0.000,    24.165,     9.100,     0.389
A51650,     0.000,    19.900,    10.241,     0.318
A51735,     0.000,    19.231,    10.256,     0.585
F51650,     0.000,    19.958,    10.184,     0.318
F51735,     0.000,    18.943,    10.545,     0.589
A51101,     0.000,    51.310,    21.688,     0.696
A51033,     0.000,    36.680,    20.643,     0.583
F51033,     0.000,    40.682,    16.421,     0.533
A51177,     0.000,    69.033,    10.716,     0.484
F51177,     0.000,    68.975,    10.628,     0.484
F51101,     0.000,    61.508,    10.819,     0.500
A51109,     0.000,    66.792,    10.977,     0.458
A51003,     0.000,    49.770,    13.008,     0.459
A51065,     0.000,    46.944,    15.016,     0.488
A51075,     0.000,    61.090,    12.593,     0.442
A51103,     0.000,    50.636,     8.946,     0.426
A51133,     0.000,    54.850,     6.800,     0.402
A51057,     0.000,    41.949,    24.725,     0.755
A51159,     0.000,    52.246,    11.425,     0.505
F51159,     0.000,    56.259,     6.934,     0.411
A51099,     0.000,    55.772,     8.437,     0.453
A51630,     0.000,    21.921,    15.138,     0.377
F51057,     0.000,    53.350,    13.808,     0.550
F51099,     0.000,    55.840,     8.350,     0.452
F51630,     0.000,    28.970,     7.027,     0.320
A51047,     0.000,    59.388,    15.996,     0.543
A51061,     0.000,    57.251,    10.594,     0.457
A51157,     0.000,    50.402,    10.601,     0.400
B51061,     0.000,    53.641,    14.169,     0.488
B51157,     0.000,    53.233,     9.401,     0.375
F51061,     0.000,    56.556,    11.745,     0.433
F51157,     0.000,    50.840,    10.036,     0.388
A51113,     0.000,    60.288,    16.960,     0.533
B51113,     0.000,    65.859,    11.975,     0.438
F51113,     0.000,    63.442,    14.198,     0.478
A51079,     0.000,    61.235,    12.285,     0.501
B51079,     0.000,    65.220,     9.646,     0.445
F51079,     0.000,    61.638,    11.773,     0.465
A51137,     0.000,    61.300,    13.580,     0.482
F51137,     0.000,    61.411,    13.688,     0.472
A24005,     0.000,   117.801,    39.443,     1.666
A24510,     0.000,    35.460,    13.469,     0.495
F24005,     0.000,   116.466,    40.622,     1.656
F24510,     0.000,    35.432,    13.403,     0.494
A24013,     0.000,   152.877,    24.078,     1.245
F24013,     0.000,   157.515,    12.486,     0.868
A24025,     0.000,   130.511,    33.317,     1.407
F24025,     0.000,   144.326,    20.836,     1.048
A10001,     0.000,   165.302,    49.951,     2.153
A10005,     0.072,   178.387,    60.179,     2.918
A24011,     0.000,   153.056,    18.120,     1.132
A24019,     0.000,    70.591,     9.947,     0.534
A24045,     0.000,   301.833,    33.462,     1.954
F24019,     0.000,    70.814,     9.646,     0.528
A24047,     0.000,   120.278,    20.666,     1.003
F24045,     0.000,   307.294,    20.678,     1.475
A24039,     0.000,   217.902,    18.182,     1.059
A51001,     0.000,    53.259,     8.289,     0.455
F24039,     0.000,   219.311,    17.430,     1.037
F51001,     0.000,    53.261,     8.287,     0.455
A51131,     0.000,    44.376,     6.222,     0.425
F51131,     0.000,    44.353,     6.227,     0.425
F10005,     0.014,   202.778,    40.825,     2.274
A24041,     0.000,   117.703,    16.497,     0.737
F24041,     0.000,   118.776,    16.236,     0.733
A24035,     0.000,   126.725,    31.280,     1.172
F24035,     0.000,   138.240,    20.092,     0.889
A24015,     0.000,   133.404,    30.707,     1.412
A10003,     0.000,   178.175,    18.360,     1.085
F24015,     0.000,   144.561,    14.121,     0.905
A24029,     0.000,   129.449,    14.916,     0.786
F24029,     0.000,   129.766,    14.949,     0.788
A42029,     0.000,   175.290,    26.826,     1.460
A51041,     0.000,    49.988,    19.493,     0.593
A51145,     0.000,    65.213,    13.037,     0.448
A51570,     0.000,    23.284,    12.795,     0.306
A51149,     0.000,    44.600,    17.715,     0.638
A51670,     0.000,    28.447,    15.491,     0.488
F51149,     0.000,    52.010,    10.965,     0.516
F51670,     0.000,    28.363,    15.585,     0.489
A51007,     0.000,    74.651,    13.127,     0.452
A51135,     0.000,    64.452,    13.373,     0.469
A51147,     0.000,    60.605,    11.902,     0.422
A51011,     0.000,    56.491,    11.427,     0.416
A51029,     0.000,    62.623,     9.946,     0.393
A51049,     0.000,    70.250,    11.954,     0.449
F51011,     0.000,    56.561,    11.429,     0.400
F51147,     0.000,    61.917,     6.158,     0.338
F51145,     0.000,    64.685,     7.989,     0.372
A51053,     0.000,    66.351,    11.154,     0.397
A51730,     0.000,    16.752,    17.874,     0.499
F51053,     0.000,    70.879,     5.282,     0.330
F51730,     0.000,    23.188,    10.806,     0.390
A51036,     0.000,    46.188,    15.025,     0.592
A51087,     0.000,    52.708,    16.953,     0.620
A51760,     0.000,    23.480,    13.945,     0.456
F51041,     0.000,    59.381,     9.463,     0.399
F51087,     0.000,    52.706,    16.955,     0.619
F51760,     0.000,    27.445,     8.674,     0.364
A51181,     0.174,   675.184,    79.158,     3.544
F51181,     0.000,   705.741,    46.226,     1.891
A51550,     0.079,    91.102,    20.752,     0.725
A51710,     0.000,    23.712,    11.493,     0.328
A51810,     0.000,    74.213,    17.844,     0.715
F51710,     0.000,    23.830,    11.369,     0.327
A51740,     0.000,    24.336,    11.289,     0.353
F51550,     0.056,    90.949,    20.865,     0.727
F51740,     0.000,    24.337,    11.288,     0.353
A51800,     0.000,    49.316,    10.478,     0.484
A51093,     0.259,    28.381,    55.148,     1.442
A51700,     0.000,    22.473,    11.567,     0.382
F51700,     0.000,    22.486,    11.554,     0.382
F51810,     0.000,    74.096,    17.962,     0.717
F51800,     0.000,    49.266,     5.699,     0.370
A51085,     0.000,    70.066,    15.612,     0.581
F51085,     0.000,    69.680,    14.320,     0.586
B51003,     0.000,    52.176,    11.999,     0.444
F51003,     0.000,    49.921,    12.683,     0.474
A51125,     0.000,    44.950,    11.030,     0.415
B51125,     0.000,    47.035,    10.532,     0.403
F51125,     0.000,    45.956,    10.364,     0.403
A51009,     0.000,    43.177,    13.827,     0.518
B51009,     0.000,    48.538,     8.982,     0.399
F51009,     0.000,    45.398,    11.366,     0.442
A51540,     0.000,    29.423,     7.158,     0.287
F51540,     0.000,    31.340,     4.336,     0.257
A51031,     0.000,    53.998,    11.785,     0.419
A51023,     0.000,    56.993,    10.054,     0.565
A51163,     0.000,    51.203,    13.513,     0.664
F51023,     0.000,    56.944,     9.798,     0.576
F51163,     0.000,    53.305,    10.871,     0.598
A51161,     0.000,    66.833,    13.582,     0.694
F51161,     0.000,    72.397,     8.402,     0.534
A51015,     0.000,    53.315,    20.798,     0.892
B51015,     0.000,    61.827,    11.784,     0.637
B51163,     0.000,    50.937,    13.866,     0.665
F51015,     0.000,    67.784,     8.602,     0.576
C51015,     0.000,    63.782,     9.948,     0.589
A51045,     0.000,    48.002,    11.683,     0.666
A51071,     0.000,    44.867,    11.134,     0.641
F51045,     0.000,    48.002,    11.705,     0.668
F51071,     0.000,    45.043,    11.152,     0.642
B51017,     0.000,    45.993,     8.566,     0.618
F51017,     0.000,    48.377,     7.639,     0.528
A51678,     0.000,    19.999,    17.347,     0.553
A51017,     0.000,    45.707,    10.523,     0.607
A51091,     0.000,    39.757,     8.347,     0.549
B51091,     0.000,    38.735,     9.515,     0.586
