landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,   114.621,    13.507,     3.763
A24009,     0.000,    85.363,    14.063,     3.802
F24009,     0.000,    85.409,    14.073,     3.800
F24037,     0.000,   113.896,    11.789,     3.760
A24033,     0.000,   121.632,    16.342,     3.774
F24033,     0.000,   121.441,    15.005,     3.775
A24003,     0.000,   115.757,    14.740,     3.686
F24003,     0.000,   115.707,    14.717,     3.687
A24027,     0.000,   148.724,    19.996,     3.773
F24027,     0.000,   147.669,    21.109,     3.770
A24031,     0.000,   154.084,    21.565,     3.777
F24031,     0.000,   151.853,    24.535,     3.735
A51073,     0.000,    83.573,    12.016,     3.790
A51115,     0.043,    70.190,    11.834,     3.796
A51119,     0.031,    64.620,    11.511,     3.798
A51199,     0.000,   152.570,    16.536,     3.940
F51199,     0.000,   152.677,    16.539,     3.940
A51095,     0.000,    86.328,    13.325,     3.930
A51097,     0.000,    53.620,    12.689,     3.799
A51127,     0.000,    55.219,    12.685,     4.626
A51830,     0.000,    32.438,    13.506,     3.944
F51095,     0.000,    86.323,    13.322,     3.930
F51830,     0.000,    32.447,    13.514,     3.944
A51650,     0.000,    28.997,    13.314,     3.994
A51735,     0.000,    28.354,    13.367,     4.024
F51650,     0.000,    28.999,    13.305,     3.994
F51735,     0.000,    28.307,    13.423,     4.025
A51101,     0.000,    72.067,    14.120,     3.787
A51033,     0.170,    56.828,    13.436,     3.793
F51033,     0.091,    56.926,    12.884,     3.793
A51177,     0.000,    81.710,    12.702,     4.567
F51177,     0.000,    81.681,    12.682,     4.581
F51101,     0.000,    73.128,    11.633,     3.785
A51109,     0.000,    78.632,    12.435,     3.747
A51003,     0.000,    60.592,    13.456,     3.796
A51065,     0.000,    61.389,    13.362,     3.805
A51075,     0.000,    73.633,    12.857,     3.569
A51103,     0.000,    61.656,    10.759,     3.794
A51133,     0.000,    63.439,    10.607,     3.795
A51057,     0.006,    67.823,    14.796,     3.807
A51159,     0.000,    63.879,    11.847,     3.800
F51159,     0.000,    64.067,    10.629,     3.798
