TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,1.493000,1,0.03,0.3,0,50,317.8295,5,0.5,2,0,550,287.6320,5,1,8,0,300,4.308500,6,0.5,1,0,100,0,0,0,0,na,na
A10003,0.364500,1,0.03,0.3,0,50,747.1040,5,0.5,2,0,550,51.29050,5,1,8,0,300,1.690500,6,0.5,1,0,100,0,0,0,0,na,na
A10005,1.007500,1,0.03,0.3,0,50,323.2585,5,0.5,2,0,550,300.2380,5,1,8,0,300,6.062500,6,0.5,1,0,100,0,0,0,0,na,na
A11001,0.608000,1,0.03,0.3,0,50,49.80450,5,0.5,2,0,550,52.94600,5,1,8,0,300,1.170500,6,0.5,1,0,100,0,0,0,0,na,na
A24001,0.190000,1,0.03,0.3,0,50,219.7640,5,0.5,2,0,550,22.12750,5,1,8,0,300,0.607500,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.286500,1,0.03,0.3,0,50,378.4885,5,0.5,2,0,550,33.14900,5,1,8,0,300,1.274000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,1.419000,1,0.03,0.3,0,50,175.9265,5,0.5,2,0,550,244.8105,5,1,8,0,300,4.309500,6,0.5,1,0,100,0,0,0,0,na,na
A24009,1.273000,1,0.03,0.3,0,50,172.7750,5,0.5,2,0,550,60.84150,5,1,8,0,300,1.665500,6,0.5,1,0,100,0,0,0,0,na,na
A24011,0.493500,1,0.03,0.3,0,50,624.1500,5,0.5,2,0,550,40.29800,5,1,8,0,300,1.617000,6,0.5,1,0,100,0,0,0,0,na,na
A24013,0.558500,1,0.03,0.3,0,50,234.5600,5,0.5,2,0,550,56.43000,5,1,8,0,300,1.797500,6,0.5,1,0,100,0,0,0,0,na,na
A24015,0.934500,1,0.03,0.3,0,50,400.4045,5,0.5,2,0,550,126.9770,5,1,8,0,300,3.057500,6,0.5,1,0,100,0,0,0,0,na,na
A24017,0.256400,1,0.03,0.3,0,50,293.5445,5,0.5,2,0,550,32.03750,5,1,8,0,300,1.028000,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.062500,1,0.03,0.3,0,50,263.6905,5,0.5,2,0,550,16.56900,5,1,8,0,300,0.562500,6,0.5,1,0,100,0,0,0,0,na,na
A24021,0.887000,1,0.03,0.3,0,50,452.1360,5,0.5,2,0,550,108.2315,5,1,8,0,300,2.257000,6,0.5,1,0,100,0,0,0,0,na,na
A24023,0.195900,1,0.03,0.3,0,50,472.3750,5,0.5,2,0,550,30.48750,5,1,8,0,300,1.262000,6,0.5,1,0,100,0,0,0,0,na,na
A24025,1.031500,1,0.03,0.3,0,50,402.1705,5,0.5,2,0,550,133.0615,5,1,8,0,300,3.108500,6,0.5,1,0,100,0,0,0,0,na,na
A24027,0.606000,1,0.03,0.3,0,50,341.5890,5,0.5,2,0,550,136.1585,5,1,8,0,300,3.154500,6,0.5,1,0,100,0,0,0,0,na,na
A24029,0.333500,1,0.03,0.3,0,50,501.1160,5,0.5,2,0,550,48.25300,5,1,8,0,300,1.446000,6,0.5,1,0,100,0,0,0,0,na,na
A24031,1.220500,1,0.03,0.3,0,50,257.1590,5,0.5,2,0,550,188.8880,5,1,8,0,300,3.683000,6,0.5,1,0,100,0,0,0,0,na,na
