landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,   106.556,     9.240,     2.454
A24009,     0.000,    77.841,     9.349,     3.038
F24009,     0.000,    77.777,     9.464,     3.038
F24037,     0.000,   105.992,     5.751,     2.014
A24033,     0.000,   112.998,    12.731,     3.328
F24033,     0.000,   114.975,     9.275,     2.829
A24003,     0.000,   109.032,     7.885,     3.009
F24003,     0.000,   109.039,     7.817,     2.998
A24027,     0.000,   139.088,    16.686,     3.919
F24027,     0.000,   135.377,    19.707,     4.519
A24031,     0.000,   139.511,    20.134,     4.933
F24031,     0.000,   128.538,    28.596,     6.980
A51073,     0.000,    75.566,     7.427,     2.205
A51115,     0.000,    61.940,     7.844,     2.175
A51119,     0.000,    56.616,     7.405,     2.228
A51199,     0.000,   140.725,    12.307,     3.177
F51199,     0.000,   140.733,    12.313,     3.178
A51095,     0.000,    78.503,     8.001,     2.276
A51097,     0.000,    45.341,    10.390,     2.446
A51127,     0.000,    48.320,     7.969,     2.405
A51830,     0.000,    25.797,     7.196,     1.836
F51095,     0.000,    78.512,     7.990,     2.275
F51830,     0.000,    25.782,     7.248,     1.831
A51650,     0.000,    20.978,     8.619,     1.753
A51735,     0.000,    20.292,     7.302,     3.066
F51650,     0.000,    21.017,     8.581,     1.749
F51735,     0.000,    20.061,     7.509,     3.104
A51101,     0.000,    60.770,    13.072,     2.720
A51033,     0.026,    45.394,    12.836,     2.656
F51033,     0.000,    47.322,    10.464,     2.442
A51177,     0.000,    74.775,     7.574,     2.168
F51177,     0.000,    74.745,     7.522,     2.170
F51101,     0.000,    66.538,     6.636,     2.083
A51109,     0.000,    71.913,     6.973,     1.989
A51003,     0.000,    54.099,     9.354,     1.882
A51065,     0.000,    53.033,     9.781,     2.050
A51075,     0.000,    66.600,     8.204,     1.775
A51103,     0.000,    54.859,     5.433,     1.988
A51133,     0.000,    57.695,     4.391,     1.859
A51057,     0.000,    54.111,    14.250,     3.101
A51159,     0.000,    56.760,     7.302,     2.201
F51159,     0.000,    59.122,     4.543,     1.891
A51099,     0.000,    59.188,     5.596,     1.926
A51630,     0.000,    25.741,    10.829,     2.039
F51057,     0.000,    60.042,     8.528,     2.339
F51099,     0.000,    59.208,     5.549,     1.922
F51630,     0.000,    30.733,     5.211,     1.611
A51047,     0.000,    65.862,    10.754,     2.107
A51061,     0.000,    61.208,     7.619,     2.134
A51157,     0.000,    54.782,     7.504,     1.733
B51061,     0.000,    59.240,     9.903,     1.965
B51157,     0.000,    57.135,     6.980,     1.657
F51061,     0.000,    61.616,     7.675,     1.877
F51157,     0.000,    55.149,     7.145,     1.714
A51113,     0.000,    67.317,    11.945,     1.988
B51113,     0.000,    70.459,     9.115,     1.675
F51113,     0.000,    69.291,    10.030,     1.817
A51079,     0.000,    66.091,     8.631,     2.035
B51079,     0.000,    68.966,     7.126,     1.778
F51079,     0.000,    66.387,     8.337,     1.827
A51137,     0.000,    66.580,     9.282,     1.937
F51137,     0.000,    67.001,     9.177,     1.915
A24005,     0.000,   134.056,    23.827,     5.475
A24510,     0.000,    38.797,     9.596,     1.988
F24005,     0.000,   133.115,    24.887,     5.634
F24510,     0.000,    38.742,     9.567,     1.988
A24013,     0.000,   167.078,    15.340,     3.533
F24013,     0.000,   164.503,     7.846,     2.468
A24025,     0.000,   145.296,    19.654,     4.210
F24025,     0.000,   152.776,    13.139,     3.074
A10001,     0.084,   186.967,    26.400,     6.666
A10005,     0.554,   204.741,    32.782,     8.108
A24011,     0.052,   161.894,     9.502,     3.256
A24019,     0.000,    74.817,     5.854,     2.286
A24045,     0.000,   315.294,    19.537,     3.532
F24019,     0.000,    75.057,     5.835,     2.278
A24047,     0.000,   130.090,    11.295,     3.373
F24045,     0.000,   317.032,    11.682,     2.192
A24039,     0.000,   226.792,     9.834,     2.517
A51001,     0.000,    56.708,     5.040,     2.087
F24039,     0.000,   228.231,     9.703,     2.466
F51001,     0.000,    56.707,     5.041,     2.087
A51131,     0.000,    46.543,     3.903,     2.010
F51131,     0.000,    46.479,     3.899,     2.010
F10005,     0.417,   221.462,    22.971,     5.455
A24041,     0.007,   125.242,    10.256,     2.550
F24041,     0.046,   125.998,    10.300,     2.553
A24035,     0.093,   140.700,    17.931,     3.882
F24035,     0.004,   146.942,    12.257,     2.913
A24015,     0.000,   147.773,    17.278,     4.359
A10003,     0.000,   185.205,    11.697,     2.946
F24015,     0.000,   151.815,     8.218,     2.761
A24029,     0.000,   135.266,     9.587,     2.698
F24029,     0.000,   135.518,     9.618,     2.706
A42029,     0.000,   193.857,    18.110,     3.583
A51041,     0.000,    58.509,    12.377,     2.551
A51145,     0.000,    70.808,     8.826,     1.817
A51570,     0.000,    24.698,    11.356,     1.524
A51149,     0.000,    51.719,    12.187,     2.741
A51670,     0.030,    30.242,    13.141,     2.181
F51149,     0.000,    56.362,     7.695,     2.093
F51670,     0.031,    30.195,    13.199,     2.188
A51007,     0.000,    80.518,     8.533,     1.803
A51135,     0.000,    70.475,     8.574,     1.902
A51147,     0.000,    65.469,     7.962,     1.794
A51011,     0.000,    61.003,     7.732,     1.777
A51029,     0.000,    66.831,     6.631,     1.730
A51049,     0.000,    75.163,     7.897,     1.780
F51011,     0.000,    60.830,     7.920,     1.722
F51147,     0.000,    64.830,     4.176,     1.538
F51145,     0.000,    70.514,     5.647,     1.613
A51053,     0.000,    71.202,     7.320,     1.688
A51730,     0.000,    20.272,    14.188,     2.490
F51053,     0.000,    73.141,     3.498,     1.457
F51730,     0.000,    24.475,     9.275,     1.888
A51036,     0.000,    52.428,     9.724,     2.739
A51087,     0.000,    59.761,    11.007,     2.678
A51760,     0.000,    25.346,    11.607,     2.280
F51041,     0.000,    63.684,     6.241,     1.684
F51087,     0.000,    59.760,    11.007,     2.678
F51760,     0.000,    28.479,     7.327,     1.750
A51181,     1.220,   682.053,    66.151,     3.664
F51181,     0.825,   708.827,    43.119,     0.336
A51550,     0.352,    99.556,    13.732,     2.880
A51710,     0.000,    24.939,     9.865,     1.732
A51810,     0.100,    81.911,    10.992,     2.910
F51710,     0.000,    25.005,     9.789,     1.724
A51740,     0.000,    25.519,     9.646,     1.809
F51550,     0.314,    99.504,    13.754,     2.885
F51740,     0.000,    25.520,     9.645,     1.808
A51800,     0.000,    53.565,     6.350,     2.513
A51093,     0.279,    50.399,    33.509,     6.316
A51700,     0.000,    23.362,     9.858,     1.952
F51700,     0.000,    23.367,     9.851,     1.951
F51810,     0.097,    81.857,    11.047,     2.920
F51800,     0.000,    53.626,     3.250,     1.811
A51085,     0.000,    75.994,    10.408,     2.231
F51085,     0.000,    74.291,    10.430,     2.451
B51003,     0.000,    56.026,     9.175,     1.827
F51003,     0.000,    54.341,     9.161,     2.161
A51125,     0.000,    48.419,     8.942,     1.682
B51125,     0.000,    50.246,     8.835,     1.602
F51125,     0.000,    49.099,     8.444,     1.622
A51009,     0.000,    47.458,    10.401,     2.044
B51009,     0.000,    51.130,     7.374,     1.611
F51009,     0.000,    48.870,     9.049,     1.802
A51540,     0.000,    30.392,     5.862,     1.378
F51540,     0.000,    31.828,     3.755,     1.241
A51031,     0.000,    58.857,     7.909,     1.818
A51023,     0.000,    60.808,     6.529,     2.364
A51163,     0.000,    55.168,     9.594,     2.543
F51023,     0.000,    60.554,     6.360,     2.436
F51163,     0.000,    56.758,     7.704,     2.419
A51161,     0.000,    72.282,     8.937,     2.601
F51161,     0.000,    75.768,     5.580,     2.274
A51015,     0.000,    61.329,    14.159,     3.323
B51015,     0.000,    65.237,     9.129,     2.282
B51163,     0.000,    54.931,    10.027,     2.507
F51015,     0.000,    70.671,     5.963,     2.251
C51015,     0.000,    67.135,     6.977,     2.466
A51045,     0.000,    52.233,     8.255,     2.660
A51071,     0.000,    49.619,     7.442,     2.676
F51045,     0.000,    52.258,     8.253,     2.663
F51071,     0.000,    49.734,     7.455,     2.679
B51017,     0.000,    49.471,     5.543,     2.569
F51017,     0.000,    51.558,     5.076,     2.387
A51678,     0.000,    23.483,    13.106,     2.522
A51017,     0.000,    50.232,     6.835,     2.592
A51091,     0.000,    42.480,     6.141,     2.361
B51091,     0.000,    42.040,     6.602,     2.436
A51530,     0.000,    33.659,     5.875,     1.982
F51530,     0.000,    33.654,     5.921,     1.969
A51121,     0.000,    56.138,     9.153,     3.118
F51121,     0.000,    59.841,     6.229,     2.735
A51005,     0.000,    46.210,     5.894,     2.576
A54063,     0.000,    56.697,     6.928,     2.597
F51005,     0.000,    46.193,     5.894,     2.568
F54063,     0.000,    57.636,     7.910,     2.534
F51091,     0.000,    41.815,     2.674,     2.149
A51580,     0.000,    31.046,     7.158,     2.660
F51580,     0.000,    33.403,     4.388,     2.281
B51023,     0.000,    59.921,     6.838,     2.410
A51019,     0.000,    58.946,    10.223,     1.822
B51019,     0.000,    59.193,    10.177,     1.912
F51019,     0.000,    58.858,     9.781,     1.772
A51680,     0.000,    21.010,    11.588,     1.870
A11001,     0.000,    33.754,    14.663,     2.691
F11001,     0.000,    25.333,    21.690,     3.595
A51059,     0.000,    80.070,    10.767,     2.605
A51510,     0.000,    26.188,    13.224,     1.493
A51610,     0.000,    10.738,    27.058,     3.603
F51510,     0.000,    32.841,     7.647,     1.262
A51600,     0.000,    31.737,     8.089,     2.220
F51059,     0.000,    78.330,     4.469,     1.961
A51153,     0.000,    74.762,     7.435,     2.254
F51153,     0.000,    74.747,     7.503,     2.262
A24017,     0.000,    91.083,     9.067,     2.378
F24017,     0.000,    92.639,     6.867,     2.005
A51179,     0.000,    60.156,     5.243,     1.730
F51179,     0.000,    60.160,     5.256,     1.723
A51193,     0.000,    47.124,     6.383,     1.998
F51193,     0.000,    48.972,     4.128,     1.748
F51013,     0.000,    36.295,     4.599,     1.325
A51107,     0.000,    61.298,     9.475,     2.074
A51683,     0.000,    30.516,     5.952,     1.786
A51685,     0.000,    30.580,     6.452,     1.670
F51107,     0.000,    62.656,     7.189,     2.018
A51013,     0.000,    35.450,     4.451,     1.325
A24021,     0.000,   207.078,    17.020,     3.392
A42001,     0.000,   127.442,     8.991,     1.986
B42001,     0.000,   129.277,     9.350,     1.950
F42001,     0.000,   128.173,     8.263,     1.896
B24021,     0.000,   201.878,    19.820,     3.391
F24021,     0.000,   204.248,    19.632,     3.839
A51069,     0.000,    57.219,     9.371,     2.473
B51171,     0.000,    72.634,     7.507,     2.748
F51069,     0.000,    59.498,     5.832,     2.117
F51171,     0.000,    72.902,     7.876,     2.881
A24043,     0.000,   111.087,    49.994,     9.541
A42055,     0.000,   254.534,    32.655,     5.032
F24043,     0.000,   148.206,    21.426,     4.472
F42055,     0.000,   263.397,    20.365,     2.871
A51820,     0.000,    28.183,    10.059,     2.154
F51820,     0.000,    28.516,     9.789,     2.102
A51165,     0.000,    99.955,    20.862,     5.149
A54031,     0.000,    77.064,     7.405,     2.913
B51165,     0.000,   110.426,     8.091,     3.187
F51165,     0.000,   113.699,    10.523,     3.590
F54031,     0.000,    75.841,     8.600,     3.121
A51171,     0.000,    68.093,    13.090,     3.283
A51187,     0.000,    54.963,     9.306,     2.873
F51187,     0.000,    52.911,    11.008,     3.108
A51043,     0.000,    58.937,    10.257,     2.635
A51840,     0.000,    30.060,    10.681,     2.175
A51660,     0.012,    25.012,    18.397,     3.394
F51660,     0.022,    32.241,    11.485,     2.594
B42041,     0.000,   199.986,    32.022,     4.354
B42055,     0.000,   258.265,    21.588,     2.931
A54003,     0.000,    51.505,    13.260,     2.863
A54037,     0.000,    54.643,    14.898,     3.360
F54003,     0.000,    56.467,     8.114,     2.292
