TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,5.591500,1,0.03,0.3,0,50,573.8155,5,0.5,2,0,550,167.0605,5,1,8,0,300,5.209000,6,0.5,1,0,100,0,0,0,0,na,na
A10003,1.073000,1,0.03,0.3,0,50,755.3755,5,0.5,2,0,550,58.67950,5,1,8,0,300,2.302500,6,0.5,1,0,100,0,0,0,0,na,na
A10005,7.501500,1,0.03,0.3,0,50,649.4435,5,0.5,2,0,550,204.3510,5,1,8,0,300,7.707500,6,0.5,1,0,100,0,0,0,0,na,na
A11001,3.103000,1,0.03,0.3,0,50,103.2420,5,0.5,2,0,550,38.49600,5,1,8,0,300,0.833500,6,0.5,1,0,100,0,0,0,0,na,na
A24001,0.992000,1,0.03,0.3,0,50,278.8200,5,0.5,2,0,550,29.26550,5,1,8,0,300,0.603500,6,0.5,1,0,100,0,0,0,0,na,na
A24003,0.832500,1,0.03,0.3,0,50,387.1490,5,0.5,2,0,550,36.20650,5,1,8,0,300,1.577500,6,0.5,1,0,100,0,0,0,0,na,na
A24005,2.906500,1,0.03,0.3,0,50,361.5485,5,0.5,2,0,550,153.6005,5,1,8,0,300,4.946500,6,0.5,1,0,100,0,0,0,0,na,na
A24009,2.231000,1,0.03,0.3,0,50,224.6425,5,0.5,2,0,550,53.04200,5,1,8,0,300,1.496000,6,0.5,1,0,100,0,0,0,0,na,na
A24011,0.922500,1,0.03,0.3,0,50,632.8935,5,0.5,2,0,550,45.15100,5,1,8,0,300,2.102000,6,0.5,1,0,100,0,0,0,0,na,na
A24013,1.432500,1,0.03,0.3,0,50,674.2185,5,0.5,2,0,550,78.77300,5,1,8,0,300,2.858000,6,0.5,1,0,100,0,0,0,0,na,na
A24015,2.541500,1,0.03,0.3,0,50,497.2590,5,0.5,2,0,550,94.15750,5,1,8,0,300,3.461000,6,0.5,1,0,100,0,0,0,0,na,na
A24017,1.179500,1,0.03,0.3,0,50,320.4050,5,0.5,2,0,550,39.50900,5,1,8,0,300,0.809500,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.187500,1,0.03,0.3,0,50,259.1215,5,0.5,2,0,550,24.07050,5,1,8,0,300,0.677000,6,0.5,1,0,100,0,0,0,0,na,na
A24021,1.707000,1,0.03,0.3,0,50,733.1845,5,0.5,2,0,550,95.07050,5,1,8,0,300,3.372500,6,0.5,1,0,100,0,0,0,0,na,na
A24023,1.192500,1,0.03,0.3,0,50,565.6285,5,0.5,2,0,550,44.09600,5,1,8,0,300,1.303500,6,0.5,1,0,100,0,0,0,0,na,na
A24025,3.874000,1,0.03,0.3,0,50,515.2875,5,0.5,2,0,550,103.2545,5,1,8,0,300,3.601500,6,0.5,1,0,100,0,0,0,0,na,na
A24027,1.419500,1,0.03,0.3,0,50,485.6990,5,0.5,2,0,550,100.7455,5,1,8,0,300,3.531500,6,0.5,1,0,100,0,0,0,0,na,na
A24029,0.941000,1,0.03,0.3,0,50,514.2310,5,0.5,2,0,550,52.01800,5,1,8,0,300,1.614500,6,0.5,1,0,100,0,0,0,0,na,na
A24031,2.306000,1,0.03,0.3,0,50,430.3560,5,0.5,2,0,550,128.7555,5,1,8,0,300,4.342000,6,0.5,1,0,100,0,0,0,0,na,na
A24033,1.106500,1,0.03,0.3,0,50,358.3385,5,0.5,2,0,550,73.66600,5,1,8,0,300,2.187000,6,0.5,1,0,100,0,0,0,0,na,na
A24035,6.053500,1,0.03,0.3,0,50,483.6615,5,0.5,2,0,550,88.35750,5,1,8,0,300,2.653000,6,0.5,1,0,100,0,0,0,0,na,na
A24037,0.913500,1,0.03,0.3,0,50,341.3315,5,0.5,2,0,550,40.60900,5,1,8,0,300,0.996500,6,0.5,1,0,100,0,0,0,0,na,na
A24039,0.732500,1,0.03,0.3,0,50,851.7695,5,0.5,2,0,550,45.92400,5,1,8,0,300,1.899500,6,0.5,1,0,100,0,0,0,0,na,na
A24041,0.914500,1,0.03,0.3,0,50,476.5150,5,0.5,2,0,550,43.73250,5,1,8,0,300,1.368000,6,0.5,1,0,100,0,0,0,0,na,na
A24043,6.842000,1,0.03,0.3,0,50,146.2700,5,0.5,2,0,550,339.4700,5,1,8,0,300,7.697000,6,0.5,1,0,100,0,0,0,0,na,na
A24045,1.344000,1,0.03,0.3,0,50,1229.554,5,0.5,2,0,550,106.2375,5,1,8,0,300,4.137500,6,0.5,1,0,100,0,0,0,0,na,na
A24047,0.481500,1,0.03,0.3,0,50,457.0135,5,0.5,2,0,550,54.55850,5,1,8,0,300,1.802500,6,0.5,1,0,100,0,0,0,0,na,na
A24510,1.664500,1,0.03,0.3,0,50,111.1315,5,0.5,2,0,550,34.15950,5,1,8,0,300,0.851000,6,0.5,1,0,100,0,0,0,0,na,na
A36003,0.285000,1,0.03,0.3,0,50,423.9095,5,0.5,2,0,550,25.27150,5,1,8,0,300,0.600000,6,0.5,1,0,100,0,0,0,0,na,na
A36007,0.626000,1,0.03,0.3,0,50,349.0930,5,0.5,2,0,550,40.71350,5,1,8,0,300,1.058500,6,0.5,1,0,100,0,0,0,0,na,na
A36015,0.109000,1,0.03,0.3,0,50,327.9410,5,0.5,2,0,550,28.27200,5,1,8,0,300,0.703500,6,0.5,1,0,100,0,0,0,0,na,na
A36017,0.626000,1,0.03,0.3,0,50,365.4680,5,0.5,2,0,550,38.54400,5,1,8,0,300,1.012000,6,0.5,1,0,100,0,0,0,0,na,na
A36023,2.363000,1,0.03,0.3,0,50,375.4915,5,0.5,2,0,550,43.60150,5,1,8,0,300,1.135500,6,0.5,1,0,100,0,0,0,0,na,na
A36025,2.654500,1,0.03,0.3,0,50,328.1395,5,0.5,2,0,550,36.77950,5,1,8,0,300,1.181500,6,0.5,1,0,100,0,0,0,0,na,na
A36043,2.174000,1,0.03,0.3,0,50,418.6125,5,0.5,2,0,550,38.44400,5,1,8,0,300,1.190000,6,0.5,1,0,100,0,0,0,0,na,na
A36051,1.299000,1,0.03,0.3,0,50,582.8070,5,0.5,2,0,550,35.64900,5,1,8,0,300,0.867000,6,0.5,1,0,100,0,0,0,0,na,na
A36053,7.684000,1,0.03,0.3,0,50,449.2465,5,0.5,2,0,550,54.32000,5,1,8,0,300,1.430500,6,0.5,1,0,100,0,0,0,0,na,na
