landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    93.372,    19.541,     0.306
A24009,     0.000,    64.030,    20.096,     0.540
F24009,     0.000,    63.593,    20.474,     0.544
F24037,     0.000,    95.779,    10.611,     0.217
A24033,     0.000,    95.186,    26.562,     0.632
F24033,     0.000,   103.757,    16.921,     0.526
A24003,     0.000,    99.032,    16.479,     0.546
F24003,     0.000,    99.318,    16.194,     0.544
A24027,     0.000,   110.381,    32.588,     0.879
F24027,     0.000,   101.515,    40.497,     0.971
A24031,     0.000,    97.384,    50.442,     1.075
F24031,     0.000,    70.545,    80.532,     1.518
A51073,     0.000,    68.101,    12.517,     0.303
A51115,     0.000,    55.570,    11.995,     0.274
A51119,     0.000,    50.084,    11.902,     0.280
A51199,     0.000,   129.711,    19.262,     0.615
F51199,     0.000,   129.655,    19.306,     0.615
A51095,     0.000,    70.961,    12.848,     0.404
A51097,     0.000,    32.714,    19.498,     0.408
A51127,     0.000,    41.630,    12.255,     0.360
A51830,     0.000,    24.472,     8.952,     0.284
F51095,     0.000,    70.993,    12.824,     0.404
F51830,     0.000,    24.423,     9.005,     0.284
A51650,     0.000,    19.368,    10.393,     0.237
A51735,     0.000,    18.484,    10.598,     0.427
F51650,     0.000,    19.428,    10.336,     0.236
F51735,     0.000,    18.167,    10.887,     0.429
A51101,     0.000,    38.104,    30.405,     0.461
A51033,     0.000,    30.640,    24.071,     0.375
F51033,     0.000,    36.523,    18.820,     0.335
A51177,     0.000,    63.178,    13.684,     0.262
F51177,     0.000,    63.183,    13.532,     0.259
F51101,     0.000,    58.191,    12.897,     0.307
A51109,     0.000,    65.085,    11.420,     0.208
A51003,     0.000,    44.678,    15.037,     0.339
A51065,     0.000,    37.506,    21.287,     0.340
A51075,     0.000,    55.613,    15.776,     0.246
A51103,     0.000,    49.417,     8.908,     0.208
A51133,     0.000,    53.413,     7.027,     0.209
A51057,     0.000,    29.779,    31.536,     0.473
A51159,     0.000,    47.422,    13.941,     0.352
F51159,     0.000,    55.149,     6.895,     0.227
A51099,     0.000,    52.262,     9.280,     0.297
A51630,     0.000,    19.204,    16.816,     0.206
F51057,     0.000,    48.659,    15.605,     0.362
F51099,     0.000,    52.457,     9.102,     0.295
F51630,     0.000,    28.992,     6.634,     0.114
A51047,     0.000,    51.013,    20.374,     0.392
