landseg,SORGN,UORGN,LROGN,AORGN
A24037,     0.000,    94.601,    19.005,     0.442
A24009,     0.000,    68.969,    17.105,     0.657
F24009,     0.000,    68.724,    17.345,     0.660
F24037,     0.000,    98.435,    11.230,     0.341
A24033,     0.000,   100.878,    23.491,     0.740
F24033,     0.000,   106.252,    15.693,     0.638
A24003,     0.000,   100.063,    15.722,     0.717
F24003,     0.000,   100.278,    15.493,     0.713
A24027,     0.000,   122.664,    29.555,     1.015
F24027,     0.000,   115.748,    36.131,     1.152
A24031,     0.000,   116.572,    39.489,     1.354
F24031,     0.000,    98.504,    55.363,     2.069
A51073,     0.000,    67.703,    12.962,     0.413
A51115,     0.000,    55.341,    12.364,     0.372
A51119,     0.000,    50.162,    12.198,     0.394
A51199,     0.000,   131.518,    18.960,     0.749
F51199,     0.000,   131.492,    18.987,     0.749
A51095,     0.000,    71.610,    12.684,     0.514
A51097,     0.000,    36.983,    17.540,     0.482
A51127,     0.000,    43.216,    11.787,     0.472
A51830,     0.000,    24.259,     8.856,     0.352
F51095,     0.000,    71.633,    12.666,     0.514
F51830,     0.000,    24.216,     8.907,     0.352
A51650,     0.000,    20.281,     9.831,     0.280
A51735,     0.000,    19.546,     9.822,     0.562
F51650,     0.000,    20.334,     9.778,     0.280
F51735,     0.000,    19.279,    10.078,     0.565
A51101,     0.000,    44.502,    26.752,     0.601
A51033,     0.000,    32.713,    23.244,     0.482
F51033,     0.000,    38.151,    17.943,     0.436
A51177,     0.000,    66.404,    11.790,     0.412
F51177,     0.000,    66.361,    11.681,     0.410
F51101,     0.000,    59.064,    12.274,     0.429
A51109,     0.000,    64.860,    11.775,     0.332
A51003,     0.000,    47.658,    14.009,     0.403
A51065,     0.000,    43.083,    17.561,     0.410
A51075,     0.000,    57.888,    14.457,     0.304
A51103,     0.000,    49.274,     9.286,     0.339
A51133,     0.000,    53.947,     6.951,     0.330
A51057,     0.000,    34.300,    29.751,     0.642
A51159,     0.000,    50.057,    12.476,     0.426
F51159,     0.000,    55.359,     7.021,     0.338
A51099,     0.000,    54.103,     8.767,     0.386
A51630,     0.000,    21.290,    15.462,     0.319
F51057,     0.000,    50.354,    15.243,     0.470
F51099,     0.000,    54.211,     8.651,     0.384
F51630,     0.000,    28.909,     6.806,     0.239
A51047,     0.000,    55.901,    17.918,     0.451
A51061,     0.000,    55.475,    11.382,     0.387
A51157,     0.000,    48.081,    11.601,     0.357
B51061,     0.000,    50.296,    15.959,     0.423
B51157,     0.000,    51.460,     9.874,     0.331
F51061,     0.000,    53.654,    13.396,     0.352
F51157,     0.000,    48.684,    10.917,     0.345
A51113,     0.000,    56.388,    18.782,     0.459
B51113,     0.000,    63.728,    12.705,     0.398
F51113,     0.000,    60.214,    15.737,     0.429
A51079,     0.000,    58.678,    13.381,     0.463
B51079,     0.000,    63.558,    10.055,     0.391
F51079,     0.000,    59.085,    12.901,     0.417
A51137,     0.000,    58.441,    15.096,     0.403
F51137,     0.000,    58.323,    15.372,     0.381
A24005,     0.000,   107.810,    45.256,     1.459
A24510,     0.000,    33.953,    14.631,     0.453
F24005,     0.000,   106.357,    46.822,     1.524
F24510,     0.000,    33.986,    14.504,     0.452
A24013,     0.000,   138.931,    27.531,     0.999
F24013,     0.000,   154.886,    13.872,     0.688
A24025,     0.000,   117.612,    41.519,     1.286
F24025,     0.000,   138.987,    24.054,     0.859
A10001,     0.000,   148.113,    61.988,     3.057
A10005,     0.000,   160.571,    69.536,     5.388
A24011,     0.000,   149.105,    20.494,     0.920
A24019,     0.000,    69.813,    10.147,     0.427
A24045,     0.000,   289.663,    42.355,     1.699
F24019,     0.000,    70.005,     9.791,     0.423
A24047,     0.000,   115.629,    23.403,     0.867
F24045,     0.000,   299.335,    25.966,     1.094
A24039,     0.000,   213.361,    20.928,     0.754
A51001,     0.000,    52.764,     8.246,     0.365
F24039,     0.000,   214.839,    19.982,     0.740
F51001,     0.000,    52.768,     8.242,     0.365
A51131,     0.000,    43.728,     6.198,     0.371
F51131,     0.000,    43.734,     6.207,     0.371
F10005,     0.000,   187.384,    50.193,     2.516
A24041,     0.000,   112.961,    16.556,     0.540
F24041,     0.000,   114.523,    16.450,     0.543
A24035,     0.000,   116.395,    38.513,     0.984
F24035,     0.000,   133.579,    22.844,     0.685
A24015,     0.000,   121.885,    38.703,     1.292
A10003,     0.000,   173.824,    21.173,     0.868
F24015,     0.000,   141.302,    15.951,     0.729
A24029,     0.000,   126.841,    16.171,     0.609
F24029,     0.000,   127.178,    16.193,     0.610
A42029,     0.000,   153.619,    29.390,     1.237
A51041,     0.000,    45.003,    22.731,     0.539
A51145,     0.000,    62.845,    14.257,     0.351
A51570,     0.000,    23.817,    12.187,     0.287
A51149,     0.000,    40.017,    20.400,     0.593
A51670,     0.000,    29.190,    14.652,     0.432
F51149,     0.000,    49.863,    11.735,     0.465
F51670,     0.000,    29.098,    14.746,     0.433
A51007,     0.000,    71.166,    15.115,     0.338
A51135,     0.000,    60.750,    15.578,     0.367
A51147,     0.000,    58.062,    13.340,     0.333
A51011,     0.000,    54.165,    12.584,     0.347
A51029,     0.000,    60.514,    10.743,     0.301
A51049,     0.000,    67.462,    13.328,     0.344
F51011,     0.000,    54.462,    12.456,     0.330
F51147,     0.000,    61.128,     6.352,     0.253
F51145,     0.000,    61.320,     8.094,     0.294
A51053,     0.000,    63.795,    12.502,     0.304
A51730,     0.000,    16.449,    17.640,     0.429
F51053,     0.000,    70.066,     5.377,     0.215
F51730,     0.000,    23.592,    10.341,     0.362
A51036,     0.000,    43.629,    16.244,     0.518
A51087,     0.000,    49.246,    18.764,     0.555
A51760,     0.000,    23.665,    13.677,     0.383
F51041,     0.000,    57.925,    10.059,     0.339
F51087,     0.000,    49.242,    18.766,     0.555
F51760,     0.000,    27.672,     8.385,     0.334
A51181,     0.000,   659.870,    97.216,     2.216
F51181,     0.000,   703.973,    48.231,     1.282
A51550,     0.000,    87.841,    21.877,     0.569
A51710,     0.000,    24.208,    10.887,     0.288
A51810,     0.000,    71.231,    18.817,     0.578
F51710,     0.000,    24.326,    10.766,     0.287
A51740,     0.000,    24.764,    10.738,     0.315
F51550,     0.000,    87.636,    22.040,     0.571
F51740,     0.000,    24.765,    10.738,     0.315
A51800,     0.000,    48.294,    10.717,     0.362
A51093,     0.270,    11.472,    67.689,     2.188
A51700,     0.000,    22.992,    10.950,     0.343
F51700,     0.000,    23.007,    10.936,     0.342
F51810,     0.000,    71.059,    18.971,     0.580
F51800,     0.000,    47.291,     5.508,     0.247
A51085,     0.000,    67.018,    17.292,     0.468
F51085,     0.000,    67.787,    14.946,     0.531
B51003,     0.000,    50.573,    12.426,     0.398
F51003,     0.000,    47.684,    13.627,     0.440
A51125,     0.000,    43.619,    11.264,     0.389
B51125,     0.000,    46.028,    10.483,     0.377
F51125,     0.000,    44.935,    10.434,     0.379
A51009,     0.000,    41.079,    14.755,     0.466
B51009,     0.000,    47.601,     8.859,     0.379
F51009,     0.000,    44.015,    11.769,     0.416
A51540,     0.000,    28.760,     7.633,     0.274
F51540,     0.000,    31.283,     4.209,     0.208
A51031,     0.000,    51.402,    13.169,     0.349
A51023,     0.000,    55.238,    10.788,     0.508
A51163,     0.000,    49.046,    14.211,     0.576
F51023,     0.000,    55.317,    10.436,     0.527
F51163,     0.000,    51.844,    11.231,     0.539
A51161,     0.000,    64.153,    14.740,     0.596
F51161,     0.000,    71.003,     8.685,     0.470
A51015,     0.000,    48.856,    23.005,     0.751
B51015,     0.000,    60.342,    11.787,     0.568
B51163,     0.000,    48.745,    14.528,     0.572
F51015,     0.000,    66.728,     8.689,     0.521
C51015,     0.000,    62.308,    10.194,     0.544
A51045,     0.000,    46.030,    12.095,     0.626
A51071,     0.000,    42.701,    11.990,     0.612
F51045,     0.000,    46.007,    12.139,     0.627
F51071,     0.000,    42.875,    12.020,     0.613
B51017,     0.000,    44.654,     8.891,     0.545
F51017,     0.000,    47.158,     7.728,     0.462
A51678,     0.000,    19.330,    17.495,     0.496
A51017,     0.000,    43.313,    11.360,     0.556
A51091,     0.000,    38.900,     8.333,     0.529
B51091,     0.000,    37.310,     9.943,     0.551
A51530,     0.000,    30.868,     9.260,     0.444
F51530,     0.000,    30.830,     9.310,     0.442
A51121,     0.000,    49.171,    15.005,     0.698
F51121,     0.000,    55.912,     9.865,     0.611
A51005,     0.000,    40.705,     9.579,     0.561
A54063,     0.000,    51.855,    10.409,     0.570
F51005,     0.000,    40.674,     9.570,     0.560
F54063,     0.000,    51.240,    12.314,     0.561
F51091,     0.000,    32.317,     3.416,     0.366
A51580,     0.000,    26.750,    12.290,     0.364
F51580,     0.000,    30.618,     7.317,     0.317
B51023,     0.000,    54.409,    11.416,     0.474
A51019,     0.000,    50.749,    15.949,     0.405
B51019,     0.000,    51.094,    16.290,     0.410
F51019,     0.000,    50.862,    15.235,     0.378
A51680,     0.000,    16.996,    15.769,     0.313
A11001,     0.000,    28.453,    21.188,     0.426
F11001,     0.000,     8.409,    38.579,     0.585
A51059,     0.000,    68.934,    19.712,     0.523
A51510,     0.000,    19.802,    18.021,     0.339
A51610,     0.000,     0.000,    52.827,     0.642
F51510,     0.000,    29.705,    10.312,     0.312
A51600,     0.000,    29.437,    11.013,     0.343
F51059,     0.000,    68.985,     6.676,     0.392
A51153,     0.000,    66.686,    13.127,     0.382
F51153,     0.000,    66.493,    13.321,     0.384
A24017,     0.000,    81.585,    14.237,     0.481
F24017,     0.000,    79.570,     9.880,     0.394
A51179,     0.000,    54.990,     8.952,     0.277
F51179,     0.000,    55.008,     8.934,     0.277
A51193,     0.000,    41.639,    10.847,     0.374
F51193,     0.000,    45.845,     6.265,     0.300
F51013,     0.000,    34.639,     5.346,     0.252
A51107,     0.000,    52.032,    16.216,     0.429
A51683,     0.000,    28.494,     7.473,     0.295
A51685,     0.000,    28.541,     7.859,     0.274
F51107,     0.000,    57.376,    10.731,     0.381
A51013,     0.000,    33.540,     5.187,     0.249
A24021,     0.000,   185.469,    31.097,     0.893
A42001,     0.000,   116.294,    16.087,     0.411
B42001,     0.000,    99.777,     9.164,     0.356
F42001,     0.000,   117.537,    14.932,     0.377
B24021,     0.000,   175.631,    33.095,     0.971
F24021,     0.000,   181.937,    36.663,     1.013
A51069,     0.000,    49.109,    14.822,     0.551
B51171,     0.000,    66.610,    11.829,     0.654
F51069,     0.000,    54.405,     8.751,     0.466
F51171,     0.000,    65.794,    13.302,     0.672
A24043,     0.000,    80.664,    80.863,     2.366
A42055,     0.000,   209.913,    57.150,     2.033
F24043,     0.000,   125.844,    38.647,     1.103
F42055,     0.000,   218.117,    28.457,     1.136
A51820,     0.000,    25.219,    12.799,     0.482
F51820,     0.000,    25.756,    12.268,     0.474
A51165,     0.000,    81.447,    35.794,     1.224
A54031,     0.000,    68.550,    13.455,     0.694
B51165,     0.000,   101.867,    13.839,     0.786
F51165,     0.000,   102.636,    19.660,     0.863
F54031,     0.000,    66.245,    15.567,     0.766
A51171,     0.000,    56.544,    21.781,     0.721
A51187,     0.000,    46.445,    16.359,     0.579
F51187,     0.000,    42.917,    19.018,     0.614
A51043,     0.000,    49.576,    17.099,     0.582
A51840,     0.000,    24.757,    15.745,     0.452
A51660,     0.000,    14.827,    28.167,     0.621
F51660,     0.000,    29.422,    15.047,     0.515
B42041,     0.000,   158.712,    51.768,     1.491
B42055,     0.000,   212.740,    28.854,     1.175
A54003,     0.000,    36.727,    23.592,     0.644
A54037,     0.000,    36.646,    28.531,     0.763
F54003,     0.000,    48.903,    12.742,     0.518
A51139,     0.000,    71.864,    32.262,     1.200
F51139,     0.000,    71.358,    32.758,     1.216
A51790,     0.000,    19.476,    19.798,     0.470
F51790,     0.000,    29.224,     9.631,     0.351
A42099,     0.000,   145.933,    18.577,     0.721
A54065,     0.000,    50.808,    10.536,     0.502
A42057,     0.000,   102.930,    11.466,     0.449
C51165,     0.000,    98.433,    19.040,     0.919
A54027,     0.000,    43.361,    13.335,     0.564
A24001,     0.000,    58.675,    13.578,     0.524
C42009,     0.000,   124.270,    12.673,     0.451
F24001,     0.000,    61.989,    14.168,     0.581
F54027,     0.000,    41.834,    14.542,     0.572
B51139,     0.000,    77.055,    25.433,     1.018
B51187,     0.000,    48.757,    13.721,     0.531
F51043,     0.000,    50.180,    16.167,     0.671
F54037,     0.000,    52.422,    15.114,     0.614
A42009,     0.000,   117.171,    17.714,     0.684
A54071,     0.000,    49.231,    17.272,     0.706
F54071,     0.000,    57.225,    10.403,     0.566
A54023,     0.000,    48.996,     9.608,     0.500
A54057,     0.000,    41.349,    11.283,     0.517
B54023,     0.000,    42.191,    17.436,     0.644
B54057,     0.000,    35.568,    16.667,     0.576
B54071,     0.000,    43.715,    19.057,     0.728
B54031,     0.000,    63.569,    17.017,     0.748
A42111,     0.000,   132.781,    19.564,     0.680
B24001,     0.000,    58.274,    16.906,     0.639
B42009,     0.000,   120.521,    14.419,     0.631
A24023,     0.000,    80.104,    12.970,     0.529
F54023,     0.000,    49.610,     8.429,     0.500
A54077,     0.000,    36.447,     4.903,     0.341
A54093,     0.000,    27.049,     4.346,     0.360
F24023,     0.000,    78.174,    10.475,     0.488
F54057,     0.000,    38.615,     6.018,     0.399
F54065,     0.000,    51.785,     6.323,     0.396
A42071,     0.000,   297.361,    86.960,     5.162
A42133,     0.000,   116.762,    30.365,     0.951
A42075,     0.000,   224.355,    92.151,     8.022
A42011,     0.000,   230.974,    20.465,     0.834
F42133,     0.000,   136.632,    24.370,     0.867
F42075,     0.000,   310.758,    29.161,     1.265
F42071,     0.000,   339.211,    23.065,     1.160
A42041,     0.000,   203.012,    30.457,     1.054
F42041,     0.000,   151.395,    72.603,     2.278
F42011,     0.000,   226.660,    14.301,     0.764
A42107,     0.000,   113.102,    21.383,     0.703
F42107,     0.000,   134.020,    22.726,     0.720
A42067,     0.000,   136.177,    30.628,     1.116
A42043,     0.000,   165.865,    24.009,     0.850
F42043,     0.000,   172.476,    23.729,     0.791
A42087,     0.000,   178.831,    28.156,     1.009
A42027,     0.000,   106.307,    41.458,     0.958
A42109,     0.000,   155.171,    15.801,     0.775
F42087,     0.000,   176.471,    18.677,     0.768
A42097,     0.000,   114.418,    39.233,     1.196
A42037,     0.000,   118.590,    18.969,     0.658
A42061,     0.000,   112.548,    17.491,     0.603
A42119,     0.000,   230.666,    26.358,     0.993
B42043,     0.000,   188.892,    28.513,     0.912
A42013,     0.000,   214.142,    30.279,     1.341
