TABLE->,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-PROPS#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4,QUAL-INPUT#4
A51021,1,0,1,0,0.1,5,0.1,1,0.64
A51023,1,0,1,0,0.202107,0.200000,0.020211,0.202107,0.500000
A51025,1,0,1,0,0.1,5,0.1,1,0.64
A51027,1,0,1,0,0.1,5,0.1,1,0.64
A51029,1,0,1,0,0.235115,0.200000,0.023512,0.235115,0.500000
A51031,1,0,1,0,0.235953,0.200000,0.023595,0.235953,0.500000
A51033,1,0,1,0,0.268301,0.200000,0.026830,0.268301,0.500000
A51035,1,0,1,0,0.1,5,0.1,1,0.64
A51036,1,0,1,0,0.281058,0.200000,0.028106,0.281058,0.500000
A51037,1,0,1,0,0.1,5,0.1,1,0.64
A51041,1,0,1,0,0.276570,0.200000,0.027657,0.276570,0.500000
A51043,1,0,1,0,0.230463,0.200000,0.023046,0.230463,0.500000
A51045,1,0,1,0,0.199529,0.200000,0.019953,0.199529,0.500000
A51047,1,0,1,0,0.249003,0.200000,0.024900,0.249003,0.500000
A51049,1,0,1,0,0.240230,0.200000,0.024023,0.240230,0.500000
A51051,1,0,1,0,0.1,5,0.1,1,0.64
A51053,1,0,1,0,0.269455,0.200000,0.026945,0.269455,0.500000
A51057,1,0,1,0,0.272375,0.200000,0.027238,0.272375,0.500000
A51059,1,0,1,0,0.325767,0.200000,0.032577,0.325767,0.500000
A51061,1,0,1,0,0.255814,0.200000,0.025581,0.255814,0.500000
A51063,1,0,1,0,0.1,5,0.1,1,0.64
A51065,1,0,1,0,0.240827,0.200000,0.024083,0.240827,0.500000
A51067,1,0,1,0,0.1,5,0.1,1,0.64
A51069,1,0,1,0,0.225710,0.200000,0.022571,0.225710,0.500000
A51071,1,0,1,0,0.217348,0.200000,0.021735,0.217348,0.500000
A51073,1,0,1,0,0.290334,0.200000,0.029033,0.290334,0.500000
A51075,1,0,1,0,0.250425,0.200000,0.025042,0.250425,0.500000
A51077,1,0,1,0,0.1,5,0.1,1,0.64
A51079,1,0,1,0,0.280014,0.200000,0.028001,0.280014,0.500000
A51081,1,0,1,0,0.1,5,0.1,1,0.64
A51083,1,0,1,0,0.1,5,0.1,1,0.64
A51085,1,0,1,0,0.276833,0.200000,0.027683,0.276833,0.500000
A51087,1,0,1,0,0.308707,0.200000,0.030871,0.308707,0.500000
A51089,1,0,1,0,0.1,5,0.1,1,0.64
A51091,1,0,1,0,0.233052,0.200000,0.023305,0.233052,0.500000
A51093,1,0,1,0,0.286912,0.200000,0.028691,0.286912,0.500000
A51095,1,0,1,0,0.281742,0.200000,0.028174,0.281742,0.500000
A51097,1,0,1,0,0.267564,0.200000,0.026756,0.267564,0.500000
A51099,1,0,1,0,0.278052,0.200000,0.027805,0.278052,0.500000
A51101,1,0,1,0,0.272523,0.200000,0.027252,0.272523,0.500000
A51103,1,0,1,0,0.297715,0.200000,0.029772,0.297715,0.500000
A51105,1,0,1,0,0.1,5,0.1,1,0.64
A51107,1,0,1,0,0.269647,0.200000,0.026965,0.269647,0.500000
A51109,1,0,1,0,0.251496,0.200000,0.025150,0.251496,0.500000
A51111,1,0,1,0,0.1,5,0.1,1,0.64
A51113,1,0,1,0,0.263871,0.200000,0.026387,0.263871,0.500000
A51115,1,0,1,0,0.257932,0.200000,0.025793,0.257932,0.500000
A51117,1,0,1,0,0.1,5,0.1,1,0.64
A51119,1,0,1,0,0.271912,0.200000,0.027191,0.271912,0.500000
A51121,1,0,1,0,0.203247,0.200000,0.020325,0.203247,0.500000
A51125,1,0,1,0,0.245786,0.200000,0.024579,0.245786,0.500000
A51127,1,0,1,0,0.272359,0.200000,0.027236,0.272359,0.500000
A51131,1,0,1,0,0.259636,0.200000,0.025964,0.259636,0.500000
A51133,1,0,1,0,0.289918,0.200000,0.028992,0.289918,0.500000
A51135,1,0,1,0,0.263986,0.200000,0.026399,0.263986,0.500000
A51137,1,0,1,0,0.259531,0.200000,0.025953,0.259531,0.500000
A51139,1,0,1,0,0.285696,0.200000,0.028570,0.285696,0.500000
A51141,1,0,1,0,0.1,5,0.1,1,0.64
A51143,1,0,1,0,0.1,5,0.1,1,0.64
A51145,1,0,1,0,0.255268,0.200000,0.025527,0.255268,0.500000
A51147,1,0,1,0,0.238888,0.200000,0.023889,0.238888,0.500000
A51149,1,0,1,0,0.314192,0.200000,0.031419,0.314192,0.500000
A51153,1,0,1,0,0.284715,0.200000,0.028472,0.284715,0.500000
A51155,1,0,1,0,0.1,5,0.1,1,0.64
A51157,1,0,1,0,0.261389,0.200000,0.026139,0.261389,0.500000
A51159,1,0,1,0,0.276995,0.200000,0.027699,0.276995,0.500000
A51161,1,0,1,0,0.210521,0.200000,0.021052,0.210521,0.500000
A51163,1,0,1,0,0.212756,0.200000,0.021276,0.212756,0.500000
A51165,1,0,1,0,0.294107,0.200000,0.029411,0.294107,0.500000
A51167,1,0,1,0,0.1,5,0.1,1,0.64
A51169,1,0,1,0,0.1,5,0.1,1,0.64
A51171,1,0,1,0,0.239145,0.200000,0.023915,0.239145,0.500000
A51173,1,0,1,0,0.1,5,0.1,1,0.64
A51175,1,0,1,0,0.1,5,0.1,1,0.64
A51177,1,0,1,0,0.266521,0.200000,0.026652,0.266521,0.500000
A51179,1,0,1,0,0.280356,0.200000,0.028036,0.280356,0.500000
A51181,1,0,1,0,0.279605,0.200000,0.027961,0.279605,0.500000
A51183,1,0,1,0,0.1,5,0.1,1,0.64
A51185,1,0,1,0,0.1,5,0.1,1,0.64
A51187,1,0,1,0,0.220926,0.200000,0.022093,0.220926,0.500000
A51191,1,0,1,0,0.1,5,0.1,1,0.64
A51193,1,0,1,0,0.268690,0.200000,0.026869,0.268690,0.500000
A51195,1,0,1,0,0.1,5,0.1,1,0.64
A51197,1,0,1,0,0.1,5,0.1,1,0.64
A51199,1,0,1,0,0.305318,0.200000,0.030532,0.305318,0.500000
A51510,1,0,1,0,0.330055,0.200000,0.033005,0.330055,0.500000
A51515,1,0,1,0,0.1,5,0.1,1,0.64
A51520,1,0,1,0,0.1,5,0.1,1,0.64
A51530,1,0,1,0,0.211096,0.200000,0.021110,0.211096,0.500000
A51540,1,0,1,0,0.291948,0.200000,0.029195,0.291948,0.500000
A51550,1,0,1,0,0.304425,0.200000,0.030442,0.304425,0.500000
A51570,1,0,1,0,0.328540,0.200000,0.032854,0.328540,0.500000
A51580,1,0,1,0,0.195770,0.200000,0.019577,0.195770,0.500000
A51590,1,0,1,0,0.1,5,0.1,1,0.64
A51595,1,0,1,0,0.1,5,0.1,1,0.64
A51600,1,0,1,0,0.367707,0.200000,0.036771,0.367707,0.500000
A51610,1,0,1,0,0.369293,0.200000,0.036929,0.369293,0.500000
A51620,1,0,1,0,0.1,5,0.1,1,0.64
A51630,1,0,1,0,0.293425,0.200000,0.029342,0.293425,0.500000
A51640,1,0,1,0,0.1,5,0.1,1,0.64
A51650,1,0,1,0,0.219351,0.200000,0.021935,0.219351,0.500000
A51660,1,0,1,0,0.306633,0.200000,0.030663,0.306633,0.500000
A51670,1,0,1,0,0.502995,0.200000,0.050299,0.502995,0.500000
A51678,1,0,1,0,0.210701,0.200000,0.021070,0.210701,0.500000
A51680,1,0,1,0,0.249693,0.200000,0.024969,0.249693,0.500000
A51683,1,0,1,0,0.321767,0.200000,0.032177,0.321767,0.500000
A51685,1,0,1,0,0.328529,0.200000,0.032853,0.328529,0.500000
A51690,1,0,1,0,0.1,5,0.1,1,0.64
A51700,1,0,1,0,0.306819,0.200000,0.030682,0.306819,0.500000
A51710,1,0,1,0,0.350299,0.200000,0.035030,0.350299,0.500000
A51720,1,0,1,0,0.1,5,0.1,1,0.64
A51730,1,0,1,0,0.298737,0.200000,0.029874,0.298737,0.500000
A51735,1,0,1,0,0.200014,0.200000,0.020001,0.200014,0.500000
A51740,1,0,1,0,0.359773,0.200000,0.035977,0.359773,0.500000
A51750,1,0,1,0,0.1,5,0.1,1,0.64
A51760,1,0,1,0,0.325537,0.200000,0.032554,0.325537,0.500000
A51770,1,0,1,0,0.1,5,0.1,1,0.64
A51775,1,0,1,0,0.1,5,0.1,1,0.64
A51790,1,0,1,0,0.238781,0.200000,0.023878,0.238781,0.500000
A51800,1,0,1,0,0.280677,0.200000,0.028068,0.280677,0.500000
A51810,1,0,1,0,0.283104,0.200000,0.028310,0.283104,0.500000
A51820,1,0,1,0,0.307340,0.200000,0.030734,0.307340,0.500000
A51830,1,0,1,0,0.305521,0.200000,0.030552,0.305521,0.500000
A51840,1,0,1,0,0.237745,0.200000,0.023775,0.237745,0.500000
A54003,1,0,1,0,0.243027,0.200000,0.024303,0.243027,0.500000
A54023,1,0,1,0,0.353910,0.200000,0.035391,0.353910,0.500000
A54027,1,0,1,0,0.213868,0.200000,0.021387,0.213868,0.500000
A54031,1,0,1,0,0.246329,0.200000,0.024633,0.246329,0.500000
A54037,1,0,1,0,0.243425,0.200000,0.024342,0.243425,0.500000
A54057,1,0,1,0,0.264485,0.200000,0.026448,0.264485,0.500000
A54063,1,0,1,0,0.200353,0.200000,0.020035,0.200353,0.500000
A54065,1,0,1,0,0.241937,0.200000,0.024194,0.241937,0.500000
A54071,1,0,1,0,0.196863,0.200000,0.019686,0.196863,0.500000
A54077,1,0,1,0,0.433411,0.200000,0.043341,0.433411,0.500000
A54093,1,0,1,0,0.456633,0.200000,0.045663,0.456633,0.500000
B24001,1,0,1,0,0.263767,0.200000,0.026377,0.263767,0.500000
B24021,1,0,1,0,0.316488,0.200000,0.031649,0.316488,0.500000
B37005,1,0,1,0,0.1,5,0.1,1,0.64
B37009,1,0,1,0,0.1,5,0.1,1,0.64
B42001,1,0,1,0,0.359742,0.200000,0.035974,0.359742,0.500000
B42009,1,0,1,0,0.260038,0.200000,0.026004,0.260038,0.500000
B42015,1,0,1,0,0.286260,0.200000,0.028626,0.286260,0.500000
B42027,1,0,1,0,0.303482,0.200000,0.030348,0.303482,0.500000
B42035,1,0,1,0,0.296444,0.200000,0.029644,0.296444,0.500000
B42041,1,0,1,0,0.325910,0.200000,0.032591,0.325910,0.500000
B42043,1,0,1,0,0.349553,0.200000,0.034955,0.349553,0.500000
B42055,1,0,1,0,0.297151,0.200000,0.029715,0.297151,0.500000
B42079,1,0,1,0,0.315789,0.200000,0.031579,0.315789,0.500000
B42081,1,0,1,0,0.272293,0.200000,0.027229,0.272293,0.500000
B42119,1,0,1,0,0.294918,0.200000,0.029492,0.294918,0.500000
B42131,1,0,1,0,0.310211,0.200000,0.031021,0.310211,0.500000
B51003,1,0,1,0,0.309581,0.200000,0.030958,0.309581,0.500000
B51009,1,0,1,0,0.256682,0.200000,0.025668,0.256682,0.500000
B51015,1,0,1,0,0.273877,0.200000,0.027388,0.273877,0.500000
B51017,1,0,1,0,0.201219,0.200000,0.020122,0.201219,0.500000
B51019,1,0,1,0,0.225340,0.200000,0.022534,0.225340,0.500000
B51023,1,0,1,0,0.249704,0.200000,0.024970,0.249704,0.500000
B51035,1,0,1,0,0.1,5,0.1,1,0.64
B51061,1,0,1,0,0.277556,0.200000,0.027756,0.277556,0.500000
B51067,1,0,1,0,0.1,5,0.1,1,0.64
B51071,1,0,1,0,0.1,5,0.1,1,0.64
B51077,1,0,1,0,0.1,5,0.1,1,0.64
B51079,1,0,1,0,0.321682,0.200000,0.032168,0.321682,0.500000
B51091,1,0,1,0,0.225244,0.200000,0.022524,0.225244,0.500000
B51105,1,0,1,0,0.1,5,0.1,1,0.64
B51113,1,0,1,0,0.304403,0.200000,0.030440,0.304403,0.500000
B51125,1,0,1,0,0.272770,0.200000,0.027277,0.272770,0.500000
B51139,1,0,1,0,0.298312,0.200000,0.029831,0.298312,0.500000
B51141,1,0,1,0,0.1,5,0.1,1,0.64
B51157,1,0,1,0,0.289633,0.200000,0.028963,0.289633,0.500000
B51161,1,0,1,0,0.1,5,0.1,1,0.64
B51163,1,0,1,0,0.232764,0.200000,0.023276,0.232764,0.500000
B51165,1,0,1,0,0.215644,0.200000,0.021564,0.215644,0.500000
B51167,1,0,1,0,0.1,5,0.1,1,0.64
B51169,1,0,1,0,0.1,5,0.1,1,0.64
B51171,1,0,1,0,0.249003,0.200000,0.024900,0.249003,0.500000
B51173,1,0,1,0,0.1,5,0.1,1,0.64
B51185,1,0,1,0,0.1,5,0.1,1,0.64
B51187,1,0,1,0,0.254674,0.200000,0.025467,0.254674,0.500000
B51191,1,0,1,0,0.1,5,0.1,1,0.64
B51195,1,0,1,0,0.1,5,0.1,1,0.64
B51197,1,0,1,0,0.1,5,0.1,1,0.64
B54023,1,0,1,0,0.215907,0.200000,0.021591,0.215907,0.500000
B54031,1,0,1,0,0.212096,0.200000,0.021210,0.212096,0.500000
B54057,1,0,1,0,0.198444,0.200000,0.019844,0.198444,0.500000
B54071,1,0,1,0,0.229058,0.200000,0.022906,0.229058,0.500000
C42009,1,0,1,0,0.256868,0.200000,0.025687,0.256868,0.500000
C51015,1,0,1,0,0.217636,0.200000,0.021764,0.217636,0.500000
C51071,1,0,1,0,0.1,5,0.1,1,0.64
C51165,1,0,1,0,0.310271,0.200000,0.031027,0.310271,0.500000
F10005,1,0,1,0,0.374567,0.200000,0.037457,0.374567,0.500000
F11001,1,0,1,0,0.357479,0.200000,0.035748,0.357479,0.500000
F24001,1,0,1,0,0.219770,0.200000,0.021977,0.219770,0.500000
F24003,1,0,1,0,0.352641,0.200000,0.035264,0.352641,0.500000
F24005,1,0,1,0,0.343907,0.200000,0.034391,0.343907,0.500000
F24009,1,0,1,0,0.311668,0.200000,0.031167,0.311668,0.500000
F24013,1,0,1,0,0.340211,0.200000,0.034021,0.340211,0.500000
F24015,1,0,1,0,0.354184,0.200000,0.035418,0.354184,0.500000
F24017,1,0,1,0,0.294852,0.200000,0.029485,0.294852,0.500000
F24019,1,0,1,0,0.293685,0.200000,0.029368,0.293685,0.500000
F24021,1,0,1,0,0.300438,0.200000,0.030044,0.300438,0.500000
F24023,1,0,1,0,0.366907,0.200000,0.036691,0.366907,0.500000
F24025,1,0,1,0,0.355808,0.200000,0.035581,0.355808,0.500000
F24027,1,0,1,0,0.335597,0.200000,0.033560,0.335597,0.500000
F24029,1,0,1,0,0.340186,0.200000,0.034019,0.340186,0.500000
F24031,1,0,1,0,0.316293,0.200000,0.031629,0.316293,0.500000
F24033,1,0,1,0,0.322195,0.200000,0.032219,0.322195,0.500000
F24035,1,0,1,0,0.337570,0.200000,0.033757,0.337570,0.500000
F24037,1,0,1,0,0.287299,0.200000,0.028730,0.287299,0.500000
F24039,1,0,1,0,0.339069,0.200000,0.033907,0.339069,0.500000
F24041,1,0,1,0,0.317674,0.200000,0.031767,0.317674,0.500000
F24043,1,0,1,0,0.272340,0.200000,0.027234,0.272340,0.500000
F24045,1,0,1,0,0.359712,0.200000,0.035971,0.359712,0.500000
F24510,1,0,1,0,0.395205,0.200000,0.039521,0.395205,0.500000
F36003,1,0,1,0,0.238586,0.200000,0.023859,0.238586,0.500000
F36007,1,0,1,0,0.252526,0.200000,0.025253,0.252526,0.500000
F36015,1,0,1,0,0.221227,0.200000,0.022123,0.221227,0.500000
F36025,1,0,1,0,0.251485,0.200000,0.025148,0.251485,0.500000
F36101,1,0,1,0,0.198589,0.200000,0.019859,0.198589,0.500000
F42001,1,0,1,0,0.330658,0.200000,0.033066,0.330658,0.500000
F42009,1,0,1,0,0.265216,0.200000,0.026522,0.265216,0.500000
F42011,1,0,1,0,0.370986,0.200000,0.037099,0.370986,0.500000
F42013,1,0,1,0,0.282715,0.200000,0.028272,0.282715,0.500000
F42021,1,0,1,0,0.344808,0.200000,0.034481,0.344808,0.500000
F42027,1,0,1,0,0.284082,0.200000,0.028408,0.284082,0.500000
F42033,1,0,1,0,0.299918,0.200000,0.029992,0.299918,0.500000
F42035,1,0,1,0,0.312132,0.200000,0.031213,0.312132,0.500000
F42041,1,0,1,0,0.297222,0.200000,0.029722,0.297222,0.500000
F42043,1,0,1,0,0.324315,0.200000,0.032432,0.324315,0.500000
F42055,1,0,1,0,0.319186,0.200000,0.031919,0.319186,0.500000
F42061,1,0,1,0,0.252405,0.200000,0.025241,0.252405,0.500000
F42069,1,0,1,0,0.309195,0.200000,0.030919,0.309195,0.500000
F42071,1,0,1,0,0.424721,0.200000,0.042472,0.424721,0.500000
F42075,1,0,1,0,0.396099,0.200000,0.039610,0.396099,0.500000
F42079,1,0,1,0,0.331093,0.200000,0.033109,0.331093,0.500000
F42081,1,0,1,0,0.282427,0.200000,0.028243,0.282427,0.500000
F42087,1,0,1,0,0.296112,0.200000,0.029611,0.296112,0.500000
F42097,1,0,1,0,0.308953,0.200000,0.030895,0.308953,0.500000
F42107,1,0,1,0,0.351419,0.200000,0.035142,0.351419,0.500000
F42115,1,0,1,0,0.323351,0.200000,0.032335,0.323351,0.500000
F42117,1,0,1,0,0.227956,0.200000,0.022796,0.227956,0.500000
F42119,1,0,1,0,0.328512,0.200000,0.032851,0.328512,0.500000
F42133,1,0,1,0,0.333282,0.200000,0.033328,0.333282,0.500000
F51001,1,0,1,0,0.281830,0.200000,0.028183,0.281830,0.500000
F51003,1,0,1,0,0.265674,0.200000,0.026567,0.265674,0.500000
F51005,1,0,1,0,0.191852,0.200000,0.019185,0.191852,0.500000
F51009,1,0,1,0,0.237290,0.200000,0.023729,0.237290,0.500000
F51011,1,0,1,0,0.250932,0.200000,0.025093,0.250932,0.500000
F51013,1,0,1,0,0.373682,0.200000,0.037368,0.373682,0.500000
F51015,1,0,1,0,0.257241,0.200000,0.025724,0.257241,0.500000
F51017,1,0,1,0,0.197436,0.200000,0.019744,0.197436,0.500000
F51019,1,0,1,0,0.242589,0.200000,0.024259,0.242589,0.500000
F51023,1,0,1,0,0.200745,0.200000,0.020075,0.200745,0.500000
F51033,1,0,1,0,0.267973,0.200000,0.026797,0.267973,0.500000
F51041,1,0,1,0,0.290869,0.200000,0.029087,0.290869,0.500000
F51043,1,0,1,0,0.233058,0.200000,0.023306,0.233058,0.500000
F51045,1,0,1,0,0.199381,0.200000,0.019938,0.199381,0.500000
F51053,1,0,1,0,0.280493,0.200000,0.028049,0.280493,0.500000
F51057,1,0,1,0,0.281099,0.200000,0.028110,0.281099,0.500000
F51059,1,0,1,0,0.341252,0.200000,0.034125,0.341252,0.500000
F51061,1,0,1,0,0.257214,0.200000,0.025721,0.257214,0.500000
F51069,1,0,1,0,0.237756,0.200000,0.023776,0.237756,0.500000
F51071,1,0,1,0,0.217337,0.200000,0.021734,0.217337,0.500000
F51079,1,0,1,0,0.282364,0.200000,0.028236,0.282364,0.500000
F51085,1,0,1,0,0.276712,0.200000,0.027671,0.276712,0.500000
F51087,1,0,1,0,0.308726,0.200000,0.030873,0.308726,0.500000
F51091,1,0,1,0,0.238836,0.200000,0.023884,0.238836,0.500000
F51095,1,0,1,0,0.281751,0.200000,0.028175,0.281751,0.500000
F51099,1,0,1,0,0.278137,0.200000,0.027814,0.278137,0.500000
F51101,1,0,1,0,0.283348,0.200000,0.028335,0.283348,0.500000
