TABLE->,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS
A51830,1,1,1,1,0,1,0,0,0,0,35.28,36.83,40.31,45.19,49.52,53.66,55.73,54.61,51.41,45.96,41.33,36.69,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.9,40.69,46.96,55.75,63.54,70.99,74.71,72.7,66.93,57.14,48.79,40.44,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51840,1,1,1,1,0,1,0,0,0,0,31.35,33.11,36.58,42.2,47.02,51.7,53.82,52.81,48.88,42.97,38.08,33.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.84,33.99,40.24,50.36,59.04,67.46,71.28,69.46,62.39,51.75,42.94,33.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54003,1,1,1,1,0,1,0,0,0,0,31.16,32.83,36.51,42.09,46.83,51.38,53.56,52.46,48.5,42.64,37.78,32.78,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.48,33.5,40.12,50.16,58.69,66.88,70.81,68.83,61.7,51.16,42.4,33.41,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54023,1,1,1,1,0,1,0,0,0,0,29.37,31.05,34.54,39.94,44.48,48.5,50.35,49.44,45.91,40.67,35.86,30.95,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.27,30.29,36.58,46.3,54.46,61.7,65.03,63.39,57.03,47.61,38.96,30.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54027,1,1,1,1,0,1,0,0,0,0,30.44,32.2,35.82,41.36,46.14,50.5,52.51,51.48,47.71,41.97,37,31.96,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.19,32.37,38.87,48.85,57.46,65.3,68.92,67.07,60.28,49.94,41,31.94,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54031,1,1,1,1,0,1,0,0,0,0,30.16,31.85,35.32,40.59,45.29,49.42,51.33,50.37,46.77,41.39,36.6,31.59,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.68,31.74,37.98,47.47,55.92,63.35,66.79,65.07,58.59,48.9,40.27,31.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54037,1,1,1,1,0,1,0,0,0,0,31.72,33.44,37.06,42.65,47.36,51.98,54.16,53.04,49.11,43.22,38.28,33.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.49,34.59,41.1,51.17,59.65,67.96,71.89,69.87,62.8,52.2,43.3,34.41,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54057,1,1,1,1,0,1,0,0,0,0,29.7,31.4,34.98,40.63,45.26,49.54,51.5,50.57,46.89,41.28,36.36,31.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.85,30.92,37.37,47.54,55.87,63.57,67.1,65.43,58.81,48.71,39.85,30.95,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54063,1,1,1,1,0,1,0,0,0,0,30.57,32.37,35.79,40.61,44.98,49,50.9,50.02,46.45,41.01,36.26,31.71,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.43,32.67,38.81,47.51,55.36,62.59,66.02,64.43,58.01,48.22,39.67,31.47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54065,1,1,1,1,0,1,0,0,0,0,30.69,32.35,36.09,41.67,46.37,50.79,52.92,51.88,47.96,42.19,37.31,32.27,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.64,32.64,39.35,49.41,57.87,65.82,69.65,67.78,60.72,50.34,41.55,32.49,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54071,1,1,1,1,0,1,0,0,0,0,30.43,32.17,35.55,40.65,45.14,49.25,51.08,50.21,46.59,41.14,36.41,31.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,29.17,32.31,38.39,47.57,55.65,63.05,66.34,64.77,58.27,48.45,39.93,31.46,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54077,1,1,1,1,0,1,0,0,0,0,28.9,30.54,34.15,39.82,44.24,48.29,50.13,49.36,45.87,40.57,35.67,30.64,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.42,29.37,35.86,46.07,54.03,61.33,64.64,63.24,56.96,47.42,38.61,29.55,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A54093,1,1,1,1,0,1,0,0,0,0,28.29,29.89,33.33,38.6,43.19,47,48.85,47.97,44.58,39.58,34.91,29.85,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.32,28.19,34.39,43.89,52.15,59,62.33,60.74,54.65,45.65,37.23,28.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B24001,1,1,1,1,0,1,0,0,0,0,29.63,31.38,34.98,40.82,45.41,49.67,51.65,50.76,47.06,41.43,36.45,31.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.73,30.88,37.37,47.87,56.14,63.81,67.38,65.77,59.1,48.97,40.01,30.82,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B24021,1,1,1,1,0,1,0,0,0,0,31.21,32.94,36.71,42.33,47.02,51.42,53.44,52.37,48.48,42.85,37.87,32.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.57,33.7,40.48,50.6,59.04,66.96,70.58,68.66,61.66,51.53,42.56,33.64,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B37005,1,1,1,1,0,1,0,0,0,0,31.54,33.32,36.58,40.94,45.23,49.05,50.92,50.04,46.62,41.29,36.86,32.53,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.16,34.37,40.25,48.09,55.81,62.69,66.06,64.47,58.32,48.73,40.75,32.95,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B37009,1,1,1,1,0,1,0,0,0,0,31.37,33.11,36.37,40.64,44.91,48.71,50.6,49.72,46.35,41.07,36.76,32.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.86,33.99,39.87,47.54,55.23,62.08,65.47,63.89,57.83,48.32,40.57,32.75,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42001,1,1,1,1,0,1,0,0,0,0,28.87,30.62,34.48,39.69,44.82,49.33,51.17,50.13,45.79,40.09,35.32,30.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.37,29.52,36.47,45.84,55.07,63.19,66.5,64.63,56.83,46.56,37.97,28.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42009,1,1,1,1,0,1,0,0,0,0,29.2,30.8,34.5,40.41,45.11,49.52,51.49,50.6,46.8,41.19,36.22,31.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.97,29.84,36.49,47.13,55.6,63.54,67.09,65.49,58.63,48.54,39.59,30.28,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42015,1,1,1,1,0,1,0,0,0,0,26.76,28.09,32.04,38.19,43.86,48.03,49.99,49.15,45.04,39.42,34.41,29.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.57,24.97,32.06,43.15,53.35,60.85,64.39,62.87,55.48,45.36,36.33,26.64,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42027,1,1,1,1,0,1,0,0,0,0,27.72,29.08,32.78,39.02,44.32,48.47,50.37,49.56,45.63,39.99,35,29.69,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,24.3,26.74,33.41,44.64,54.18,61.65,65.07,63.6,56.53,46.39,37.4,27.83,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42035,1,1,1,1,0,1,0,0,0,0,28.24,29.75,33.76,39.9,45.11,49.38,51.34,50.47,46.45,40.73,35.57,30.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.23,27.95,35.16,46.22,55.59,63.28,66.8,65.25,58.01,47.71,38.42,28.96,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42041,1,1,1,1,0,1,0,0,0,0,29.65,31.3,35.15,40.8,45.9,50.46,52.54,51.53,47.47,41.79,36.78,31.56,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,27.77,30.74,37.68,47.84,57.01,65.23,68.98,67.16,59.85,49.62,40.61,31.21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42043,1,1,1,1,0,1,0,0,0,0,30.21,31.9,35.9,41.62,46.7,51.28,53.25,52.3,48.32,42.42,37.33,32.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.77,31.82,39.01,49.32,58.47,66.7,70.26,68.55,61.37,50.75,41.59,32.51,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42055,1,1,1,1,0,1,0,0,0,0,29.86,31.53,35.33,41.09,46,50.44,52.48,51.53,47.54,41.88,36.87,31.72,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.15,31.15,37.99,48.36,57.2,65.19,68.87,67.15,59.97,49.79,40.76,31.49,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42079,1,1,1,1,0,1,0,0,0,0,27.29,28.64,32.65,38.56,43.92,48.15,50.19,49.35,45.31,39.79,35.01,29.68,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,23.53,25.95,33.17,43.81,53.45,61.07,64.75,63.24,55.96,46.01,37.42,27.82,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42081,1,1,1,1,0,1,0,0,0,0,28.35,29.88,33.94,40.04,45.27,49.68,51.68,50.79,46.68,40.9,35.76,30.52,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.43,28.18,35.49,46.46,55.89,63.82,67.42,65.81,58.42,48.02,38.77,29.34,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42119,1,1,1,1,0,1,0,0,0,0,29.17,30.8,34.8,40.95,46.12,50.67,52.66,51.75,47.58,41.68,36.44,31.27,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,26.9,29.84,37.03,48.11,57.41,65.6,69.19,67.55,60.04,49.43,39.99,30.69,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B42131,1,1,1,1,0,1,0,0,0,0,26.98,28.29,32.29,38.21,43.59,47.83,49.85,49.02,45.01,39.57,34.76,29.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,22.96,25.33,32.52,43.18,52.86,60.5,64.13,62.64,55.42,45.62,36.97,27.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51003,1,1,1,1,0,1,0,0,0,0,32.77,34.29,37.85,42.65,46.73,50.92,52.86,51.9,48.3,43.3,38.9,34.13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.39,36.11,42.53,51.16,58.51,66.06,69.55,67.82,61.34,52.33,44.43,35.83,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51009,1,1,1,1,0,1,0,0,0,0,33.21,34.4,38.03,42.19,46.3,50.34,52.33,51.68,47.99,43.25,38.89,34.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.18,36.32,42.85,50.34,57.75,65.02,68.6,67.43,60.78,52.25,44.4,36.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51015,1,1,1,1,0,1,0,0,0,0,31.58,33.21,36.65,41.46,45.66,49.79,51.75,50.86,47.28,41.85,37.5,32.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.24,34.19,40.37,49.03,56.59,64.01,67.55,65.95,59.51,49.74,41.91,33.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51017,1,1,1,1,0,1,0,0,0,0,31.25,33.09,36.67,41.86,46.35,50.46,52.33,51.46,47.74,42.16,37.23,32.53,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.65,33.96,40.41,49.75,57.83,65.23,68.6,67.04,60.33,50.29,41.42,32.95,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51019,1,1,1,1,0,1,0,0,0,0,33.87,35.64,39.18,44.29,48.35,52.5,54.45,53.47,49.89,44.36,39.5,34.96,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.36,38.56,44.93,54.13,61.43,68.91,72.4,70.64,64.19,54.26,45.49,37.32,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51023,1,1,1,1,0,1,0,0,0,0,32.73,34.44,38,42.89,46.92,50.89,52.8,51.94,48.34,42.95,38.26,33.81,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.32,36.4,42.8,51.6,58.85,66,69.44,67.9,61.41,51.7,43.27,35.26,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51035,1,1,1,1,0,1,0,0,0,0,33.24,35.08,38.53,43.2,47.58,51.51,53.33,52.42,49.03,43.6,38.81,34.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.23,37.54,43.76,52.15,60.05,67.11,70.4,68.76,62.65,52.88,44.25,36,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51061,1,1,1,1,0,1,0,0,0,0,31.21,32.95,36.44,41.84,46.52,51.07,53.09,52.13,48.24,42.7,37.84,32.78,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.57,33.72,40,49.72,58.14,66.33,69.96,68.23,61.23,51.26,42.51,33.41,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51067,1,1,1,1,0,1,0,0,0,0,32.95,34.63,38.02,42.8,47.04,51.06,53.02,52.08,48.48,43.26,38.64,34.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.72,36.73,42.83,51.44,59.07,66.31,69.84,68.14,61.67,52.27,43.95,35.69,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51071,1,1,1,1,0,1,0,0,0,0,32.01,33.89,37.41,42.39,46.59,50.65,52.53,51.6,48.09,42.81,37.92,33.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.01,35.39,41.74,50.71,58.27,65.56,68.95,67.29,60.96,51.46,42.66,34.21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51077,1,1,1,1,0,1,0,0,0,0,30.23,31.99,35.23,39.42,43.74,47.49,49.34,48.54,45.19,39.82,35.6,31.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.81,31.99,37.82,45.35,53.13,59.87,63.21,61.77,55.74,46.08,38.47,30.67,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51079,1,1,1,1,0,1,0,0,0,0,31.7,33.35,36.88,42,46.25,50.53,52.43,51.41,47.92,42.61,38.09,33.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.46,34.43,40.79,50.01,57.65,65.36,68.78,66.94,60.66,51.1,42.96,34.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51091,1,1,1,1,0,1,0,0,0,0,30.14,31.92,35.31,40.4,44.96,49.09,50.97,50.08,46.48,40.94,36.19,31.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.66,31.86,37.96,47.11,55.33,62.75,66.15,64.54,58.07,48.09,39.53,31.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51105,1,1,1,1,0,1,0,0,0,0,32.2,34.17,37.66,42.18,46.5,50.31,52.09,51.37,48.11,42.69,37.88,33.37,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.35,35.91,42.19,50.32,58.1,64.95,68.17,66.87,61.01,51.24,42.58,34.47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51113,1,1,1,1,0,1,0,0,0,0,31.33,33.03,36.56,41.72,46.11,50.37,52.31,51.32,47.86,42.51,37.97,32.99,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.79,33.85,40.21,49.5,57.4,65.07,68.56,66.78,60.55,50.92,42.74,33.78,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51125,1,1,1,1,0,1,0,0,0,0,32.86,34.07,37.69,41.85,45.96,50.03,52.04,51.29,47.66,42.95,38.8,34.07,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.55,35.73,42.24,49.73,57.12,64.46,68.08,66.71,60.19,51.71,44.24,35.72,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51139,1,1,1,1,0,1,0,0,0,0,31.43,33.15,36.62,41.82,46.31,50.62,52.55,51.53,48.01,42.63,37.89,32.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.97,34.07,40.32,49.67,57.75,65.51,68.99,67.16,60.82,51.13,42.6,33.61,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51141,1,1,1,1,0,1,0,0,0,0,32.9,34.38,37.84,41.96,46.18,50.01,51.87,51.09,47.69,42.85,38.45,33.93,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.62,36.29,42.51,49.93,57.52,64.42,67.77,66.36,60.24,51.52,43.61,35.47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51157,1,1,1,1,0,1,0,0,0,0,31.22,32.99,36.47,41.77,46.31,50.58,52.55,51.56,48.02,42.57,37.84,32.85,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.6,33.79,40.04,49.59,57.76,65.44,68.99,67.21,60.83,51.02,42.51,33.53,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
B51161,1,1,1,1,0,1,0,0,0,0,32.65,34.43,37.85,42.76,46.99,51.04,53,52.03,48.42,43.03,38.38,33.78,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.18,36.38,42.54,51.36,58.98,66.26,69.8,68.05,61.56,51.85,43.49,35.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
