cell,lseg,rseg,weight***
xRIM,N10001,EL2_4400_4590,1.000000
xRES,N10001,EL2_4400_4590,1.000000
xRIM,N10001,EL0_4560_4562,1.000000
xRES,N10001,EL0_4560_4562,1.000000
xRIM,N10005,EL0_4560_4562,1.000000
xRES,N10005,EL0_4560_4562,1.000000
xRIM,N10005,EL0_4561_4562,1.000000
xRES,N10005,EL0_4561_4562,1.000000
xRIM,N10005,EL0_4562_0001,1.000000
xRES,N10005,EL0_4562_0001,1.000000
xRIM,N10001,EL2_4590_0001,1.000000
xRES,N10001,EL2_4590_0001,1.000000
xRIM,N10005,EL2_4590_0001,1.000000
xRES,N10005,EL2_4590_0001,1.000000
xRIM,N24011,EL2_4590_0001,1.000000
xRES,N24011,EL2_4590_0001,1.000000
xRIM,N10005,EL0_4591_0000,1.000000
xRES,N10005,EL0_4591_0000,1.000000
xRIM,N24011,EL0_4591_0000,1.000000
xRES,N24011,EL0_4591_0000,1.000000
xRIM,N24019,EL0_4591_0000,1.000000
xRES,N24019,EL0_4591_0000,1.000000
xRIM,N24019,EL0_4592_0000,1.000000
xRES,N24019,EL0_4592_0000,1.000000
xRIM,N24019,EL0_4593_0000,1.000000
xRES,N24019,EL0_4593_0000,1.000000
xRIM,N24045,EL0_4593_0000,1.000000
xRES,N24045,EL0_4593_0000,1.000000
xRIM,N10005,EL0_4594_0000,1.000000
xRES,N10005,EL0_4594_0000,1.000000
xRIM,N24045,EL0_4594_0000,1.000000
xRES,N24045,EL0_4594_0000,1.000000
xRIM,N24045,EL0_4595_0000,1.000000
xRES,N24045,EL0_4595_0000,1.000000
xRIM,N24045,EL0_4596_0000,1.000000
xRES,N24045,EL0_4596_0000,1.000000
xRIM,N10005,EL2_4630_0000,1.000000
xRES,N10005,EL2_4630_0000,1.000000
xRIM,N24011,EL2_4630_0000,1.000000
xRES,N24011,EL2_4630_0000,1.000000
xRIM,N24019,EL2_4630_0000,1.000000
xRES,N24019,EL2_4630_0000,1.000000
xRIM,N24045,EL2_4630_0000,1.000000
xRES,N24045,EL2_4630_0000,1.000000
xRIM,N10005,EL0_4631_0000,1.000000
xRES,N10005,EL0_4631_0000,1.000000
xRIM,N10005,EL0_4632_0000,1.000000
xRES,N10005,EL0_4632_0000,1.000000
xRIM,N10005,EL0_4633_0000,1.000000
xRES,N10005,EL0_4633_0000,1.000000
xRIM,N24045,EL0_4633_0000,1.000000
xRES,N24045,EL0_4633_0000,1.000000
xRIM,N24045,EL0_5040_0000,1.000000
xRES,N24045,EL0_5040_0000,1.000000
xRIM,N10005,EL2_5110_5270,1.000000
xRES,N10005,EL2_5110_5270,1.000000
xRIM,N24045,EL2_5110_5270,1.000000
xRES,N24045,EL2_5110_5270,1.000000
xRIM,N24047,EL2_5110_5270,1.000000
xRES,N24047,EL2_5110_5270,1.000000
xRIM,N24019,EL1_5150_0001,1.000000
xRES,N24019,EL1_5150_0001,1.000000
xRIM,N24019,EL0_5151_0000,1.000000
xRES,N24019,EL0_5151_0000,1.000000
xRIM,N24045,EL2_5272_5270,1.000000
xRES,N24045,EL2_5272_5270,1.000000
xRIM,N24045,EL2_5270_0001,1.000000
xRES,N24045,EL2_5270_0001,1.000000
xRIM,N24047,EL2_5270_0001,1.000000
xRES,N24047,EL2_5270_0001,1.000000
xRIM,N24047,EL0_5271_0000,1.000000
xRES,N24047,EL0_5271_0000,1.000000
xRIM,N24019,EL0_5280_0000,1.000000
xRES,N24019,EL0_5280_0000,1.000000
xRIM,N24019,EL0_5281_0000,1.000000
xRES,N24019,EL0_5281_0000,1.000000
xRIM,N24019,EL0_5283_0000,1.000000
xRES,N24019,EL0_5283_0000,1.000000
xRIM,N10005,EL0_5400_0001,1.000000
xRES,N10005,EL0_5400_0001,1.000000
xRIM,N24045,EL0_5400_0001,1.000000
xRES,N24045,EL0_5400_0001,1.000000
xRIM,N24045,EL1_5430_0001,1.000000
xRES,N24045,EL1_5430_0001,1.000000
xRIM,N24047,EL1_5430_0001,1.000000
xRES,N24047,EL1_5430_0001,1.000000
xRIM,N24039,EL1_5570_0001,1.000000
xRES,N24039,EL1_5570_0001,1.000000
xRIM,N24045,EL1_5570_0001,1.000000
xRES,N24045,EL1_5570_0001,1.000000
xRIM,N24047,EL1_5570_0001,1.000000
xRES,N24047,EL1_5570_0001,1.000000
xRIM,N24047,EL1_5660_0000,1.000000
xRES,N24047,EL1_5660_0000,1.000000
xRIM,N24039,EL0_5761_0000,1.000000
xRES,N24039,EL0_5761_0000,1.000000
xRIM,N24045,EL0_5761_0000,1.000000
xRES,N24045,EL0_5761_0000,1.000000
xRIM,N24039,EL0_5762_0000,1.000000
xRES,N24039,EL0_5762_0000,1.000000
xRIM,N24045,EL0_5762_0000,1.000000
xRES,N24045,EL0_5762_0000,1.000000
xRIM,N24039,EL0_5763_0000,1.000000
xRES,N24039,EL0_5763_0000,1.000000
xRIM,N24047,EL3_5870_0000,1.000000
xRES,N24047,EL3_5870_0000,1.000000
xRIM,N24039,EL0_5891_0000,1.000000
xRES,N24039,EL0_5891_0000,1.000000
xRIM,N24039,EL0_5892_0000,1.000000
xRES,N24039,EL0_5892_0000,1.000000
xRIM,N24039,EL0_5893_0000,1.000000
xRES,N24039,EL0_5893_0000,1.000000
xRIM,N24047,EL3_5972_0000,1.000000
xRES,N24047,EL3_5972_0000,1.000000
xRIM,N51001,EL3_5972_0000,1.000000
xRES,N51001,EL3_5972_0000,1.000000
xRIM,N24039,EL1_6000_0001,1.000000
xRES,N24039,EL1_6000_0001,1.000000
xRIM,N24039,EL0_6001_0000,1.000000
xRES,N24039,EL0_6001_0000,1.000000
xRIM,N24039,EL0_6002_0000,1.000000
xRES,N24039,EL0_6002_0000,1.000000
xRIM,N24039,EL0_6003_0000,1.000000
xRES,N24039,EL0_6003_0000,1.000000
xRIM,N24039,EL0_6011_0000,1.000000
xRES,N24039,EL0_6011_0000,1.000000
xRIM,N51001,EL0_6480_0000,1.000000
xRES,N51001,EL0_6480_0000,1.000000
xRIM,N51001,EL0_6550_0000,1.000000
xRES,N51001,EL0_6550_0000,1.000000
xRIM,N51001,EL0_6610_0000,1.000000
xRES,N51001,EL0_6610_0000,1.000000
xRIM,N51131,EL0_6610_0000,1.000000
xRES,N51131,EL0_6610_0000,1.000000
xRIM,N51131,EL0_6920_0000,1.000000
xRES,N51131,EL0_6920_0000,1.000000
xRIM,N51131,EL0_7060_0000,1.000000
xRES,N51131,EL0_7060_0000,1.000000
xRIM,N51131,EL0_7220_0000,1.000000
xRES,N51131,EL0_7220_0000,1.000000
xRIM,N24011,EM2_4100_0001,1.000000
xRES,N24011,EM2_4100_0001,1.000000
xRIM,N24035,EM2_4100_0001,1.000000
xRES,N24035,EM2_4100_0001,1.000000
xRIM,N24011,EM2_4101_0000,1.000000
xRES,N24011,EM2_4101_0000,1.000000
xRIM,N24035,EM2_4101_0000,1.000000
xRES,N24035,EM2_4101_0000,1.000000
xRIM,N24041,EM2_4101_0000,1.000000
xRES,N24041,EM2_4101_0000,1.000000
xRIM,N24011,EM3_4320_0000,1.000000
xRES,N24011,EM3_4320_0000,1.000000
xRIM,N24011,EM3_4321_0000,1.000000
xRES,N24011,EM3_4321_0000,1.000000
xRIM,N24011,EM0_4322_0000,1.000000
xRES,N24011,EM0_4322_0000,1.000000
xRIM,N24019,EM0_4322_0000,1.000000
xRES,N24019,EM0_4322_0000,1.000000
xRIM,N24011,EM0_4323_0000,1.000000
xRES,N24011,EM0_4323_0000,1.000000
xRIM,N24011,EM0_4324_0000,1.000000
