cell,lseg,rseg,weight***
046024,N51760,JB0_7071_0000,0.249058626
046024,N51760,JB0_7071_0000,0.000941374
052021,N51041,JA5_7520_0000,0.5
052021,N51053,JA5_7520_0000,0.99316679
052021,N51570,JA5_7520_0000,0.25
052021,N51730,JA5_7520_0000,0.898725718
052021,N51053,JA5_7520_0000,0.00683321
052021,N51730,JA5_7520_0000,0.101274282
054040,N51085,YP5_6780_0000,0.25
054040,N51101,YP5_6780_0000,0.142857143
060044,N51097,YM0_6622_0000,0.2
060044,N51101,YM0_6622_0000,0.2
035072,N51177,RL5_6070_0000,0.19265104
035072,N51179,RL5_6070_0000,0.124593579
035072,N51630,RL5_6070_0000,0.485015201
035072,N51177,RL5_6070_0000,0.00734896
035072,N51179,RL5_6070_0000,0.000406421
035072,N51630,RL5_6070_0000,0.014984799
002106,N51013,PL7_4911_0000,0.186885553
002106,N51059,PL7_4911_0000,0.983195441
002106,N51013,PL7_4911_0000,0.013114447
002106,N51059,PL7_4911_0000,0.016804559
058138,N24003,XL3_4710_0000,0.333235089
058138,N24033,XL3_4710_0000,0.333333333
058138,N24003,XL3_4710_0000,9.82439E-05
104252,N24025,SL9_2971_0000,1
104253,N24015,SL9_2971_0000,0.5
104254,N24015,SL9_2971_0000,0.5
099216,N24510,WM0_3960_0000,0.04974249
099216,N24510,WM0_3960_0000,0.00025751
178169,N10001,EM3_4326_0000,0.6
178169,N24011,EM3_4320_0000,1
134282,N10003,DE0_2990_0000,0.1
