cell,lseg,rseg,weight***
N24027XU04130,N24027,XU0_4130_4070,1.0
N24031XU04130,N24031,XU0_4130_4070,1.0
N24027XU24070,N24027,XU2_4070_4330,1.0
N24031XU24070,N24031,XU2_4070_4330,1.0
N24027XU24330,N24027,XU2_4330_4480,1.0
N24031XU24330,N24031,XU2_4330_4480,1.0
N24033XU24330,N24033,XU2_4330_4480,1.0
N24003XU24480,N24003,XU2_4480_4650,1.0
N24027XU24480,N24027,XU2_4480_4650,1.0
N24033XU24480,N24033,XU2_4480_4650,1.0
N24003XU34650,N24003,XU3_4650_0001,1.0
N24033XU34650,N24033,XU3_4650_0001,1.0
7964,N24003,XL3_4710_0000,0.333235089
7964,N24033,XL3_4710_0000,0.333333333
7964,N24003,XL3_4710_0000,9.82E-05
7965,N24003,XL3_4710_0000,0.333235089
7965,N24033,XL3_4710_0000,0.333333333
7965,N24003,XL3_4710_0000,9.82E-05
7966,N24003,XL3_4710_0000,0.333235089
7966,N24003,XL3_4711_0000,0.5
7966,N24033,XL3_4710_0000,0.333333333
7966,N24033,XL3_4711_0000,0.5
7966,N24003,XL3_4710_0000,9.82E-05
7967,N24003,XL3_4711_0000,0.5
7967,N24003,XL3_4712_0000,0.333333333
7967,N24033,XL3_4711_0000,0.5
7968,N24003,XL3_4712_0000,0.333333333
7968,N24033,XL3_4712_0000,0.875
