cell,lseg,rseg,weight***
CB2OH,N24015,EU0_3363_0000,0.10000000
C11TF,N24015,EU0_3364_0000,1.00000000
EL2OH,N24015,EU1_2980_0000,1.00000000
EL2OH,N24015,EU1_2981_0000,1.00000000
EL2OH,N24015,EU1_2982_0000,0.99999996
EL2OH,N24015,EU1_2983_0000,1.00000000
EL1OH,N24015,EU1_2984_0000,0.30000000
EL2OH,N24015,EU1_2984_0000,0.70000000
C12TF,N24015,SL9_2970_0000,1.00000000
C12TF,N24015,SL9_2971_0000,1.00000000
MDPTF,N24017,PL0_5290_0000,1.00000000
MDPTF,N24017,PL0_5390_0000,1.00000000
MDPTF,N24017,PL0_5391_0000,1.00000000
PO1OH,N24017,PL0_5392_0000,1.00000000
PO2OH,N24017,PL0_5440_0000,1.00000000
MATTF,N24017,PL0_5450_0000,1.00000000
PO3OH,N24017,PL0_5580_0000,1.00000000
MATTF,N24017,PL0_5581_0000,1.00000000
PO3OH,N24017,PL0_5582_0000,1.00000000
PO3OH,N24017,PL0_5583_0000,1.00000000
PO2OH,N24017,PL0_5584_0000,1.00000000
PO3OH,N24017,PL0_5585_0000,1.00000000
POMMH,N24017,PL0_5670_0000,1.00000000
POMMH,N24017,PL0_5671_0000,1.00000000
POMMH,N24017,PL0_5790_0000,0.92307692
PO1OH,N24017,PL0_5790_0000,0.07692308
PO1OH,N24017,PL0_5791_0000,1.00000000
PO1OH,N24017,PL0_5860_0000,1.00000000
PO1OH,N24017,PL0_5930_0000,1.00000000
POMMH,N24017,PL2_5800_0000,1.00000000
PA2MH,N24017,XL0_5340_0000,1.00000000
MDNTF,N24019,EL0_4591_0000,1.00000000
NANOH,N24019,EL0_4592_0000,1.00000000
NANOH,N24019,EL0_4593_0000,1.00000000
NANMH,N24019,EL0_4598_0000,0.90000000
NANOH,N24019,EL0_4598_0000,0.10000000
MD5MH,N24019,EL0_4892_0000,1.00000001
FSBMH,N24019,EL0_5151_0000,1.00000000
HNGMH,N24019,EL0_5262_0000,1.00000000
FSBMH,N24019,EL0_5280_0000,1.00000000
FSBMH,N24019,EL0_5281_0000,1.00000000
FSBMH,N24019,EL0_5282_0000,1.00000000
FSBMH,N24019,EL0_5283_0000,1.00000000
HNGMH,N24019,EL0_5284_0000,0.95833334
TA1MH,N24019,EL0_5284_0000,0.04166667
TA1MH,N24019,EL0_5285_0000,0.12500000
MD5MH,N24019,EL0_5285_0000,0.87500000
HNGMH,N24019,EL0_5590_0000,1.00000001
TA2MH,N24019,EL0_5766_0000,1.00000000
TA1MH,N24019,EL0_5890_0000,1.00000001
MDNTF,N24019,EL2_4630_0000,1.00000000
MDNTF,N24019,EL2_4634_0000,1.00000000
CHOOH,N24019,EM0_4322_0000,1.00000000
CHOMH2,N24019,EM0_4880_0000,1.00000000
CHOMH2,N24019,EM0_4881_0000,1.00000000
LCHMH,N24019,EM0_4883_0000,1.00000001
LCHMH,N24019,EM0_4884_0000,1.00000000
LCHMH,N24019,EM0_4885_0000,1.00000000
LCHMH,N24019,EM0_4886_0000,1.00000000
CB4MH,N24019,EM0_4887_0000,1.00000000
CHOMH1,N24019,EM0_4888_0000,1.00000000
CHOMH2,N24019,EM0_4889_0000,1.00000000
CHOMH2,N24019,EM0_4890_0000,0.25000000
CHOOH,N24019,EM0_4890_0000,0.75000000
CB4MH,N24019,EM0_4891_0000,1.00000000
LCHMH,N24019,EM0_5260_0000,0.93333334
CB4MH,N24019,EM0_5260_0000,0.06666667
CB4MH,N24019,EM0_5261_0000,1.00000000
LCHMH,N24019,EM0_5263_0000,1.00000000
C12TF,N24025,SL9_2970_0000,1.00000026
C12TF,N24025,SL9_2971_0000,1.00000000
CB2OH,N24025,WU0_3160_0000,1.00000000
C12TF,N24025,WU0_3161_0000,1.00000000
C11TF,N24025,WU0_3162_0000,0.80000000
C12TF,N24025,WU0_3162_0000,0.20000000
BSHOH,N24025,WU0_3251_0000,1.00000000
BSHOH,N24025,WU0_3252_0000,1.00000000
BSHOH,N24025,WU0_3253_0000,1.00000000
BSHOH,N24025,WU0_3254_0000,1.00000000
GU1OH,N24025,WU0_3540_0000,0.33333333
GU2OH,N24025,WU0_3540_0000,0.66666667
SA1OH,N24029,EU0_3360_0000,0.20000000
SA2OH,N24029,EU0_3360_0000,0.80000000
SA2OH,N24029,EU0_3361_0000,1.00000000
SA2OH,N24029,EU0_3362_0000,1.00000000
SA1OH,N24029,EU0_3363_0000,1.00000000
CB2OH,N24029,EU0_3570_0000,0.99999999
CB2OH,N24029,EU0_3571_0000,1.00000007
CB2OH,N24029,EU0_3572_0000,1.00000000
CB2OH,N24029,EU0_3573_0000,1.00000000
CHSOH,N24029,EU0_3700_0000,1.00000000
CHSOH,N24029,EU0_3720_0000,0.08333333
CHSTF,N24029,EU0_3720_0000,0.91666667
CHSOH,N24029,EU0_3724_0000,1.00000000
CHSOH,N24029,EU0_3725_0000,1.00000000
CHSMH,N24029,EU0_4010_0000,1.00000000
CHSMH,N24029,EU0_4011_0000,1.00000000
CHSMH,N24029,EU0_4012_0000,1.00000000
CHSMH,N24029,EU0_4013_0000,1.00000000
CB3MH,N24029,EU0_4014_0000,1.00000000
CB2OH,N24029,EU0_4015_0000,1.00000000
CB3MH,N24029,EU0_4016_0000,1.00000000
CHSMH,N24029,EU0_4120_0000,0.40000000
CHSOH,N24029,EU0_4120_0000,0.60000000
CHSMH,N24029,EU0_4122_0000,1.00000001
CB3MH,N24029,EU0_4123_0000,1.00000000
CB3MH,N24029,EU0_4125_0000,1.00000000
MDPTF,N24033,PL0_4961_0000,1.00000000
MDPTF,N24033,PL0_5290_0000,1.00000000
MDPTF,N24033,PL0_5390_0000,1.00000000
PISTF,N24033,PL1_5060_0000,1.00000000
MDPTF,N24033,PL1_5061_0000,0.05000000
PISTF,N24033,PL1_5061_0000,0.95000000
MDATF,N24033,PL2_4810_0000,0.25000000
DCATF,N24033,PL2_4810_0000,0.75000000
MDATF,N24033,PL2_4811_0000,1.00000000
DCPTF,N24033,PL7_4960_0000,0.50000000
MDPTF,N24033,PL7_4960_0000,0.50000000
MDPTF,N24033,PL7_4980_0000,1.00000000
PAXOH,N24033,XL0_5340_0000,0.50000000
PA2MH,N24033,XL0_5340_0000,0.50000000
PAXTF,N24033,XL1_4691_0000,1.00000000
PAXTF,N24033,XL3_4710_0000,1.00000000
PAXTF,N24033,XL3_4711_0000,1.00000000
PAXTF,N24033,XL3_4712_0000,1.00000000
PAXTF,N24033,XL3_4713_0000,1.00000000
PAXOH,N24033,XL3_4950_0000,1.00000000
PAXOH,N24033,XL3_4951_0000,1.00000000
PAXOH,N24033,XL3_4952_0000,1.00000000
CHOTF,N24035,EM2_4101_0000,1.00000000
CHSOH,N24035,EU0_3700_0000,1.00000000
CHSOH,N24035,EU0_3720_0000,0.10000000
CHSTF,N24035,EU0_3720_0000,0.90000000
CHSOH,N24035,EU0_3721_0000,1.00000000
CHSTF,N24035,EU0_3722_0000,1.00000000
CHSOH,N24035,EU0_4030_0000,1.00000000
CHSOH,N24035,EU0_4120_0000,1.00000000
CHSMH,N24035,EU0_4121_0000,1.00000000
CHSMH,N24035,EU0_4122_0000,0.99999999
CB3MH,N24035,EU0_4124_0000,1.00000000
CHSMH,N24035,EU0_4260_0000,1.00000000
EASMH,N24035,EU0_4470_0000,1.00000000
CHSMH,N24035,EU0_4471_0000,1.00000000
CHSMH,N24035,EU0_4472_0000,1.00000000
EASMH,N24035,EU0_4473_0000,1.00000000
EASMH,N24035,EU0_4474_0000,1.00000001
EASMH,N24035,EU0_4475_0000,1.00000000
CB3MH,N24035,EU0_4490_0000,1.00000000
CB4MH,N24035,EU0_4491_0000,0.92307692
CB3MH,N24035,EU0_4491_0000,0.07692308
EASMH,N24035,EU0_4610_0000,0.92307692
CHSMH,N24035,EU0_4610_0000,0.07692308
EASMH,N24035,EU0_4872_0000,1.00000000
POMMH,N24037,PL0_5670_0000,1.00000000
POMMH,N24037,PL0_5671_0000,1.00000000
POMMH,N24037,PL0_5672_0000,1.00000000
POMMH,N24037,PL0_5950_0000,1.00000000
POMMH,N24037,PL0_5951_0000,1.00000000
POMMH,N24037,PL0_5952_0000,1.00000000
POMMH,N24037,PL0_5960_0000,1.00000000
POMMH,N24037,PL0_5961_0000,1.00000000
POMMH,N24037,PL0_5962_0000,1.00000000
POMMH,N24037,PL0_5980_0000,1.00000000
POMMH,N24037,PL0_5981_0000,1.00000000
POMMH,N24037,PL0_5982_0000,1.00000000
POMMH,N24037,PL0_5983_0000,1.00000000
POMMH,N24037,PL0_6020_0000,1.00000000
POMMH,N24037,PL0_6060_0000,1.00000000
POMMH,N24037,PL0_6110_0000,0.95000000
MD5MH,N24037,PL0_6110_0000,0.05000000
MD5MH,N24037,WL0_4924_0000,1.00000000
MD5MH,N24037,WL0_5880_0000,1.00000000
MD5MH,N24037,WL0_5881_0000,1.00000000
PA4MH,N24037,XL0_4953_0000,1.00000000
PA1MH,N24037,XL0_4955_0000,1.00000000
MD5MH,N24037,XL0_4956_0000,1.00000000
PA1MH,N24037,XL0_5340_0000,0.66666667
PA2MH,N24037,XL0_5340_0000,0.33333333
PA1MH,N24037,XL0_5344_0000,1.00000000
PA1MH,N24037,XL0_5347_0000,1.00000000
PA1MH,N24037,XL0_5349_0000,1.00000000
WICMH,N24039,EL0_5761_0000,1.00000000
WICMH,N24039,EL0_5762_0000,1.00000000
WICMH,N24039,EL0_5763_0000,1.00000000
TA2MH,N24039,EL0_5765_0000,0.80000000
WICMH,N24039,EL0_5765_0000,0.20000000
TA1MH,N24039,EL0_5890_0000,0.99999998
MA1MH,N24039,EL0_5891_0000,1.00000000
MA1MH,N24039,EL0_5892_0000,0.84000000
MA2MH,N24039,EL0_5892_0000,0.16000000
TA1MH,N24039,EL0_5893_0000,0.22222222
MA1MH,N24039,EL0_5893_0000,0.55555556
MA2MH,N24039,EL0_5893_0000,0.22222222
TA1MH,N24039,EL0_5894_0000,0.50000000
TA2MH,N24039,EL0_5894_0000,0.50000000
MA2MH,N24039,EL0_6001_0000,1.00000000
MA2MH,N24039,EL0_6002_0000,1.00000000
BI1MH,N24039,EL0_6003_0000,0.56666666
BI2MH,N24039,EL0_6003_0000,0.40000000
MA1MH,N24039,EL0_6003_0000,0.03333333
TA1MH,N24039,EL0_6004_0000,1.00000000
MPCMH,N24039,EL0_6010_0000,1.00000000
TAVMH,N24039,EL0_6011_0000,0.08333336
TA1MH,N24039,EL0_6011_0000,0.91666696
MPCOH,N24039,EL3_5970_0000,0.50000000
POCTF,N24039,EL3_5970_0000,0.50000000
MPCOH,N24039,EL3_5971_0000,1.00000000
MPCMH,N24039,EL3_5974_0000,1.00000000
CHOOH,N24041,EM0_4324_0000,1.00000000
CB4MH,N24041,EM0_4551_0000,1.00000000
CHOMH1,N24041,EM0_4870_0000,1.00000000
CHOMH1,N24041,EM0_4871_0000,1.00000000
CHOMH1,N24041,EM0_4874_0000,0.99999997
CHOMH1,N24041,EM0_4875_0000,1.00000001
CHOMH2,N24041,EM0_4876_0000,1.00000000
CHOMH2,N24041,EM0_4882_0000,1.00000000
CHOTF,N24041,EM2_4101_0000,1.00000000
CHOOH,N24041,EM4_4740_0000,1.00000000
EASMH,N24041,EU0_4470_0000,1.00000000
EASMH,N24041,EU0_4474_0000,1.00000000
EASMH,N24041,EU0_4475_0000,1.00000000
CB4MH,N24041,EU0_4550_0000,0.06666671
EASMH,N24041,EU0_4550_0000,0.93333391
EASMH,N24041,EU0_4700_0000,1.00000000
EASMH,N24041,EU0_4873_0000,1.00000000
NANOH,N24045,EL0_4593_0000,1.00000000
NANOH,N24045,EL0_4594_0000,1.00000000
NANOH,N24045,EL0_4595_0000,1.00000000
NANMH,N24045,EL0_4596_0000,1.00000000
NANOH,N24045,EL0_4597_0000,0.50000000
MDNTF,N24045,EL0_4597_0000,0.50000000
NANMH,N24045,EL0_4598_0000,0.83333334
NANOH,N24045,EL0_4598_0000,0.16666667
DENTF,N24045,EL0_4633_0000,1.00000000
NANOH,N24045,EL0_5040_0000,1.00000000
WICMH,N24045,EL0_5760_0000,1.00000000
WICMH,N24045,EL0_5761_0000,1.00000000
WICMH,N24045,EL0_5762_0000,1.00000000
TA2MH,N24045,EL0_5764_0000,1.00000000
MDNTF,N24045,EL2_4630_0000,1.00000000
MDNTF,N24045,EL2_4634_0000,1.00000000
POCTF,N24047,EL0_5271_0000,1.00000000
POCTF,N24047,EL1_5660_0000,1.00000000
POCTF,N24047,EL3_5870_0000,1.00000000
MPCOH,N24047,EL3_5970_0000,0.50000000
POCTF,N24047,EL3_5970_0000,0.50000000
MPCOH,N24047,EL3_5971_0000,1.00000000
MPCOH,N24047,EL3_5972_0000,1.00000000
BACOH,N24510,WM0_3741_0000,1.00000000
PATMH,N24510,WM0_3960_0000,1.00000000
PATMH,N24510,WM0_3961_0000,1.00000000
PATMH,N24510,WM0_3962_0000,1.00000000
PATMH,N24510,WM0_3964_0000,1.00000000
EL2OH,N42029,EU1_2980_0000,1.00000000
TAVMH,N51001,EL0_5895_0000,1.00000000
TAVMH,N51001,EL0_5896_0000,1.00000000
VPCOH,N51001,EL0_5973_0000,0.04000000
MPCOH,N51001,EL0_5973_0000,0.96000000
VPCMH,N51001,EL0_6190_0000,0.91666666
VPCOH,N51001,EL0_6190_0000,0.08333333
CB7PH,N51001,EL0_6191_0000,0.34285714
VPCMH,N51001,EL0_6191_0000,0.65714286
CB7PH,N51001,EL0_6480_0000,1.00000000
CB7PH,N51001,EL0_6550_0000,1.00000000
CB7PH,N51001,EL0_6610_0000,1.00000000
MPCOH,N51001,EL3_5972_0000,1.00000000
DCPTF,N51013,PL7_4911_0000,1.00000000
DCPTF,N51013,PL7_4941_0000,1.00000000
DCPTF,N51013,PL7_4962_0000,1.00000000
DCPTF,N51013,PL7_4964_0000,1.00000000
RPPTF,N51033,RL5_6070_0000,1.00000001
CHKOH,N51036,JB0_7050_0000,1.00000000
JMSTFU,N51036,JB0_7073_0000,0.50000000
JMSTFL,N51036,JB0_7073_0000,0.50000000
JMSTFL,N51036,JB0_7074_0000,1.00000000
JMSTFL,N51036,JB0_7270_0000,1.00000000
JMSOH,N51036,JB0_7271_0000,1.00000000
APPTF,N51041,JA5_7460_0000,1.00000000
APPTF,N51041,JA5_7520_0000,1.00000000
JMSTFU,N51041,JB0_7071_0000,1.00000000
JMSTFU,N51041,JB0_7073_0000,1.00000000
JMSTFU,N51041,JB0_7074_0000,0.50000000
JMSTFL,N51041,JB0_7074_0000,0.50000000
APPTF,N51041,JB0_7076_0000,1.00000000
APPTF,N51053,JA5_7520_0000,1.00000000
RPPMH,N51057,RL0_6500_0000,1.00000000
RPPMH,N51057,RL0_6501_0000,1.00000000
RPPTF,N51057,RL5_6070_0000,1.00000000
RPPOH,N51057,RL5_6071_0000,1.00000000
RPPMH,N51057,RL5_6072_0000,1.00000000
RPPMH,N51057,RL5_6320_0000,1.00000000
RPPMH,N51057,RL5_6321_0000,1.00000000
POVTF,N51059,PL0_5090_0000,1.00000000
POVTF,N51059,PL0_5131_0000,1.00000000
POVTF,N51059,PL0_5251_0000,0.72727273
MDPTF,N51059,PL0_5251_0000,0.27272727
MDPTF,N51059,PL0_5252_0000,1.00000000
MDPTF,N51059,PL0_5253_0000,1.00000000
DCPTF,N51059,PL7_4911_0000,1.00000000
DCPTF,N51059,PL7_4962_0000,1.00000000
POVTF,N51059,PL7_4981_0000,1.00000000
MDPTF,N51059,PL7_4982_0000,1.00000000
MDPTF,N51059,PL7_4983_0000,1.00000000
PIAMH,N51073,YL0_6581_0000,1.00000000
MOBPH,N51073,YL0_6872_0000,1.00000000
YRKMH,N51073,YL0_6930_0000,0.99999999
YRKPH,N51073,YL0_6932_0000,0.94736842
MOBPH,N51073,YL0_6932_0000,0.05263158
MOBPH,N51073,YL0_7010_0000,1.00000000
MOBPH,N51073,YL0_7230_0000,1.00000000
PMKTF,N51085,YP5_6780_0000,1.00000000
JMSTFU,N51087,JB0_7071_0000,1.00000000
JMSTFU,N51087,JB0_7073_0000,1.00000000
JMSMH,N51093,JB0_7390_0000,1.00000000
CHKOH,N51095,JB0_7050_0000,1.00000000
JMSOH,N51095,JB0_7072_0000,1.00000000
JMSMH,N51095,JB0_7390_0000,1.00000000
JMSOH,N51095,JB0_7391_0000,1.00000000
YRKMH,N51095,YL0_6930_0000,1.00000000
YRKMH,N51097,YL0_6930_0000,1.00000000
MPNOH,N51097,YM0_6621_0000,1.00000000
MPNTF,N51097,YM0_6622_0000,1.00000000
MPNTF,N51097,YM0_6623_0000,1.00000000
MPNOH,N51097,YP0_6783_0000,1.00000000
POVOH,N51099,PL0_5900_0000,0.66666667
PO1OH,N51099,PL0_5900_0000,0.33333333
POVOH,N51099,PL0_5901_0000,0.50000000
PO1OH,N51099,PL0_5901_0000,0.50000000
PO1OH,N51099,PL0_5902_0000,1.00000000
PO1OH,N51099,PL0_5903_0000,0.50000000
POVOH,N51099,PL0_5903_0000,0.50000000
PO1OH,N51099,PL0_5904_0000,1.00000000
POVMH,N51099,PL0_5920_0000,0.75000000
POMMH,N51099,PL0_5920_0000,0.25000000
PO1OH,N51099,PL0_5921_0000,1.00000000
POMMH,N51099,PL0_5922_0000,1.00000000
POMMH,N51099,PL0_5923_0000,1.00000000
POMMH,N51099,PL0_6100_0000,1.00000000
RPPTF,N51099,RL5_6070_0000,0.99999999
MPNOH,N51101,YM0_6621_0000,1.00000000
MPNTF,N51101,YM0_6622_0000,1.00000000
MPNTF,N51101,YM0_6623_0000,1.00000000
PMKTF,N51101,YP0_6781_0000,0.87500000
PMKOH,N51101,YP0_6781_0000,0.12500000
PMKOH,N51101,YP0_6782_0000,1.00000000
YRKMH,N51101,YP0_6783_0000,1.00000000
PMKTF,N51101,YP5_6780_0000,1.00000000
VA5MH,N51103,RL0_6450_0000,1.00000000
VA5MH,N51103,RL0_6451_0000,1.00000000
RPPMH,N51103,RL0_6500_0000,1.00000000
CRRMH,N51103,RL0_6530_0000,1.00000000
RPPMH,N51103,RL0_6531_0000,0.94444445
VA5MH,N51103,RL0_6531_0000,0.05555556
PIAMH,N51115,YL0_6581_0000,1.00000000
CB6PH,N51115,YL0_6870_0000,0.06250000
PIAMH,N51115,YL0_6870_0000,0.93750000
CB6PH,N51115,YL0_6871_0000,0.99999999
MOBPH,N51115,YL0_6872_0000,1.00000000
RPPMH,N51119,RL0_6500_0000,0.99999999
RPPMH,N51119,RL0_6531_0000,1.00000000
PIAMH,N51119,YL0_6581_0000,1.00000000
CHKOH,N51127,JB0_7050_0000,1.00000000
YRKMH,N51127,YL0_6930_0000,1.00000000
PMKTF,N51127,YP0_6781_0000,1.00000000
PMKOH,N51127,YP0_6782_0000,1.00000000
PMKOH,N51127,YP0_6783_0000,1.00000000
PMKTF,N51127,YP5_6780_0000,1.00000000
CB7PH,N51131,DE0_7130_0000,0.56363636
OCEAN,N51131,DE0_7130_0000,0.23636363
CB7PH,N51131,EL0_6610_0000,1.00000000
CB7PH,N51131,EL0_6920_0000,1.00000000
CB7PH,N51131,EL0_7060_0000,1.00000000
CB7PH,N51131,EL0_7220_0000,1.00000005
POVMH,N51133,PL0_6140_0000,0.90000000
POMMH,N51133,PL0_6140_0000,0.10000000
POVMH,N51133,PL0_6270_0000,0.35714286
POMMH,N51133,PL0_6270_0000,0.64285715
VA5MH,N51133,PL0_6271_0000,0.70000000
MD5MH,N51133,PL0_6271_0000,0.30000000
POMMH,N51133,PL0_6272_0000,0.93750000
MD5MH,N51133,PL0_6272_0000,0.06250000
VA5MH,N51133,RL0_6450_0000,1.00000002
RPPMH,N51133,RL0_6501_0000,1.00000000
CRRMH,N51133,RL0_6530_0000,1.00000000
APPTF,N51149,JA5_7460_0000,1.00000000
APPTF,N51149,JA5_7520_0000,1.00000000
JMSTFL,N51149,JB0_7074_0000,1.00000000
JMSTFL,N51149,JB0_7270_0000,1.00000000
POVTF,N51153,PL0_5251_0000,1.00000000
POVTF,N51153,PL0_5491_0000,1.00000000
PO1OH,N51153,PL0_5492_0000,1.00000000
POVOH,N51153,PL0_5493_0000,0.50000000
PO1OH,N51153,PL0_5493_0000,0.50000000
MDPTF,N51153,PL0_5496_0000,1.00000000
RPPMH,N51159,RL0_6500_0000,1.00000000
RPPMH,N51159,RL0_6501_0000,1.00000000
RPPMH,N51159,RL1_6322_0000,1.00000000
RPPOH,N51159,RL5_6071_0000,1.00000000
RPPMH,N51159,RL5_6072_0000,1.00000000
RPPMH,N51159,RL5_6321_0000,1.00000000
RPPTF,N51177,RL5_6070_0000,1.00000000
POVOH,N51179,PL0_5493_0000,0.50000000
PO1OH,N51179,PL0_5493_0000,0.50000000
POVOH,N51179,PL0_5494_0000,0.50000000
PO1OH,N51179,PL0_5494_0000,0.50000000
PO1OH,N51179,PL0_5495_0000,1.00000000
POVOH,N51179,PL0_5850_0000,1.00000000
PO1OH,N51179,PL0_5851_0000,1.00000000
