cell,lseg,rseg,weight***
CHOTFXESMDBFL,N10001,EM3_4326_0000,0.1
CHOTFXESMDBFL,N10001,EM3_4326_0000,0.1
CHOTFXESMDBFL,N10001,EM3_4326_0000,0.1
CHOTFXESMDBFL,N10001,EM3_4326_0000,0.1
CHOTFXESMDBFL,N10001,EM3_4326_0000,0.6
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CDDOHXVACAPES,N10003,DE0_2990_0000,0.1
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3010_0000,0.111111111
CMDOHXESUPBFL,N10003,EU0_3011_0000,0.2
CDDOHXESUPBFL,N10003,EU0_3011_0000,0.2
CDDOHXESUPBFL,N10003,EU0_3011_0000,0.2
CDDOHXESUPBFL,N10003,EU0_3011_0000,0.2
CDDOHXESUPBFL,N10003,EU0_3011_0000,0.2
BOHOHXESUPBFL,N10003,EU0_3201_0000,1
SA2OHXESUPBFL,N10003,EU0_3361_0000,1
EL2OHXESUPBFL,N10003,EU1_2981_0000,1
EL2OHXESUPBFL,N10003,EU1_2983_0000,0.8
EL2OHXESUPBFL,N10003,EU1_2983_0000,0.2
MDNTFXESLOBFL,N10005,EL0_4591_0000,1
NANOHXESLOBFL,N10005,EL0_4594_0000,1
NANOHXESLOBFL,N10005,EL0_4597_0000,0.5
MDNTFXESLOBFL,N10005,EL0_4597_0000,0.5
DENTFXESLOBFL,N10005,EL0_4631_0000,1
DENTFXESLOBFL,N10005,EL0_4632_0000,1
DENTFXESLOBFL,N10005,EL0_4633_0000,0.083333333
DENTFXESLOBFL,N10005,EL0_4633_0000,0.916666667
MDNTFXESLOBFL,N10005,EL2_4630_0000,0.049986357
MDNTFXESLOBFL,N10005,EL2_4630_0000,0.049986357
MDNTFXESLOBFL,N10005,EL2_4630_0000,0.099972713
DENTFXESLOBFL,N10005,EL2_4630_0000,0.199945426
DENTFXESLOBFL,N10005,EL2_4630_0000,0.599836279
MDNTFXESLOBFL,N10005,EL2_4634_0000,0.5
MDNTFXESLOBFL,N10005,EL2_4634_0000,0.5
MDATFXPOTOBFL,N11001,PL2_4810_0000,0.090027051
DCATFXPOTOBFL,N11001,PL2_4810_0000,0.090027051
DCATFXPOTOBFL,N11001,PL2_4810_0000,0.090027051
DCATFXPOTOBFL,N11001,PL2_4810_0000,0.090027051
DCATFXPOTOBFL,N11001,PL2_4810_0000,0.090027051
DCATFXPOTOBFL,N11001,PL2_4810_0000,0.090027051
DCATFXPOTOBFL,N11001,PL2_4810_0000,0.090027051
DCATFXPOTOBFL,N11001,PL2_4810_0000,0.090027051
MDATFXPOTOBFL,N11001,PL2_4811_0000,0.890341328
DCATFXPOTOBFL,N11001,PL2_4945_0000,0.638897889
DCATFXPOTOBFL,N11001,PL2_4945_0000,0.006851452
DCPTFXPOTOBFL,N11001,PL2_4945_0000,0.210682146
DCPTFXPOTOBFL,N11001,PL7_4910_0000,0.175085746
DCPTFXPOTOBFL,N11001,PL7_4910_0000,0.175085746
DCPTFXPOTOBFL,N11001,PL7_4910_0000,0.175085746
DCPTFXPOTOBFL,N11001,PL7_4910_0000,0.175085746
DCPTFXPOTOBFL,N11001,PL7_4940_0000,0.029948677
DCPTFXPOTOBFL,N11001,PL7_4940_0000,0.119794707
DCATFXPOTOBFL,N11001,PL7_4940_0000,0.059897353
DCATFXPOTOBFL,N11001,PL7_4940_0000,0.08984603
DCPTFXPOTOBFL,N11001,PL7_4942_0000,0.019035531
DCPTFXPOTOBFL,N11001,PL7_4942_0000,0.019035531
DCATFXPOTOBFL,N11001,PL7_4960_0000,0.047798311
DCPTFXPOTOBFL,N11001,PL7_4960_0000,0.047798311
DCPTFXPOTOBFL,N11001,PL7_4960_0000,0.047798311
DCPTFXPOTOBFL,N11001,PL7_4960_0000,0.047798311
DCPTFXPOTOBFL,N11001,PL7_4960_0000,0.047798311
DCPTFXPOTOBFL,N11001,PL7_4960_0000,0.238991553
MDPTFXPOTOBFL,N11001,PL7_4960_0000,0.238991553
MAGMHXWSXXAFL,N24003,WL0_4390_0000,1
MAGMHXWSXXAFL,N24003,WL0_4391_0000,0.05
MAGMHXWSXXAFL,N24003,WL0_4391_0000,0.1
MAGMHXWSXXAFL,N24003,WL0_4391_0000,0.2
MAGMHXWSXXAFL,N24003,WL0_4391_0000,0.6
MAGMHXWSXXAFL,N24003,WL0_4391_0000,0.025
CB3MHXWSXXAFL,N24003,WL0_4391_0000,0.025
MAGMHXWSXXAFL,N24003,WL0_4392_0000,0.142857143
MAGMHXWSXXAFL,N24003,WL0_4392_0000,0.142857143
MAGMHXWSXXAFL,N24003,WL0_4392_0000,0.142857143
MAGMHXWSXXAFL,N24003,WL0_4392_0000,0.142857143
MAGMHXWSXXAFL,N24003,WL0_4392_0000,0.142857143
MAGMHXWSXXAFL,N24003,WL0_4392_0000,0.142857143
MAGMHXWSXXAFL,N24003,WL0_4392_0000,0.142857143
CB3MHXWSXXAFL,N24003,WL0_4393_0000,0.333333333
CB3MHXWSXXAFL,N24003,WL0_4393_0000,0.333333333
CB3MHXWSXXAFL,N24003,WL0_4393_0000,0.333333333
CB3MHXWSXXAFL,N24003,WL0_4394_0000,0.2
CB3MHXWSXXAFL,N24003,WL0_4394_0000,0.2
CB3MHXWSXXAFL,N24003,WL0_4394_0000,0.2
CB3MHXWSXXAFL,N24003,WL0_4394_0000,0.2
CB3MHXWSXXAFL,N24003,WL0_4394_0000,0.2
SEVMHXWSXXAFL,N24003,WL0_4420_0000,0.966674267
SEVMHXWSXXAFL,N24003,WL0_4421_0000,0.666666667
SEVMHXWSXXAFL,N24003,WL0_4421_0000,0.333333333
SEVMHXWSXXAFL,N24003,WL0_4422_0000,0.6
SEVMHXWSXXAFL,N24003,WL0_4422_0000,0.2
SEVMHXWSXXAFL,N24003,WL0_4422_0000,0.2
SEVMHXWSXXAFL,N24003,WL0_4423_0000,0.091353396
SEVMHXWSXXAFL,N24003,WL0_4423_0000,0.091353396
SEVMHXWSXXAFL,N24003,WL0_4423_0000,0.182706792
SEVMHXWSXXAFL,N24003,WL0_4423_0000,0.182706792
SEVMHXWSXXAFL,N24003,WL0_4423_0000,0.182706792
SEVMHXWSXXAFL,N24003,WL0_4423_0000,0.091353396
CB4MHXWSXXAFL,N24003,WL0_4423_0000,0.091353396
CB4MHXWSXXAFL,N24003,WL0_4424_0000,0.380898385
CB4MHXWSXXAFL,N24003,WL0_4424_0000,0.095224596
CB4MHXWSXXAFL,N24003,WL0_4424_0000,0.095224596
CB4MHXWSXXAFL,N24003,WL0_4424_0000,0.380898385
CB4MHXWSXXAFL,N24003,WL0_4425_0000,0.333333333
CB4MHXWSXXAFL,N24003,WL0_4425_0000,0.333333333
CB4MHXWSXXAFL,N24003,WL0_4425_0000,0.333333333
SOUMHXWSXXAFL,N24003,WL0_4600_0000,1
SOUMHXWSXXAFL,N24003,WL0_4601_0000,0.1
SOUMHXWSXXAFL,N24003,WL0_4601_0000,0.2
SOUMHXWSXXAFL,N24003,WL0_4601_0000,0.4
SOUMHXWSXXAFL,N24003,WL0_4601_0000,0.2
SOUMHXWSXXAFL,N24003,WL0_4601_0000,0.05
SOUMHXWSXXAFL,N24003,WL0_4601_0000,0.05
RHDMHXWSXXAFL,N24003,WL0_4602_0000,0.859498629
RHDMHXWSXXAFL,N24003,WL0_4602_0000,0.027430807
RHDMHXWSXXAFL,N24003,WL0_4602_0000,0.027430807
SOUMHXWSXXAFL,N24003,WL0_4603_0000,0.6
SOUMHXWSXXAFL,N24003,WL0_4603_0000,0.4
WSTMHXWSXXAFL,N24003,WL0_4770_0000,0.5
WSTMHXWSXXAFL,N24003,WL0_4770_0000,0.3
WSTMHXWSXXAFL,N24003,WL0_4770_0000,0.1
WSTMHXWSXXAFL,N24003,WL0_4770_0000,0.1
CB4MHXWSXXAFL,N24003,WL0_4771_0000,1
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.2
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
CB4MHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
WSTMHXWSXXAFL,N24003,WL0_4772_0000,0.066666667
PATMHXWSXXAFL,N24003,WM0_3961_0000,0.483524892
PATMHXWSXXAFL,N24003,WM0_3961_0000,0.483524892
PATMHXWSXXAFL,N24003,WM0_3962_0000,0.496992534
PATMHXWSXXAFL,N24003,WM0_3962_0000,0.248496267
PATMHXWSXXAFL,N24003,WM0_3962_0000,0.082832089
PATMHXWSXXAFL,N24003,WM0_3962_0000,0.041416045
PATMHXWSXXAFL,N24003,WM0_3962_0000,0.041416045
