cell,rseg,weight***
046024,JL7_7070_0001,1
052021,JA5_7480_0001,1
054040,YP4_6750_0001,1
054040,YP0_6840_0001,1
060044,YM4_6620_0001,1
035072,RU5_6030_0001,1
002106,PM7_4820_0001,1
058138,XU3_4650_0001,1
104252,SL2_2480_0001,0.333333333
104252,SL9_2720_0001,0.333333333
104252,SL2_3060_0001,1
104253,SL2_2480_0001,0.333333333
104253,SL9_2720_0001,0.333333333
104254,SL2_2480_0001,0.333333333
104254,SL9_2720_0001,0.333333333
099216,WM1_3910_0001,1
178169,EM2_3980_0001,1
