TABLE->,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#1,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#2,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#3,PHOS-STOR1#4,PHOS-STOR1#4,PHOS-STOR1#4,PHOS-STOR1#4
A36017,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36025,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36043,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36051,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36053,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36065,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36067,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36069,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36077,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36095,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36097,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36101,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36107,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36109,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A36123,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37005,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37033,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37067,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37077,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37081,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37131,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37135,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37145,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37157,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37169,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37171,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37181,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37185,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A37189,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42011,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42013,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42015,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42021,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42025,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42027,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42029,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42033,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42035,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42037,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42041,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42043,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42047,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42055,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42057,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42061,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42063,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42065,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42067,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42069,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42075,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42079,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42081,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42083,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42087,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42093,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42097,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42099,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42105,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42107,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42109,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42111,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42113,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42115,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42117,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42119,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42127,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42131,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A42133,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A47091,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A47163,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51003,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51005,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51007,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51011,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51013,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51015,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51017,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51019,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51021,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51025,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51027,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51029,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51031,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51033,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51035,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51036,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51037,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51041,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51043,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51045,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51047,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51049,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51051,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51053,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51057,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51059,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51061,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51063,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51065,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51067,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51069,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51073,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51075,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51077,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51079,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51081,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51083,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51085,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51087,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51089,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51091,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51093,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51095,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51097,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51099,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51101,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51103,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51105,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51107,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51109,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51111,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51113,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51115,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51117,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51119,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51121,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51125,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51127,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51131,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51133,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51135,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51137,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51139,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51141,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51143,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51145,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51147,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51149,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51153,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51155,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51157,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51159,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51161,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51163,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51165,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51167,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51169,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51171,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51173,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51175,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51177,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51179,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51181,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51183,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51185,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51187,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51191,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51193,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51195,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51197,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51199,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51510,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51515,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51520,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51530,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51540,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51550,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51570,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51580,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51590,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51595,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51600,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51610,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51620,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51630,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51640,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51650,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51660,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51670,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51678,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51680,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51683,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51685,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51690,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51700,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51710,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51720,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51730,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51735,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51740,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51750,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51760,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51770,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51775,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51790,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51800,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51810,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51820,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51830,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A51840,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54003,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54027,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54031,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54037,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54057,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54063,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54065,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54077,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
A54093,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B24001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B24021,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B37005,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B37009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42015,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42027,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42035,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42041,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42043,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42055,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42079,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42081,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42119,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B42131,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51003,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51015,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51017,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51019,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51035,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51061,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51067,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51077,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51079,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51091,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51105,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51113,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51125,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51139,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51141,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51157,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51161,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51163,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51165,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51167,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51169,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51171,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51173,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51185,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51187,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51191,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51195,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B51197,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B54023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B54031,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B54057,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
B54071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
C42009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
C51015,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
C51071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
C51165,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F10005,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F11001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24003,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24005,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24013,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24015,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24017,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24019,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24021,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24025,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24027,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24029,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24031,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24033,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24035,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24037,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24039,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24041,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24043,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24045,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F24510,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F36003,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F36007,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F36015,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F36025,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F36101,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42011,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42013,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42021,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42027,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42033,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42035,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42041,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42043,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42055,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42061,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42069,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42071,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42075,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42079,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42081,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42087,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42097,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42107,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42115,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42117,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42119,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F42133,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51001,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51003,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51005,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51009,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51011,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51013,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51015,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51017,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51019,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51023,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51033,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51041,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51043,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
F51045,20,1,0,0,100,20,0,0,150,100,0,0,200,100,0,0
