TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,9.902000,1,0.03,0.3,0,50,41.17550,5,0.5,2,0,550,163.5080,5,1,8,0,300,12.19050,6,0.5,1,0,100,0,0,0,0,na,na
A10003,5.866000,1,0.03,0.3,0,50,277.7745,5,0.5,2,0,550,24.28650,5,1,8,0,300,2.097500,6,0.5,1,0,100,0,0,0,0,na,na
A10005,9.037500,1,0.03,0.3,0,50,57.61350,5,0.5,2,0,550,331.3095,5,1,8,0,300,31.75200,6,0.5,1,0,100,0,0,0,0,na,na
A11001,7.347500,1,0.03,0.3,0,50,83.20450,5,0.5,2,0,550,154.3460,5,1,8,0,300,13.91850,6,0.5,1,0,100,0,0,0,0,na,na
A24001,7.158000,1,0.03,0.3,0,50,605.1350,5,0.5,2,0,550,9.432501,5,1,8,0,300,0.694000,6,0.5,1,0,100,0,0,0,0,na,na
A24003,2.800000,1,0.03,0.3,0,50,244.7755,5,0.5,2,0,550,49.55900,5,1,8,0,300,5.497000,6,0.5,1,0,100,0,0,0,0,na,na
A24005,3.965000,1,0.03,0.3,0,50,82.44550,5,0.5,2,0,550,169.6665,5,1,8,0,300,17.52650,6,0.5,1,0,100,0,0,0,0,na,na
A24009,1.411000,1,0.03,0.3,0,50,63.22800,5,0.5,2,0,550,79.02350,5,1,8,0,300,6.263000,6,0.5,1,0,100,0,0,0,0,na,na
A24011,1.511500,1,0.03,0.3,0,50,215.5220,5,0.5,2,0,550,17.06700,5,1,8,0,300,1.162500,6,0.5,1,0,100,0,0,0,0,na,na
A24013,7.569000,1,0.03,0.3,0,50,380.2790,5,0.5,2,0,550,80.80900,5,1,8,0,300,7.848500,6,0.5,1,0,100,0,0,0,0,na,na
A24015,3.364000,1,0.03,0.3,0,50,327.6835,5,0.5,2,0,550,93.67500,5,1,8,0,300,9.340000,6,0.5,1,0,100,0,0,0,0,na,na
A24017,1.789500,1,0.03,0.3,0,50,197.8885,5,0.5,2,0,550,40.98300,5,1,8,0,300,3.596000,6,0.5,1,0,100,0,0,0,0,na,na
A24019,0.701000,1,0.03,0.3,0,50,376.7140,5,0.5,2,0,550,22.56050,5,1,8,0,300,1.707000,6,0.5,1,0,100,0,0,0,0,na,na
