landseg,landuse,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A10001,hom,0,0,2.1050432,2.3481452,0.83703649,0.89231247,3.6027025E-2,0,0,0,0,0
A10003,hom,0,0,9.0241003,2.0338893,2.1947014,0.47849718,0.12373718,0,0,0,0,0
A10005,hom,0,0,1.6074017E-2,3.3421879,0.85043377,0.92941844,0.2524755,0,0,0,0,0
A24001,hom,0,0,0,4.673471,23.842506,1.6631415,0.33014098,0,0,0,0,0
A24003,hom,0,0,5.0571531E-2,9.7298861,1.551909,0.15323442,0.62138045,0,0,0,0,0
A24005,hom,0,0,0,4.6428094,10.312405,2.7530193,8.7305017E-2,0.13518196,0,0,0,0
A24009,hom,0,0,6.0724877E-2,14.854617,1.0388479,6.4032599E-2,5.7701796E-2,0,0,0,0,0
A24011,hom,0,0,5.1881958E-2,4.1557646,1.5393881,0.22152644,0.96535611,0,0,0,0,0
A24013,hom,0,0,0,3.9752879,11.24608,0.47374856,1.0080885E-2,0,0,0,0,0
A24015,hom,0,0,0,5.759304,2.9736474,0.29370803,0.17921063,0,0,0,0,0
A24017,hom,0,0,2.0987965E-2,10.606994,0.280487,7.4669816E-2,0.16501525,0,0,0,0,0
A24019,hom,0,0,0.10636805,4.341929,1.9166647,0.34752819,0.55815643,0,0,0,0,0
A24021,hom,0,0,0,10.675535,3.5663559,0.91826284,1.1745217,0,0,0,0,0
A24023,hom,0,0,0,4.7996483,13.810108,10.260166,2.2328055,0,0,0,0,0
A24025,hom,0,0,0,2.7310767,9.5709963,1.157539,0.29977003,0,0,0,0,0
A24027,hom,0,0,0,4.2345076,9.7485523,3.6907668,0.4614307,0,0,0,0,0
A24029,hom,0,0,0.35036388,4.120645,2.5473492,0.11812795,0.36515042,0,0,0,0,0
A24031,hom,0,0,0,2.0205867,8.14079,1.9348501,2.4780879E-2,0,0,0,0,0
A24033,hom,0,0,7.510602E-3,11.650424,0.88675523,1.0225257,0.56049764,0,0,0,0,0
A24035,hom,0,0,0.4440783,2.9071143,2.1677291,0.80942523,0.12649807,0,0,0,0,0
A24037,hom,0,0,0.15221994,15.417644,0.2424009,9.8178901E-2,0.19549587,0,0,0,0,0
A24039,hom,0,0,0.15513739,3.127099,0.40824065,0.2049209,2.943964,0,0,0,0,0
A24041,hom,0,0,0.69500637,0.94985819,2.5634027,0.23432118,1.8092693,0,0,0,0,0
A24043,hom,0,0,0,0.63935101,15.11348,0.3179515,0.28844622,0,0,0,0,0
A24045,hom,0,0,0.32143486,5.2624936,2.1009011,0.38176721,0.39806098,0,0,0,0,0
A24047,hom,0,0,6.1275854,1.1875938,0.37044221,0.16160837,0.92918617,0,0,0,0,0
A36003,hom,0,0,0,5.9932632,8.4645691,2.9603853,0.89234072,5.3060792E-2,0,0,0,0
A36007,hom,0,0,0,0.92432696,11.049623,0.38387913,0.5997864,0,0,0,0,0
A36011,hom,0,0,0,0.70476204,6.3720555,0.17617805,0.24718012,2.6237245E-3,0,0,0,0
A36015,hom,0,0,0,4.4514704,11.25155,2.7174709,0.2110052,4.2096328E-2,0,0,0,0
A36017,hom,0,0,0,4.7379255,9.5392513,1.3511436,1.0367551,6.1635058E-2,0,0,0,0
A36023,hom,0,0,0,9.6895752,9.0392008,1.8188032,0.12702435,3.0146172E-2,0,0,0,0
A36025,hom,0,0,0,21.921949,5.1793718,1.0602584,1.2576537,7.5133443E-2,0,0,0,0
A36043,hom,0,0,0,9.055397,7.787251,0.73861873,0.52714199,3.1025879E-2,0,0,0,0
A36051,hom,0,0,0,2.3876252,4.8986678,3.7164826E-2,0.84963983,1.8489928E-3,0,0,0,0
A36053,hom,0,0,0,18.885477,3.5131013,0.53985238,0.47045276,2.7966058E-2,0,0,0,0
A36065,hom,0,0,0,2.1166945,5.3501821,0.31833991,0.2706773,7.711296E-3,0,0,0,0
A36067,hom,0,0,0,1.1739126,8.0043278,1.109486,4.8188694E-2,4.1495357E-3,0,0,0,0
A36069,hom,0,0,0,2.2874022,5.4157124,0.24596582,0.53968573,8.3370775E-4,0,0,0,0
A36077,hom,0,0,0,1.1132455,6.61057,0.79959452,1.7827477,0,0,0,0,0
A36095,hom,0,0,0,2.6888523,12.738825,0.86445802,0.34768456,3.0498363E-2,0,0,0,0
A36097,hom,0,0,0,2.0370121,14.260764,0.18800092,0.11676496,6.8720551E-3,0,0,0,0
A36101,hom,0,0,0,16.676718,6.0403295,0.20340824,3.2608494E-2,8.9614308E-3,0,0,0,0
A36107,hom,0,0,0,1.4706247,9.9711313,0.72167587,0.09589985,0,0,0,0,0
A36109,hom,0,0,0,1.8158242,6.601449,1.6865563,7.3240988E-2,1.4862288E-2,0,0,0,0
A36123,hom,0,0,0,0.17425153,7.6507092,1.6709348E-2,0.21351044,6.3597062E-4,0,0,0,0
A42001,hom,0,0,0,8.3367109,0.24912593,7.1409449E-2,6.5622204E-3,1.6908071E-3,0,0,0,0
A42009,hom,0,0,0,1.054074,16.070438,1.1674473,0.37215096,9.5824994E-2,0,0,0,0
A42011,hom,0,0,0,11.13888,5.8856878,2.6252356,9.7004361E-3,0.01206428,0,0,0,0
A42013,hom,0,0,0,5.6863517E-2,16.133013,1.1508393,0.13074012,0,0,0,0,0
A42015,hom,0,0,0,4.7414312,15.370541,2.2048771,1.1493078,0.29743361,0,0,0,0
A42021,hom,0,0,0,30.075693,2.1754286,6.3467041E-2,4.9913511E-2,1.2913692E-2,0,0,0,0
A42023,hom,0,0,0,33.276012,12.148647,3.2563159,0.63331532,0.17039339,0,0,0,0
A42025,hom,0,0,0,0.69177961,19.709574,3.3091464,4.4720292E-2,3.7838839E-2,0,0,0,0
A42027,hom,0,0,0,0.90759397,9.9199276,0.7261523,3.2169833,2.0814069E-2,0,0,0,0
A42029,hom,0,0,0,8.82584,5.6687293,4.6914372,0.1597898,4.0585924E-2,0,0,0,0
A42033,hom,0,0,0,8.1779099,16.13455,2.1678164,0.48365551,0.1251734,0,0,0,0
A42035,hom,0,0,0,0.8611725,18.446262,12.8738,3.1829726E-2,4.6400938E-2,0,0,0,0
A42037,hom,0,0,0,2.9435945,17.803513,1.6412535,1.5616206E-2,1.1293964E-2,0,0,0,0
A42041,hom,0,0,0,5.5474801,3.751066,1.0473939,1.9807328E-2,0.02022665,0,0,0,0
A42043,hom,0,0,0,7.3606839,5.8641338,5.6900949,0.14003026,3.6055528E-2,0,0,0,0
A42047,hom,0,0,0,0.1977194,10.574464,1.2965285,0.45449758,0,0,0,0,0
A42055,hom,0,0,0,8.1333933,0.33993319,0.24787562,1.8309695E-3,7.4673053E-3,0,0,0,0
A42057,hom,0,0,0,0.29986548,7.5810432,0.68240565,0.68933421,0,0,0,0,0
A42061,hom,0,0,0,2.5039909,21.861677,2.1733794,0.70535076,0.18255056,0,0,0,0
A42063,hom,0,0,0,0.09614899,10.806883,0.56709653,0.22103393,0,0,0,0,0
A42065,hom,0,0,0,4.9940825,15.089032,4.0594349,0.67832124,0.17553937,0,0,0,0
A42067,hom,0,0,0,6.6808872E-2,17.813063,0.74649709,0.15359922,0,0,0,0,0
A42069,hom,0,0,0,1.1449751,7.0384765,15.768964,6.5386988E-2,1.6918529E-2,0,0,0,0
A42071,hom,0,0,0,4.972919,3.1647568,13.78108,6.6380702E-2,9.4431832E-2,0,0,0,0
A42075,hom,0,0,0,3.7131357,3.5490458,3.8655782,0.46930736,2.2678966E-2,0,0,0,0
A42079,hom,0,0,0,5.0825572,6.4438,8.0019341,1.0626665E-2,6.6829231E-3,0,0,0,0
A42081,hom,0,0,0,8.9334965E-2,13.044576,1.9047134,0.20538981,0,0,0,0,0
A42083,hom,0,0,0,20.738247,12.034485,1.3509715,0.40485623,0.10661034,0,0,0,0
A42087,hom,0,0,0,0.17745388,10.679046,1.9325783,0.40793198,0,0,0,0,0
A42093,hom,0,0,0,0.16150501,9.1979408,5.2404561,6.4304769E-2,1.6335372E-2,0,0,0,0
A42097,hom,0,0,0,1.7102733E-2,9.2027636,4.4073114,2.193326,0,0,0,0,0
A42099,hom,0,0,0,0.15767656,13.664001,0.9470315,0.36249006,0,0,0,0,0
A42105,hom,0,0,0,22.060637,7.0258589,0.86415535,0.17614488,4.5578733E-2,0,0,0,0
A42107,hom,0,0,0,15.667318,12.778705,3.2660463,0.05561287,6.2759422E-2,0,0,0,0
A42109,hom,0,0,0,1.0652791,20.627138,4.6335993,0.04602566,1.9728187E-2,0,0,0,0
A42111,hom,0,0,0,17.640581,8.6391211,0.99605727,0.54089016,0.13996997,0,0,0,0
A42113,hom,0,0,0,0.07623262,23.871876,0.17098774,3.4853566E-2,9.0181129E-3,0,0,0,0
A42115,hom,0,0,0,2.7497542,28.47064,3.730844,1.2729144,0.31761461,0,0,0,0
A42117,hom,0,0,0,2.1765418,25.93169,2.3592343,0.83272022,0.21918984,0,0,0,0
A42119,hom,0,0,0,0.85326231,11.597571,6.6054182,0.183175,0.04713558,0,0,0,0
A42127,hom,0,0,0,0.43764085,10.609685,1.259567,1.0061249,0,0,0,0,0
A42131,hom,0,0,0,19.776665,10.715758,6.3217645,0.40736696,0.10165265,0,0,0,0
A42133,hom,0,0,0,12.9609,4.843255,1.102172,4.2290542E-2,4.4523116E-2,0,0,0,0
A51001,hom,0,0,5.0534472,2.6088762,1.071021,0.11058874,5.0781619E-2,0,0,0,0,0
A51003,hom,0,0,0,19.050678,0.17195711,4.8330087E-2,1.2262451E-2,0,0,0,0,0
A51005,hom,0,0,0,15.392932,23.690065,1.1170123,1.9294409,0,0,0,0,0
A51007,hom,0,0,0.23939118,1.2424049,15.238264,0.03529479,7.709791E-3,0,0,0,0,0
A51009,hom,0,0,0.98637426,22.244564,1.648489,0.13053007,3.4336518E-2,0,0,0,0,0
A51011,hom,0,0,0.90477604,5.920454,16.350651,0.12204219,3.1010935E-2,0,0,0,0,0
A51015,hom,0,0,0,11.44936,8.3751945,0.95336741,0.62383842,0,0,0,0,0
A51017,hom,0,0,0,17.832457,26.870661,1.313857,2.2010455,0,0,0,0,0
A51019,hom,0,0,0.60681188,43.215668,11.914287,0.36824811,0.10082829,0,0,0,0,0
A51023,hom,0,0,0,1.5218604,22.17082,0.74680543,0.27887157,0,0,0,0,0
A51029,hom,0,0,1.3975925,6.6018796,14.815492,0.1885297,4.7966696E-2,0,0,0,0,0
A51031,hom,0,0,1.8354351E-2,2.1701214,23.507771,0.13665621,1.1401789E-2,0,0,0,0,0
A51033,hom,0,0,0.28114122,8.844099,0.2445537,3.7359551E-2,9.2730364E-3,0,0,0,0,0
A51036,hom,0,0,0.8100549,6.6858349,0.72081786,0.11566649,2.8819263E-2,0,0,0,0,0
A51037,hom,0,0,9.6920863E-2,0.69720912,16.256891,0.01428991,3.1302783E-3,0,0,0,0,0
A51041,hom,0,0,5.4908313E-2,2.0692904,7.0439014,1.0946403,1.8629573E-3,0,0,0,0,0
A51043,hom,0,0,0,0.20661461,8.4460335,1.8835519E-2,3.751996E-3,0,0,0,0,0
A51045,hom,0,0,0,11.306851,17.39637,0.83798689,1.4215156,0,0,0,0,0
A51047,hom,0,0,1.1265633,9.2605562,0.72761321,0.16608566,3.6416836E-2,0,0,0,0,0
A51049,hom,0,0,0.43442801,3.5625713,11.106499,6.4053379E-2,1.4029511E-2,0,0,0,0,0
A51053,hom,0,0,1.4035538E-2,0.19089927,9.5758018,0.91195923,4.8007513E-4,0,0,0,0,0
A51057,hom,0,0,0.34980592,5.188921,2.1983035,4.9873091E-2,1.1875481E-2,0,0,0,0,0
A51059,hom,0,0,0.22915851,8.3650694,1.3872596,8.8487644,7.8711212E-3,0,0,0,0,0
A51061,hom,0,0,1.1208268,14.845595,0.71370959,0.15117384,5.7392232E-2,0,0,0,0,0
A51065,hom,0,0,2.0402396,13.685754,2.4240875,0.27516678,6.9963217E-2,0,0,0,0,0
A51069,hom,0,0,0,0.10545773,15.964438,3.1022558E-2,1.8617759E-2,0,0,0,0,0
A51071,hom,0,0,0,17.252131,12.441143,1.0011441,2.5739098,0,0,0,0,0
A51073,hom,0,0,0.14430708,12.184807,0.31760499,1.9534968E-2,0.00455601,0,0,0,0,0
A51075,hom,0,0,1.2681113,8.8913126,1.4762676,0.18692826,4.1011702E-2,0,0,0,0,0
A51079,hom,0,0,1.1677009,14.718128,1.3874691,0.15749741,4.0008936E-2,0,0,0,0,0
A51085,hom,0,0,6.0055885E-2,8.2357216,0.95274085,1.5495932,0.13845444,0,0,0,0,0
A51087,hom,0,0,0.21577157,8.7680464,0.19252016,3.0790417E-2,7.3217256E-3,0,0,0,0,0
A51091,hom,0,0,0,4.1944776,0,2.5173817,0,0,0,0,0,0
A51093,hom,0,0,2.8373066E-3,2.7076073E-2,16.357006,3.8495663E-4,8.843164E-5,0,0,0,0,0
A51095,hom,0,0,0.1316908,7.0577607,0.24178046,2.5933406,8.3891919E-4,0,0,0,0,0
A51097,hom,0,0,6.5090835E-2,7.6116314,1.7468027,2.5813885E-2,6.2747146E-3,0,0,0,0,0
A51099,hom,0,0,0.24023564,8.0496016,0.64125758,5.4488689E-2,0.01344557,0,0,0,0,0
A51101,hom,0,0,0.50488335,6.9553623,0.45041239,0.07193622,1.7196037E-2,0,0,0,0,0
A51103,hom,0,0,1.7432898E-2,10.592578,1.4240159E-2,2.4600439E-3,4.0241453E-4,0,0,0,0,0
A51107,hom,0,0,3.9908547E-2,9.131218,0.1961015,1.0673549,6.5085753E-3,0,0,0,0,0
A51109,hom,0,0,8.3921077E-3,7.4146214,6.6658344,0.10346719,2.2696031E-2,0,0,0,0,0
A51111,hom,0,0,5.3498823E-2,0.4678047,13.781075,7.1116951E-3,1.7587614E-3,0,0,0,0,0
A51113,hom,0,0,0.46770343,15.385134,0.55573034,0.06307698,1.6038323E-2,0,0,0,0,0
A51115,hom,0,0,0.18158334,5.8035855,0.13976379,2.0926371E-2,4.9234177E-3,0,0,0,0,0
A51119,hom,0,0,2.6211541E-3,10.453551,2.1411038E-3,3.6988416E-4,6.0505739E-5,0,0,0,0,0
A51121,hom,0,0,0,8.9034386,17.359879,1.0082643,1.6495056,0,0,0,0,0
A51125,hom,0,0,0.28793722,23.836176,0.34489995,3.8109764E-2,1.0014451E-2,0,0,0,0,0
A51127,hom,0,0,6.8725578E-2,5.6527596,5.9714328E-2,6.6299014,2.2912968E-3,0,0,0,0,0
A51131,hom,0,0,3.5519161,2.8773153,1.3005583,0.30725363,0.19659354,0,0,0,0,0
A51133,hom,0,0,0.39814481,10.420691,0.3357566,5.3924516E-2,1.2702217E-2,0,0,0,0,0
A51135,hom,0,0,0.25299472,1.1444405,15.417624,3.7295714E-2,8.1675798E-3,0,0,0,0,0
A51137,hom,0,0,0.93332648,15.323349,0.78111178,0.12589119,3.1995408E-2,0,0,0,0,0
A51139,hom,0,0,0,5.1512461,11.169669,0.3183589,0.50360888,0,0,0,0,0
A51145,hom,0,0,1.3240385,6.2187204,6.1329584,0.19526125,4.2699929E-2,0,0,0,0,0
A51147,hom,0,0,0.23088093,4.4663749,19.379728,3.1143254E-2,7.8950627E-3,0,0,0,0,0
A51149,hom,0,0,4.8316736E-3,0.39498469,9.848032,1.1616019E-3,2.8041046E-4,0,0,0,0,0
A51153,hom,0,0,1.1072174,7.5366907,1.2802684,0.14725773,3.6393657E-2,0,0,0,0,0
A51157,hom,0,0,0,19.606268,0.10745148,2.2621637E-2,5.7324469E-3,0,0,0,0,0
A51159,hom,0,0,3.3304233E-2,5.0731072,3.4111073,4.7620744E-3,1.1535515E-3,0,0,0,0,0
A51161,hom,0,0,0,5.4571786,25.568302,1.0831625,0.69866735,0,0,0,0,0
A51163,hom,0,0,0,13.085865,12.039788,0.97812945,1.6002719,0,0,0,0,0
A51165,hom,0,0,0,0.66301179,15.640514,8.1002325E-2,2.6985167E-2,0,0,0,0,0
A51171,hom,0,0,0,0.65301847,15.58391,7.3001452E-2,2.4692483E-2,0,0,0,0,0
A51177,hom,0,0,0.92474604,8.8106709,1.0767035,0.13635512,2.9897379E-2,0,0,0,0,0
A51179,hom,0,0,1.2685484,14.314239,1.50744,0.17105313,0.04360617,0,0,0,0,0
A51181,hom,0,0,2.8118896E-3,2.5415277E-2,10.362566,4.0064927E-4,9.6054326E-5,0,0,0,0,0
A51187,hom,0,0,0,0.75117344,18.004932,5.6817573E-2,9.3440168E-2,0,0,0,0,0
A51193,hom,0,0,8.0998681E-2,5.1173077,1.3660427,0.92840892,7.7204436E-2,0,0,0,0,0
A51199,hom,0,0,0.56082755,5.4981456,5.7438402,4.8473971E-3,1.1780799E-3,0,0,0,0,0
A51550,hom,0,0,1.3158689E-2,6.4197898,0.90998536,1.5159651E-3,3.6585014E-4,0,0,0,0,0
A51800,hom,0,0,1.3368089E-3,0.19764,9.7839584,1.5422812E-4,3.7092323E-5,0,0,0,0,0
A51810,hom,0,0,0.17645088,4.4283233,0.92503029,1.0602022,3.6842944E-4,0,0,0,0,0
A54003,hom,0,0,0,5.3543635E-2,9.9134779,3.5731234E-2,3.7626516E-5,1.4015878E-4,0,0,0,0
