landseg,landuse,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A51147,nlo,0,0,0.16250877705810388,3.4540466602405564,1.2134049427953901E-2,0,0,0,1.5760569070254242E-5,0.21579856551364116,5.3015554859993843E-3,0
A51045,hwm,0,0,0.54118218003526952,29.894867582484892,0.75877719329082982,0,0,0,5.0120350063842024E-4,0.32116654806249867,0,0
A36107,lwm,0,0,0,0.11988335451203666,4.9437433655576868,2.5011614055067865E-2,5.0802720930294139E-4,0,6.7411517858238937E-3,0,0,0
A42097,nho,0,0,0,3.1711012791167593E-2,7.3919520568472867,2.3512724957678657,1.9208200183835564,0,0,0,0,0
A51137,nho,0,0,1.2775272792094712,4.9265486445313247,1.979954311656781,1.211500575541377,0.1082972071759819,0,0,0,0,0
B51071,nho,0,0,0,18.275153455508448,10.378114644019087,1.6093081115289314,3.4677139495653813,0,0,0,0,0
A10005,nhi,0,0,5.908839782195691E-4,1.7181694018741041E-4,4.0395953649342751,0.2624226748954851,0,0,6.3032333358640474E-2,0.2173974881150203,3.2452325446775919E-2,0
A24009,nlo,0,0,0,0,1.0669838820213025,3.9844705173814015E-5,1.250472298773668E-4,0,1.8733417224496111E-2,0.23339363078265951,0,0
A51043,nlo,0,0,9.6805503594334392E-3,1.4195721612323622,0.26808496196105597,2.5480049484588433E-2,0,0,2.1712745513130182E-3,0.1023697033873002,0,0
A24031,nho,0,0,0,0.50170840435968189,5.7438817708615648,3.2359515682198223,0.1882965994299296,5.1236057139605242E-3,0,0,0,0
A51109,hwm,0,0,0.14706103619860295,5.8462220630703454,1.898674828021665,0.2442483820413987,0,0,1.8174948187137708E-2,0.34714148042116144,5.1468973509434073E-3,0
B51161,hom,0,0,0,9.9541400429944638,5.1291892689356331,2.2331924119622824,1.5908955188038654,0,0,0,0,0
A54027,hwm,0,0,0,0.94265466268850684,22.049884372529348,1.2408624277886606,0,0,1.3091102205383731E-2,0.77062333202448363,0,0
A42113,nho,0,0,0,1.8518127361291921,8.2631564257887042,15.804121303589511,7.0898721949412033E-2,0,0,0,0,0
A51580,nho,0,0,0,12.554121065544026,5.8869053042892832,1.4550605199476998,2.2281477982330156,0,0,0,0,0
A51680,nho,0,0,0,1.1412028943800867,11.275032657058423,2.0583998105168371E-3,0.17483968725666871,0,0,0,0,0
