1997,10,22,11,45, 0.54000E+01,-,01487000  
1997,11, 2,20,45, 0.44000E+01,-,01487000  
1997,11, 8, 2,45, 0.42000E+01,-,01487000  
1997,11, 8,20,45, 0.41000E+01,-,01487000  
1997,11, 9,14,45, 0.35000E+01,-,01487000  
1997,11,10, 8,45, 0.30000E+01,-,01487000  
1997,11,18,11, 0, 0.46000E+01,-,01487000  
1997,11,23, 5, 0, 0.40000E+01,-,01487000  
1997,11,23,23, 0, 0.42000E+01,-,01487000  
1997,12,16,10,30, 0.51000E+01,-,01487000  
1998, 1,14,10,30, 0.47000E+01,-,01487000  
1998, 1,23,19,15, 0.44000E+01,-,01487000  
1998, 1,24,13,15, 0.43000E+01,-,01487000  
1998, 1,25, 7,15, 0.40000E+01,-,01487000  
1998, 1,28,10, 0, 0.44000E+01,-,01487000  
1998, 1,29, 4, 0, 0.25000E+01,-,01487000  
1998, 1,29,22, 0, 0.29000E+01,-,01487000  
1998, 1,30,16, 0, 0.36000E+01,-,01487000  
1998, 2, 5, 0,30, 0.37000E+01,-,01487000  
1998, 2, 5,15,45, 0.23000E+01,-,01487000  
1998, 2,12,10,45, 0.42000E+01,-,01487000  
1998, 2,17,10,30, 0.50000E+01,-,01487000  
1998, 2,18, 5,15, 0.47000E+01,-,01487000  
1998, 2,24, 1,30, 0.34000E+01,-,01487000  
1998, 2,24,19,30, 0.29000E+01,-,01487000  
1998, 3,17,16,15, 0.53000E+01,-,01487000  
1998, 3,19,13,15, 0.40000E+01,-,01487000  
1998, 3,22, 1,30, 0.26000E+01,-,01487000  
1998, 3,22,19,30, 0.27000E+01,-,01487000  
1998, 4,14,13,30, 0.39000E+01,-,01487000  
1998, 5,20, 8, 0, 0.39000E+01,-,01487000  
1998, 6,23, 8,30, 0.45000E+01,-,01487000  
1998, 7,14,10, 0, 0.44000E+01,-,01487000  
1998, 8,11, 6,30, 0.45000E+01,-,01487000  
1998, 8,12, 0,30, 0.40000E+01,-,01487000  
1998, 8,25, 6, 0, 0.51000E+01,-,01487000  
1998, 8,27,14,15, 0.52000E+01,-,01487000  
1998, 8,27,14,45, 0.52000E+01,-,01487000  
1998, 8,27,15,15, 0.45000E+01,-,01487000  
1998, 9,15, 7,30, 0.84000E+01,-,01487000  
1998,10,19, 9, 0, 0.55000E+01,-,01487000  
1998,10,28,15,15, 0.59000E+01,-,01487000  
1998,11,18,10,30, 0.56000E+01,-,01487000  
1998,12,13,12,30, 0.48000E+01,-,01487000  
1998,12,14, 6,30, 0.51000E+01,-,01487000  
1998,12,15,10, 0, 0.58000E+01,-,01487000  
1999, 1,12,13,15, 0.60000E+01,-,01487000  
1999, 1,24,21, 0, 0.27000E+01,-,01487000  
1999, 1,26, 9, 0, 0.37000E+01,-,01487000  
1999, 2,17,13,45, 0.49000E+01,-,01487000  
1999, 3, 1, 2,15, 0.40000E+01,-,01487000  
1999, 3,11,14, 0, 0.52000E+01,-,01487000  
1999, 3,15, 1,45, 0.37000E+01,-,01487000  
1999, 3,15,14, 0, 0.40000E+01,-,01487000  
1999, 4, 7,13,30, 0.47000E+01,-,01487000  
1999, 5,10,12, 5, 0.44000E+01,-,01487000  
1999, 6,15,13, 0, 0.44000E+01,-,01487000  
1999, 7, 8,10,15, 0.47000E+01,-,01487000  
1999, 8,17, 8, 0, 0.42000E+01,-,01487000  
1999, 9, 7,19,30, 0.46000E+01,-,01487000  
1999, 9, 8,11,15, 0.44000E+01,-,01487000  
1999, 9,15,11,30, 0.49000E+01,-,01487000  
1999, 9,16, 5,30, 0.44000E+01,-,01487000  
1999, 9,16,13,15, 0.54000E+01,-,01487000  
1999,10,27, 8,15, 0.51000E+01,-,01487000  
1999,11,17,10,15, 0.53000E+01,-,01487000  
1999,12, 8,13,45, 0.49000E+01,-,01487000  
2000, 1,12,11,45, 0.48000E+01,-,01487000  
2000, 2, 6,10,30, 0.41000E+01,-,01487000  
2000, 2,14,10,50, 0.48000E+01,-,01487000  
2000, 2,16,13,15, 0.47000E+01,-,01487000  
2000, 3,22, 6,45, 0.37000E+01,-,01487000  
2000, 3,22,11,30, 0.35000E+01,-,01487000  
2000, 3,22,22,45, 0.36000E+01,-,01487000  
2000, 3,28,11,15, 0.43000E+01,-,01487000  
2000, 4,12,11, 0, 0.46000E+01,-,01487000  
2000, 4,18,10,45, 0.64000E+00,-,01487000  
2000, 5,11, 8,30, 0.43000E+01,-,01487000  
2000, 6,27,13,45, 0.43000E+01,-,01487000  
2000, 7,27, 8,30, 0.39000E+01,-,01487000  
2000, 8,31,14, 0, 0.50000E+01,-,01487000  
2000, 9,13, 8,45, 0.50000E+01,-,01487000  
2000, 9,26,15,55, 0.28000E+01,-,01487000  
2000,10,11,10,30, 0.51000E+01,-,01487000  
2000,11,20,15,15, 0.56000E+01,-,01487000  
2000,12,17,11, 0, 0.56000E+01,-,01487000  
2000,12,18, 5, 0, 0.50000E+01,-,01487000  
2000,12,18,13,30, 0.45000E+01,-,01487000  
2000,12,18,23, 0, 0.50000E+01,-,01487000  
2000,12,20,10,55, 0.95000E+01,-,01487000  
