1986, 1,22,11, 0, 0.26500E+01,-,GUN0258   
1986, 2,19,11, 0, 0.20000E+01,-,GUN0258   
1986, 3,17,13,45, 0.26900E+01,-,GUN0258   
1986, 4,15,11,50, 0.23500E+01,-,GUN0258   
1986, 5, 5,12, 0, 0.35500E+01,-,GUN0258   
1986, 7, 8,13,15, 0.21300E+01,-,GUN0258   
1986, 8, 6,13,40, 0.21500E+01,-,GUN0258   
1986, 9,23,13,10, 0.17000E+01,-,GUN0258   
1986,10,21,12,15, 0.21500E+01,-,GUN0258   
1986,11,12,14,10, 0.23500E+01,-,GUN0258   
1986,12,16,11,35, 0.26000E+01,-,GUN0258   
1987, 1,13,11, 0, 0.27500E+01,-,GUN0258   
1987, 2,10,13, 0, 0.26500E+01,-,GUN0258   
1987, 3, 3,13, 5, 0.28000E+01,-,GUN0258   
1987, 4,14,12, 0, 0.27000E+01,-,GUN0258   
1987, 5,13,13,30, 0.28000E+01,-,GUN0258   
1987, 6, 8,13,10, 0.26500E+01,-,GUN0258   
1987, 7,15,13, 0, 0.26000E+01,-,GUN0258   
1987, 8,12,12,30, 0.18800E+01,-,GUN0258   
1987, 9, 9,12,15, 0.24000E+01,-,GUN0258   
1987,10,13,12,45, 0.24000E+01,-,GUN0258   
1987,11, 4,12,30, 0.21000E+01,-,GUN0258   
1987,12, 7,13,15, 0.24500E+01,-,GUN0258   
1988, 1,12,12,55, 0.30500E+01,-,GUN0258   
1988, 2,17,12,15, 0.26500E+01,-,GUN0258   
1988, 3,22,12,40, 0.30500E+01,-,GUN0258   
1988, 4, 5,13, 0, 0.29500E+01,-,GUN0258   
1988, 5,17,12,35, 0.27000E+01,-,GUN0258   
1988, 6,14,12, 0, 0.27500E+01,-,GUN0258   
1988, 7,12,12,20, 0.28000E+01,-,GUN0258   
1988, 8,16,13,10, 0.24000E+01,-,GUN0258   
1988, 9,14,13,20, 0.24000E+01,-,GUN0258   
1988,10,25,13,15, 0.20000E+01,-,GUN0258   
1988,11,21,12, 0, 0.23000E+01,-,GUN0258   
1988,12,14,12, 5, 0.27000E+01,-,GUN0258   
1989, 9, 6,12,16, 0.28000E+01,-,GUN0258   
1989,10,17,12,15, 0.22500E+01,-,GUN0258   
1989,11, 6,12, 8, 0.25500E+01,-,GUN0258   
1990, 1,23,13, 5, 0.20000E+00,-,GUN0258   
1990, 2,21,13, 5, 0.36000E+01,-,GUN0258   
1990, 3,14,12,15, 0.31500E+01,-,GUN0258   
1990, 4,10,12,25, 0.28500E+01,-,GUN0258   
1990, 5, 7,11,40, 0.31000E+01,-,GUN0258   
1990, 6, 4,12,40, 0.29000E+01,-,GUN0258   
1990, 7,10,12,15, 0.39000E+01,-,GUN0258   
1990, 8, 7,12, 5, 0.29000E+01,-,GUN0258   
1990, 9, 5,13, 0, 0.25000E+01,-,GUN0258   
1990,10,10,12,37, 0.21000E+01,-,GUN0258   
1990,11,26,11,20, 0.30500E+01,-,GUN0258   
1990,12,17,12,15, 0.27500E+01,-,GUN0258   
1991, 1,21,11,52, 0.29000E+01,-,GUN0258   
1991, 2,19,12,25, 0.31000E+01,-,GUN0258   
1991, 3,19,12,10, 0.29500E+01,-,GUN0258   
1991, 4,16,12,45, 0.27500E+01,-,GUN0258   
1991, 5,15,12,45, 0.30500E+01,-,GUN0258   
1991, 6,11,12,20, 0.33000E+01,-,GUN0258   
1991, 7,16,13, 5, 0.26500E+01,-,GUN0258   
1991, 8,13,11,50, 0.23500E+01,-,GUN0258   
1991, 9,10,12, 5, 0.25000E+01,-,GUN0258   
1991,10, 8,11,55, 0.15500E+01,-,GUN0258   
1991,11,13,12,18, 0.17000E+01,-,GUN0258   
1991,12,10,12, 0, 0.26000E+01,-,GUN0258   
1992, 1,21,12,30, 0.23500E+01,-,GUN0258   
1992, 2,18,11,25, 0.24500E+01,-,GUN0258   
1992, 3,17,11,25, 0.26500E+01,-,GUN0258   
1992, 5,20,13,15, 0.29000E+01,-,GUN0258   
1992, 6,16,13, 5, 0.29000E+01,-,GUN0258   
1992, 7,28,12,12, 0.22500E+01,-,GUN0258   
1992, 8,18,11,30, 0.23500E+01,-,GUN0258   
1992, 9,14,12,50, 0.23500E+01,-,GUN0258   
1992,10,27,12,15, 0.24000E+01,-,GUN0258   
1992,11,23,12, 8, 0.30500E+01,-,GUN0258   
1992,12,15,11,50, 0.30000E+01,-,GUN0258   
1993, 1,18,11,35, 0.32500E+01,-,GUN0258   
1993, 2,17,12, 5, 0.31000E+01,-,GUN0258   
1993, 3,16,12,27, 0.34000E+01,-,GUN0258   
1993, 4,20,12,30, 0.29900E+01,-,GUN0258   
1993, 5,18,12,40, 0.30600E+01,-,GUN0258   
1993, 7,20,11,38, 0.42800E+01,-,GUN0258   
1993, 8,16,12, 5, 0.25000E+01,-,GUN0258   
1993, 9,21,12,40, 0.27000E+01,-,GUN0258   
1993,10,18,12,20, 0.26200E+01,-,GUN0258   
1993,11,22,11,30, 0.22000E+01,-,GUN0258   
1993,12,14,13, 0, 0.96700E+01,-,GUN0258   
1994, 1,10,12,50, 0.40300E+01,-,GUN0258   
1994, 2,16,13,30, 0.35100E+01,-,GUN0258   
1994, 3,23,11,25, 0.23100E+01,-,GUN0258   
1994, 4,11,12,25, 0.27200E+01,-,GUN0258   
1994, 5,17,13,35, 0.26600E+01,-,GUN0258   
1994, 6,20,11,55, 0.31600E+01,-,GUN0258   
1994, 7,19,12,13, 0.24200E+01,-,GUN0258   
1994, 8, 9,12,21, 0.28800E+01,-,GUN0258   
1994, 9,20,13,30, 0.25300E+01,-,GUN0258   
1994,10,18,12,46, 0.24800E+01,-,GUN0258   
1994,11, 2,12,20, 0.25000E+01,-,GUN0258   
1994,12, 6,12, 0, 0.22200E+01,-,GUN0258   
1995, 1,24,12,49, 0.24100E+01,-,GUN0258   
