RL0_6540_0001.OTOTN:2003, 7,16,12,50, 0.82000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTN:2003, 9,30,13,15, 0.69000E+00,-,3-PIS009.2
RL0_6540_0001.OTOTN:2003,11,19,14,15, 0.89000E+00,-,3-PIS009.2
RL1_6180_0001.OTOTN:1999, 1, 7,13, 3, 0.93000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999, 2,11,13,33, 0.54000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999, 3,18,11,23, 0.80000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999, 4, 8,13,11, 0.98000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999, 5, 6,13,54, 0.87000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999, 6,14,13, 1, 0.17400E+01,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999, 7, 8,13,33, 0.18400E+01,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999, 8, 5,14, 4, 0.11400E+01,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999, 9, 9,13,45, 0.54000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:1999,11, 4,13,11, 0.54000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2001, 3,15,12,52, 0.53000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2001, 4,17,12,15, 0.71000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2001, 6, 4,12,25, 0.75000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2001, 8, 2,12,48, 0.73000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2001,10,29,12,40, 0.64000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2001,12,13,11,15, 0.60000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2002, 2, 6,10,45, 0.72000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2002, 4, 4,12,30, 0.61000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2002, 7, 8,12,20, 0.14000E+01,-,3-CAT011.6
RL1_6180_0001.OTOTN:2002, 9,26,11,15, 0.54000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2002,11, 6,12, 5, 0.35000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2003, 7, 1,12,25, 0.16000E+01,-,3-CAT011.6
RL1_6180_0001.OTOTN:2003, 9,29,12,30, 0.77000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2003,11,24,13,55, 0.67000E+00,-,3-CAT011.6
RL1_6180_0001.OTOTN:2004, 1,22,14,20, 0.11000E+01,-,3-CAT011.6
RL1_6180_0001.OTOTN:2004, 4, 6,14,30, 0.83000E+00,-,3-CAT011.6
